year month day streamflow_m3s qual_control_by_ana qual_flag
1972 11 01 0.803000 0 0
1972 11 02 0.762000 0 0
1972 11 03 1.126000 0 0
1972 11 04 1.520000 0 0
1972 11 05 1.520000 0 0
1972 11 06 1.403000 0 0
1972 11 07 1.047000 0 0
1972 11 08 0.844000 0 0
1972 11 09 0.762000 0 0
1972 11 10 0.721000 0 0
1972 11 11 0.637000 0 0
1972 11 12 0.966000 0 0
1972 11 13 1.904000 0 0
1972 11 14 2.056000 0 0
1972 11 15 3.497000 0 0
1972 11 16 4.273000 0 0
1972 11 17 1.980000 0 0
1972 11 18 1.904000 0 0
1972 11 19 2.641000 0 0
1972 11 20 2.778000 0 0
1972 11 21 2.375000 0 0
1972 11 22 1.597000 0 0
1972 11 23 1.442000 0 0
1972 11 24 1.087000 0 0
1972 11 25 0.966000 0 0
1972 11 26 0.966000 0 0
1972 11 27 0.966000 0 0
1972 11 28 0.885000 0 0
1972 11 29 0.803000 0 0
1972 11 30 0.721000 0 0
1972 12 01 0.721000 0 0
1972 12 02 0.679000 0 0
1972 12 03 0.721000 0 0
1972 12 04 1.047000 0 0
1972 12 05 1.166000 0 0
1972 12 06 1.166000 0 0
1972 12 07 1.006000 0 0
1972 12 08 1.126000 0 0
1972 12 09 0.966000 0 0
1972 12 10 0.885000 0 0
1972 12 11 0.637000 0 0
1972 12 12 0.721000 0 0
1972 12 13 0.721000 0 0
1972 12 14 0.762000 0 0
1972 12 15 0.762000 0 0
1972 12 16 0.721000 0 0
1972 12 17 0.721000 0 0
1972 12 18 0.637000 0 0
1972 12 19 0.553000 0 0
1972 12 20 0.381000 0 0
1972 12 21 0.292000 0 0
1972 12 22 0.468000 0 0
1972 12 23 1.790000 0 0
1972 12 24 1.980000 0 0
1972 12 25 2.131000 0 0
1972 12 26 1.481000 0 0
1972 12 27 0.885000 0 0
1972 12 28 1.166000 0 0
1972 12 29 2.375000 0 0
1972 12 30 1.751000 0 0
1972 12 31 1.828000 0 0
1973 01 01 1.285000 0 0
1973 01 02 1.403000 0 0
1973 01 03 1.285000 0 0
1973 01 04 0.966000 0 0
1973 01 05 0.885000 0 0
1973 01 06 0.885000 0 0
1973 01 07 0.803000 0 0
1973 01 08 1.828000 0 0
1973 01 09 2.574000 0 0
1973 01 10 1.904000 0 0
1973 01 11 1.674000 0 0
1973 01 12 1.597000 0 0
1973 01 13 2.131000 0 0
1973 01 14 1.636000 0 0
1973 01 15 1.751000 0 0
1973 01 16 3.801000 0 0
1973 01 17 6.811000 0 0
1973 01 18 6.161000 0 0
1973 01 19 2.988000 0 0
1973 01 20 1.828000 0 0
1973 01 21 1.790000 0 0
1973 01 22 3.801000 0 0
1973 01 23 3.878000 0 0
1973 01 24 2.778000 0 0
1973 01 25 2.847000 0 0
1973 01 26 4.113000 0 0
1973 01 27 4.931000 0 0
1973 01 28 3.275000 0 0
1973 01 29 1.790000 0 0
1973 01 30 1.636000 0 0
1973 01 31 1.403000 0 0
1973 02 01 1.364000 0 0
1973 02 02 1.442000 0 0
1973 02 03 1.442000 0 0
1973 02 04 1.285000 0 0
1973 02 05 1.206000 0 0
1973 02 06 1.126000 0 0
1973 02 07 1.006000 0 0
1973 02 08 1.126000 0 0
1973 02 09 1.047000 0 0
1973 02 10 1.006000 0 0
1973 02 11 0.926000 0 0
1973 02 12 0.966000 0 0
1973 02 13 1.087000 0 0
1973 02 14 3.801000 0 0
1973 02 15 5.800000 0 0
1973 02 16 4.516000 0 0
1973 02 17 3.423000 0 0
1973 02 18 3.203000 0 0
1973 02 19 4.764000 0 0
1973 02 20 8.688000 0 0
1973 02 21 7.484000 0 0
1973 02 22 4.764000 0 0
1973 02 23 2.507000 0 0
1973 02 24 2.310000 0 0
1973 02 25 2.246000 0 0
1973 02 26 3.059000 0 0
1973 02 27 4.273000 0 0
1973 02 28 5.101000 0 0
1973 03 01 2.094000 0 0
1973 03 02 1.674000 0 0
1973 03 03 1.713000 0 0
1973 03 04 2.056000 0 0
1973 03 05 2.375000 0 0
1973 03 06 2.018000 0 0
1973 03 07 1.980000 0 0
1973 03 08 1.751000 0 0
1973 03 09 1.751000 0 0
1973 03 10 1.790000 0 0
1973 03 11 1.674000 0 0
1973 03 12 1.206000 0 0
1973 03 13 1.246000 0 0
1973 03 14 1.324000 0 0
1973 03 15 1.442000 0 0
1973 03 16 1.285000 0 0
1973 03 17 1.126000 0 0
1973 03 18 1.206000 0 0
1973 03 19 1.047000 0 0
1973 03 20 1.206000 0 0
1973 03 21 1.442000 0 0
1973 03 22 1.790000 0 0
1973 03 23 3.203000 0 0
1973 03 24 3.423000 0 0
1973 03 25 3.059000 0 0
1973 03 26 2.917000 0 0
1973 03 27 2.574000 0 0
1973 03 28 1.285000 0 0
1973 03 29 1.246000 0 0
1973 03 30 1.206000 0 0
1973 03 31 1.828000 0 0
1973 04 01 3.059000 0 0
1973 04 02 3.648000 0 0
1973 04 03 2.778000 0 0
1973 04 04 1.558000 0 0
1973 04 05 1.324000 0 0
1973 04 06 1.285000 0 0
1973 04 07 1.166000 0 0
1973 04 08 1.206000 0 0
1973 04 09 1.126000 0 0
1973 04 10 1.324000 0 0
1973 04 11 1.403000 0 0
1973 04 12 1.674000 0 0
1973 04 13 1.904000 0 0
1973 04 14 5.101000 0 0
1973 04 15 4.273000 0 0
1973 04 16 2.131000 0 0
1973 04 17 1.751000 0 0
1973 04 18 1.442000 0 0
1973 04 19 1.597000 0 0
1973 04 20 1.442000 0 0
1973 04 21 1.364000 0 0
1973 04 22 1.442000 0 0
1973 04 23 1.520000 0 0
1973 04 24 1.442000 0 0
1973 04 25 1.364000 0 0
1973 04 26 1.166000 0 0
1973 04 27 1.166000 0 0
1973 04 28 1.126000 0 0
1973 04 29 1.126000 0 0
1973 04 30 1.047000 0 0
1973 05 01 1.047000 0 0
1973 05 02 1.206000 0 0
1973 05 03 0.926000 0 0
1973 05 04 0.926000 0 0
1973 05 05 1.047000 0 0
1973 05 06 1.126000 0 0
1973 05 07 1.087000 0 0
1973 05 08 1.047000 0 0
1973 05 09 1.087000 0 0
1973 05 10 1.403000 0 0
1973 05 11 1.558000 0 0
1973 05 12 1.597000 0 0
1973 05 13 1.442000 0 0
1973 05 14 1.206000 0 0
1973 05 15 1.166000 0 0
1973 05 16 1.126000 0 0
1973 05 17 1.166000 0 0
1973 05 18 1.126000 0 0
1973 05 19 1.166000 0 0
1973 05 20 1.126000 0 0
1973 05 21 1.442000 0 0
1973 05 22 1.942000 0 0
1973 05 23 2.182000 0 0
1973 05 24 1.751000 0 0
1973 05 25 1.520000 0 0
1973 05 26 1.597000 0 0
1973 05 27 1.520000 0 0
1973 05 28 1.597000 0 0
1973 05 29 1.206000 0 0
1973 05 30 1.206000 0 0
1973 05 31 1.206000 0 0
1973 06 01 1.126000 0 0
1973 06 02 1.166000 0 0
1973 06 03 1.206000 0 0
1973 06 04 1.047000 0 0
1973 06 05 1.047000 0 0
1973 06 06 1.126000 0 0
1973 06 07 1.126000 0 0
1973 06 08 1.047000 0 0
1973 06 09 1.126000 0 0
1973 06 10 1.047000 0 0
1973 06 11 1.047000 0 0
1973 06 12 1.047000 0 0
1973 06 13 1.126000 0 0
1973 06 14 1.047000 0 0
1973 06 15 1.047000 0 0
1973 06 16 1.047000 0 0
1973 06 17 1.166000 0 0
1973 06 18 1.047000 0 0
1973 06 19 1.126000 0 0
1973 06 20 1.166000 0 0
1973 06 21 1.206000 0 0
1973 06 22 1.006000 0 0
1973 06 23 1.047000 0 0
1973 06 24 1.206000 0 0
1973 06 25 1.285000 0 0
1973 06 26 1.597000 0 0
1973 06 27 2.131000 0 0
1973 06 28 2.246000 0 0
1973 06 29 1.828000 0 0
1973 06 30 1.597000 0 0
1973 07 01 1.364000 0 0
1973 07 02 1.285000 0 0
1973 07 03 1.006000 0 0
1973 07 04 1.904000 0 0
1973 07 05 1.980000 0 0
1973 07 06 1.751000 0 0
1973 07 07 1.790000 0 0
1973 07 08 1.206000 0 0
1973 07 09 1.126000 0 0
1973 07 10 0.885000 0 0
1973 07 11 0.966000 0 0
1973 07 12 2.440000 0 0
1973 07 13 0.966000 0 0
1973 07 14 0.885000 0 0
1973 07 15 1.047000 0 0
1973 07 16 0.885000 0 0
1973 07 17 0.885000 0 0
1973 07 18 1.006000 0 0
1973 07 19 1.047000 0 0
1973 07 20 1.597000 0 0
1973 07 21 2.056000 0 0
1973 07 22 2.056000 0 0
1973 07 23 1.904000 0 0
1973 07 24 1.636000 0 0
1973 07 25 1.751000 0 0
1973 07 26 1.442000 0 0
1973 07 27 1.364000 0 0
1973 07 28 1.206000 0 0
1973 07 29 1.597000 0 0
1973 07 30 1.674000 0 0
1973 07 31 1.520000 0 0
1973 08 01 1.206000 0 0
1973 08 02 1.047000 0 0
1973 08 03 1.006000 0 0
1973 08 04 1.047000 0 0
1973 08 05 1.206000 0 0
1973 08 06 1.285000 0 0
1973 08 07 1.285000 0 0
1973 08 08 1.206000 0 0
1973 08 09 0.966000 0 0
1973 08 10 0.966000 0 0
1973 08 11 1.047000 0 0
1973 08 12 0.885000 0 0
1973 08 13 0.885000 0 0
1973 08 14 0.966000 0 0
1973 08 15 1.047000 0 0
1973 08 16 1.006000 0 0
1973 08 17 1.126000 0 0
1973 08 18 1.006000 0 0
1973 08 19 0.803000 0 0
1973 08 20 0.885000 0 0
1973 08 21 0.885000 0 0
1973 08 22 0.885000 0 0
1973 08 23 0.966000 0 0
1973 08 24 1.047000 0 0
1973 08 25 1.006000 0 0
1973 08 26 1.047000 0 0
1973 08 27 1.206000 0 0
1973 08 28 1.324000 0 0
1973 08 29 1.285000 0 0
1973 08 30 1.364000 0 0
1973 08 31 1.285000 0 0
1973 09 01 1.364000 0 0
1973 09 02 1.674000 0 0
1973 09 03 1.828000 0 0
1973 09 04 1.980000 0 0
1973 09 05 1.866000 0 0
1973 09 06 1.126000 0 0
1973 09 07 1.047000 0 0
1973 09 08 1.006000 0 0
1973 09 09 1.047000 0 0
1973 09 10 1.126000 0 0
1973 09 11 0.966000 0 0
1973 09 12 1.126000 0 0
1973 09 13 1.126000 0 0
1973 09 14 1.047000 0 0
1973 09 15 1.126000 0 0
1973 09 16 1.206000 0 0
1973 09 17 1.126000 0 0
1973 09 18 0.966000 0 0
1973 09 19 0.926000 0 0
1973 09 20 1.364000 0 0
1973 09 21 1.285000 0 0
1973 09 22 2.056000 0 0
1973 09 23 2.375000 0 0
1973 09 24 1.904000 0 0
1973 09 25 1.558000 0 0
1973 09 26 1.166000 0 0
1973 09 27 1.047000 0 0
1973 09 28 1.047000 0 0
1973 09 29 1.047000 0 0
1973 09 30 0.966000 0 0
1973 10 01 0.885000 0 0
1973 10 02 0.885000 0 0
1973 10 03 0.885000 0 0
1973 10 04 0.966000 0 0
1973 10 05 0.885000 0 0
1973 10 06 0.844000 0 0
1973 10 07 0.966000 0 0
1973 10 08 0.966000 0 0
1973 10 09 0.885000 0 0
1973 10 10 1.285000 0 0
1973 10 11 2.056000 0 0
1973 10 12 1.980000 0 0
1973 10 13 2.310000 0 0
1973 10 14 1.442000 0 0
1973 10 15 1.006000 0 0
1973 10 16 0.844000 0 0
1973 10 17 0.762000 0 0
1973 10 18 0.641000 0 0
1973 10 19 1.009000 0 0
1973 10 20 1.164000 0 0
1973 10 21 0.862000 0 0
1973 10 22 0.749000 0 0
1973 10 23 0.722000 0 0
1973 10 24 0.641000 0 0
1973 10 25 0.615000 0 0
1973 10 26 0.890000 0 0
1973 10 27 2.164000 0 0
1973 10 28 3.016000 0 0
1973 10 29 1.725000 0 0
1973 10 30 1.326000 0 0
1973 10 31 1.359000 0 0
1973 11 01 1.684000 0 0
1973 11 02 1.939000 0 0
1973 11 03 1.725000 0 0
1973 11 04 1.408000 0 0
1973 11 05 1.133000 0 0
1973 11 06 0.920000 0 0
1973 11 07 0.890000 0 0
1973 11 08 0.777000 0 0
1973 11 09 0.777000 0 0
1973 11 10 0.668000 0 0
1973 11 11 0.722000 0 0
1973 11 12 0.722000 0 0
1973 11 13 0.722000 0 0
1973 11 14 0.722000 0 0
1973 11 15 0.890000 0 0
1973 11 16 0.890000 0 0
1973 11 17 2.257000 0 0
1973 11 18 3.758000 0 0
1973 11 19 3.878000 0 0
1973 11 20 3.070000 0 0
1973 11 21 1.643000 0 0
1973 11 22 1.196000 0 0
1973 11 23 0.920000 0 0
1973 11 24 1.359000 0 0
1973 11 25 1.485000 0 0
1973 11 26 1.983000 0 0
1973 11 27 2.352000 0 0
1973 11 28 1.326000 0 0
1973 11 29 1.070000 0 0
1973 11 30 0.920000 0 0
1973 12 01 0.862000 0 0
1973 12 02 0.890000 0 0
1973 12 03 0.949000 0 0
1973 12 04 1.643000 0 0
1973 12 05 2.027000 0 0
1973 12 06 3.406000 0 0
1973 12 07 2.072000 0 0
1973 12 08 5.614000 0 0
1973 12 09 5.760000 0 0
1973 12 10 3.406000 0 0
1973 12 11 2.164000 0 0
1973 12 12 1.408000 0 0
1973 12 13 1.040000 0 0
1973 12 14 1.070000 0 0
1973 12 15 1.133000 0 0
1973 12 16 1.446000 0 0
1973 12 17 1.603000 0 0
1973 12 18 1.563000 0 0
1973 12 19 1.408000 0 0
1973 12 20 1.326000 0 0
1973 12 21 1.196000 0 0
1973 12 22 1.196000 0 0
1973 12 23 1.070000 0 0
1973 12 24 1.009000 0 0
1973 12 25 2.352000 0 0
1973 12 26 3.349000 0 0
1973 12 27 2.962000 0 0
1973 12 28 1.485000 0 0
1973 12 29 1.643000 0 0
1973 12 30 4.252000 0 0
1973 12 31 5.760000 0 0
1974 01 01 5.542000 0 0
1974 01 02 6.673000 0 0
1974 01 03 6.209000 0 0
1974 01 04 4.642000 0 0
1974 01 05 2.752000 0 0
1974 01 06 2.649000 0 0
1974 01 07 2.118000 0 0
1974 01 08 1.725000 0 0
1974 01 09 1.643000 0 0
1974 01 10 1.485000 0 0
1974 01 11 1.809000 0 0
1974 01 12 2.072000 0 0
1974 01 13 2.401000 0 0
1974 01 14 2.401000 0 0
1974 01 15 3.463000 0 0
1974 01 16 4.189000 0 0
1974 01 17 4.126000 0 0
1974 01 18 3.180000 0 0
