year month day streamflow_m3s qual_control_by_ana qual_flag
1965 12 01 13.567000 1 1
1965 12 02 12.626000 1 1
1965 12 03 61.390000 1 1
1965 12 04 11.707000 1 1
1965 12 05 12.072000 1 1
1965 12 06 12.813000 1 1
1965 12 07 14.723000 1 1
1965 12 08 14.334000 1 1
1965 12 09 13.567000 1 1
1965 12 10 12.813000 1 1
1965 12 11 11.707000 1 1
1965 12 12 10.281000 1 1
1965 12 13 9.761000 1 1
1965 12 14 8.747000 1 1
1965 12 15 8.252000 1 1
1965 12 16 8.090000 1 1
1965 12 17 7.767000 1 1
1965 12 18 7.767000 1 1
1965 12 19 7.135000 1 1
1965 12 20 6.824000 1 1
1965 12 21 5.628000 1 1
1965 12 22 7.135000 1 1
1965 12 23 7.135000 1 1
1965 12 24 7.135000 1 1
1965 12 25 6.217000 1 1
1965 12 26 5.628000 1 1
1965 12 27 5.198000 1 1
1965 12 28 4.641000 1 1
1965 12 29 4.641000 1 1
1965 12 30 4.641000 1 1
1965 12 31 2.973000 1 1
1966 01 01 4.104000 1 1
1966 01 02 4.505000 1 1
1966 01 03 4.505000 1 1
1966 01 04 4.778000 1 1
1966 01 05 5.056000 1 1
1966 01 06 6.671000 1 1
1966 01 07 9.081000 1 1
1966 01 08 7.767000 1 1
1966 01 09 7.449000 1 1
1966 01 10 5.773000 1 1
1966 01 11 5.483000 1 1
1966 01 12 5.483000 1 1
1966 01 13 5.198000 1 1
1966 01 14 4.778000 1 1
1966 01 15 4.641000 1 1
1966 01 16 7.928000 1 1
1966 01 17 11.889000 1 1
1966 01 18 16.107000 1 1
1966 01 19 17.119000 1 1
1966 01 20 15.708000 1 1
1966 01 21 9.761000 1 1
1966 01 22 8.090000 1 1
1966 01 23 7.449000 1 1
1966 01 24 7.135000 1 1
1966 01 25 7.135000 1 1
1966 01 26 7.135000 1 1
1966 01 27 7.135000 1 1
1966 01 28 6.217000 1 1
1966 01 29 6.068000 1 1
1966 01 30 5.773000 1 1
1966 01 31 4.917000 1 1
1966 02 01 4.505000 1 1
