year month day evapotransp_gleam
1980 01 01 3.136
1980 01 02 3.001
1980 01 03 2.652
1980 01 04 2.443
1980 01 05 2.741
1980 01 06 3.396
1980 01 07 2.734
1980 01 08 3.967
1980 01 09 5.013
1980 01 10 2.256
1980 01 11 2.916
1980 01 12 2.761
1980 01 13 4.088
1980 01 14 2.294
1980 01 15 4.089
1980 01 16 3.147
1980 01 17 3.648
1980 01 18 3.446
1980 01 19 4.213
1980 01 20 3.407
1980 01 21 3.135
1980 01 22 4.078
1980 01 23 3.577
1980 01 24 3.208
1980 01 25 3.866
1980 01 26 3.708
1980 01 27 3.585
1980 01 28 3.158
1980 01 29 3.174
1980 01 30 4.262
1980 01 31 3.605
1980 02 01 3.403
1980 02 02 3.460
1980 02 03 3.188
1980 02 04 4.078
1980 02 05 3.983
1980 02 06 3.807
1980 02 07 4.629
1980 02 08 4.073
1980 02 09 3.805
1980 02 10 3.756
1980 02 11 2.433
1980 02 12 3.838
1980 02 13 4.162
1980 02 14 3.433
1980 02 15 3.593
1980 02 16 3.156
1980 02 17 4.175
1980 02 18 3.412
1980 02 19 1.861
1980 02 20 4.833
1980 02 21 3.997
1980 02 22 4.456
1980 02 23 3.494
1980 02 24 3.891
1980 02 25 3.535
1980 02 26 4.235
1980 02 27 4.265
1980 02 28 4.604
1980 02 29 3.000
1980 03 01 5.450
1980 03 02 4.330
1980 03 03 4.446
1980 03 04 4.101
1980 03 05 4.022
1980 03 06 3.080
1980 03 07 3.477
1980 03 08 4.129
1980 03 09 3.424
1980 03 10 3.243
1980 03 11 2.661
1980 03 12 3.181
1980 03 13 3.693
1980 03 14 3.750
1980 03 15 4.075
1980 03 16 3.870
1980 03 17 3.618
1980 03 18 3.365
1980 03 19 7.234
1980 03 20 3.231
1980 03 21 3.469
1980 03 22 3.932
1980 03 23 4.235
1980 03 24 3.963
1980 03 25 4.067
1980 03 26 3.850
1980 03 27 4.094
1980 03 28 4.489
1980 03 29 3.461
1980 03 30 3.751
1980 03 31 4.099
1980 04 01 3.750
1980 04 02 4.172
1980 04 03 3.291
1980 04 04 3.453
1980 04 05 3.747
1980 04 06 3.953
1980 04 07 3.906
1980 04 08 4.024
1980 04 09 3.723
1980 04 10 4.519
1980 04 11 4.457
1980 04 12 4.382
1980 04 13 3.517
1980 04 14 4.488
1980 04 15 3.964
1980 04 16 4.319
1980 04 17 3.653
1980 04 18 3.564
1980 04 19 3.931
1980 04 20 3.978
1980 04 21 4.266
1980 04 22 3.179
1980 04 23 4.465
1980 04 24 3.872
1980 04 25 3.742
1980 04 26 4.608
1980 04 27 2.871
1980 04 28 4.641
1980 04 29 3.780
1980 04 30 3.322
1980 05 01 3.673
1980 05 02 3.628
1980 05 03 4.200
1980 05 04 3.463
1980 05 05 4.763
1980 05 06 3.999
1980 05 07 3.655
1980 05 08 3.545
1980 05 09 4.303
1980 05 10 3.316
1980 05 11 3.929
1980 05 12 4.048
1980 05 13 3.910
1980 05 14 3.514
1980 05 15 4.169
1980 05 16 3.740
1980 05 17 3.266
1980 05 18 3.428
1980 05 19 3.652
1980 05 20 4.273
1980 05 21 3.287
1980 05 22 3.679
1980 05 23 3.563
1980 05 24 3.581
1980 05 25 3.530
1980 05 26 3.726
1980 05 27 3.623
1980 05 28 3.638
1980 05 29 3.721
1980 05 30 3.076
1980 05 31 3.307
1980 06 01 4.016
1980 06 02 4.090
1980 06 03 3.325
1980 06 04 3.119
1980 06 05 3.383
1980 06 06 4.154
1980 06 07 3.295
1980 06 08 3.166
1980 06 09 3.300
1980 06 10 4.183
1980 06 11 3.878
1980 06 12 3.487
1980 06 13 3.366
1980 06 14 3.086
1980 06 15 3.429
1980 06 16 3.530
1980 06 17 3.602
1980 06 18 3.099
1980 06 19 3.266
1980 06 20 3.531
1980 06 21 3.460
1980 06 22 3.040
1980 06 23 3.557
1980 06 24 3.346
1980 06 25 3.305
1980 06 26 3.303
1980 06 27 3.044
1980 06 28 3.372
1980 06 29 3.326
1980 06 30 3.521
1980 07 01 3.156
1980 07 02 3.308
1980 07 03 2.518
1980 07 04 2.999
1980 07 05 2.912
1980 07 06 3.355
1980 07 07 2.949
1980 07 08 3.270
1980 07 09 3.121
1980 07 10 3.072
1980 07 11 3.161
1980 07 12 3.833
1980 07 13 2.601
1980 07 14 3.364
