year month day evapotransp_gleam
1980 01 01 4.783
1980 01 02 3.323
1980 01 03 3.876
1980 01 04 4.103
1980 01 05 4.258
1980 01 06 5.043
1980 01 07 4.041
1980 01 08 4.120
1980 01 09 3.540
1980 01 10 3.820
1980 01 11 3.537
1980 01 12 3.545
1980 01 13 3.938
1980 01 14 4.360
1980 01 15 3.818
1980 01 16 4.190
1980 01 17 4.025
1980 01 18 3.821
1980 01 19 3.826
1980 01 20 4.122
1980 01 21 5.016
1980 01 22 4.415
1980 01 23 4.575
1980 01 24 4.593
1980 01 25 2.926
1980 01 26 4.375
1980 01 27 4.186
1980 01 28 2.889
1980 01 29 3.432
1980 01 30 3.434
1980 01 31 3.619
1980 02 01 3.492
1980 02 02 3.968
1980 02 03 3.949
1980 02 04 5.008
1980 02 05 4.231
1980 02 06 3.939
1980 02 07 4.000
1980 02 08 4.592
1980 02 09 4.299
1980 02 10 4.462
1980 02 11 4.254
1980 02 12 2.770
1980 02 13 2.369
1980 02 14 4.126
1980 02 15 3.474
1980 02 16 3.800
1980 02 17 2.460
1980 02 18 3.767
1980 02 19 4.094
1980 02 20 4.098
1980 02 21 4.069
1980 02 22 3.803
1980 02 23 3.820
1980 02 24 2.480
1980 02 25 2.676
1980 02 26 1.497
1980 02 27 1.791
1980 02 28 2.628
1980 02 29 4.135
1980 03 01 4.108
1980 03 02 4.823
1980 03 03 4.671
1980 03 04 4.275
1980 03 05 4.594
1980 03 06 4.674
1980 03 07 4.126
1980 03 08 4.782
1980 03 09 4.658
1980 03 10 4.438
1980 03 11 4.358
1980 03 12 4.612
1980 03 13 4.106
1980 03 14 3.180
1980 03 15 3.616
1980 03 16 3.896
1980 03 17 3.369
1980 03 18 4.334
1980 03 19 4.083
1980 03 20 4.007
1980 03 21 4.197
1980 03 22 3.988
1980 03 23 3.958
1980 03 24 4.092
1980 03 25 3.750
1980 03 26 3.467
1980 03 27 3.541
1980 03 28 3.308
1980 03 29 3.244
1980 03 30 3.541
1980 03 31 3.553
1980 04 01 3.425
1980 04 02 3.409
1980 04 03 2.102
1980 04 04 3.078
1980 04 05 1.789
1980 04 06 2.795
1980 04 07 3.623
1980 04 08 2.446
1980 04 09 3.571
1980 04 10 3.794
1980 04 11 3.669
1980 04 12 3.737
1980 04 13 2.364
1980 04 14 3.274
1980 04 15 1.219
1980 04 16 2.438
1980 04 17 3.391
1980 04 18 3.550
1980 04 19 3.271
1980 04 20 3.378
1980 04 21 3.103
1980 04 22 3.060
1980 04 23 3.105
1980 04 24 2.806
1980 04 25 2.555
1980 04 26 2.377
1980 04 27 2.250
1980 04 28 2.009
1980 04 29 2.561
1980 04 30 2.578
1980 05 01 0.648
1980 05 02 0.524
1980 05 03 1.402
1980 05 04 2.209
1980 05 05 2.425
1980 05 06 2.673
1980 05 07 2.570
1980 05 08 2.425
1980 05 09 2.546
1980 05 10 2.282
1980 05 11 2.624
1980 05 12 2.617
1980 05 13 2.322
1980 05 14 2.106
1980 05 15 2.211
1980 05 16 1.952
1980 05 17 1.517
1980 05 18 2.072
1980 05 19 2.302
1980 05 20 2.710
1980 05 21 2.043
1980 05 22 2.048
1980 05 23 1.860
1980 05 24 1.851
1980 05 25 2.078
1980 05 26 1.929
1980 05 27 1.625
1980 05 28 1.821
1980 05 29 1.909
1980 05 30 1.833
1980 05 31 1.829
1980 06 01 1.849
1980 06 02 1.365
1980 06 03 0.641
1980 06 04 1.458
1980 06 05 1.823
1980 06 06 1.739
1980 06 07 1.657
1980 06 08 1.582
1980 06 09 1.406
1980 06 10 1.509
1980 06 11 1.237
1980 06 12 1.409
1980 06 13 1.496
1980 06 14 0.610
1980 06 15 1.250
1980 06 16 1.321
1980 06 17 1.280
1980 06 18 1.453
1980 06 19 1.281
1980 06 20 1.037
1980 06 21 1.209
1980 06 22 1.569
1980 06 23 1.595
1980 06 24 1.738
1980 06 25 1.808
1980 06 26 0.744
1980 06 27 1.542
1980 06 28 1.769
1980 06 29 1.870
1980 06 30 1.722
1980 07 01 1.723
1980 07 02 0.279
1980 07 03 0.622
1980 07 04 1.186
1980 07 05 1.559
1980 07 06 1.582
1980 07 07 1.646
1980 07 08 1.559
1980 07 09 1.550
1980 07 10 1.584
1980 07 11 1.549
1980 07 12 1.550
1980 07 13 1.526
1980 07 14 1.383
1980 07 15 0.561
1980 07 16 1.563
1980 07 17 1.556
1980 07 18 1.559
1980 07 19 1.583
1980 07 20 1.514
1980 07 21 1.468
1980 07 22 1.521
1980 07 23 1.424
1980 07 24 1.459
1980 07 25 1.573
1980 07 26 1.359
1980 07 27 0.876
1980 07 28 1.595
1980 07 29 1.355
1980 07 30 0.948
1980 07 31 1.538
1980 08 01 1.407
1980 08 02 1.422
1980 08 03 1.340
1980 08 04 1.311
1980 08 05 1.292
1980 08 06 1.368
1980 08 07 1.383
1980 08 08 1.407
1980 08 09 1.384
1980 08 10 1.462
1980 08 11 1.192
1980 08 12 1.414
1980 08 13 1.394
1980 08 14 1.346
1980 08 15 1.238
1980 08 16 1.291
1980 08 17 1.514
1980 08 18 1.483
1980 08 19 1.513
1980 08 20 1.464
1980 08 21 1.558
1980 08 22 1.620
1980 08 23 0.950
1980 08 24 1.542
1980 08 25 1.816
1980 08 26 1.524
1980 08 27 1.544
1980 08 28 1.513
1980 08 29 1.569
1980 08 30 1.443
1980 08 31 1.345
1980 09 01 1.474
1980 09 02 1.411
1980 09 03 1.230
1980 09 04 1.157
1980 09 05 1.282
1980 09 06 1.273
1980 09 07 1.355
1980 09 08 1.266
1980 09 09 1.501
1980 09 10 1.182
1980 09 11 2.053
1980 09 12 2.171
1980 09 13 1.731
1980 09 14 1.800
1980 09 15 2.134
1980 09 16 2.369
1980 09 17 1.632
1980 09 18 1.208
1980 09 19 2.055
1980 09 20 2.506
1980 09 21 1.285
1980 09 22 2.982
1980 09 23 2.408
1980 09 24 2.317
1980 09 25 2.366
1980 09 26 2.370
1980 09 27 2.921
1980 09 28 2.330
1980 09 29 1.969
1980 09 30 2.945
1980 10 01 2.881
1980 10 02 2.466
1980 10 03 2.126
1980 10 04 2.332
1980 10 05 2.515
1980 10 06 2.310
1980 10 07 2.067
1980 10 08 1.741
1980 10 09 2.041
1980 10 10 2.794
