year month day evapotransp_gleam
1980 01 01 3.070
1980 01 02 1.750
1980 01 03 3.065
1980 01 04 3.264
1980 01 05 3.400
1980 01 06 2.482
1980 01 07 3.300
1980 01 08 4.186
1980 01 09 4.539
1980 01 10 3.092
1980 01 11 3.275
1980 01 12 3.010
1980 01 13 3.823
1980 01 14 1.778
1980 01 15 4.175
1980 01 16 3.256
1980 01 17 4.118
1980 01 18 3.594
1980 01 19 3.483
1980 01 20 2.788
1980 01 21 4.898
1980 01 22 3.662
1980 01 23 3.699
1980 01 24 4.590
1980 01 25 3.781
1980 01 26 4.554
1980 01 27 2.975
1980 01 28 2.775
1980 01 29 3.394
1980 01 30 3.213
1980 01 31 4.735
1980 02 01 2.691
1980 02 02 3.368
1980 02 03 3.733
1980 02 04 3.114
1980 02 05 2.463
1980 02 06 4.189
1980 02 07 2.883
1980 02 08 3.194
1980 02 09 3.330
1980 02 10 3.204
1980 02 11 2.442
1980 02 12 4.103
1980 02 13 3.123
1980 02 14 3.666
1980 02 15 2.920
1980 02 16 2.414
1980 02 17 1.865
1980 02 18 3.593
1980 02 19 3.610
1980 02 20 4.907
1980 02 21 4.103
1980 02 22 3.527
1980 02 23 3.129
1980 02 24 4.086
1980 02 25 3.576
1980 02 26 4.075
1980 02 27 4.967
1980 02 28 2.837
1980 02 29 4.162
1980 03 01 3.189
1980 03 02 4.046
1980 03 03 4.584
1980 03 04 3.493
1980 03 05 3.131
1980 03 06 3.856
1980 03 07 3.734
1980 03 08 3.706
1980 03 09 4.004
1980 03 10 4.102
1980 03 11 4.088
1980 03 12 4.508
1980 03 13 4.321
1980 03 14 3.432
1980 03 15 3.307
1980 03 16 4.425
1980 03 17 4.260
1980 03 18 4.190
1980 03 19 4.372
1980 03 20 4.364
1980 03 21 3.991
1980 03 22 4.869
1980 03 23 3.844
1980 03 24 4.315
1980 03 25 4.166
1980 03 26 4.742
1980 03 27 4.004
1980 03 28 4.572
1980 03 29 3.620
1980 03 30 4.742
1980 03 31 4.853
1980 04 01 4.414
1980 04 02 4.142
1980 04 03 3.401
1980 04 04 3.093
1980 04 05 3.804
1980 04 06 4.382
1980 04 07 4.612
1980 04 08 3.310
1980 04 09 2.458
1980 04 10 4.018
1980 04 11 4.245
1980 04 12 4.541
1980 04 13 3.637
1980 04 14 4.277
1980 04 15 3.271
1980 04 16 4.225
1980 04 17 4.263
1980 04 18 4.121
1980 04 19 3.886
1980 04 20 3.994
1980 04 21 3.897
1980 04 22 3.618
1980 04 23 2.802
1980 04 24 3.951
1980 04 25 3.873
1980 04 26 4.227
1980 04 27 3.283
1980 04 28 3.842
1980 04 29 3.668
1980 04 30 4.280
1980 05 01 3.584
1980 05 02 4.110
1980 05 03 4.496
1980 05 04 3.577
1980 05 05 5.166
1980 05 06 4.328
1980 05 07 3.950
1980 05 08 3.297
1980 05 09 3.506
1980 05 10 3.488
1980 05 11 3.655
1980 05 12 3.239
