year month day evapotransp_gleam
1980 01 01 3.221
1980 01 02 1.627
1980 01 03 2.758
1980 01 04 1.698
1980 01 05 2.761
1980 01 06 3.627
1980 01 07 4.092
1980 01 08 4.391
1980 01 09 3.344
1980 01 10 4.147
1980 01 11 3.935
1980 01 12 2.575
1980 01 13 1.929
1980 01 14 2.452
1980 01 15 2.017
1980 01 16 2.803
1980 01 17 4.314
1980 01 18 5.035
1980 01 19 4.148
1980 01 20 4.078
1980 01 21 4.689
1980 01 22 4.281
1980 01 23 4.150
1980 01 24 4.972
1980 01 25 4.579
1980 01 26 3.868
1980 01 27 3.732
1980 01 28 3.450
1980 01 29 3.057
1980 01 30 1.409
1980 01 31 2.798
1980 02 01 3.319
1980 02 02 1.892
1980 02 03 2.003
1980 02 04 3.800
1980 02 05 2.970
1980 02 06 3.561
1980 02 07 4.592
1980 02 08 4.081
1980 02 09 4.548
1980 02 10 4.222
1980 02 11 4.299
1980 02 12 3.552
1980 02 13 4.564
1980 02 14 2.690
1980 02 15 1.724
1980 02 16 2.039
1980 02 17 2.919
1980 02 18 3.458
1980 02 19 3.141
1980 02 20 4.336
1980 02 21 4.096
1980 02 22 4.628
1980 02 23 4.224
1980 02 24 4.179
1980 02 25 4.449
1980 02 26 4.062
1980 02 27 4.165
1980 02 28 4.684
1980 02 29 4.044
1980 03 01 3.603
1980 03 02 3.780
1980 03 03 3.952
1980 03 04 3.553
1980 03 05 3.504
1980 03 06 3.806
1980 03 07 3.290
1980 03 08 3.661
1980 03 09 4.064
1980 03 10 3.569
1980 03 11 3.275
1980 03 12 3.684
1980 03 13 4.103
1980 03 14 3.747
1980 03 15 4.047
1980 03 16 3.596
1980 03 17 3.641
1980 03 18 3.553
1980 03 19 3.297
1980 03 20 3.505
1980 03 21 3.269
1980 03 22 3.438
1980 03 23 3.151
1980 03 24 3.176
1980 03 25 2.597
1980 03 26 3.727
1980 03 27 3.556
1980 03 28 3.503
1980 03 29 3.572
1980 03 30 3.177
1980 03 31 2.765
1980 04 01 3.147
1980 04 02 3.334
1980 04 03 2.942
1980 04 04 2.865
1980 04 05 3.318
1980 04 06 2.375
1980 04 07 3.270
1980 04 08 2.660
1980 04 09 3.341
1980 04 10 3.207
1980 04 11 3.421
1980 04 12 3.344
1980 04 13 3.211
1980 04 14 2.787
1980 04 15 3.063
1980 04 16 2.726
1980 04 17 2.598
1980 04 18 2.725
1980 04 19 2.780
1980 04 20 2.751
1980 04 21 2.952
1980 04 22 2.069
1980 04 23 2.493
1980 04 24 2.435
1980 04 25 2.126
1980 04 26 2.248
1980 04 27 2.315
1980 04 28 1.091
1980 04 29 1.496
1980 04 30 1.803
1980 05 01 1.836
1980 05 02 2.434
1980 05 03 2.562
1980 05 04 3.109
1980 05 05 2.506
1980 05 06 2.459
1980 05 07 2.421
1980 05 08 2.253
1980 05 09 1.893
1980 05 10 1.768
1980 05 11 1.386
1980 05 12 2.162
1980 05 13 1.697
1980 05 14 1.772
1980 05 15 1.645
1980 05 16 1.259
1980 05 17 1.085
1980 05 18 1.750
1980 05 19 1.300
1980 05 20 1.088
1980 05 21 1.508
1980 05 22 1.826
1980 05 23 1.350
1980 05 24 0.979
1980 05 25 1.321
1980 05 26 1.304
1980 05 27 1.836
1980 05 28 1.663
1980 05 29 1.524
1980 05 30 1.097
1980 05 31 1.135
1980 06 01 1.758
1980 06 02 1.343
1980 06 03 1.401
1980 06 04 1.132
1980 06 05 0.583
1980 06 06 0.957
1980 06 07 1.264
1980 06 08 1.190
1980 06 09 0.947
1980 06 10 0.742
1980 06 11 1.348
1980 06 12 1.244
1980 06 13 1.072
1980 06 14 1.256
1980 06 15 0.893
1980 06 16 0.633
1980 06 17 0.600
1980 06 18 0.771
1980 06 19 0.872
1980 06 20 1.100
1980 06 21 0.923
1980 06 22 1.002
1980 06 23 0.751
1980 06 24 0.649
1980 06 25 0.826
1980 06 26 1.093
1980 06 27 1.185
1980 06 28 0.515
1980 06 29 0.538
1980 06 30 0.619
1980 07 01 0.626
1980 07 02 0.701
1980 07 03 0.898
1980 07 04 0.974
1980 07 05 0.816
1980 07 06 0.530
1980 07 07 0.501
1980 07 08 1.072
1980 07 09 0.603
1980 07 10 0.474
1980 07 11 0.497
1980 07 12 0.983
1980 07 13 0.797
1980 07 14 0.779
1980 07 15 0.988
1980 07 16 0.590
1980 07 17 0.786
1980 07 18 0.956
1980 07 19 0.893
1980 07 20 0.778
1980 07 21 0.855
1980 07 22 0.870
1980 07 23 0.892
1980 07 24 0.752
1980 07 25 0.759
1980 07 26 1.024
1980 07 27 0.865
1980 07 28 0.757
1980 07 29 0.709
1980 07 30 0.915
1980 07 31 0.944
1980 08 01 0.440
1980 08 02 0.373
1980 08 03 0.808
1980 08 04 0.753
1980 08 05 0.904
1980 08 06 0.665
1980 08 07 0.735
1980 08 08 0.644
1980 08 09 0.647
1980 08 10 0.902
1980 08 11 1.132
1980 08 12 1.019
1980 08 13 0.756
1980 08 14 0.525
1980 08 15 0.780
1980 08 16 0.758
1980 08 17 0.815
1980 08 18 0.831
1980 08 19 0.660
1980 08 20 0.836
1980 08 21 0.812
1980 08 22 0.761
1980 08 23 0.819
1980 08 24 0.820
1980 08 25 0.815
1980 08 26 0.768
1980 08 27 0.761
1980 08 28 0.438
1980 08 29 0.460
1980 08 30 0.462
1980 08 31 0.611
1980 09 01 0.721
1980 09 02 0.699
1980 09 03 0.743
1980 09 04 0.756
1980 09 05 0.637
1980 09 06 0.694
1980 09 07 0.463
1980 09 08 0.614
1980 09 09 0.540
1980 09 10 0.492
1980 09 11 0.537
1980 09 12 0.404
1980 09 13 0.632
1980 09 14 0.401
1980 09 15 0.641
1980 09 16 0.669
1980 09 17 0.594
1980 09 18 0.399
1980 09 19 0.635
1980 09 20 0.667
1980 09 21 0.681
1980 09 22 0.577
1980 09 23 0.370
1980 09 24 1.279
1980 09 25 2.313
1980 09 26 3.431
1980 09 27 1.748
1980 09 28 1.694
1980 09 29 1.254
1980 09 30 1.744
1980 10 01 1.345
1980 10 02 1.105
1980 10 03 1.261
1980 10 04 1.016
1980 10 05 1.077
1980 10 06 1.145
1980 10 07 1.198
1980 10 08 1.121
1980 10 09 1.130
1980 10 10 0.963
1980 10 11 1.086
1980 10 12 1.062
1980 10 13 2.530
1980 10 14 1.667
1980 10 15 1.834
1980 10 16 2.469
1980 10 17 2.138
1980 10 18 2.365
1980 10 19 1.584
1980 10 20 1.116
1980 10 21 1.277
1980 10 22 1.215
1980 10 23 1.142
1980 10 24 1.054
1980 10 25 0.767
1980 10 26 1.057
1980 10 27 1.057
1980 10 28 1.007
1980 10 29 0.985
1980 10 30 0.933
1980 10 31 0.847
1980 11 01 1.145
1980 11 02 0.551
1980 11 03 0.704
1980 11 04 0.859
1980 11 05 1.302
1980 11 06 1.706
1980 11 07 1.688
1980 11 08 3.259
1980 11 09 1.692
1980 11 10 1.955
1980 11 11 1.550
1980 11 12 1.155
1980 11 13 1.770
1980 11 14 2.641
1980 11 15 2.211
1980 11 16 2.432
1980 11 17 2.150
1980 11 18 1.816
1980 11 19 1.320
1980 11 20 1.045
1980 11 21 1.649
1980 11 22 1.991
1980 11 23 1.535
1980 11 24 1.083
1980 11 25 1.632
1980 11 26 3.202
1980 11 27 2.440
1980 11 28 3.418
1980 11 29 3.862
1980 11 30 3.571
1980 12 01 3.405
1980 12 02 2.522
1980 12 03 2.908
1980 12 04 3.529
1980 12 05 2.554
1980 12 06 3.376
1980 12 07 4.235
1980 12 08 3.859
1980 12 09 3.723
1980 12 10 3.572
1980 12 11 4.076
1980 12 12 3.765
1980 12 13 4.204
1980 12 14 2.610
1980 12 15 2.904
1980 12 16 1.804
1980 12 17 2.873
1980 12 18 2.069
1980 12 19 3.584
1980 12 20 4.443
1980 12 21 4.657
1980 12 22 4.216
1980 12 23 3.455
1980 12 24 3.372
1980 12 25 4.146
1980 12 26 3.478
1980 12 27 3.170
1980 12 28 3.317
1980 12 29 3.511
1980 12 30 3.298
1980 12 31 2.322
1981 01 01 1.920
1981 01 02 2.126
1981 01 03 3.675
1981 01 04 4.788
1981 01 05 4.241
1981 01 06 3.811
1981 01 07 3.768
1981 01 08 4.002
1981 01 09 3.667
1981 01 10 3.874
1981 01 11 3.664
1981 01 12 3.296
1981 01 13 3.077
1981 01 14 4.255
1981 01 15 3.993
1981 01 16 4.001
1981 01 17 3.978
1981 01 18 3.369
1981 01 19 2.922
1981 01 20 3.448
1981 01 21 4.143
1981 01 22 4.464
1981 01 23 3.807
1981 01 24 3.745
1981 01 25 3.768
1981 01 26 3.612
1981 01 27 3.891
1981 01 28 2.981
1981 01 29 2.843
1981 01 30 3.646
1981 01 31 3.628
1981 02 01 3.695
1981 02 02 3.761
1981 02 03 3.573
1981 02 04 3.884
1981 02 05 3.778
1981 02 06 3.713
1981 02 07 3.507
1981 02 08 3.255
1981 02 09 3.063
1981 02 10 3.070
1981 02 11 3.012
1981 02 12 3.639
1981 02 13 2.642
1981 02 14 2.323
1981 02 15 2.371
1981 02 16 2.119
1981 02 17 2.758
1981 02 18 2.213
1981 02 19 2.225
1981 02 20 2.363
1981 02 21 2.095
1981 02 22 2.945
1981 02 23 2.344
1981 02 24 2.269
1981 02 25 1.792
1981 02 26 2.222
1981 02 27 2.087
1981 02 28 2.283
1981 03 01 2.357
1981 03 02 2.696
1981 03 03 2.209
1981 03 04 2.310
1981 03 05 2.228
1981 03 06 2.859
1981 03 07 2.311
1981 03 08 3.772
1981 03 09 3.540
1981 03 10 2.070
1981 03 11 2.754
1981 03 12 2.809
1981 03 13 3.875
1981 03 14 2.840
1981 03 15 2.873
1981 03 16 2.672
1981 03 17 3.241
1981 03 18 3.147
1981 03 19 2.698
1981 03 20 2.251
1981 03 21 2.402
1981 03 22 2.408
1981 03 23 2.262
1981 03 24 2.293
1981 03 25 2.410
1981 03 26 3.205
1981 03 27 3.159
1981 03 28 2.318
1981 03 29 2.540
1981 03 30 2.452
1981 03 31 3.927
1981 04 01 2.928
