year month day evapotransp_gleam
1980 01 01 3.095
1980 01 02 1.723
1980 01 03 2.617
1980 01 04 1.298
1980 01 05 1.436
1980 01 06 2.162
1980 01 07 3.813
1980 01 08 3.880
1980 01 09 3.136
1980 01 10 4.083
1980 01 11 3.047
1980 01 12 2.980
1980 01 13 1.534
1980 01 14 2.836
1980 01 15 1.769
1980 01 16 3.796
1980 01 17 4.159
1980 01 18 4.691
1980 01 19 3.900
1980 01 20 4.520
1980 01 21 4.304
1980 01 22 4.016
1980 01 23 4.312
1980 01 24 4.390
1980 01 25 4.148
1980 01 26 4.146
1980 01 27 3.720
1980 01 28 2.400
1980 01 29 2.410
1980 01 30 2.028
1980 01 31 2.281
1980 02 01 3.310
1980 02 02 2.007
1980 02 03 2.018
1980 02 04 2.248
1980 02 05 2.376
1980 02 06 2.677
1980 02 07 3.673
1980 02 08 3.546
1980 02 09 3.939
1980 02 10 4.148
1980 02 11 3.941
1980 02 12 4.187
1980 02 13 4.325
1980 02 14 3.213
1980 02 15 1.243
1980 02 16 1.475
1980 02 17 1.953
1980 02 18 4.181
1980 02 19 2.553
1980 02 20 3.578
1980 02 21 3.541
1980 02 22 4.385
1980 02 23 4.087
1980 02 24 3.973
1980 02 25 4.087
1980 02 26 4.130
1980 02 27 3.902
1980 02 28 3.893
1980 02 29 3.629
1980 03 01 3.746
1980 03 02 3.183
1980 03 03 3.881
1980 03 04 3.391
1980 03 05 3.720
1980 03 06 3.199
1980 03 07 3.195
1980 03 08 3.420
1980 03 09 4.053
1980 03 10 3.089
1980 03 11 3.524
1980 03 12 3.528
1980 03 13 3.325
1980 03 14 3.734
1980 03 15 3.792
1980 03 16 3.442
1980 03 17 3.547
1980 03 18 3.259
1980 03 19 3.557
1980 03 20 3.215
1980 03 21 3.349
1980 03 22 2.910
1980 03 23 2.893
1980 03 24 3.091
1980 03 25 2.983
1980 03 26 3.308
1980 03 27 3.377
1980 03 28 3.752
1980 03 29 3.798
1980 03 30 3.484
1980 03 31 3.203
1980 04 01 3.303
1980 04 02 3.607
1980 04 03 2.619
1980 04 04 2.741
1980 04 05 2.564
1980 04 06 2.821
1980 04 07 2.145
1980 04 08 2.912
1980 04 09 3.102
1980 04 10 3.175
1980 04 11 3.299
1980 04 12 3.108
1980 04 13 2.779
1980 04 14 2.803
1980 04 15 2.926
1980 04 16 2.806
1980 04 17 2.320
1980 04 18 2.610
1980 04 19 2.584
1980 04 20 2.182
1980 04 21 2.246
1980 04 22 2.365
1980 04 23 2.244
1980 04 24 2.121
1980 04 25 2.149
1980 04 26 1.796
1980 04 27 1.684
1980 04 28 1.036
1980 04 29 1.102
1980 04 30 1.416
1980 05 01 1.476
1980 05 02 1.895
1980 05 03 1.923
1980 05 04 1.969
1980 05 05 1.771
1980 05 06 1.917
1980 05 07 1.704
1980 05 08 1.556
1980 05 09 1.461
1980 05 10 1.277
1980 05 11 1.263
1980 05 12 1.486
1980 05 13 1.377
1980 05 14 1.333
1980 05 15 1.406
1980 05 16 1.093
