year month day temperature_min
1980 01 01 18.605
1980 01 02 18.331
1980 01 03 18.080
1980 01 04 19.540
1980 01 05 17.512
1980 01 06 20.350
1980 01 07 18.514
1980 01 08 19.297
1980 01 09 19.994
1980 01 10 20.524
1980 01 11 20.727
1980 01 12 19.968
1980 01 13 18.845
1980 01 14 18.170
1980 01 15 17.585
1980 01 16 19.016
1980 01 17 19.432
1980 01 18 14.134
1980 01 19 20.662
1980 01 20 22.005
1980 01 21 20.128
1980 01 22 19.388
1980 01 23 20.921
1980 01 24 20.323
1980 01 25 21.038
1980 01 26 22.109
1980 01 27 20.513
1980 01 28 20.383
1980 01 29 20.003
1980 01 30 17.824
1980 01 31 18.578
1980 02 01 20.795
1980 02 02 22.139
1980 02 03 21.396
1980 02 04 19.067
1980 02 05 18.785
1980 02 06 19.115
1980 02 07 18.955
1980 02 08 20.459
1980 02 09 19.592
1980 02 10 21.687
1980 02 11 23.414
1980 02 12 20.075
1980 02 13 21.238
1980 02 14 18.379
1980 02 15 19.095
1980 02 16 19.405
1980 02 17 18.680
1980 02 18 19.739
1980 02 19 19.851
1980 02 20 20.022
1980 02 21 19.013
1980 02 22 20.240
1980 02 23 21.017
1980 02 24 19.568
1980 02 25 19.594
1980 02 26 20.212
1980 02 27 19.458
1980 02 28 20.254
1980 02 29 23.068
1980 03 01 20.822
1980 03 02 19.693
1980 03 03 19.752
1980 03 04 19.296
1980 03 05 20.560
1980 03 06 18.995
1980 03 07 18.569
1980 03 08 20.294
1980 03 09 23.083
1980 03 10 22.567
1980 03 11 21.381
1980 03 12 20.335
1980 03 13 21.562
1980 03 14 20.315
1980 03 15 21.895
1980 03 16 22.782
1980 03 17 20.107
1980 03 18 22.173
1980 03 19 18.908
1980 03 20 19.349
1980 03 21 18.563
1980 03 22 22.181
1980 03 23 21.536
1980 03 24 18.844
1980 03 25 22.421
1980 03 26 20.184
1980 03 27 19.209
1980 03 28 19.482
1980 03 29 20.341
1980 03 30 20.439
1980 03 31 18.658
1980 04 01 17.538
1980 04 02 19.445
1980 04 03 20.385
1980 04 04 21.136
1980 04 05 19.681
1980 04 06 18.417
1980 04 07 19.667
1980 04 08 19.095
1980 04 09 18.868
1980 04 10 19.870
1980 04 11 20.637
1980 04 12 20.600
1980 04 13 21.590
1980 04 14 18.372
1980 04 15 20.446
1980 04 16 18.675
1980 04 17 18.602
1980 04 18 17.842
1980 04 19 18.373
1980 04 20 16.047
1980 04 21 18.562
1980 04 22 18.537
1980 04 23 19.110
1980 04 24 17.288
1980 04 25 16.102
1980 04 26 18.695
1980 04 27 17.474
1980 04 28 17.172
1980 04 29 17.617
1980 04 30 16.527
1980 05 01 17.162
1980 05 02 18.045
1980 05 03 19.048
1980 05 04 16.491
1980 05 05 14.319
1980 05 06 12.872
1980 05 07 14.237
1980 05 08 15.309
1980 05 09 13.691
1980 05 10 15.977
1980 05 11 16.843
1980 05 12 19.874
1980 05 13 17.447
1980 05 14 16.055
1980 05 15 15.033
1980 05 16 15.342
1980 05 17 16.898
1980 05 18 16.698
1980 05 19 18.987
1980 05 20 18.057
1980 05 21 16.127
1980 05 22 16.232
1980 05 23 19.215
1980 05 24 16.014
1980 05 25 15.637
1980 05 26 15.328
1980 05 27 14.730
1980 05 28 13.355
1980 05 29 15.356
1980 05 30 15.109
1980 05 31 14.873
1980 06 01 17.223
1980 06 02 16.464
1980 06 03 17.718
1980 06 04 13.807
1980 06 05 14.503
1980 06 06 13.527
1980 06 07 13.642
1980 06 08 14.265
1980 06 09 14.661
1980 06 10 14.379
1980 06 11 15.399
1980 06 12 17.532
1980 06 13 16.533
1980 06 14 17.640
1980 06 15 11.233
1980 06 16 12.305
1980 06 17 12.701
1980 06 18 13.436
1980 06 19 12.839
1980 06 20 15.228
1980 06 21 14.107
1980 06 22 14.293
1980 06 23 11.053
1980 06 24 14.615
1980 06 25 14.404
1980 06 26 15.161
1980 06 27 11.345
1980 06 28 8.833
1980 06 29 14.401
1980 06 30 10.615
1980 07 01 12.797
1980 07 02 12.787
1980 07 03 15.827
1980 07 04 16.064
1980 07 05 14.660
1980 07 06 12.788
1980 07 07 13.796
1980 07 08 11.967
1980 07 09 12.881
1980 07 10 13.713
1980 07 11 16.701
1980 07 12 14.342
1980 07 13 13.467
1980 07 14 14.700
1980 07 15 14.732
1980 07 16 13.080
1980 07 17 11.776
1980 07 18 14.050
1980 07 19 14.326
1980 07 20 13.261
1980 07 21 13.465
1980 07 22 16.670
1980 07 23 15.404
1980 07 24 15.622
1980 07 25 13.810
1980 07 26 12.062
1980 07 27 13.132
1980 07 28 14.715
1980 07 29 15.634
1980 07 30 15.857
1980 07 31 14.386
1980 08 01 11.885
1980 08 02 12.432
1980 08 03 11.919
1980 08 04 15.215
1980 08 05 14.325
1980 08 06 15.857
1980 08 07 16.791
1980 08 08 15.490
1980 08 09 16.776
1980 08 10 15.794
1980 08 11 17.197
1980 08 12 17.156
1980 08 13 14.035
1980 08 14 15.138
1980 08 15 15.478
1980 08 16 15.522
1980 08 17 15.924
1980 08 18 16.878
1980 08 19 16.888
