year month day temperature_min
1980 01 01 17.310
1980 01 02 14.606
1980 01 03 14.404
1980 01 04 14.389
1980 01 05 19.449
1980 01 06 20.484
1980 01 07 17.664
1980 01 08 17.381
1980 01 09 18.113
1980 01 10 19.389
1980 01 11 18.284
1980 01 12 19.020
1980 01 13 17.258
1980 01 14 18.236
1980 01 15 16.204
1980 01 16 17.176
1980 01 17 18.367
1980 01 18 18.604
1980 01 19 17.964
1980 01 20 21.639
1980 01 21 19.243
1980 01 22 19.219
1980 01 23 20.215
1980 01 24 19.420
1980 01 25 18.714
1980 01 26 19.386
1980 01 27 20.328
1980 01 28 18.592
1980 01 29 17.698
1980 01 30 18.102
1980 01 31 19.093
1980 02 01 19.248
1980 02 02 19.752
1980 02 03 18.964
1980 02 04 20.295
1980 02 05 21.590
1980 02 06 18.502
1980 02 07 19.843
1980 02 08 19.444
1980 02 09 20.376
1980 02 10 21.520
1980 02 11 20.906
1980 02 12 20.960
1980 02 13 19.123
1980 02 14 18.926
1980 02 15 17.646
1980 02 16 16.938
1980 02 17 16.776
1980 02 18 18.509
1980 02 19 18.565
1980 02 20 15.514
1980 02 21 15.707
1980 02 22 18.494
1980 02 23 18.200
1980 02 24 18.359
1980 02 25 18.551
1980 02 26 18.055
1980 02 27 18.159
1980 02 28 18.116
1980 02 29 19.621
1980 03 01 21.560
1980 03 02 19.384
1980 03 03 20.962
1980 03 04 21.912
1980 03 05 22.436
1980 03 06 20.604
1980 03 07 19.835
1980 03 08 22.714
1980 03 09 22.671
1980 03 10 21.070
1980 03 11 19.392
1980 03 12 18.972
1980 03 13 19.851
1980 03 14 15.863
1980 03 15 18.854
1980 03 16 18.728
1980 03 17 18.260
1980 03 18 19.392
1980 03 19 19.192
1980 03 20 18.199
1980 03 21 18.609
1980 03 22 18.839
1980 03 23 20.614
1980 03 24 17.971
1980 03 25 20.513
1980 03 26 20.655
1980 03 27 18.709
1980 03 28 17.664
1980 03 29 17.495
1980 03 30 18.969
1980 03 31 18.312
1980 04 01 15.787
1980 04 02 16.679
1980 04 03 18.407
1980 04 04 19.929
1980 04 05 11.492
1980 04 06 16.594
1980 04 07 15.461
1980 04 08 18.538
1980 04 09 20.356
1980 04 10 19.526
1980 04 11 21.136
1980 04 12 19.880
1980 04 13 18.927
1980 04 14 18.878
1980 04 15 17.653
1980 04 16 17.645
1980 04 17 15.927
1980 04 18 16.976
1980 04 19 17.085
1980 04 20 17.193
1980 04 21 17.413
1980 04 22 15.531
1980 04 23 15.983
1980 04 24 15.504
1980 04 25 16.795
1980 04 26 17.264
1980 04 27 16.315
1980 04 28 17.977
1980 04 29 16.908
1980 04 30 15.218
1980 05 01 18.246
1980 05 02 18.456
1980 05 03 16.092
1980 05 04 11.291
1980 05 05 9.467
1980 05 06 10.256
1980 05 07 14.109
1980 05 08 16.504
1980 05 09 14.572
1980 05 10 18.763
1980 05 11 17.707
1980 05 12 18.410
1980 05 13 15.444
1980 05 14 15.175
1980 05 15 16.574
1980 05 16 16.796
1980 05 17 17.662
1980 05 18 16.603
1980 05 19 15.552
1980 05 20 15.391
1980 05 21 19.765
1980 05 22 18.617
1980 05 23 13.718
1980 05 24 13.916
1980 05 25 14.112
1980 05 26 13.632
1980 05 27 12.251
1980 05 28 12.570
1980 05 29 16.889
1980 05 30 14.664
1980 05 31 13.636
1980 06 01 14.727
1980 06 02 14.232
1980 06 03 16.243
1980 06 04 12.868
1980 06 05 10.909
1980 06 06 12.103
1980 06 07 13.224
1980 06 08 11.959
1980 06 09 16.397
1980 06 10 18.263
1980 06 11 15.181
1980 06 12 13.824
1980 06 13 13.235
1980 06 14 11.059
1980 06 15 8.944
1980 06 16 10.576
1980 06 17 8.557
1980 06 18 9.672
1980 06 19 9.019
1980 06 20 12.527
1980 06 21 12.855
1980 06 22 14.459
1980 06 23 11.894
1980 06 24 9.792
1980 06 25 15.927
1980 06 26 15.361
1980 06 27 10.390
1980 06 28 6.869
1980 06 29 11.585
1980 06 30 14.207
1980 07 01 13.179
1980 07 02 15.414
1980 07 03 12.507
1980 07 04 13.299
1980 07 05 11.896
1980 07 06 12.257
1980 07 07 12.200
1980 07 08 14.564
1980 07 09 15.872
1980 07 10 14.694
1980 07 11 13.932
1980 07 12 15.605
1980 07 13 12.934
1980 07 14 13.965
1980 07 15 16.369
1980 07 16 11.943
1980 07 17 13.196
1980 07 18 13.355
1980 07 19 13.575
1980 07 20 16.455
1980 07 21 13.438
1980 07 22 16.894
1980 07 23 14.538
1980 07 24 12.063
1980 07 25 12.288
1980 07 26 13.464
1980 07 27 16.102
1980 07 28 14.719
1980 07 29 17.189
1980 07 30 14.118
1980 07 31 14.266
1980 08 01 10.463
1980 08 02 11.759
1980 08 03 11.027
1980 08 04 13.657
1980 08 05 18.157
1980 08 06 15.855
1980 08 07 11.907
1980 08 08 12.867
1980 08 09 15.079
1980 08 10 15.991
1980 08 11 15.313
1980 08 12 15.591
1980 08 13 14.648
1980 08 14 13.954
1980 08 15 15.963
1980 08 16 15.263
1980 08 17 17.099
1980 08 18 18.394
1980 08 19 17.210
1980 08 20 19.617
1980 08 21 17.570
1980 08 22 20.020
1980 08 23 17.472
1980 08 24 15.916
1980 08 25 18.361
1980 08 26 18.739
1980 08 27 12.905
1980 08 28 12.109
1980 08 29 14.573
1980 08 30 14.713
1980 08 31 16.893
1980 09 01 15.526
1980 09 02 15.969
1980 09 03 16.387
1980 09 04 18.059
1980 09 05 12.992
1980 09 06 12.161
1980 09 07 14.366
1980 09 08 17.531
1980 09 09 17.253
1980 09 10 16.538
1980 09 11 14.635
1980 09 12 16.339
1980 09 13 17.003
1980 09 14 16.219
1980 09 15 18.079
1980 09 16 16.076
1980 09 17 8.662
1980 09 18 11.427
1980 09 19 12.630
1980 09 20 14.312
1980 09 21 16.362
1980 09 22 13.313
1980 09 23 7.305
1980 09 24 10.296
1980 09 25 10.756
1980 09 26 10.685
1980 09 27 12.012
1980 09 28 12.831
1980 09 29 16.437
1980 09 30 15.001
1980 10 01 13.196
1980 10 02 15.938
1980 10 03 17.216
1980 10 04 16.907
1980 10 05 14.335
1980 10 06 14.544
1980 10 07 11.835
1980 10 08 13.741
1980 10 09 15.118
1980 10 10 14.212
1980 10 11 13.942
1980 10 12 15.413
1980 10 13 14.241
1980 10 14 13.476
1980 10 15 12.997
1980 10 16 14.363
1980 10 17 17.063
1980 10 18 19.148
1980 10 19 17.736
1980 10 20 18.358
1980 10 21 21.284
1980 10 22 21.111
1980 10 23 19.472
1980 10 24 19.094
1980 10 25 20.600
1980 10 26 21.100
1980 10 27 21.654
1980 10 28 19.557
1980 10 29 20.133
1980 10 30 20.106
1980 10 31 19.525
1980 11 01 12.885
1980 11 02 15.931
1980 11 03 16.074
1980 11 04 16.964
1980 11 05 20.034
1980 11 06 18.562
1980 11 07 19.825
1980 11 08 17.305
1980 11 09 19.249
1980 11 10 18.276
1980 11 11 18.798
1980 11 12 16.034
1980 11 13 18.000
1980 11 14 13.981
1980 11 15 14.366
1980 11 16 18.606
1980 11 17 19.692
1980 11 18 16.157
1980 11 19 18.372
1980 11 20 17.915
1980 11 21 20.730
1980 11 22 19.389
1980 11 23 18.585
1980 11 24 19.724
1980 11 25 19.243
1980 11 26 18.006
1980 11 27 16.258
1980 11 28 19.549
1980 11 29 17.929
1980 11 30 17.884
1980 12 01 18.084
1980 12 02 18.351
1980 12 03 19.885
1980 12 04 18.598
1980 12 05 18.610
1980 12 06 19.025
1980 12 07 19.256
1980 12 08 17.839
1980 12 09 18.866
1980 12 10 19.133
1980 12 11 21.045
1980 12 12 18.901
1980 12 13 19.979
1980 12 14 21.498
1980 12 15 22.056
1980 12 16 21.539
1980 12 17 19.886
1980 12 18 19.339
1980 12 19 22.024
1980 12 20 20.409
1980 12 21 19.309
1980 12 22 18.763
1980 12 23 18.113
1980 12 24 19.603
1980 12 25 18.812
1980 12 26 18.903
1980 12 27 20.674
1980 12 28 20.066
1980 12 29 19.635
1980 12 30 20.470
1980 12 31 17.569
1981 01 01 nan
1981 01 02 nan
1981 01 03 20.366
1981 01 04 19.532
1981 01 05 20.142
1981 01 06 20.359
1981 01 07 18.972
1981 01 08 19.356
1981 01 09 21.537
1981 01 10 20.292
1981 01 11 19.072
1981 01 12 19.609
1981 01 13 19.421
1981 01 14 20.063
1981 01 15 19.965
1981 01 16 19.645
1981 01 17 19.025
1981 01 18 20.326
1981 01 19 20.121
1981 01 20 19.633
1981 01 21 18.175
1981 01 22 19.527
1981 01 23 17.292
1981 01 24 18.720
1981 01 25 20.256
1981 01 26 19.867
1981 01 27 19.127
1981 01 28 21.213
1981 01 29 18.420
1981 01 30 23.249
1981 01 31 21.878
1981 02 01 21.908
1981 02 02 19.813
1981 02 03 20.762
1981 02 04 20.152
1981 02 05 20.417
1981 02 06 21.014
1981 02 07 20.048
1981 02 08 20.582
1981 02 09 18.343
1981 02 10 19.880
1981 02 11 19.766
1981 02 12 20.395
1981 02 13 21.312
1981 02 14 20.117
1981 02 15 22.088
1981 02 16 21.948
1981 02 17 19.939
1981 02 18 21.320
1981 02 19 17.022
1981 02 20 18.940
1981 02 21 17.454
1981 02 22 18.696
1981 02 23 19.118
1981 02 24 18.606
1981 02 25 18.724
1981 02 26 17.717
1981 02 27 17.152
1981 02 28 18.072
1981 03 01 22.380
1981 03 02 22.206
1981 03 03 21.913
1981 03 04 23.059
1981 03 05 19.414
1981 03 06 20.533
1981 03 07 21.068
1981 03 08 19.710
1981 03 09 20.247
1981 03 10 19.502
1981 03 11 18.550
1981 03 12 21.108
1981 03 13 19.713
1981 03 14 19.883
1981 03 15 23.186
1981 03 16 20.857
1981 03 17 19.610
1981 03 18 17.206
1981 03 19 21.131
1981 03 20 19.674
1981 03 21 19.643
1981 03 22 18.981
1981 03 23 15.589
1981 03 24 16.769
1981 03 25 20.828
1981 03 26 18.269
