year month day temperature_min
1980 01 01 22.167
1980 01 02 22.203
1980 01 03 22.068
1980 01 04 22.087
1980 01 05 22.087
1980 01 06 21.911
1980 01 07 21.926
1980 01 08 24.374
1980 01 09 21.927
1980 01 10 22.268
1980 01 11 22.079
1980 01 12 21.731
1980 01 13 21.389
1980 01 14 21.331
1980 01 15 2.111
1980 01 16 21.605
1980 01 17 20.415
1980 01 18 21.042
1980 01 19 23.855
1980 01 20 19.479
1980 01 21 21.907
1980 01 22 23.423
1980 01 23 22.104
1980 01 24 21.157
1980 01 25 21.985
1980 01 26 21.866
1980 01 27 24.940
1980 01 28 22.979
1980 01 29 22.409
1980 01 30 23.051
1980 01 31 22.318
1980 02 01 21.724
1980 02 02 22.012
1980 02 03 21.720
1980 02 04 23.194
1980 02 05 18.501
1980 02 06 22.016
1980 02 07 22.129
1980 02 08 22.945
1980 02 09 23.016
1980 02 10 22.100
1980 02 11 22.832
1980 02 12 22.328
1980 02 13 22.206
1980 02 14 22.944
1980 02 15 22.694
1980 02 16 21.200
1980 02 17 22.144
1980 02 18 21.987
1980 02 19 22.131
1980 02 20 22.121
1980 02 21 21.384
1980 02 22 22.207
1980 02 23 22.421
1980 02 24 21.290
1980 02 25 22.761
1980 02 26 21.372
1980 02 27 22.855
1980 02 28 21.496
1980 02 29 21.350
1980 03 01 21.249
1980 03 02 21.317
1980 03 03 22.767
1980 03 04 22.078
1980 03 05 22.227
1980 03 06 21.209
1980 03 07 21.466
1980 03 08 20.924
1980 03 09 21.333
1980 03 10 24.712
1980 03 11 23.814
1980 03 12 22.773
1980 03 13 23.156
1980 03 14 23.046
1980 03 15 22.923
1980 03 16 19.944
1980 03 17 22.066
1980 03 18 21.996
1980 03 19 22.311
1980 03 20 21.464
1980 03 21 21.411
1980 03 22 22.088
1980 03 23 22.287
1980 03 24 22.953
1980 03 25 22.712
1980 03 26 22.101
1980 03 27 22.186
1980 03 28 21.506
1980 03 29 21.797
1980 03 30 22.466
1980 03 31 22.062
1980 04 01 21.947
1980 04 02 22.108
1980 04 03 21.274
1980 04 04 22.207
1980 04 05 22.098
1980 04 06 22.319
1980 04 07 22.357
1980 04 08 21.812
1980 04 09 -0.392
1980 04 10 22.058
1980 04 11 22.088
1980 04 12 22.098
1980 04 13 21.310
1980 04 14 22.809
1980 04 15 21.587
1980 04 16 21.172
1980 04 17 25.110
1980 04 18 21.854
1980 04 19 20.878
1980 04 20 21.057
1980 04 21 21.408
1980 04 22 21.178
