year month day temperature_min
1980 01 01 18.476
1980 01 02 16.892
1980 01 03 16.323
1980 01 04 17.201
1980 01 05 16.651
1980 01 06 18.053
1980 01 07 18.061
1980 01 08 18.212
1980 01 09 18.667
1980 01 10 19.373
1980 01 11 19.423
1980 01 12 18.449
1980 01 13 17.363
1980 01 14 16.768
1980 01 15 16.374
1980 01 16 17.822
1980 01 17 18.384
1980 01 18 14.971
1980 01 19 19.251
1980 01 20 20.312
1980 01 21 19.028
1980 01 22 18.418
1980 01 23 18.777
1980 01 24 18.715
1980 01 25 19.713
1980 01 26 20.218
1980 01 27 19.626
1980 01 28 19.255
1980 01 29 19.386
1980 01 30 16.227
1980 01 31 17.635
1980 02 01 20.005
1980 02 02 20.812
1980 02 03 19.797
1980 02 04 17.837
1980 02 05 16.667
1980 02 06 18.396
1980 02 07 18.018
1980 02 08 20.018
1980 02 09 18.564
1980 02 10 20.605
1980 02 11 21.101
1980 02 12 18.340
1980 02 13 20.489
1980 02 14 17.499
1980 02 15 17.884
1980 02 16 18.286
1980 02 17 17.470
1980 02 18 18.532
1980 02 19 18.423
1980 02 20 17.961
1980 02 21 17.789
1980 02 22 19.225
1980 02 23 19.467
1980 02 24 18.073
1980 02 25 18.668
1980 02 26 18.966
1980 02 27 18.445
1980 02 28 19.095
1980 02 29 20.738
1980 03 01 19.264
1980 03 02 18.549
1980 03 03 18.377
1980 03 04 17.802
1980 03 05 18.361
1980 03 06 17.535
1980 03 07 17.093
1980 03 08 19.163
1980 03 09 21.565
1980 03 10 21.638
1980 03 11 20.801
1980 03 12 18.661
1980 03 13 19.789
1980 03 14 18.766
1980 03 15 20.285
1980 03 16 20.883
1980 03 17 17.907
1980 03 18 20.094
1980 03 19 17.971
1980 03 20 18.143
1980 03 21 17.187
1980 03 22 19.636
1980 03 23 19.396
1980 03 24 17.515
1980 03 25 19.621
1980 03 26 18.034
1980 03 27 18.345
1980 03 28 17.479
1980 03 29 18.623
1980 03 30 19.613
1980 03 31 17.502
1980 04 01 16.446
1980 04 02 16.910
1980 04 03 18.807
1980 04 04 19.718
1980 04 05 17.925
1980 04 06 17.573
1980 04 07 17.705
1980 04 08 18.079
1980 04 09 18.267
1980 04 10 18.552
1980 04 11 18.397
1980 04 12 19.163
1980 04 13 20.374
1980 04 14 17.079
1980 04 15 18.754
1980 04 16 17.868
1980 04 17 17.129
1980 04 18 16.844
1980 04 19 16.477
1980 04 20 14.887
1980 04 21 17.043
1980 04 22 16.733
1980 04 23 17.242
1980 04 24 15.842
1980 04 25 15.112
1980 04 26 16.509
1980 04 27 16.045
1980 04 28 15.947
1980 04 29 16.404
1980 04 30 15.402
1980 05 01 15.620
1980 05 02 16.909
1980 05 03 18.236
1980 05 04 15.668
1980 05 05 13.217
1980 05 06 12.507
1980 05 07 13.258
1980 05 08 14.543
1980 05 09 11.261
1980 05 10 14.562
1980 05 11 15.154
1980 05 12 18.093
1980 05 13 16.253
1980 05 14 15.399
1980 05 15 13.618
1980 05 16 14.458
1980 05 17 15.111
1980 05 18 15.334
1980 05 19 17.773
1980 05 20 16.839
1980 05 21 15.344
1980 05 22 15.277
1980 05 23 18.250
1980 05 24 14.284
1980 05 25 15.012
1980 05 26 14.471
1980 05 27 13.554
1980 05 28 12.373
1980 05 29 14.485
1980 05 30 13.758
1980 05 31 13.320
1980 06 01 15.372
1980 06 02 14.652
1980 06 03 16.250
1980 06 04 12.765
1980 06 05 12.986
1980 06 06 12.660
1980 06 07 12.634
1980 06 08 13.134
1980 06 09 14.066
1980 06 10 13.871
1980 06 11 14.278
1980 06 12 16.135
1980 06 13 15.078
1980 06 14 16.459
1980 06 15 9.664
1980 06 16 11.435
1980 06 17 11.528
1980 06 18 12.361
1980 06 19 11.651
1980 06 20 13.322
1980 06 21 12.869
1980 06 22 13.531
1980 06 23 9.806
1980 06 24 13.122
1980 06 25 13.216
1980 06 26 13.796
1980 06 27 11.500
1980 06 28 8.552
1980 06 29 11.351
1980 06 30 8.784
1980 07 01 11.309
1980 07 02 11.706
1980 07 03 14.197
1980 07 04 14.247
