year month day precipitation_cpc
1980 01 01 0.185
1980 01 02 3.234
1980 01 03 0.726
1980 01 04 2.246
1980 01 05 4.580
1980 01 06 4.985
1980 01 07 0.666
1980 01 08 0.061
1980 01 09 13.673
1980 01 10 1.005
1980 01 11 15.050
1980 01 12 8.666
1980 01 13 6.282
1980 01 14 5.992
1980 01 15 20.492
1980 01 16 7.301
1980 01 17 9.328
1980 01 18 2.014
1980 01 19 24.685
1980 01 20 24.046
1980 01 21 0.203
1980 01 22 1.103
1980 01 23 2.067
1980 01 24 3.273
1980 01 25 0.000
1980 01 26 0.000
1980 01 27 0.000
1980 01 28 0.585
1980 01 29 2.127
1980 01 30 1.340
1980 01 31 0.000
1980 02 01 0.095
1980 02 02 2.472
1980 02 03 1.959
1980 02 04 1.054
1980 02 05 3.765
1980 02 06 24.452
1980 02 07 0.866
1980 02 08 5.366
1980 02 09 0.132
1980 02 10 7.619
1980 02 11 19.133
1980 02 12 4.366
1980 02 13 6.511
1980 02 14 0.899
1980 02 15 9.261
1980 02 16 3.631
1980 02 17 19.462
1980 02 18 23.807
1980 02 19 14.525
1980 02 20 34.679
1980 02 21 25.102
1980 02 22 22.388
1980 02 23 16.387
1980 02 24 22.726
1980 02 25 8.968
1980 02 26 28.531
1980 02 27 27.308
1980 02 28 14.965
1980 02 29 8.333
1980 03 01 13.801
1980 03 02 26.907
1980 03 03 5.276
1980 03 04 6.153
1980 03 05 53.679
1980 03 06 2.150
1980 03 07 44.054
1980 03 08 13.060
1980 03 09 3.509
1980 03 10 24.109
1980 03 11 1.720
1980 03 12 4.362
1980 03 13 40.917
1980 03 14 14.306
1980 03 15 26.102
1980 03 16 8.828
1980 03 17 3.444
1980 03 18 4.178
1980 03 19 3.959
1980 03 20 47.454
1980 03 21 3.681
1980 03 22 4.428
1980 03 23 1.502
1980 03 24 1.651
1980 03 25 1.098
1980 03 26 0.500
1980 03 27 0.043
1980 03 28 0.908
1980 03 29 0.945
1980 03 30 3.765
1980 03 31 0.000
1980 04 01 0.000
1980 04 02 0.000
1980 04 03 0.000
1980 04 04 2.007
1980 04 05 32.239
1980 04 06 2.401
1980 04 07 5.578
1980 04 08 4.984
1980 04 09 20.119
1980 04 10 3.180
1980 04 11 1.732
1980 04 12 0.000
1980 04 13 0.673
1980 04 14 2.509
1980 04 15 0.466
1980 04 16 12.577
1980 04 17 8.784
1980 04 18 10.129
1980 04 19 0.362
1980 04 20 1.314
1980 04 21 4.157
1980 04 22 1.974
1980 04 23 5.437
1980 04 24 3.477
1980 04 25 4.926
1980 04 26 31.029
1980 04 27 15.892
1980 04 28 5.479
1980 04 29 2.587
1980 04 30 1.457
1980 05 01 19.971
1980 05 02 5.779
1980 05 03 1.092
1980 05 04 2.201
1980 05 05 10.474
1980 05 06 0.311
1980 05 07 4.111
1980 05 08 0.304
1980 05 09 0.037
1980 05 10 0.650
1980 05 11 0.000
1980 05 12 5.803
1980 05 13 7.142
1980 05 14 0.000
1980 05 15 0.764
1980 05 16 1.660
1980 05 17 4.467
1980 05 18 1.337
1980 05 19 0.037
1980 05 20 0.000
1980 05 21 0.000
1980 05 22 0.000
1980 05 23 0.000
1980 05 24 0.023
1980 05 25 0.477
1980 05 26 33.391
1980 05 27 1.156
1980 05 28 0.153
1980 05 29 3.307
1980 05 30 1.544
1980 05 31 0.042
1980 06 01 0.000
1980 06 02 2.281
1980 06 03 7.091
1980 06 04 1.206
1980 06 05 2.244
1980 06 06 0.675
1980 06 07 3.758
1980 06 08 0.000
1980 06 09 0.000
1980 06 10 1.549
1980 06 11 2.160
1980 06 12 0.000
1980 06 13 0.587
1980 06 14 0.000
1980 06 15 0.099
1980 06 16 1.301
1980 06 17 2.080
1980 06 18 0.206
1980 06 19 0.520
1980 06 20 0.000
1980 06 21 0.020
1980 06 22 1.751
1980 06 23 12.641
1980 06 24 0.466
1980 06 25 0.000
1980 06 26 0.000
1980 06 27 0.719
1980 06 28 0.049
1980 06 29 0.000
1980 06 30 3.404
1980 07 01 0.000
1980 07 02 1.886
1980 07 03 10.052
1980 07 04 0.065
1980 07 05 0.025
1980 07 06 0.031
1980 07 07 0.060
1980 07 08 0.000
1980 07 09 0.000
1980 07 10 0.198
1980 07 11 0.000
1980 07 12 0.297
1980 07 13 0.000
1980 07 14 0.096
1980 07 15 0.000
1980 07 16 0.150
1980 07 17 0.042
1980 07 18 0.000
1980 07 19 0.000
1980 07 20 0.000
1980 07 21 0.336
1980 07 22 0.000
1980 07 23 0.021
1980 07 24 0.000
1980 07 25 0.000
1980 07 26 0.000
1980 07 27 0.000
1980 07 28 0.000
1980 07 29 0.000
1980 07 30 0.000
1980 07 31 0.000
1980 08 01 0.063
1980 08 02 0.061
1980 08 03 0.075
1980 08 04 0.000
1980 08 05 0.281
1980 08 06 0.071
1980 08 07 0.000
1980 08 08 5.470
1980 08 09 32.022
1980 08 10 0.000
1980 08 11 0.000
1980 08 12 1.682
1980 08 13 0.000
1980 08 14 0.000
1980 08 15 0.000
1980 08 16 0.000
1980 08 17 0.091
1980 08 18 0.000
1980 08 19 0.000
1980 08 20 0.518
1980 08 21 0.317
1980 08 22 0.000
1980 08 23 0.000
1980 08 24 0.000
1980 08 25 1.237
1980 08 26 0.000
1980 08 27 1.726
1980 08 28 0.000
1980 08 29 0.875
1980 08 30 0.000
1980 08 31 0.000
1980 09 01 0.000
1980 09 02 0.000
1980 09 03 0.186
1980 09 04 2.269
1980 09 05 0.421
1980 09 06 0.131
1980 09 07 0.000
1980 09 08 0.000
1980 09 09 0.000
1980 09 10 0.000
1980 09 11 0.000
1980 09 12 0.000
1980 09 13 0.000
1980 09 14 2.003
1980 09 15 0.000
1980 09 16 1.149
1980 09 17 0.076
1980 09 18 0.000
1980 09 19 1.207
1980 09 20 0.000
1980 09 21 0.000
1980 09 22 0.223
1980 09 23 0.000
1980 09 24 0.036
1980 09 25 5.274
1980 09 26 0.082
1980 09 27 0.000
1980 09 28 0.000
1980 09 29 0.000
1980 09 30 0.048
1980 10 01 0.273
1980 10 02 0.068
1980 10 03 0.000
1980 10 04 0.000
1980 10 05 0.000
1980 10 06 0.000
1980 10 07 0.000
1980 10 08 0.000
1980 10 09 1.047
1980 10 10 0.000
1980 10 11 0.000
1980 10 12 0.000
1980 10 13 0.000
1980 10 14 0.000
1980 10 15 0.000
1980 10 16 0.000
1980 10 17 0.000
1980 10 18 0.000
1980 10 19 0.000
1980 10 20 0.000
1980 10 21 0.000
1980 10 22 0.000
1980 10 23 0.000
1980 10 24 1.733
1980 10 25 4.260
1980 10 26 0.193
1980 10 27 0.000
1980 10 28 0.000
1980 10 29 0.422
1980 10 30 0.247
1980 10 31 0.000
1980 11 01 0.000
1980 11 02 0.000
1980 11 03 0.000
1980 11 04 0.000
1980 11 05 0.024
1980 11 06 0.920
1980 11 07 2.171
1980 11 08 0.000
1980 11 09 0.000
1980 11 10 0.731
1980 11 11 0.430
1980 11 12 20.382
1980 11 13 0.037
1980 11 14 0.272
1980 11 15 3.707
1980 11 16 11.754
1980 11 17 1.621
1980 11 18 2.282
1980 11 19 15.903
1980 11 20 0.000
1980 11 21 0.000
1980 11 22 0.000
1980 11 23 0.000
1980 11 24 0.024
1980 11 25 0.048
1980 11 26 0.000
1980 11 27 0.000
1980 11 28 0.000
1980 11 29 0.000
1980 11 30 0.000
1980 12 01 0.000
1980 12 02 0.000
1980 12 03 0.387
1980 12 04 0.000
1980 12 05 1.416
1980 12 06 0.000
1980 12 07 0.000
1980 12 08 0.229
1980 12 09 0.293
1980 12 10 0.877
1980 12 11 0.000
1980 12 12 0.000
1980 12 13 0.000
1980 12 14 0.000
1980 12 15 0.000
1980 12 16 0.139
1980 12 17 0.000
1980 12 18 6.091
1980 12 19 0.652
1980 12 20 0.231
1980 12 21 11.973
1980 12 22 0.000
1980 12 23 0.939
1980 12 24 9.153
1980 12 25 1.053
1980 12 26 1.801
1980 12 27 0.735
1980 12 28 21.479
1980 12 29 9.664
1980 12 30 5.599
1980 12 31 0.432
1981 01 01 1.065
1981 01 02 25.856
1981 01 03 0.245
1981 01 04 0.421
1981 01 05 0.071
1981 01 06 1.961
1981 01 07 1.262
1981 01 08 8.563
1981 01 09 0.398
1981 01 10 0.284
1981 01 11 4.445
1981 01 12 1.578
1981 01 13 0.096
1981 01 14 2.779
1981 01 15 0.028
1981 01 16 0.323
1981 01 17 17.992
1981 01 18 0.329
1981 01 19 3.312
1981 01 20 0.381
1981 01 21 2.372
1981 01 22 1.107
1981 01 23 13.202
1981 01 24 0.498
1981 01 25 15.506
1981 01 26 37.588
1981 01 27 8.727
1981 01 28 9.469
1981 01 29 6.372
1981 01 30 4.624
1981 01 31 5.079
1981 02 01 3.722
1981 02 02 23.540
1981 02 03 13.971
1981 02 04 9.387
1981 02 05 40.014
1981 02 06 2.218
1981 02 07 15.078
1981 02 08 3.639
1981 02 09 0.106
1981 02 10 0.685
1981 02 11 0.000
1981 02 12 4.010
1981 02 13 7.887
1981 02 14 10.372
1981 02 15 12.454
1981 02 16 1.086
1981 02 17 2.283
1981 02 18 9.842
1981 02 19 10.526
1981 02 20 0.839
1981 02 21 1.377
1981 02 22 0.000
1981 02 23 0.044
1981 02 24 0.043
1981 02 25 0.083
1981 02 26 0.000
1981 02 27 0.030
1981 02 28 0.677
1981 03 01 0.000
1981 03 02 0.231
1981 03 03 0.000
1981 03 04 0.041
1981 03 05 0.000
1981 03 06 0.054
1981 03 07 0.000
1981 03 08 0.000
1981 03 09 0.335
1981 03 10 0.000
1981 03 11 0.318
1981 03 12 2.075
1981 03 13 19.589
1981 03 14 80.562
1981 03 15 1.762
1981 03 16 52.780
1981 03 17 8.819
1981 03 18 1.313
1981 03 19 8.529
1981 03 20 31.277
1981 03 21 3.630
1981 03 22 3.171
1981 03 23 16.834
1981 03 24 8.952
1981 03 25 28.127
1981 03 26 3.824
1981 03 27 33.265
1981 03 28 20.174
1981 03 29 25.028
1981 03 30 3.114
1981 03 31 29.189
1981 04 01 6.456
1981 04 02 12.696
1981 04 03 13.599
1981 04 04 11.395
1981 04 05 1.936
1981 04 06 5.913
1981 04 07 0.000
1981 04 08 0.902
1981 04 09 0.581
1981 04 10 0.409
1981 04 11 1.600
1981 04 12 1.222
1981 04 13 6.911
1981 04 14 6.057
1981 04 15 0.636
1981 04 16 2.053
1981 04 17 0.212
1981 04 18 0.041
1981 04 19 1.400
1981 04 20 0.113
1981 04 21 4.184
1981 04 22 0.000
1981 04 23 0.112
1981 04 24 0.000
1981 04 25 0.167
1981 04 26 0.000
1981 04 27 0.000
1981 04 28 0.000
1981 04 29 1.002
1981 04 30 19.549
1981 05 01 5.933
1981 05 02 0.342
1981 05 03 2.411
1981 05 04 0.177
1981 05 05 1.144
1981 05 06 0.043
1981 05 07 0.042
1981 05 08 0.074
1981 05 09 32.515
1981 05 10 0.042
1981 05 11 1.500
1981 05 12 0.325
1981 05 13 3.128
1981 05 14 0.038
1981 05 15 4.920
1981 05 16 0.733
1981 05 17 6.703
1981 05 18 15.083
1981 05 19 8.039
1981 05 20 0.144
1981 05 21 0.386
1981 05 22 0.552
1981 05 23 0.000
1981 05 24 0.567
1981 05 25 3.480
1981 05 26 0.106
1981 05 27 0.000
1981 05 28 0.549
1981 05 29 6.860
1981 05 30 25.147
1981 05 31 0.301
1981 06 01 0.029
1981 06 02 0.042
1981 06 03 0.000
1981 06 04 0.023
1981 06 05 0.421
1981 06 06 0.222
1981 06 07 0.397
1981 06 08 0.047
1981 06 09 0.264
1981 06 10 0.355
1981 06 11 0.000
1981 06 12 0.132
1981 06 13 0.000
1981 06 14 1.457
1981 06 15 1.175
1981 06 16 0.000
1981 06 17 0.000
1981 06 18 0.000
1981 06 19 0.000
1981 06 20 0.000
1981 06 21 0.000
1981 06 22 0.000
1981 06 23 0.000
1981 06 24 0.000
1981 06 25 0.000
1981 06 26 0.000
1981 06 27 0.000
1981 06 28 0.000
1981 06 29 0.318
1981 06 30 0.000
1981 07 01 0.450
1981 07 02 0.000
1981 07 03 0.000
1981 07 04 0.052
1981 07 05 0.153
1981 07 06 0.000
1981 07 07 0.000
1981 07 08 0.000
1981 07 09 0.919
1981 07 10 0.000
1981 07 11 0.000
1981 07 12 0.000
1981 07 13 0.063
1981 07 14 0.000
1981 07 15 0.000
1981 07 16 0.000
1981 07 17 1.200
1981 07 18 0.000
1981 07 19 0.000
1981 07 20 0.559
1981 07 21 0.000
1981 07 22 0.000
1981 07 23 0.000
1981 07 24 0.000
1981 07 25 0.092
1981 07 26 0.000
1981 07 27 0.000
1981 07 28 0.000
1981 07 29 0.000
1981 07 30 1.282
1981 07 31 0.033
1981 08 01 0.000
1981 08 02 0.000
1981 08 03 0.000
1981 08 04 0.000
1981 08 05 0.000
1981 08 06 0.000
1981 08 07 0.024
1981 08 08 0.000
1981 08 09 0.000
1981 08 10 0.000
1981 08 11 0.000
1981 08 12 0.000
1981 08 13 0.000
1981 08 14 0.000
1981 08 15 0.101
1981 08 16 0.000
1981 08 17 0.030
1981 08 18 0.000
1981 08 19 0.000
1981 08 20 0.087
1981 08 21 1.275
1981 08 22 0.061
1981 08 23 0.000
1981 08 24 0.000
1981 08 25 0.000
1981 08 26 0.000
1981 08 27 0.000
1981 08 28 0.028
1981 08 29 0.000
1981 08 30 0.000
1981 08 31 0.000
1981 09 01 0.000
1981 09 02 0.000
1981 09 03 0.000
1981 09 04 0.000
1981 09 05 0.000
1981 09 06 0.056
1981 09 07 0.138
1981 09 08 0.000
1981 09 09 0.000
1981 09 10 0.000
1981 09 11 0.000
1981 09 12 0.000
1981 09 13 0.000
1981 09 14 0.000
1981 09 15 0.000
1981 09 16 0.000
1981 09 17 0.000
1981 09 18 0.000
1981 09 19 0.000
1981 09 20 0.000
1981 09 21 0.000
1981 09 22 0.000
1981 09 23 0.000
1981 09 24 0.000
1981 09 25 0.000
1981 09 26 0.000
1981 09 27 0.000
1981 09 28 0.000
1981 09 29 0.000
1981 09 30 0.000
1981 10 01 0.000
1981 10 02 0.000
1981 10 03 0.022
1981 10 04 0.000
1981 10 05 0.000
1981 10 06 0.000
1981 10 07 0.000
1981 10 08 0.000
1981 10 09 0.000
1981 10 10 0.000
1981 10 11 0.000
1981 10 12 0.027
1981 10 13 0.000
1981 10 14 0.000
1981 10 15 0.000
1981 10 16 0.072
1981 10 17 0.000
1981 10 18 0.000
1981 10 19 0.000
1981 10 20 0.000
1981 10 21 0.000
1981 10 22 0.000
1981 10 23 0.107
1981 10 24 0.000
1981 10 25 0.000
1981 10 26 0.000
1981 10 27 0.000
1981 10 28 0.000
1981 10 29 0.000
1981 10 30 0.000
1981 10 31 0.000
1981 11 01 0.000
1981 11 02 0.000
1981 11 03 0.000
1981 11 04 0.000
1981 11 05 0.000
1981 11 06 0.042
1981 11 07 0.000
1981 11 08 0.060
1981 11 09 1.311
1981 11 10 0.000
1981 11 11 0.000
1981 11 12 0.000
1981 11 13 0.000
1981 11 14 0.000
1981 11 15 0.000
1981 11 16 0.000
1981 11 17 0.000
1981 11 18 0.000
1981 11 19 0.000
1981 11 20 0.000
1981 11 21 0.133
1981 11 22 0.000
1981 11 23 0.091
1981 11 24 0.000
1981 11 25 0.000
1981 11 26 0.000
1981 11 27 0.023
1981 11 28 0.114
1981 11 29 0.183
1981 11 30 0.000
