year month day precipitation_cpc
1980 01 01 3.725
1980 01 02 11.667
1980 01 03 6.908
1980 01 04 12.877
1980 01 05 30.508
1980 01 06 4.447
1980 01 07 1.015
1980 01 08 1.646
1980 01 09 3.253
1980 01 10 10.149
1980 01 11 6.788
1980 01 12 7.912
1980 01 13 22.858
1980 01 14 15.812
1980 01 15 13.032
1980 01 16 7.328
1980 01 17 7.507
1980 01 18 3.646
1980 01 19 2.574
1980 01 20 0.937
1980 01 21 2.560
1980 01 22 10.605
1980 01 23 4.553
1980 01 24 0.841
1980 01 25 2.164
1980 01 26 1.170
1980 01 27 7.250
1980 01 28 4.976
1980 01 29 9.998
1980 01 30 6.335
1980 01 31 34.870
1980 02 01 9.608
1980 02 02 4.157
1980 02 03 7.078
1980 02 04 16.167
1980 02 05 23.131
1980 02 06 20.008
1980 02 07 4.615
1980 02 08 9.183
1980 02 09 15.799
1980 02 10 17.818
1980 02 11 11.997
1980 02 12 11.299
1980 02 13 9.147
1980 02 14 21.048
1980 02 15 41.601
1980 02 16 8.067
1980 02 17 11.852
1980 02 18 19.892
1980 02 19 6.031
1980 02 20 8.731
1980 02 21 28.976
1980 02 22 22.574
1980 02 23 11.902
1980 02 24 6.481
1980 02 25 15.993
1980 02 26 17.890
1980 02 27 13.998
1980 02 28 24.460
1980 02 29 11.775
1980 03 01 3.120
1980 03 02 5.619
1980 03 03 2.540
1980 03 04 2.145
1980 03 05 10.101
1980 03 06 14.961
1980 03 07 21.494
1980 03 08 11.091
1980 03 09 0.590
1980 03 10 2.959
1980 03 11 1.129
1980 03 12 0.832
1980 03 13 2.510
1980 03 14 2.005
1980 03 15 3.183
1980 03 16 5.711
1980 03 17 2.775
1980 03 18 1.157
1980 03 19 0.218
1980 03 20 1.337
1980 03 21 3.096
1980 03 22 1.256
1980 03 23 2.281
1980 03 24 0.531
1980 03 25 0.350
1980 03 26 0.000
1980 03 27 0.000
1980 03 28 1.802
1980 03 29 0.105
1980 03 30 0.068
1980 03 31 1.444
1980 04 01 0.475
1980 04 02 3.143
1980 04 03 4.599
1980 04 04 4.191
1980 04 05 0.358
1980 04 06 1.277
1980 04 07 2.859
1980 04 08 14.881
1980 04 09 1.997
1980 04 10 2.139
1980 04 11 0.090
1980 04 12 7.717
1980 04 13 2.322
1980 04 14 8.492
1980 04 15 4.258
1980 04 16 7.018
1980 04 17 1.596
1980 04 18 1.626
1980 04 19 0.000
1980 04 20 0.320
1980 04 21 0.009
1980 04 22 0.000
1980 04 23 0.000
1980 04 24 0.003
1980 04 25 0.131
1980 04 26 0.237
1980 04 27 0.127
1980 04 28 0.034
1980 04 29 0.483
1980 04 30 0.422
1980 05 01 0.134
1980 05 02 0.542
1980 05 03 2.698
1980 05 04 1.533
1980 05 05 12.267
1980 05 06 5.791
1980 05 07 2.193
1980 05 08 0.579
1980 05 09 0.063
1980 05 10 0.182
1980 05 11 0.000
1980 05 12 0.030
1980 05 13 0.866
1980 05 14 1.417
1980 05 15 0.841
1980 05 16 1.555
1980 05 17 0.261
1980 05 18 0.015
1980 05 19 0.326
1980 05 20 0.002
1980 05 21 0.054
1980 05 22 0.000
1980 05 23 0.104
1980 05 24 0.000
1980 05 25 0.036
1980 05 26 0.592
1980 05 27 0.216
1980 05 28 0.009
1980 05 29 0.000
1980 05 30 0.000
1980 05 31 0.000
1980 06 01 0.000
1980 06 02 0.000
1980 06 03 0.017
1980 06 04 0.112
1980 06 05 0.098
1980 06 06 0.021
1980 06 07 0.064
1980 06 08 0.000
1980 06 09 0.000
1980 06 10 0.009
1980 06 11 0.000
1980 06 12 0.036
1980 06 13 0.000
1980 06 14 0.000
1980 06 15 0.024
1980 06 16 3.087
1980 06 17 0.182
1980 06 18 0.000
1980 06 19 0.000
1980 06 20 0.011
1980 06 21 0.010
1980 06 22 0.159
1980 06 23 0.072
1980 06 24 0.004
1980 06 25 0.000
1980 06 26 0.000
1980 06 27 0.000
1980 06 28 0.300
1980 06 29 0.000
1980 06 30 0.000
1980 07 01 0.000
1980 07 02 0.039
1980 07 03 0.410
1980 07 04 0.000
1980 07 05 0.000
1980 07 06 0.000
1980 07 07 0.000
1980 07 08 0.000
1980 07 09 0.000
1980 07 10 0.118
1980 07 11 0.000
1980 07 12 0.000
1980 07 13 0.000
1980 07 14 0.000
1980 07 15 0.000
1980 07 16 0.020
1980 07 17 0.366
1980 07 18 0.008
1980 07 19 0.000
1980 07 20 0.000
1980 07 21 0.044
1980 07 22 0.000
1980 07 23 0.000
1980 07 24 0.000
1980 07 25 0.000
1980 07 26 0.000
1980 07 27 0.000
1980 07 28 0.000
1980 07 29 0.000
1980 07 30 0.000
1980 07 31 0.000
1980 08 01 0.000
1980 08 02 0.000
1980 08 03 0.000
1980 08 04 0.000
1980 08 05 0.000
1980 08 06 0.000
1980 08 07 0.039
1980 08 08 0.054
1980 08 09 0.000
1980 08 10 0.000
1980 08 11 0.000
1980 08 12 0.000
1980 08 13 0.000
1980 08 14 0.000
1980 08 15 0.000
1980 08 16 0.000
1980 08 17 0.000
1980 08 18 0.080
1980 08 19 0.000
1980 08 20 0.045
1980 08 21 0.000
1980 08 22 0.000
1980 08 23 0.000
1980 08 24 0.000
1980 08 25 0.000
1980 08 26 0.000
1980 08 27 0.027
1980 08 28 0.000
1980 08 29 0.000
1980 08 30 0.000
1980 08 31 0.000
1980 09 01 0.000
1980 09 02 0.000
1980 09 03 0.000
1980 09 04 0.061
1980 09 05 0.000
1980 09 06 0.767
1980 09 07 1.047
