year month day precipitation_cpc
1980 01 01 6.662
1980 01 02 4.472
1980 01 03 11.693
1980 01 04 9.963
1980 01 05 16.264
1980 01 06 7.035
1980 01 07 3.525
1980 01 08 7.091
1980 01 09 11.266
1980 01 10 12.498
1980 01 11 12.140
1980 01 12 21.946
1980 01 13 4.426
1980 01 14 5.036
1980 01 15 12.600
1980 01 16 7.802
1980 01 17 10.562
1980 01 18 12.061
1980 01 19 0.471
1980 01 20 1.435
1980 01 21 0.683
1980 01 22 0.343
1980 01 23 0.643
1980 01 24 0.491
1980 01 25 12.992
1980 01 26 4.264
1980 01 27 21.019
1980 01 28 14.542
1980 01 29 23.883
1980 01 30 15.724
1980 01 31 21.655
1980 02 01 9.157
1980 02 02 34.315
1980 02 03 10.922
1980 02 04 8.186
1980 02 05 6.854
1980 02 06 11.482
1980 02 07 8.270
1980 02 08 13.347
1980 02 09 18.445
1980 02 10 36.426
1980 02 11 10.310
1980 02 12 16.771
1980 02 13 10.731
1980 02 14 8.990
1980 02 15 32.312
1980 02 16 24.953
1980 02 17 14.736
1980 02 18 13.402
1980 02 19 24.814
1980 02 20 8.440
1980 02 21 9.445
1980 02 22 55.232
1980 02 23 7.569
1980 02 24 7.707
1980 02 25 3.907
1980 02 26 2.200
1980 02 27 4.770
1980 02 28 15.087
1980 02 29 10.544
1980 03 01 6.318
1980 03 02 6.860
1980 03 03 4.819
1980 03 04 1.014
1980 03 05 3.770
1980 03 06 30.424
1980 03 07 3.351
1980 03 08 6.704
1980 03 09 6.342
1980 03 10 0.971
1980 03 11 0.580
1980 03 12 0.581
1980 03 13 0.874
1980 03 14 0.718
1980 03 15 3.955
1980 03 16 0.425
1980 03 17 0.478
1980 03 18 5.620
1980 03 19 0.469
1980 03 20 0.010
1980 03 21 2.050
1980 03 22 4.142
1980 03 23 0.000
1980 03 24 0.000
1980 03 25 0.000
1980 03 26 0.000
1980 03 27 0.000
1980 03 28 0.124
1980 03 29 0.000
1980 03 30 0.609
1980 03 31 0.235
1980 04 01 4.826
1980 04 02 5.592
1980 04 03 13.935
1980 04 04 4.729
1980 04 05 7.860
1980 04 06 3.314
1980 04 07 7.692
1980 04 08 24.769
1980 04 09 20.442
1980 04 10 8.471
1980 04 11 2.926
1980 04 12 3.582
1980 04 13 8.526
1980 04 14 15.317
1980 04 15 3.658
1980 04 16 0.637
1980 04 17 0.000
1980 04 18 0.000
1980 04 19 0.000
1980 04 20 0.000
1980 04 21 0.000
1980 04 22 0.000
1980 04 23 0.000
1980 04 24 0.000
1980 04 25 0.000
1980 04 26 0.038
1980 04 27 0.000
1980 04 28 0.000
1980 04 29 0.874
1980 04 30 0.000
1980 05 01 0.000
1980 05 02 0.075
1980 05 03 0.646
1980 05 04 0.619
1980 05 05 0.583
1980 05 06 2.910
1980 05 07 0.000
1980 05 08 0.000
1980 05 09 0.000
1980 05 10 0.000
1980 05 11 0.000
1980 05 12 0.000
1980 05 13 0.000
1980 05 14 0.000
1980 05 15 0.000
1980 05 16 0.000
1980 05 17 0.000
1980 05 18 0.000
1980 05 19 0.030
1980 05 20 0.000
1980 05 21 0.000
1980 05 22 0.000
1980 05 23 0.000
1980 05 24 0.000
1980 05 25 0.000
1980 05 26 0.000
1980 05 27 0.000
1980 05 28 0.000
1980 05 29 0.000
1980 05 30 0.000
1980 05 31 0.000
1980 06 01 0.000
1980 06 02 0.000
1980 06 03 0.000
1980 06 04 0.000
1980 06 05 0.000
1980 06 06 0.000
1980 06 07 0.000
1980 06 08 0.000
1980 06 09 0.000
1980 06 10 0.000
1980 06 11 0.000
1980 06 12 0.000
1980 06 13 0.000
1980 06 14 0.000
1980 06 15 0.000
1980 06 16 0.000
1980 06 17 0.000
1980 06 18 0.000
1980 06 19 0.000
1980 06 20 0.000
1980 06 21 0.000
1980 06 22 0.000
1980 06 23 0.000
1980 06 24 0.000
1980 06 25 0.000
1980 06 26 0.000
1980 06 27 0.386
1980 06 28 0.000
1980 06 29 0.000
1980 06 30 0.000
1980 07 01 0.000
1980 07 02 0.000
1980 07 03 0.004
1980 07 04 0.000
1980 07 05 0.000
1980 07 06 0.000
1980 07 07 0.000
1980 07 08 0.000
1980 07 09 0.000
1980 07 10 0.000
1980 07 11 0.000
1980 07 12 0.000
1980 07 13 0.000
1980 07 14 0.000
1980 07 15 0.000
1980 07 16 0.000
