year month day precipitation_cpc
1980 01 01 3.028
1980 01 02 0.206
1980 01 03 0.319
1980 01 04 2.792
1980 01 05 0.204
1980 01 06 0.927
1980 01 07 12.997
1980 01 08 4.622
1980 01 09 14.924
1980 01 10 71.780
1980 01 11 7.954
1980 01 12 6.335
1980 01 13 65.919
1980 01 14 12.566
1980 01 15 95.777
1980 01 16 3.814
1980 01 17 0.697
1980 01 18 15.187
1980 01 19 12.552
1980 01 20 0.221
1980 01 21 8.136
1980 01 22 10.667
1980 01 23 5.667
1980 01 24 5.120
1980 01 25 2.606
1980 01 26 0.056
1980 01 27 0.059
1980 01 28 1.380
1980 01 29 20.970
1980 01 30 39.812
1980 01 31 3.707
1980 02 01 4.401
1980 02 02 0.242
1980 02 03 51.122
1980 02 04 10.535
1980 02 05 16.191
1980 02 06 5.925
1980 02 07 2.704
1980 02 08 13.723
1980 02 09 0.997
1980 02 10 3.310
1980 02 11 62.101
1980 02 12 1.825
1980 02 13 19.329
1980 02 14 5.418
1980 02 15 35.866
1980 02 16 7.005
1980 02 17 1.782
1980 02 18 36.338
1980 02 19 11.262
1980 02 20 54.955
1980 02 21 0.344
1980 02 22 27.242
1980 02 23 31.190
1980 02 24 1.408
1980 02 25 3.549
1980 02 26 3.672
1980 02 27 3.251
1980 02 28 56.296
1980 02 29 14.198
1980 03 01 6.706
1980 03 02 38.726
1980 03 03 0.981
1980 03 04 59.994
1980 03 05 8.928
1980 03 06 2.790
1980 03 07 11.525
1980 03 08 5.170
1980 03 09 4.628
1980 03 10 0.461
1980 03 11 1.381
1980 03 12 5.498
1980 03 13 5.024
1980 03 14 24.668
1980 03 15 4.732
1980 03 16 2.799
1980 03 17 11.333
1980 03 18 44.774
1980 03 19 28.857
1980 03 20 11.237
1980 03 21 5.629
1980 03 22 15.688
1980 03 23 2.880
1980 03 24 2.829
1980 03 25 18.810
1980 03 26 6.757
1980 03 27 0.093
1980 03 28 15.387
1980 03 29 0.348
1980 03 30 0.689
1980 03 31 0.998
1980 04 01 7.373
1980 04 02 1.167
1980 04 03 0.335
1980 04 04 0.677
1980 04 05 10.875
1980 04 06 3.834
1980 04 07 33.120
1980 04 08 61.046
1980 04 09 3.416
1980 04 10 25.791
1980 04 11 9.143
1980 04 12 2.097
1980 04 13 15.533
1980 04 14 16.188
1980 04 15 5.765
1980 04 16 0.379
1980 04 17 1.839
1980 04 18 0.069
1980 04 19 0.251
1980 04 20 0.874
1980 04 21 5.242
1980 04 22 6.816
1980 04 23 6.835
1980 04 24 3.222
1980 04 25 0.521
1980 04 26 22.241
1980 04 27 9.822
1980 04 28 22.346
1980 04 29 0.415
1980 04 30 7.532
1980 05 01 2.478
1980 05 02 5.917
1980 05 03 32.199
1980 05 04 6.876
1980 05 05 14.282
1980 05 06 10.244
1980 05 07 3.630
1980 05 08 1.103
1980 05 09 0.644
1980 05 10 6.320
1980 05 11 7.678
1980 05 12 4.747
1980 05 13 1.192
1980 05 14 0.390
1980 05 15 4.653
1980 05 16 2.851
1980 05 17 5.392
1980 05 18 4.733
1980 05 19 2.474
1980 05 20 0.307
1980 05 21 6.719
1980 05 22 3.677
1980 05 23 0.108
1980 05 24 0.030
1980 05 25 39.530
1980 05 26 2.387
1980 05 27 14.446
1980 05 28 2.051
1980 05 29 31.112
1980 05 30 2.500
1980 05 31 0.735
1980 06 01 0.653
1980 06 02 0.291
1980 06 03 16.051
1980 06 04 7.679
1980 06 05 0.722
1980 06 06 26.569
1980 06 07 12.374
1980 06 08 0.174
1980 06 09 1.883
1980 06 10 0.538
1980 06 11 15.340
1980 06 12 1.356
1980 06 13 0.685
1980 06 14 0.046
1980 06 15 0.332
1980 06 16 2.742
1980 06 17 1.848
1980 06 18 6.185
1980 06 19 0.093
1980 06 20 0.098
1980 06 21 3.441
1980 06 22 1.670
1980 06 23 1.116
1980 06 24 12.090
1980 06 25 1.869
1980 06 26 11.521
1980 06 27 0.033
1980 06 28 0.191
1980 06 29 0.542
1980 06 30 1.286
1980 07 01 1.109
1980 07 02 1.004
1980 07 03 1.766
1980 07 04 3.603
1980 07 05 2.336
1980 07 06 0.874
1980 07 07 1.068
1980 07 08 0.624
1980 07 09 0.194
1980 07 10 0.130
1980 07 11 0.184
1980 07 12 1.957
1980 07 13 9.704
1980 07 14 0.307
1980 07 15 2.090
1980 07 16 0.592
1980 07 17 12.562
1980 07 18 0.811
1980 07 19 0.012
1980 07 20 0.227
1980 07 21 0.000
1980 07 22 0.682
1980 07 23 0.106
1980 07 24 0.102
1980 07 25 0.201
1980 07 26 0.682
1980 07 27 0.203
