year month day temperature_max
1980 01 01 23.928
1980 01 02 20.690
1980 01 03 23.225
1980 01 04 25.091
1980 01 05 26.371
1980 01 06 25.796
1980 01 07 26.612
1980 01 08 28.167
1980 01 09 26.027
1980 01 10 24.231
1980 01 11 22.262
1980 01 12 20.963
1980 01 13 22.133
1980 01 14 21.000
1980 01 15 24.434
1980 01 16 20.701
1980 01 17 21.075
1980 01 18 20.559
1980 01 19 23.591
1980 01 20 27.061
1980 01 21 28.340
1980 01 22 25.256
1980 01 23 26.425
1980 01 24 26.674
1980 01 25 26.247
1980 01 26 25.951
1980 01 27 27.327
1980 01 28 28.176
1980 01 29 27.744
1980 01 30 26.495
1980 01 31 25.383
1980 02 01 27.860
1980 02 02 27.863
1980 02 03 26.170
1980 02 04 27.882
1980 02 05 26.450
1980 02 06 29.994
1980 02 07 29.389
1980 02 08 29.773
1980 02 09 28.763
1980 02 10 26.110
1980 02 11 27.191
1980 02 12 29.072
1980 02 13 26.957
1980 02 14 27.009
1980 02 15 26.596
1980 02 16 24.471
1980 02 17 24.013
1980 02 18 23.823
1980 02 19 21.870
1980 02 20 24.838
1980 02 21 24.385
1980 02 22 22.579
1980 02 23 27.190
1980 02 24 28.216
1980 02 25 28.604
1980 02 26 27.920
1980 02 27 27.963
1980 02 28 28.164
1980 02 29 27.882
1980 03 01 29.047
1980 03 02 26.665
1980 03 03 27.355
1980 03 04 27.358
1980 03 05 25.320
1980 03 06 25.955
1980 03 07 28.049
1980 03 08 28.047
1980 03 09 30.195
1980 03 10 30.303
1980 03 11 30.737
1980 03 12 26.934
1980 03 13 26.910
1980 03 14 27.288
1980 03 15 27.055
1980 03 16 29.403
1980 03 17 27.347
1980 03 18 26.598
1980 03 19 25.331
1980 03 20 26.535
1980 03 21 26.741
1980 03 22 28.444
1980 03 23 30.039
1980 03 24 28.653
1980 03 25 27.267
1980 03 26 28.776
1980 03 27 28.354
1980 03 28 34.220
1980 03 29 29.634
1980 03 30 30.165
1980 03 31 30.079
1980 04 01 23.946
1980 04 02 24.574
1980 04 03 23.635
1980 04 04 22.740
1980 04 05 20.561
1980 04 06 20.603
1980 04 07 23.465
1980 04 08 23.610
1980 04 09 27.095
1980 04 10 27.070
1980 04 11 27.093
1980 04 12 27.612
1980 04 13 29.105
1980 04 14 27.140
1980 04 15 26.298
1980 04 16 25.212
1980 04 17 27.827
1980 04 18 27.669
1980 04 19 21.955
1980 04 20 25.066
1980 04 21 22.385
1980 04 22 24.064
1980 04 23 25.342
1980 04 24 22.688
