year month day temperature_max
1980 01 01 28.323
1980 01 02 31.489
1980 01 03 30.613
1980 01 04 29.497
1980 01 05 30.384
1980 01 06 30.177
1980 01 07 30.588
1980 01 08 30.402
1980 01 09 29.791
1980 01 10 29.134
1980 01 11 29.572
1980 01 12 28.215
1980 01 13 30.008
1980 01 14 26.150
1980 01 15 28.835
1980 01 16 29.196
1980 01 17 31.648
1980 01 18 29.214
1980 01 19 28.464
1980 01 20 29.161
1980 01 21 26.265
1980 01 22 31.232
1980 01 23 31.618
1980 01 24 29.159
1980 01 25 31.505
1980 01 26 31.504
1980 01 27 31.601
1980 01 28 29.854
1980 01 29 30.320
1980 01 30 29.766
1980 01 31 31.384
1980 02 01 28.187
1980 02 02 31.108
1980 02 03 27.747
1980 02 04 28.887
1980 02 05 27.987
1980 02 06 27.969
1980 02 07 28.912
1980 02 08 29.765
1980 02 09 30.503
1980 02 10 30.398
1980 02 11 28.439
1980 02 12 29.644
1980 02 13 29.392
1980 02 14 29.257
1980 02 15 29.080
1980 02 16 25.983
1980 02 17 29.587
1980 02 18 25.818
1980 02 19 28.638
1980 02 20 26.541
1980 02 21 30.129
1980 02 22 26.825
1980 02 23 27.659
1980 02 24 28.849
1980 02 25 28.283
1980 02 26 25.737
1980 02 27 36.648
1980 02 28 29.765
1980 02 29 26.631
1980 03 01 28.658
1980 03 02 28.707
1980 03 03 27.939
1980 03 04 29.774
1980 03 05 28.748
1980 03 06 28.039
1980 03 07 29.263
1980 03 08 27.881
1980 03 09 30.541
1980 03 10 25.617
1980 03 11 29.704
1980 03 12 30.242
1980 03 13 31.697
1980 03 14 27.404
1980 03 15 31.542
1980 03 16 30.921
1980 03 17 31.693
1980 03 18 31.834
1980 03 19 30.097
1980 03 20 30.955
1980 03 21 30.808
1980 03 22 30.322
1980 03 23 30.083
1980 03 24 31.546
1980 03 25 31.074
1980 03 26 30.920
1980 03 27 31.803
1980 03 28 32.070
1980 03 29 36.342
1980 03 30 31.885
1980 03 31 32.949
1980 04 01 33.033
1980 04 02 32.146
1980 04 03 31.915
1980 04 04 30.738
1980 04 05 29.827
1980 04 06 29.933
1980 04 07 31.770
1980 04 08 30.045
1980 04 09 27.895
1980 04 10 30.611
1980 04 11 31.763
1980 04 12 31.766
1980 04 13 31.464
1980 04 14 30.964
1980 04 15 31.765
1980 04 16 31.459
1980 04 17 32.305
1980 04 18 30.282
1980 04 19 30.205
1980 04 20 31.827
1980 04 21 33.169
1980 04 22 32.451
1980 04 23 30.990
1980 04 24 32.013
1980 04 25 31.994
1980 04 26 32.148
1980 04 27 31.031
1980 04 28 27.481
1980 04 29 30.247
1980 04 30 31.773
1980 05 01 30.524
1980 05 02 31.950
1980 05 03 30.494
1980 05 04 30.507
1980 05 05 31.065
1980 05 06 28.883
1980 05 07 30.741
1980 05 08 31.905
1980 05 09 32.639
1980 05 10 31.334
1980 05 11 32.067
1980 05 12 31.489
1980 05 13 31.330
1980 05 14 31.288
1980 05 15 31.033
1980 05 16 31.296
1980 05 17 29.072
1980 05 18 30.321
1980 05 19 32.073
1980 05 20 31.489
1980 05 21 31.332
1980 05 22 33.064
1980 05 23 32.658
1980 05 24 32.674
1980 05 25 32.069
1980 05 26 32.122
1980 05 27 30.493
1980 05 28 32.947
1980 05 29 31.441
1980 05 30 32.178
1980 05 31 32.305
1980 06 01 32.189
1980 06 02 32.041
1980 06 03 32.074
1980 06 04 32.342
1980 06 05 32.233
1980 06 06 31.842
1980 06 07 32.053
1980 06 08 32.037
1980 06 09 32.767
1980 06 10 32.781
1980 06 11 30.600
1980 06 12 28.132
1980 06 13 32.912
1980 06 14 32.769
1980 06 15 32.310
1980 06 16 32.854
1980 06 17 29.247
1980 06 18 31.925
1980 06 19 31.923
1980 06 20 31.678
1980 06 21 31.917
1980 06 22 31.813
1980 06 23 32.042
1980 06 24 32.119
1980 06 25 31.778
1980 06 26 31.924
1980 06 27 31.411
1980 06 28 31.942
1980 06 29 32.748
1980 06 30 32.769
1980 07 01 32.264
1980 07 02 32.149
1980 07 03 32.060
1980 07 04 32.032
1980 07 05 32.154
1980 07 06 33.151
1980 07 07 33.994
1980 07 08 32.764
1980 07 09 33.840
1980 07 10 32.993
1980 07 11 32.989
1980 07 12 32.989
1980 07 13 33.150
1980 07 14 33.604
1980 07 15 34.031
1980 07 16 31.585
1980 07 17 33.922
1980 07 18 32.984
1980 07 19 33.712
1980 07 20 33.874
1980 07 21 33.993
1980 07 22 33.154
1980 07 23 34.040
1980 07 24 33.881
1980 07 25 33.725
1980 07 26 33.724
1980 07 27 33.727
1980 07 28 33.887
1980 07 29 33.764
1980 07 30 33.878
1980 07 31 34.025
1980 08 01 35.231
1980 08 02 34.234
1980 08 03 33.240
1980 08 04 32.466
1980 08 05 34.195
1980 08 06 34.186
1980 08 07 35.193
1980 08 08 33.455
1980 08 09 34.074
1980 08 10 34.181
1980 08 11 40.138
1980 08 12 35.081
1980 08 13 34.403
1980 08 14 35.923
1980 08 15 34.196
1980 08 16 34.969
