year month day temperature_max
1980 01 01 28.146
1980 01 02 30.066
1980 01 03 29.423
1980 01 04 29.162
1980 01 05 29.897
1980 01 06 28.954
1980 01 07 29.705
1980 01 08 25.434
1980 01 09 28.403
1980 01 10 28.771
1980 01 11 28.198
1980 01 12 27.107
1980 01 13 27.344
1980 01 14 28.913
1980 01 15 26.824
1980 01 16 29.111
1980 01 17 35.546
1980 01 18 28.917
1980 01 19 30.032
1980 01 20 28.059
1980 01 21 28.929
1980 01 22 28.832
1980 01 23 29.989
1980 01 24 29.938
1980 01 25 26.403
1980 01 26 29.983
1980 01 27 29.650
1980 01 28 28.514
1980 01 29 27.919
1980 01 30 28.529
1980 01 31 29.607
1980 02 01 28.710
1980 02 02 25.320
1980 02 03 27.731
1980 02 04 29.178
1980 02 05 29.796
1980 02 06 28.040
1980 02 07 29.867
1980 02 08 30.317
1980 02 09 27.710
1980 02 10 25.047
1980 02 11 28.046
1980 02 12 27.832
1980 02 13 30.084
1980 02 14 29.525
1980 02 15 25.336
1980 02 16 27.168
1980 02 17 30.298
1980 02 18 29.978
1980 02 19 30.510
1980 02 20 28.810
1980 02 21 29.039
1980 02 22 29.035
1980 02 23 29.027
1980 02 24 29.805
1980 02 25 29.428
1980 02 26 30.372
1980 02 27 29.166
1980 02 28 28.590
1980 02 29 28.998
1980 03 01 28.654
1980 03 02 28.458
1980 03 03 29.721
1980 03 04 25.355
1980 03 05 29.870
1980 03 06 29.253
1980 03 07 26.757
1980 03 08 29.032
1980 03 09 26.638
1980 03 10 26.975
1980 03 11 29.138
1980 03 12 29.513
1980 03 13 28.531
1980 03 14 29.390
1980 03 15 30.035
1980 03 16 29.108
1980 03 17 27.903
1980 03 18 28.202
1980 03 19 27.682
1980 03 20 27.110
1980 03 21 26.323
1980 03 22 28.602
1980 03 23 30.189
1980 03 24 28.614
1980 03 25 28.249
1980 03 26 29.100
1980 03 27 30.750
1980 03 28 28.067
1980 03 29 28.698
1980 03 30 28.186
1980 03 31 28.094
1980 04 01 29.600
1980 04 02 29.890
1980 04 03 29.803
1980 04 04 28.929
1980 04 05 27.648
1980 04 06 27.502
1980 04 07 29.843
1980 04 08 28.543
1980 04 09 30.118
1980 04 10 28.467
1980 04 11 30.342
1980 04 12 29.800
1980 04 13 27.330
1980 04 14 -39.098
1980 04 15 27.738
1980 04 16 30.156
1980 04 17 27.856
1980 04 18 30.471
1980 04 19 31.328
1980 04 20 30.867
1980 04 21 30.076
1980 04 22 27.942
1980 04 23 10.824
1980 04 24 30.237
1980 04 25 28.460
1980 04 26 26.735
1980 04 27 30.179
1980 04 28 27.041
1980 04 29 28.958
1980 04 30 28.447
1980 05 01 30.539
1980 05 02 31.027
1980 05 03 30.474
1980 05 04 30.791
1980 05 05 29.548
1980 05 06 30.727
1980 05 07 30.535
1980 05 08 31.534
1980 05 09 28.134
1980 05 10 30.295
1980 05 11 28.956
1980 05 12 30.401
1980 05 13 28.686
1980 05 14 29.736
1980 05 15 28.024
1980 05 16 29.819
1980 05 17 29.851
1980 05 18 28.746
1980 05 19 30.566
1980 05 20 28.139
1980 05 21 30.514
1980 05 22 30.015
1980 05 23 31.663
1980 05 24 28.956
1980 05 25 30.163
1980 05 26 31.727
1980 05 27 29.135
1980 05 28 29.698
1980 05 29 30.821
1980 05 30 30.357
1980 05 31 29.598
1980 06 01 27.062
1980 06 02 35.261
1980 06 03 36.911
1980 06 04 29.915
1980 06 05 27.950
1980 06 06 28.875
1980 06 07 29.010
1980 06 08 28.892
1980 06 09 29.294
1980 06 10 28.284
1980 06 11 28.422
1980 06 12 29.830
1980 06 13 29.930
1980 06 14 29.873
1980 06 15 29.912
1980 06 16 30.514
1980 06 17 30.052
1980 06 18 26.210
1980 06 19 29.968
1980 06 20 29.551
1980 06 21 29.281
1980 06 22 28.252
1980 06 23 29.990
1980 06 24 29.829
1980 06 25 29.848
1980 06 26 30.816
1980 06 27 27.051
1980 06 28 30.278
1980 06 29 30.910
1980 06 30 29.924
1980 07 01 28.202
1980 07 02 28.139
1980 07 03 30.002
1980 07 04 28.171
1980 07 05 29.591
1980 07 06 29.846
1980 07 07 30.968
1980 07 08 29.023
1980 07 09 28.769
1980 07 10 31.798
1980 07 11 29.994
1980 07 12 30.638
1980 07 13 27.199
1980 07 14 28.915
1980 07 15 29.139
1980 07 16 28.985
1980 07 17 28.546
1980 07 18 30.860
1980 07 19 29.591
1980 07 20 29.681
1980 07 21 29.943
1980 07 22 29.777
1980 07 23 29.171
1980 07 24 30.005
1980 07 25 30.320
1980 07 26 29.931
1980 07 27 29.998
1980 07 28 30.035
1980 07 29 30.875
1980 07 30 30.122
1980 07 31 30.973
1980 08 01 30.865
1980 08 02 30.930
1980 08 03 31.466
1980 08 04 29.882
1980 08 05 30.501
1980 08 06 30.824
1980 08 07 30.879
1980 08 08 29.879
1980 08 09 29.884
1980 08 10 29.311
1980 08 11 30.844
1980 08 12 30.621
1980 08 13 30.710
1980 08 14 28.964
1980 08 15 30.650
