year month day potential_evapotransp_gleam
1980 01 01 2.016
1980 01 02 1.281
1980 01 03 1.382
1980 01 04 2.296
1980 01 05 3.060
1980 01 06 1.956
1980 01 07 4.102
1980 01 08 4.258
1980 01 09 4.094
1980 01 10 4.342
1980 01 11 4.417
1980 01 12 2.207
1980 01 13 1.960
1980 01 14 1.060
1980 01 15 1.663
1980 01 16 1.758
1980 01 17 3.804
1980 01 18 4.574
1980 01 19 4.251
1980 01 20 4.790
1980 01 21 4.890
1980 01 22 4.700
1980 01 23 4.569
1980 01 24 4.967
1980 01 25 4.700
1980 01 26 2.683
1980 01 27 2.681
1980 01 28 3.499
1980 01 29 2.394
1980 01 30 2.688
1980 01 31 4.485
1980 02 01 3.176
1980 02 02 2.140
1980 02 03 1.767
1980 02 04 3.602
1980 02 05 4.364
1980 02 06 4.365
1980 02 07 4.625
1980 02 08 4.319
1980 02 09 3.523
1980 02 10 4.390
1980 02 11 4.796
1980 02 12 4.277
1980 02 13 4.187
1980 02 14 2.101
1980 02 15 1.994
1980 02 16 1.747
1980 02 17 2.081
1980 02 18 2.158
1980 02 19 3.041
1980 02 20 4.605
1980 02 21 3.028
1980 02 22 4.396
1980 02 23 4.518
1980 02 24 3.929
1980 02 25 4.421
1980 02 26 4.068
1980 02 27 4.487
1980 02 28 4.200
1980 02 29 3.974
1980 03 01 3.729
1980 03 02 3.312
1980 03 03 3.745
1980 03 04 3.718
1980 03 05 3.808
1980 03 06 4.112
1980 03 07 3.605
1980 03 08 3.932
1980 03 09 4.284
1980 03 10 3.727
1980 03 11 3.773
1980 03 12 3.781
1980 03 13 4.362
1980 03 14 4.228
1980 03 15 4.374
1980 03 16 3.792
1980 03 17 2.858
1980 03 18 3.969
1980 03 19 2.928
1980 03 20 3.631
1980 03 21 3.835
1980 03 22 3.392
1980 03 23 3.738
1980 03 24 3.898
1980 03 25 2.941
1980 03 26 4.170
1980 03 27 3.764
1980 03 28 3.836
1980 03 29 3.613
1980 03 30 3.481
1980 03 31 3.395
1980 04 01 2.930
1980 04 02 3.417
1980 04 03 3.404
1980 04 04 3.397
1980 04 05 3.456
1980 04 06 2.902
1980 04 07 2.390
1980 04 08 1.475
1980 04 09 2.985
1980 04 10 3.456
1980 04 11 3.490
1980 04 12 3.284
1980 04 13 3.739
1980 04 14 1.474
1980 04 15 3.350
1980 04 16 1.638
1980 04 17 2.930
1980 04 18 1.844
1980 04 19 2.729
1980 04 20 2.382
1980 04 21 2.976
1980 04 22 2.777
1980 04 23 2.387
1980 04 24 2.260
1980 04 25 2.095
1980 04 26 2.279
1980 04 27 2.607
1980 04 28 2.313
1980 04 29 2.656
1980 04 30 2.491
1980 05 01 2.236
1980 05 02 2.985
1980 05 03 3.275
1980 05 04 3.233
1980 05 05 2.473
1980 05 06 2.273
1980 05 07 1.408
1980 05 08 2.184
1980 05 09 1.883
1980 05 10 1.979
1980 05 11 1.952
1980 05 12 2.078
1980 05 13 1.965
1980 05 14 2.215
1980 05 15 2.170
1980 05 16 1.956
1980 05 17 1.878
1980 05 18 2.225
1980 05 19 1.786
1980 05 20 1.702
1980 05 21 1.801
1980 05 22 2.552
1980 05 23 2.000
1980 05 24 1.697
1980 05 25 2.315
1980 05 26 2.167
1980 05 27 1.806
1980 05 28 2.290
1980 05 29 2.228
1980 05 30 2.119
1980 05 31 1.754
1980 06 01 2.258
1980 06 02 1.935
1980 06 03 1.874
1980 06 04 2.320
1980 06 05 0.750
1980 06 06 1.001
1980 06 07 1.940
1980 06 08 1.954
1980 06 09 1.777
1980 06 10 1.319
1980 06 11 2.068
1980 06 12 2.054
1980 06 13 2.066
1980 06 14 2.281
1980 06 15 1.020
1980 06 16 0.746
1980 06 17 1.262
1980 06 18 2.090
1980 06 19 1.127
1980 06 20 1.979
1980 06 21 1.742
1980 06 22 1.587
1980 06 23 1.294
1980 06 24 0.961
1980 06 25 1.375
1980 06 26 2.335
1980 06 27 2.235
1980 06 28 1.196
1980 06 29 1.087
1980 06 30 1.103
1980 07 01 1.670
1980 07 02 1.562
1980 07 03 1.883
1980 07 04 1.859
1980 07 05 1.725
1980 07 06 1.215
1980 07 07 1.407
1980 07 08 1.585
1980 07 09 1.276
1980 07 10 1.723
1980 07 11 1.384
1980 07 12 2.468
1980 07 13 1.964
1980 07 14 2.369
1980 07 15 2.464
1980 07 16 1.014
1980 07 17 1.970
1980 07 18 2.362
1980 07 19 1.934
1980 07 20 2.058
1980 07 21 2.390
1980 07 22 2.343
1980 07 23 2.401
1980 07 24 1.815
1980 07 25 1.477
1980 07 26 2.514
1980 07 27 2.270
1980 07 28 2.171
1980 07 29 1.809
1980 07 30 2.741
1980 07 31 2.668
1980 08 01 0.930
1980 08 02 1.816
1980 08 03 1.769
1980 08 04 2.379
1980 08 05 2.315
1980 08 06 2.752
1980 08 07 2.703
1980 08 08 2.088
1980 08 09 1.854
1980 08 10 2.511
1980 08 11 2.737
1980 08 12 2.370
1980 08 13 2.305
1980 08 14 1.919
1980 08 15 2.836
1980 08 16 2.510
1980 08 17 2.837
1980 08 18 3.103
1980 08 19 2.794
1980 08 20 2.892
1980 08 21 2.870
1980 08 22 2.998
1980 08 23 3.190
1980 08 24 3.070
1980 08 25 3.240
1980 08 26 3.201
1980 08 27 3.085
1980 08 28 1.507
1980 08 29 2.123
1980 08 30 1.481
1980 08 31 2.798
1980 09 01 3.014
1980 09 02 2.827
1980 09 03 3.524
1980 09 04 3.685
1980 09 05 1.691
1980 09 06 2.384
1980 09 07 1.895
1980 09 08 2.459
1980 09 09 2.646
1980 09 10 2.748
1980 09 11 2.728
1980 09 12 2.461
1980 09 13 2.147
1980 09 14 2.063
1980 09 15 3.038
1980 09 16 3.832
1980 09 17 2.838
1980 09 18 1.753
1980 09 19 2.189
1980 09 20 3.928
1980 09 21 4.123
1980 09 22 3.806
1980 09 23 1.039
1980 09 24 1.402
1980 09 25 2.599
1980 09 26 1.201
1980 09 27 2.202
1980 09 28 1.835
1980 09 29 1.938
1980 09 30 2.729
1980 10 01 3.034
1980 10 02 2.452
1980 10 03 2.672
1980 10 04 3.295
1980 10 05 4.035
1980 10 06 2.949
1980 10 07 2.222
1980 10 08 3.993
1980 10 09 4.659
1980 10 10 4.064
1980 10 11 2.385
1980 10 12 2.596
1980 10 13 3.699
1980 10 14 2.537
1980 10 15 2.323
1980 10 16 3.377
1980 10 17 3.181
1980 10 18 4.099
1980 10 19 3.797
