year month day potential_evapotransp_gleam
1980 01 01 1.289
1980 01 02 1.937
1980 01 03 3.359
1980 01 04 3.817
1980 01 05 5.197
1980 01 06 5.132
1980 01 07 3.980
1980 01 08 3.251
1980 01 09 2.458
1980 01 10 2.836
1980 01 11 2.732
1980 01 12 2.294
1980 01 13 1.829
1980 01 14 3.144
1980 01 15 3.085
1980 01 16 1.145
1980 01 17 1.406
1980 01 18 2.369
1980 01 19 3.946
1980 01 20 4.681
1980 01 21 4.292
1980 01 22 2.662
1980 01 23 4.432
1980 01 24 3.715
1980 01 25 2.806
1980 01 26 2.990
1980 01 27 2.566
1980 01 28 2.995
1980 01 29 3.419
1980 01 30 4.931
1980 01 31 4.741
1980 02 01 2.315
1980 02 02 2.875
1980 02 03 3.818
1980 02 04 4.121
1980 02 05 4.947
1980 02 06 4.930
1980 02 07 4.795
1980 02 08 4.365
1980 02 09 4.955
1980 02 10 4.197
1980 02 11 4.527
1980 02 12 3.766
1980 02 13 1.889
1980 02 14 3.100
1980 02 15 3.862
1980 02 16 1.314
1980 02 17 2.304
1980 02 18 2.802
1980 02 19 3.285
1980 02 20 3.313
1980 02 21 3.383
1980 02 22 2.878
1980 02 23 4.056
1980 02 24 3.908
1980 02 25 3.998
1980 02 26 3.541
1980 02 27 3.894
1980 02 28 4.153
1980 02 29 4.449
1980 03 01 4.580
1980 03 02 3.982
1980 03 03 3.781
1980 03 04 3.605
1980 03 05 3.939
1980 03 06 4.227
1980 03 07 3.815
1980 03 08 3.989
1980 03 09 4.147
1980 03 10 3.675
1980 03 11 3.722
1980 03 12 2.766
1980 03 13 3.269
1980 03 14 3.537
1980 03 15 2.032
1980 03 16 4.340
1980 03 17 3.182
1980 03 18 2.997
1980 03 19 3.473
1980 03 20 3.765
1980 03 21 3.665
1980 03 22 3.880
1980 03 23 3.758
1980 03 24 3.508
1980 03 25 3.872
1980 03 26 3.808
1980 03 27 3.311
1980 03 28 3.332
1980 03 29 3.056
1980 03 30 2.814
1980 03 31 2.443
1980 04 01 2.532
1980 04 02 2.253
1980 04 03 1.215
1980 04 04 1.457
1980 04 05 1.928
1980 04 06 1.667
1980 04 07 2.417
1980 04 08 2.427
1980 04 09 2.690
1980 04 10 2.740
1980 04 11 2.825
1980 04 12 3.170
1980 04 13 2.927
1980 04 14 2.587
1980 04 15 2.103
1980 04 16 1.885
1980 04 17 2.599
1980 04 18 2.226
1980 04 19 3.361
1980 04 20 2.951
1980 04 21 2.607
1980 04 22 2.544
1980 04 23 2.474
1980 04 24 2.236
1980 04 25 1.982
1980 04 26 2.084
1980 04 27 2.267
1980 04 28 2.675
1980 04 29 1.783
1980 04 30 2.305
1980 05 01 2.291
1980 05 02 1.584
1980 05 03 1.458
1980 05 04 2.259
1980 05 05 2.455
1980 05 06 2.365
1980 05 07 2.203
1980 05 08 1.815
1980 05 09 2.336
1980 05 10 2.296
1980 05 11 2.173
1980 05 12 2.239
1980 05 13 1.624
1980 05 14 1.915
1980 05 15 1.708
1980 05 16 2.210
1980 05 17 1.981
1980 05 18 1.667
1980 05 19 1.869
1980 05 20 1.881
1980 05 21 1.972
1980 05 22 1.939
1980 05 23 0.593
1980 05 24 1.391
1980 05 25 1.652
1980 05 26 1.723
1980 05 27 1.818
1980 05 28 1.665
1980 05 29 1.669
1980 05 30 2.131
1980 05 31 1.820
1980 06 01 1.488
1980 06 02 1.513
1980 06 03 1.691
1980 06 04 0.800
1980 06 05 0.671
1980 06 06 1.467
1980 06 07 1.268
1980 06 08 1.225
1980 06 09 1.715
1980 06 10 1.679
1980 06 11 1.616
1980 06 12 1.647
1980 06 13 1.758
1980 06 14 0.767
1980 06 15 1.589
1980 06 16 0.800
1980 06 17 1.526
1980 06 18 1.367
1980 06 19 1.674
1980 06 20 1.025
1980 06 21 1.552
1980 06 22 0.839
1980 06 23 1.166
1980 06 24 1.425
1980 06 25 1.785
1980 06 26 0.223
1980 06 27 0.873
1980 06 28 0.969
1980 06 29 1.507
1980 06 30 1.567
1980 07 01 1.864
1980 07 02 1.667
1980 07 03 1.034
1980 07 04 0.952
1980 07 05 1.210
1980 07 06 0.877
1980 07 07 1.158
1980 07 08 1.805
1980 07 09 1.677
1980 07 10 1.687
1980 07 11 2.025
1980 07 12 1.809
1980 07 13 1.836
1980 07 14 1.408
1980 07 15 0.288
1980 07 16 0.998
1980 07 17 1.605
1980 07 18 1.521
1980 07 19 1.815
1980 07 20 1.967
1980 07 21 1.958
1980 07 22 1.643
1980 07 23 1.700
1980 07 24 1.177
1980 07 25 1.994
1980 07 26 1.914
1980 07 27 2.029
1980 07 28 1.998
1980 07 29 2.070
1980 07 30 2.176
1980 07 31 0.395
1980 08 01 1.138
1980 08 02 1.935
1980 08 03 2.029
1980 08 04 1.613
1980 08 05 1.748
1980 08 06 1.992
1980 08 07 2.324
