year month day potential_evapotransp_gleam
1980 01 01 1.595
1980 01 02 2.102
1980 01 03 4.618
1980 01 04 4.232
1980 01 05 3.851
1980 01 06 2.982
1980 01 07 2.709
1980 01 08 3.100
1980 01 09 3.453
1980 01 10 3.449
1980 01 11 3.153
1980 01 12 1.755
1980 01 13 1.476
1980 01 14 1.748
1980 01 15 3.533
1980 01 16 4.093
1980 01 17 3.723
1980 01 18 3.305
1980 01 19 2.884
1980 01 20 2.838
1980 01 21 2.763
1980 01 22 4.249
1980 01 23 4.372
1980 01 24 3.334
1980 01 25 2.722
1980 01 26 3.204
1980 01 27 3.552
1980 01 28 4.546
1980 01 29 4.057
1980 01 30 4.475
1980 01 31 2.593
1980 02 01 2.518
1980 02 02 1.795
1980 02 03 3.895
1980 02 04 4.886
1980 02 05 4.736
1980 02 06 3.165
1980 02 07 4.278
1980 02 08 1.712
1980 02 09 4.406
1980 02 10 4.385
1980 02 11 3.441
1980 02 12 4.175
1980 02 13 3.459
1980 02 14 2.048
1980 02 15 3.264
1980 02 16 2.735
1980 02 17 1.061
1980 02 18 2.173
1980 02 19 3.451
1980 02 20 4.062
1980 02 21 3.883
1980 02 22 2.027
1980 02 23 3.435
1980 02 24 1.757
1980 02 25 1.644
1980 02 26 2.231
1980 02 27 2.668
1980 02 28 3.108
1980 02 29 2.959
1980 03 01 1.978
1980 03 02 1.345
1980 03 03 1.690
1980 03 04 2.342
1980 03 05 2.823
1980 03 06 1.994
1980 03 07 1.676
1980 03 08 2.481
1980 03 09 3.934
1980 03 10 2.234
1980 03 11 3.120
1980 03 12 3.615
1980 03 13 3.019
1980 03 14 3.133
1980 03 15 3.553
1980 03 16 4.165
1980 03 17 3.506
1980 03 18 2.401
1980 03 19 2.015
1980 03 20 2.483
1980 03 21 1.597
1980 03 22 2.623
1980 03 23 3.519
1980 03 24 4.132
1980 03 25 4.240
1980 03 26 3.787
1980 03 27 3.072
1980 03 28 2.025
1980 03 29 2.572
1980 03 30 3.819
1980 03 31 1.829
1980 04 01 3.675
1980 04 02 3.438
1980 04 03 3.334
1980 04 04 3.233
1980 04 05 2.604
1980 04 06 3.478
1980 04 07 1.836
1980 04 08 2.973
1980 04 09 3.549
1980 04 10 2.946
1980 04 11 2.577
1980 04 12 3.578
1980 04 13 3.540
1980 04 14 3.263
1980 04 15 0.901
1980 04 16 1.308
1980 04 17 1.949
1980 04 18 3.396
1980 04 19 3.902
1980 04 20 3.723
1980 04 21 3.532
1980 04 22 3.708
1980 04 23 3.580
1980 04 24 2.992
1980 04 25 2.727
1980 04 26 2.142
1980 04 27 3.144
1980 04 28 2.584
1980 04 29 3.275
1980 04 30 2.214
1980 05 01 3.109
1980 05 02 0.698
1980 05 03 1.719
1980 05 04 3.614
1980 05 05 3.452
1980 05 06 2.693
1980 05 07 3.244
1980 05 08 3.198
1980 05 09 3.133
1980 05 10 3.401
1980 05 11 3.013
1980 05 12 2.693
1980 05 13 2.867
1980 05 14 3.151
1980 05 15 2.506
1980 05 16 2.094
1980 05 17 2.596
1980 05 18 2.788
1980 05 19 3.236
1980 05 20 3.010
1980 05 21 3.058
1980 05 22 2.036
1980 05 23 2.641
1980 05 24 2.553
1980 05 25 2.554
1980 05 26 2.942
1980 05 27 3.085
1980 05 28 3.063
1980 05 29 2.710
1980 05 30 2.795
1980 05 31 2.893
1980 06 01 1.851
1980 06 02 1.486
1980 06 03 1.972
1980 06 04 2.028
1980 06 05 2.469
1980 06 06 2.594
1980 06 07 3.029
1980 06 08 2.985
1980 06 09 2.775
1980 06 10 2.790
1980 06 11 2.799
1980 06 12 2.826
1980 06 13 2.607
1980 06 14 0.944
1980 06 15 2.617
1980 06 16 2.382
1980 06 17 2.774
1980 06 18 2.808
1980 06 19 2.698
1980 06 20 2.624
1980 06 21 1.907
1980 06 22 1.690
1980 06 23 1.778
1980 06 24 2.641
1980 06 25 2.904
1980 06 26 2.593
1980 06 27 0.688
1980 06 28 2.363
1980 06 29 2.832
1980 06 30 2.858
1980 07 01 2.574
1980 07 02 1.696
1980 07 03 2.797
1980 07 04 2.575
1980 07 05 2.396
1980 07 06 2.907
1980 07 07 2.847
1980 07 08 3.083
1980 07 09 1.863
1980 07 10 1.419
1980 07 11 2.681
1980 07 12 2.459
1980 07 13 2.956
1980 07 14 3.151
1980 07 15 1.422
1980 07 16 3.055
1980 07 17 3.110
1980 07 18 3.009
1980 07 19 2.881
1980 07 20 2.792
1980 07 21 2.641
1980 07 22 2.800
1980 07 23 2.627
1980 07 24 3.034
1980 07 25 3.014
1980 07 26 3.045
1980 07 27 2.931
1980 07 28 3.093
1980 07 29 3.198
1980 07 30 2.784
1980 07 31 1.252
1980 08 01 3.117
1980 08 02 3.227
1980 08 03 3.274
1980 08 04 3.095
1980 08 05 3.225
1980 08 06 2.398
1980 08 07 2.984
1980 08 08 3.135
1980 08 09 2.212
1980 08 10 2.794
1980 08 11 3.065
1980 08 12 1.887
1980 08 13 3.254
1980 08 14 2.585
1980 08 15 2.888
1980 08 16 3.646
1980 08 17 3.373
1980 08 18 3.138
1980 08 19 3.495
1980 08 20 2.969
1980 08 21 3.341
1980 08 22 3.546
1980 08 23 2.301
1980 08 24 3.014
1980 08 25 3.234
1980 08 26 3.120
1980 08 27 3.453
1980 08 28 3.484
1980 08 29 3.760
1980 08 30 3.918
1980 08 31 3.747
1980 09 01 3.567
1980 09 02 3.307
1980 09 03 3.341
1980 09 04 1.230
1980 09 05 3.544
1980 09 06 3.520
1980 09 07 4.068
1980 09 08 3.676
1980 09 09 2.867
1980 09 10 3.562
1980 09 11 4.020
1980 09 12 4.062
1980 09 13 4.045
1980 09 14 4.126
1980 09 15 3.969
1980 09 16 1.845
1980 09 17 3.801
1980 09 18 4.157
1980 09 19 4.059
1980 09 20 4.169
1980 09 21 3.796
1980 09 22 1.488
1980 09 23 4.217
1980 09 24 4.393
1980 09 25 4.232
1980 09 26 4.183
1980 09 27 4.235
1980 09 28 3.520
1980 09 29 1.515
1980 09 30 4.241
1980 10 01 3.620
1980 10 02 3.577
1980 10 03 1.992
1980 10 04 2.173
1980 10 05 1.252
1980 10 06 3.814
1980 10 07 4.544
1980 10 08 4.008
1980 10 09 2.213
1980 10 10 3.469
1980 10 11 4.043
1980 10 12 3.985
1980 10 13 1.472
1980 10 14 3.630
1980 10 15 3.127
1980 10 16 3.296
1980 10 17 3.390
1980 10 18 4.205
1980 10 19 3.632
1980 10 20 3.342
1980 10 21 4.423
1980 10 22 4.751
1980 10 23 3.869
1980 10 24 2.305
1980 10 25 3.970
1980 10 26 4.428
1980 10 27 3.508
1980 10 28 3.729
1980 10 29 4.051
1980 10 30 4.069
1980 10 31 2.795
1980 11 01 4.760
1980 11 02 4.500
1980 11 03 4.558
1980 11 04 4.123
1980 11 05 3.513
1980 11 06 4.031
1980 11 07 3.667
1980 11 08 2.015
1980 11 09 2.173
1980 11 10 1.062
1980 11 11 1.306
1980 11 12 3.421
1980 11 13 4.340
1980 11 14 3.968
1980 11 15 4.129
1980 11 16 3.125
1980 11 17 2.478
1980 11 18 3.381
1980 11 19 3.547
1980 11 20 3.577
1980 11 21 3.533
1980 11 22 3.317
1980 11 23 4.411
1980 11 24 1.433
1980 11 25 2.758
1980 11 26 2.378
1980 11 27 3.769
1980 11 28 3.658
1980 11 29 4.256
1980 11 30 3.215
1980 12 01 2.477
1980 12 02 2.849
1980 12 03 3.123
1980 12 04 2.676
1980 12 05 3.362
1980 12 06 3.866
1980 12 07 3.675
1980 12 08 3.275
1980 12 09 3.493
1980 12 10 4.143
1980 12 11 4.511
1980 12 12 4.278
1980 12 13 2.973
1980 12 14 3.031
1980 12 15 2.863
1980 12 16 2.361
1980 12 17 4.561
1980 12 18 4.683
1980 12 19 4.079
1980 12 20 2.600
1980 12 21 1.711
1980 12 22 2.372
1980 12 23 3.863
1980 12 24 3.477
1980 12 25 3.396
1980 12 26 3.419
1980 12 27 2.975
1980 12 28 3.318
1980 12 29 3.406
1980 12 30 3.815
1980 12 31 3.447
1981 01 01 2.708
1981 01 02 2.298
1981 01 03 2.774
1981 01 04 3.960
1981 01 05 3.735
1981 01 06 2.710
1981 01 07 2.853
1981 01 08 2.997
1981 01 09 4.291
1981 01 10 4.748
1981 01 11 4.304
1981 01 12 3.711
1981 01 13 2.219
1981 01 14 2.698
1981 01 15 2.241
1981 01 16 3.741
1981 01 17 3.723
1981 01 18 3.231
1981 01 19 1.949
1981 01 20 3.121
1981 01 21 2.694
1981 01 22 2.366
1981 01 23 2.635
1981 01 24 3.794
1981 01 25 3.168
1981 01 26 2.795
1981 01 27 3.202
1981 01 28 2.716
1981 01 29 2.086
1981 01 30 2.930
1981 01 31 2.828
1981 02 01 3.772
1981 02 02 3.465
1981 02 03 3.403
1981 02 04 2.602
1981 02 05 2.882
1981 02 06 1.975
1981 02 07 2.113
1981 02 08 2.237
1981 02 09 1.875
1981 02 10 3.432
1981 02 11 3.163
1981 02 12 2.844
1981 02 13 2.673
1981 02 14 2.760
1981 02 15 1.668
1981 02 16 1.809
1981 02 17 2.366
1981 02 18 2.478
1981 02 19 3.208
1981 02 20 2.965
1981 02 21 3.056
1981 02 22 3.958
1981 02 23 2.216
1981 02 24 3.643
1981 02 25 2.981
1981 02 26 2.634
1981 02 27 3.435
1981 02 28 3.514
1981 03 01 2.582
1981 03 02 3.433
1981 03 03 3.654
1981 03 04 2.419
1981 03 05 2.959
1981 03 06 2.496
1981 03 07 3.151
1981 03 08 2.157
1981 03 09 1.882
1981 03 10 2.516
1981 03 11 3.022
1981 03 12 3.366
1981 03 13 1.833
1981 03 14 2.159
1981 03 15 3.606
1981 03 16 2.537
1981 03 17 1.264
1981 03 18 1.652
1981 03 19 3.859
1981 03 20 2.084
1981 03 21 1.340
1981 03 22 1.402
1981 03 23 3.092
1981 03 24 2.666
1981 03 25 2.410
1981 03 26 2.315
1981 03 27 3.734
1981 03 28 4.162
1981 03 29 2.285
1981 03 30 1.740
1981 03 31 2.745
1981 04 01 1.838
1981 04 02 2.034
1981 04 03 1.936
1981 04 04 1.034
1981 04 05 0.920
1981 04 06 1.311
1981 04 07 2.353
1981 04 08 2.483
1981 04 09 2.492
1981 04 10 2.660
1981 04 11 3.271
1981 04 12 3.022
1981 04 13 3.487
1981 04 14 2.662
1981 04 15 2.135
1981 04 16 2.142
1981 04 17 3.034
1981 04 18 3.163
1981 04 19 2.970
1981 04 20 3.258
1981 04 21 3.237
1981 04 22 3.384
1981 04 23 3.280
1981 04 24 2.534
1981 04 25 2.552
1981 04 26 2.347
1981 04 27 3.537
1981 04 28 3.529
1981 04 29 1.271
1981 04 30 1.455
1981 05 01 2.544
1981 05 02 2.666
1981 05 03 3.379
1981 05 04 3.253
1981 05 05 2.765
1981 05 06 2.362
1981 05 07 2.149
1981 05 08 2.619
1981 05 09 2.894
1981 05 10 2.661
1981 05 11 2.927
1981 05 12 2.521
1981 05 13 2.541
1981 05 14 2.798
1981 05 15 2.370
1981 05 16 1.869
1981 05 17 2.529
1981 05 18 3.256
1981 05 19 3.252
1981 05 20 2.562
1981 05 21 2.232
1981 05 22 2.942
1981 05 23 3.114
1981 05 24 3.249
1981 05 25 2.763
1981 05 26 2.646
1981 05 27 2.488
1981 05 28 2.147
1981 05 29 2.314
1981 05 30 2.723
1981 05 31 2.867
1981 06 01 2.839
1981 06 02 2.266
1981 06 03 1.845
1981 06 04 0.876
1981 06 05 1.297
1981 06 06 2.131
1981 06 07 0.676
1981 06 08 2.603
1981 06 09 2.612
1981 06 10 2.698
1981 06 11 2.270
1981 06 12 2.168
1981 06 13 1.541
1981 06 14 1.388
1981 06 15 1.771
1981 06 16 2.586
1981 06 17 0.883
1981 06 18 1.878
1981 06 19 2.539
1981 06 20 1.912
1981 06 21 2.535
1981 06 22 2.587
1981 06 23 2.348
1981 06 24 1.866
1981 06 25 2.469
1981 06 26 2.709
1981 06 27 2.807
1981 06 28 2.594
1981 06 29 2.541
1981 06 30 2.355
1981 07 01 2.803
1981 07 02 2.408
1981 07 03 1.511
1981 07 04 2.013
1981 07 05 2.541
1981 07 06 2.382
1981 07 07 2.514
1981 07 08 2.637
1981 07 09 2.374
1981 07 10 2.617
1981 07 11 2.573
1981 07 12 2.821
1981 07 13 2.796
1981 07 14 2.988
1981 07 15 2.955
1981 07 16 2.921
1981 07 17 2.438
1981 07 18 1.236
1981 07 19 0.996
1981 07 20 1.530
1981 07 21 2.639
1981 07 22 2.879
1981 07 23 2.347
1981 07 24 1.778
1981 07 25 2.794
1981 07 26 2.756
1981 07 27 3.013
1981 07 28 3.174
1981 07 29 2.708
1981 07 30 2.657
1981 07 31 2.836
1981 08 01 2.787
1981 08 02 2.982
1981 08 03 3.063
1981 08 04 2.979
1981 08 05 2.292
1981 08 06 2.509
1981 08 07 2.768
1981 08 08 2.662
1981 08 09 0.554
1981 08 10 2.075
1981 08 11 2.830
1981 08 12 3.527
1981 08 13 3.475
1981 08 14 3.101
1981 08 15 3.206
1981 08 16 3.319
1981 08 17 3.009
1981 08 18 2.658
1981 08 19 3.412
1981 08 20 3.163
1981 08 21 3.293
1981 08 22 2.690
1981 08 23 3.443
1981 08 24 3.438
1981 08 25 3.175
1981 08 26 3.346
1981 08 27 2.580
1981 08 28 3.488
1981 08 29 3.601
1981 08 30 2.776
1981 08 31 1.915
1981 09 01 3.947
1981 09 02 3.372
1981 09 03 2.166
1981 09 04 1.775
1981 09 05 3.602
1981 09 06 4.021
1981 09 07 3.947
1981 09 08 4.015
1981 09 09 3.858
1981 09 10 3.453
1981 09 11 2.913
1981 09 12 3.691
1981 09 13 2.664
1981 09 14 1.532
1981 09 15 1.753
1981 09 16 3.618
1981 09 17 4.235
1981 09 18 4.270
1981 09 19 4.240
1981 09 20 4.280
1981 09 21 2.764
1981 09 22 1.353
1981 09 23 3.497
1981 09 24 4.196
1981 09 25 4.404
1981 09 26 4.028
1981 09 27 4.177
1981 09 28 3.508
1981 09 29 3.514
1981 09 30 3.220
1981 10 01 4.228
1981 10 02 3.799
1981 10 03 4.621
1981 10 04 4.522
1981 10 05 4.052
1981 10 06 3.890
1981 10 07 3.876
1981 10 08 1.050
1981 10 09 2.149
1981 10 10 3.423
1981 10 11 2.420
1981 10 12 3.387
1981 10 13 2.890
1981 10 14 3.210
1981 10 15 4.431
1981 10 16 2.150
1981 10 17 2.486
1981 10 18 2.965
1981 10 19 4.271
1981 10 20 1.208
1981 10 21 3.098
1981 10 22 3.678
1981 10 23 4.305
1981 10 24 3.653
1981 10 25 4.145
1981 10 26 3.846
1981 10 27 4.726
1981 10 28 3.882
1981 10 29 2.883
1981 10 30 2.632
1981 10 31 2.604
1981 11 01 4.231
1981 11 02 3.752
1981 11 03 2.505
1981 11 04 3.628
1981 11 05 4.580
1981 11 06 3.833
1981 11 07 2.733
1981 11 08 3.058
1981 11 09 3.257
1981 11 10 2.480
1981 11 11 1.943
1981 11 12 3.889
1981 11 13 3.153
1981 11 14 2.248
1981 11 15 3.054
1981 11 16 3.602
1981 11 17 2.894
1981 11 18 3.302
1981 11 19 1.377
1981 11 20 1.001
1981 11 21 2.863
1981 11 22 3.994
1981 11 23 3.132
1981 11 24 3.740
1981 11 25 3.559
1981 11 26 3.014
1981 11 27 3.908
1981 11 28 3.490
1981 11 29 3.913
1981 11 30 3.913
1981 12 01 3.197
1981 12 02 2.647
1981 12 03 1.695
1981 12 04 3.969
1981 12 05 3.483
1981 12 06 3.955
1981 12 07 2.681
1981 12 08 3.213
1981 12 09 4.306
1981 12 10 3.861
1981 12 11 3.678
1981 12 12 2.276
1981 12 13 4.135
1981 12 14 4.480
1981 12 15 3.988
1981 12 16 3.522
1981 12 17 3.556
1981 12 18 3.017
1981 12 19 3.830
1981 12 20 3.970
1981 12 21 3.262
1981 12 22 3.426
1981 12 23 3.425
1981 12 24 1.275
1981 12 25 2.143
1981 12 26 3.145
1981 12 27 4.511
1981 12 28 3.731
1981 12 29 4.648
1981 12 30 4.268
1981 12 31 2.398
1982 01 01 1.640
1982 01 02 1.707
1982 01 03 2.866
1982 01 04 3.572
1982 01 05 3.035
1982 01 06 2.133
1982 01 07 2.104
1982 01 08 2.778
1982 01 09 2.818
1982 01 10 2.522
1982 01 11 3.131
1982 01 12 4.193
1982 01 13 3.750
1982 01 14 3.242
1982 01 15 2.586
1982 01 16 3.109
1982 01 17 3.320
1982 01 18 3.099
1982 01 19 2.858
1982 01 20 3.555
1982 01 21 3.199
1982 01 22 2.203
1982 01 23 1.164
1982 01 24 2.953
1982 01 25 3.745
1982 01 26 3.752
1982 01 27 4.623
1982 01 28 2.910
1982 01 29 4.214
1982 01 30 3.608
1982 01 31 4.390
1982 02 01 3.294
1982 02 02 4.166
1982 02 03 3.861
1982 02 04 2.860
1982 02 05 2.435
1982 02 06 2.591
1982 02 07 3.750
1982 02 08 3.100
1982 02 09 1.740
1982 02 10 1.906
1982 02 11 3.700
1982 02 12 4.049
1982 02 13 3.129
1982 02 14 2.483
1982 02 15 2.150
1982 02 16 2.915
1982 02 17 2.616
1982 02 18 1.427
1982 02 19 1.976
1982 02 20 2.514
1982 02 21 3.167
1982 02 22 1.780
1982 02 23 2.322
1982 02 24 2.795
1982 02 25 3.656
1982 02 26 3.585
1982 02 27 2.527
1982 02 28 3.031
1982 03 01 3.403
1982 03 02 2.111
1982 03 03 1.210
1982 03 04 2.572
1982 03 05 2.218
1982 03 06 2.475
1982 03 07 3.349
1982 03 08 2.933
1982 03 09 2.615
1982 03 10 2.117
1982 03 11 1.679
1982 03 12 3.411
1982 03 13 3.039
1982 03 14 4.107
1982 03 15 3.916
1982 03 16 2.585
1982 03 17 4.111
1982 03 18 3.125
1982 03 19 3.806
1982 03 20 4.181
1982 03 21 3.510
1982 03 22 4.383
1982 03 23 3.051
1982 03 24 4.109
1982 03 25 3.878
1982 03 26 3.852
1982 03 27 1.689
1982 03 28 1.345
1982 03 29 2.907
1982 03 30 3.246
1982 03 31 4.363
1982 04 01 3.574
1982 04 02 3.383
1982 04 03 3.350
1982 04 04 3.672
1982 04 05 3.050
1982 04 06 2.747
1982 04 07 3.810
1982 04 08 2.778
1982 04 09 2.905
1982 04 10 1.946
1982 04 11 2.686
1982 04 12 3.473
1982 04 13 3.769
1982 04 14 3.069
1982 04 15 2.192
1982 04 16 1.337
1982 04 17 1.168
1982 04 18 2.766
1982 04 19 3.783
1982 04 20 3.830
1982 04 21 2.646
1982 04 22 2.272
1982 04 23 2.975
1982 04 24 2.606
1982 04 25 2.375
1982 04 26 2.145
1982 04 27 2.326
1982 04 28 3.271
1982 04 29 2.274
1982 04 30 3.659
1982 05 01 3.325
1982 05 02 3.271
1982 05 03 3.230
1982 05 04 3.017
1982 05 05 3.036
1982 05 06 3.046
1982 05 07 3.103
1982 05 08 2.865
1982 05 09 3.205
1982 05 10 2.991
1982 05 11 2.920
1982 05 12 2.851
1982 05 13 3.202
1982 05 14 3.015
1982 05 15 2.428
1982 05 16 2.847
1982 05 17 2.931
1982 05 18 2.914
1982 05 19 1.587
1982 05 20 2.244
1982 05 21 2.325
1982 05 22 1.423
1982 05 23 2.073
1982 05 24 1.990
1982 05 25 1.394
1982 05 26 2.451
1982 05 27 2.007
1982 05 28 2.739
1982 05 29 2.750
1982 05 30 2.298
1982 05 31 3.093
1982 06 01 2.950
1982 06 02 2.753
1982 06 03 2.824
1982 06 04 2.793
1982 06 05 2.497
1982 06 06 1.630
1982 06 07 2.865
1982 06 08 2.864
1982 06 09 2.915
1982 06 10 2.615
1982 06 11 2.584
1982 06 12 2.104
1982 06 13 2.354
1982 06 14 2.574
1982 06 15 2.470
1982 06 16 1.374
1982 06 17 1.506
1982 06 18 1.797
1982 06 19 2.638
1982 06 20 2.158
1982 06 21 0.707
1982 06 22 1.103
1982 06 23 1.553
1982 06 24 1.984
1982 06 25 2.324
1982 06 26 2.677
1982 06 27 2.854
1982 06 28 2.846
1982 06 29 2.694
1982 06 30 1.834
1982 07 01 1.740
1982 07 02 2.022
1982 07 03 2.671
1982 07 04 2.518
1982 07 05 2.752
1982 07 06 2.823
1982 07 07 2.620
1982 07 08 2.287
1982 07 09 2.705
1982 07 10 2.325
1982 07 11 2.917
1982 07 12 2.856
1982 07 13 2.677
1982 07 14 1.937
1982 07 15 2.821
1982 07 16 2.777
1982 07 17 3.096
1982 07 18 3.159
1982 07 19 2.767
1982 07 20 2.696
1982 07 21 2.852
1982 07 22 3.030
1982 07 23 2.973
1982 07 24 2.580
1982 07 25 2.763
1982 07 26 3.129
1982 07 27 2.960
1982 07 28 2.966
1982 07 29 2.935
1982 07 30 1.989
1982 07 31 2.609
1982 08 01 2.658
1982 08 02 2.588
1982 08 03 2.207
1982 08 04 2.703
1982 08 05 2.910
1982 08 06 3.015
1982 08 07 3.096
1982 08 08 3.049
1982 08 09 1.308
1982 08 10 1.683
1982 08 11 3.300
1982 08 12 3.227
1982 08 13 3.414
1982 08 14 3.297
1982 08 15 2.799
1982 08 16 2.917
1982 08 17 2.381
1982 08 18 2.120
1982 08 19 2.219
1982 08 20 3.197
1982 08 21 3.672
1982 08 22 3.412
1982 08 23 3.213
1982 08 24 3.536
1982 08 25 3.498
1982 08 26 3.603
1982 08 27 3.357
1982 08 28 3.842
1982 08 29 3.694
1982 08 30 3.395
1982 08 31 3.652
1982 09 01 1.895
