year month day potential_evapotransp_gleam
1980 01 01 2.321
1980 01 02 1.304
1980 01 03 2.034
1980 01 04 2.496
1980 01 05 2.989
1980 01 06 2.544
1980 01 07 4.168
1980 01 08 4.181
1980 01 09 4.061
1980 01 10 4.105
1980 01 11 3.868
1980 01 12 2.101
1980 01 13 1.442
1980 01 14 0.952
1980 01 15 1.266
1980 01 16 1.671
1980 01 17 3.850
1980 01 18 4.391
1980 01 19 4.192
1980 01 20 4.556
1980 01 21 4.914
1980 01 22 4.963
1980 01 23 4.503
1980 01 24 4.747
1980 01 25 4.278
1980 01 26 2.946
1980 01 27 3.043
1980 01 28 3.199
1980 01 29 2.361
1980 01 30 2.601
1980 01 31 3.399
1980 02 01 2.781
1980 02 02 1.869
1980 02 03 1.775
1980 02 04 3.774
1980 02 05 4.047
1980 02 06 4.499
1980 02 07 4.691
1980 02 08 4.344
1980 02 09 3.717
1980 02 10 4.291
1980 02 11 4.553
1980 02 12 3.966
1980 02 13 3.523
1980 02 14 1.936
1980 02 15 1.499
1980 02 16 1.675
1980 02 17 2.228
1980 02 18 1.623
1980 02 19 2.757
1980 02 20 4.383
1980 02 21 3.220
1980 02 22 4.693
1980 02 23 4.385
1980 02 24 4.047
1980 02 25 4.039
1980 02 26 4.064
1980 02 27 4.212
1980 02 28 4.229
1980 02 29 4.128
1980 03 01 3.818
1980 03 02 3.617
1980 03 03 3.594
1980 03 04 3.756
1980 03 05 3.908
1980 03 06 4.341
1980 03 07 3.787
1980 03 08 3.828
1980 03 09 4.200
1980 03 10 4.112
1980 03 11 3.587
1980 03 12 3.756
1980 03 13 4.215
1980 03 14 4.136
1980 03 15 4.033
1980 03 16 3.740
1980 03 17 3.268
1980 03 18 3.767
1980 03 19 3.347
1980 03 20 3.718
1980 03 21 3.702
1980 03 22 3.398
1980 03 23 3.177
1980 03 24 3.640
1980 03 25 2.965
1980 03 26 3.995
1980 03 27 3.739
1980 03 28 3.824
1980 03 29 3.668
1980 03 30 3.534
1980 03 31 3.422
1980 04 01 3.017
1980 04 02 2.990
1980 04 03 3.312
1980 04 04 3.151
1980 04 05 3.189
1980 04 06 2.545
1980 04 07 2.275
1980 04 08 1.969
1980 04 09 2.900
1980 04 10 3.562
1980 04 11 3.521
1980 04 12 3.373
1980 04 13 3.613
1980 04 14 1.807
1980 04 15 3.057
1980 04 16 2.270
1980 04 17 2.608
1980 04 18 2.579
1980 04 19 2.707
1980 04 20 2.317
1980 04 21 2.773
1980 04 22 2.570
1980 04 23 1.974
1980 04 24 2.273
1980 04 25 2.155
1980 04 26 2.262
1980 04 27 2.418
1980 04 28 2.116
1980 04 29 2.242
1980 04 30 2.475
1980 05 01 2.534
1980 05 02 3.054
1980 05 03 3.284
1980 05 04 3.122
1980 05 05 2.488
1980 05 06 2.393
1980 05 07 1.740
1980 05 08 2.017
1980 05 09 1.703
1980 05 10 1.830
1980 05 11 1.986
1980 05 12 2.108
1980 05 13 2.195
1980 05 14 2.208
1980 05 15 2.114
1980 05 16 1.671
1980 05 17 1.716
1980 05 18 2.362
1980 05 19 1.917
1980 05 20 1.670
1980 05 21 1.636
1980 05 22 2.498
1980 05 23 1.963
1980 05 24 1.668
1980 05 25 1.860
1980 05 26 1.947
1980 05 27 1.896
1980 05 28 2.426
1980 05 29 2.363
1980 05 30 2.156
1980 05 31 1.779
1980 06 01 2.008
1980 06 02 2.003
1980 06 03 1.858
1980 06 04 2.199
1980 06 05 0.835
1980 06 06 1.412
1980 06 07 1.841
1980 06 08 1.752
1980 06 09 1.663
1980 06 10 1.401
1980 06 11 2.033
1980 06 12 2.053
1980 06 13 2.068
1980 06 14 2.276
1980 06 15 0.909
1980 06 16 0.826
1980 06 17 1.089
1980 06 18 1.708
1980 06 19 1.671
1980 06 20 1.580
1980 06 21 1.497
1980 06 22 1.490
1980 06 23 1.529
1980 06 24 1.164
1980 06 25 1.331
1980 06 26 2.259
1980 06 27 2.094
1980 06 28 0.929
1980 06 29 0.985
1980 06 30 1.325
1980 07 01 1.784
1980 07 02 1.469
1980 07 03 1.847
1980 07 04 1.601
1980 07 05 1.492
1980 07 06 1.092
1980 07 07 1.006
1980 07 08 2.108
1980 07 09 1.300
1980 07 10 1.715
1980 07 11 1.289
1980 07 12 2.240
1980 07 13 2.011
1980 07 14 2.318
1980 07 15 2.438
1980 07 16 1.050
1980 07 17 1.869
1980 07 18 2.356
1980 07 19 2.183
1980 07 20 2.298
1980 07 21 2.393
1980 07 22 2.350
1980 07 23 2.435
1980 07 24 1.629
1980 07 25 1.538
1980 07 26 2.486
1980 07 27 2.303
1980 07 28 2.312
1980 07 29 1.504
1980 07 30 2.659
1980 07 31 2.616
1980 08 01 0.804
1980 08 02 1.981
1980 08 03 1.377
1980 08 04 2.049
1980 08 05 2.494
1980 08 06 2.640
1980 08 07 2.680
1980 08 08 2.394
1980 08 09 1.912
1980 08 10 2.174
1980 08 11 2.732
1980 08 12 2.544
1980 08 13 2.135
1980 08 14 1.798
1980 08 15 2.297
1980 08 16 2.382
1980 08 17 2.714
1980 08 18 3.142
1980 08 19 2.844
1980 08 20 2.899
1980 08 21 3.004
1980 08 22 2.906
1980 08 23 3.176
1980 08 24 3.216
1980 08 25 3.201
1980 08 26 3.194
1980 08 27 3.143
1980 08 28 1.379
1980 08 29 2.230
1980 08 30 2.111
1980 08 31 2.991
1980 09 01 3.182
1980 09 02 3.029
1980 09 03 3.469
1980 09 04 3.622
1980 09 05 2.022
1980 09 06 2.371
1980 09 07 1.915
1980 09 08 2.556
1980 09 09 2.248
1980 09 10 2.961
1980 09 11 2.466
1980 09 12 2.259
1980 09 13 2.827
1980 09 14 2.203
1980 09 15 3.402
1980 09 16 3.753
1980 09 17 3.251
1980 09 18 1.953
1980 09 19 2.357
1980 09 20 4.038
1980 09 21 4.091
1980 09 22 3.617
1980 09 23 1.322
1980 09 24 1.487
1980 09 25 2.699
1980 09 26 1.234
1980 09 27 2.332
1980 09 28 1.924
1980 09 29 2.000
1980 09 30 2.695
1980 10 01 2.698
1980 10 02 2.619
1980 10 03 2.951
1980 10 04 3.445
1980 10 05 3.777
1980 10 06 3.266
1980 10 07 2.083
1980 10 08 4.378
1980 10 09 4.274
1980 10 10 3.908
1980 10 11 3.004
1980 10 12 3.348
1980 10 13 3.466
1980 10 14 2.366
1980 10 15 1.962
1980 10 16 3.366
1980 10 17 3.119
1980 10 18 3.970
1980 10 19 4.252
1980 10 20 4.277
1980 10 21 4.715
1980 10 22 4.719
1980 10 23 4.783
1980 10 24 4.616
1980 10 25 3.576
1980 10 26 4.717
1980 10 27 4.734
1980 10 28 4.818
1980 10 29 4.862
1980 10 30 4.832
1980 10 31 3.961
1980 11 01 1.638
1980 11 02 1.409
1980 11 03 1.912
1980 11 04 2.659
1980 11 05 3.254
1980 11 06 2.893
1980 11 07 3.301
1980 11 08 3.240
1980 11 09 2.028
1980 11 10 2.594
1980 11 11 4.251
1980 11 12 4.071
1980 11 13 1.535
1980 11 14 1.760
1980 11 15 2.840
1980 11 16 3.292
1980 11 17 4.215
1980 11 18 3.957
1980 11 19 3.858
