gauge_id crop_perc crop_mosaic_perc forest_perc shrub_perc grass_perc barren_perc imperv_perc wet_perc snow_perc dom_land_cover dom_land_cover_perc
41780002 1.44560 31.19230 9.05670 58.17090 0.02740 0.00000 0.00000 0.10720 0.00000 shrub 58.17090
41818000 3.53270 48.76160 14.60270 31.30550 0.14480 0.01460 1.53430 0.10370 0.00000 crop_mosaic 48.76160
41890000 5.46530 31.67080 14.15390 48.71010 0.00000 0.00000 0.00000 0.00000 0.00000 shrub 48.71010
41990000 3.99720 46.89050 13.79540 34.14760 0.09280 0.00950 0.96550 0.10130 0.00000 crop_mosaic 46.89050
42089998 3.34380 54.64660 14.64780 27.20370 0.01670 0.00000 0.00000 0.14140 0.00000 crop_mosaic 54.64660
42100000 4.27340 50.63590 10.17460 34.91610 0.00000 0.00000 0.00000 0.00000 0.00000 crop_mosaic 50.63590
42187000 3.46080 70.58700 9.84610 16.07830 0.00000 0.02090 0.00000 0.00700 0.00000 crop_mosaic 70.58700
42210000 5.55350 59.83120 9.88860 23.32710 0.11630 0.01090 0.28220 0.99020 0.00000 crop_mosaic 59.83120
42250000 17.05470 66.14280 3.22080 13.54290 0.03880 0.00000 0.00000 0.00000 0.00000 crop_mosaic 66.14280
42255000 7.34210 33.14970 31.49780 28.01030 0.00000 0.00000 0.00000 0.00000 0.00000 crop_mosaic 33.14970
42257000 16.90210 53.31630 11.74930 17.98740 0.01790 0.00900 0.00000 0.01790 0.00000 crop_mosaic 53.31630
42290000 14.19950 60.42140 8.02360 17.30660 0.01280 0.01050 0.00000 0.02560 0.00000 crop_mosaic 60.42140
42395000 11.99300 57.75810 8.51810 21.60290 0.03580 0.00630 0.01760 0.06810 0.00000 crop_mosaic 57.75810
42440000 14.80210 52.80900 11.02420 21.36460 0.00000 0.00000 0.00000 0.00000 0.00000 crop_mosaic 52.80900
42490000 25.97450 37.68700 17.14210 18.92230 0.23810 0.00510 0.00000 0.03080 0.00000 crop_mosaic 37.68700
42540000 25.27880 40.12250 15.82870 18.52170 0.21560 0.00470 0.00000 0.02790 0.00000 crop_mosaic 40.12250
42546000 15.80910 54.07770 10.53400 19.43370 0.04850 0.09710 0.00000 0.00000 0.00000 crop_mosaic 54.07770
42690001 14.19940 56.03990 9.99790 19.55870 0.08080 0.01500 0.00750 0.10070 0.00000 crop_mosaic 56.03990
42750000 13.51930 56.64800 9.80520 19.83020 0.07390 0.01430 0.00680 0.10230 0.00000 crop_mosaic 56.64800
42840000 6.67850 58.90470 2.76050 31.61180 0.00000 0.00000 0.00000 0.04450 0.00000 crop_mosaic 58.90470
42930000 12.13310 53.99620 9.57600 24.10990 0.06380 0.01460 0.00550 0.10080 0.00000 crop_mosaic 53.99620
43200000 7.24010 58.80850 9.65400 23.24860 0.10140 0.01160 0.19780 0.73820 0.00000 crop_mosaic 58.80850
43300000 21.56940 27.68740 18.02040 32.61750 0.09660 0.00880 0.00000 0.00000 0.00000 shrub 32.61750
43670000 12.36450 42.77270 14.73780 30.03590 0.05150 0.02230 0.00000 0.01530 0.00000 crop_mosaic 42.77270
43675000 12.26450 48.45140 5.34000 33.92400 0.01200 0.00400 0.00000 0.00400 0.00000 crop_mosaic 48.45140
43880000 11.15050 47.97610 12.76800 28.02020 0.04130 0.01810 0.00000 0.02590 0.00000 crop_mosaic 47.97610
44200000 7.65750 58.11680 9.99040 23.31360 0.09600 0.01210 0.16600 0.64740 0.00000 crop_mosaic 58.11680
44250000 1.92430 56.58210 12.79870 28.69490 0.00000 0.00000 0.00000 0.00000 0.00000 crop_mosaic 56.58210
44290002 7.50070 58.75660 9.92280 22.91850 0.09570 0.01270 0.15710 0.63600 0.00000 crop_mosaic 58.75660
44500000 7.77450 58.82810 10.20180 22.28210 0.10100 0.01270 0.15090 0.64900 0.00000 crop_mosaic 58.82810
44540000 16.39440 59.07240 12.64580 11.88740 0.00000 0.00000 0.00000 0.00000 0.00000 crop_mosaic 59.07240
44670000 19.67750 68.19950 7.83060 4.01020 0.00600 0.00220 0.22100 0.05300 0.00000 crop_mosaic 68.19950
45131000 3.64110 35.81080 7.51260 52.73390 0.23340 0.06220 0.00000 0.00610 0.00000 shrub 52.73390
45170001 1.75240 31.36650 7.80460 58.73210 0.15640 0.18800 0.00000 0.00000 0.00000 shrub 58.73210
45210000 2.99520 35.88560 7.27500 53.53920 0.18500 0.11700 0.00000 0.00290 0.00000 shrub 53.53920
45220000 0.53830 37.20230 27.98890 34.27060 0.00000 0.00000 0.00000 0.00000 0.00000 crop_mosaic 37.20230
45260000 3.32470 39.55430 10.04760 46.83770 0.14300 0.09040 0.00000 0.00230 0.00000 shrub 46.83770
45298000 9.08770 58.55210 9.70090 21.86060 0.09340 0.01640 0.13120 0.55770 0.00000 crop_mosaic 58.55210
45480000 9.51140 59.18700 9.46650 21.03480 0.09610 0.01560 0.12370 0.56490 0.00000 crop_mosaic 59.18700
45590000 16.35200 34.18490 14.87340 33.61350 0.33810 0.63810 0.00000 0.00000 0.00000 crop_mosaic 34.18490
45770000 8.87620 33.69210 6.90750 49.16680 0.27960 1.03880 0.00000 0.03900 0.00000 shrub 49.16680
45840000 3.58680 21.45540 7.95220 66.30810 0.23030 0.44880 0.00000 0.01830 0.00000 shrub 66.30810
45880000 4.43170 28.78480 9.12900 57.04050 0.17470 0.42560 0.00000 0.01370 0.00000 shrub 57.04050
45910001 8.38280 33.04450 17.22890 40.63140 0.17420 0.51940 0.00000 0.01880 0.00000 shrub 40.63140
45960001 8.33590 34.83280 17.21720 38.93620 0.16570 0.49430 0.00000 0.01790 0.00000 shrub 38.93620
46035000 9.50310 56.94290 10.23740 22.52800 0.10370 0.06320 0.10910 0.51270 0.00000 crop_mosaic 56.94290
46105000 9.51530 57.31610 10.22990 22.16240 0.10260 0.06160 0.10620 0.50580 0.00000 crop_mosaic 57.31610
46360000 9.09860 57.37280 10.42910 22.34430 0.09960 0.05700 0.09740 0.50120 0.00000 crop_mosaic 57.37280
46455000 36.01510 24.16530 9.10250 29.78560 0.05760 0.84430 0.00000 0.02960 0.00000 crop 36.01510
46570000 46.34260 18.81850 4.28540 29.85990 0.26570 0.28980 0.00000 0.13800 0.00000 crop 46.34260
46610000 20.32920 35.39570 15.16050 28.43460 0.07340 0.57400 0.00340 0.02910 0.00000 crop_mosaic 35.39570
46650000 19.28130 38.69110 14.61870 26.76430 0.06800 0.52730 0.00310 0.04620 0.00000 crop_mosaic 38.69110
46770000 9.61810 14.10020 17.36730 57.25400 0.37410 1.28370 0.00000 0.00270 0.00000 shrub 57.25400
46830000 10.39030 30.92070 15.08890 42.67810 0.21750 0.70340 0.00000 0.00100 0.00000 shrub 42.67810
46902000 16.31380 45.47140 14.97710 22.69790 0.05260 0.40800 0.00240 0.07670 0.00000 crop_mosaic 45.47140
47480000 14.17430 46.84700 10.13200 25.74300 0.02210 3.06440 0.00000 0.01710 0.00000 crop_mosaic 46.84700
48020000 8.82580 50.68290 11.61410 27.46440 0.18960 0.31590 0.07240 0.83480 0.00000 crop_mosaic 50.68290
48290000 8.63120 49.53810 11.59300 28.78860 0.22800 0.31780 0.07290 0.83040 0.00000 crop_mosaic 49.53810
48590000 8.50110 48.85200 11.52120 29.71180 0.22700 0.30890 0.06950 0.80840 0.00000 crop_mosaic 48.85200
49330000 8.90630 47.48560 11.63040 30.42730 0.27600 0.31520 0.06550 0.89360 0.00000 crop_mosaic 47.48560
49370000 9.08060 47.55230 11.57610 30.24250 0.27480 0.31900 0.06500 0.88960 0.00000 crop_mosaic 47.55230
49705000 9.55090 47.77160 11.41360 29.72940 0.27490 0.31450 0.06350 0.88180 0.00000 crop_mosaic 47.77160
50040000 29.19340 63.66560 4.72640 2.41460 0.00000 0.00000 0.00000 0.00000 0.00000 crop_mosaic 63.66560
50047000 8.74560 80.43410 5.61760 5.10690 0.09570 0.00000 0.00000 0.00000 0.00000 crop_mosaic 80.43410
50146000 7.85290 34.10360 7.20460 49.98910 0.21690 0.37360 0.00000 0.25930 0.00000 shrub 49.98910
50150000 8.38000 35.57920 8.18510 47.13520 0.18310 0.31880 0.00000 0.21860 0.00000 shrub 47.13520
50191000 21.41150 38.05440 8.28020 31.04360 0.25840 0.80580 0.00000 0.14630 0.00000 crop_mosaic 38.05440
50250000 39.68330 47.89970 3.33240 8.54400 0.16540 0.33710 0.00000 0.03820 0.00000 crop_mosaic 47.89970
50290000 38.37320 50.96280 3.52620 6.74390 0.11880 0.23130 0.00000 0.04380 0.00000 crop_mosaic 50.96280
50330000 0.51940 32.86540 24.35770 42.04690 0.21060 0.00000 0.00000 0.00000 0.00000 shrub 42.04690
50380000 9.73820 40.06730 16.21520 33.09370 0.56860 0.02290 0.00000 0.29410 0.00000 crop_mosaic 40.06730
50420000 4.32700 31.40300 16.05840 48.06850 0.00000 0.02860 0.00000 0.11420 0.00000 shrub 48.06850
50430000 11.49340 35.45010 14.87790 37.71580 0.09260 0.02010 0.00000 0.35010 0.00000 shrub 37.71580
50465000 19.53020 41.66130 13.09500 25.09590 0.33000 0.12130 0.00000 0.16620 0.00000 crop_mosaic 41.66130
50540000 22.01010 48.67210 7.82920 19.99190 0.24240 1.09380 0.00000 0.16050 0.00000 crop_mosaic 48.67210
50595000 24.31670 47.79630 7.63540 18.98630 0.19470 0.94220 0.00000 0.12830 0.00000 crop_mosaic 47.79630
50620000 38.71270 46.25040 5.50560 9.47350 0.00640 0.05140 0.00000 0.00000 0.00000 crop_mosaic 46.25040
50660000 28.98160 54.25860 7.84490 8.63570 0.00420 0.03380 0.00000 0.24100 0.00000 crop_mosaic 54.25860
50720000 35.32610 58.62650 1.35670 3.90890 0.00000 0.05370 0.43690 0.29130 0.00000 crop_mosaic 58.62650
50730000 10.92380 81.55960 2.77480 4.63650 0.00000 0.00000 0.00000 0.10540 0.00000 crop_mosaic 81.55960
50740000 11.44410 79.20350 8.18580 1.04590 0.00000 0.00000 0.00000 0.12070 0.00000 crop_mosaic 79.20350
50755000 25.68890 67.03020 3.08050 3.83770 0.02030 0.02320 0.16530 0.15370 0.00000 crop_mosaic 67.03020
50785000 23.63510 64.37170 7.43010 4.03630 0.01860 0.05160 0.11770 0.33880 0.00000 crop_mosaic 64.37170
50795000 22.82920 63.96990 8.59250 3.99000 0.01770 0.04920 0.11230 0.43920 0.00000 crop_mosaic 63.96990
51060100 18.54460 57.37090 5.09390 18.28640 0.14080 0.07040 0.49300 0.00000 0.00000 crop_mosaic 57.37090
51120000 5.53580 24.19000 13.60830 55.32640 0.83370 0.18180 0.00000 0.32400 0.00000 shrub 55.32640
51140000 4.81960 39.30930 21.43700 32.86460 1.54550 0.01050 0.00000 0.01350 0.00000 crop_mosaic 39.30930
51170000 1.49600 38.81110 19.41540 38.49740 1.68430 0.00000 0.00000 0.09580 0.00000 crop_mosaic 38.81110
51230000 9.65240 23.73520 32.72770 33.54160 0.15400 0.00000 0.00000 0.17600 0.01320 shrub 33.54160
51240000 5.24390 34.82400 20.41500 38.05560 1.29640 0.02990 0.00000 0.13360 0.00170 shrub 38.05560
51280000 9.51850 41.30610 16.86850 31.15500 0.95920 0.04560 0.00000 0.14240 0.00490 crop_mosaic 41.30610
51330000 11.44150 44.19440 15.15770 28.20400 0.79910 0.04720 0.00000 0.15260 0.00350 crop_mosaic 44.19440
51350000 13.53210 44.99000 13.76530 26.75400 0.72020 0.08710 0.00000 0.14830 0.00290 crop_mosaic 44.99000
51430000 8.13870 49.36760 14.41260 27.22440 0.10900 0.02950 0.00000 0.71830 0.00000 crop_mosaic 49.36760
51440000 15.06600 46.66180 13.35060 24.21660 0.16300 0.03130 0.00000 0.51100 0.00000 crop_mosaic 46.66180
51460000 26.94030 46.69890 9.50040 16.36440 0.13800 0.04330 0.00000 0.31460 0.00000 crop_mosaic 46.69890
51560000 13.06470 75.48400 6.94770 4.50360 0.00000 0.00000 0.00000 0.00000 0.00000 crop_mosaic 75.48400
51685000 9.81890 58.60670 14.34240 17.08640 0.00000 0.00290 0.00000 0.14270 0.00000 crop_mosaic 58.60670
51750000 38.01290 38.38580 22.75350 0.71210 0.00000 0.00000 0.00000 0.13560 0.00000 crop_mosaic 38.38580
51795000 30.31130 37.67540 29.78710 2.04070 0.00000 0.00000 0.00000 0.18550 0.00000 crop_mosaic 37.67540
51820000 31.16740 44.92890 22.79270 1.04370 0.00000 0.00000 0.00000 0.06730 0.00000 crop_mosaic 44.92890
51840000 8.86640 64.92460 16.25060 9.95840 0.00000 0.00000 0.00000 0.00000 0.00000 crop_mosaic 64.92460
51870000 13.25350 51.90600 27.64850 7.15870 0.00000 0.00000 0.00000 0.03330 0.00000 crop_mosaic 51.90600
51940000 39.34200 43.52290 16.99790 0.06850 0.00000 0.00000 0.00000 0.06850 0.00000 crop_mosaic 43.52290
52050000 4.25330 29.86690 26.89970 38.93520 0.03660 0.00810 0.00000 0.00000 0.00000 shrub 38.93520
52370000 3.06190 56.12850 32.50190 8.02380 0.01280 0.00230 0.00000 0.26880 0.00000 crop_mosaic 56.12850
52404000 7.43010 53.13550 24.14240 15.13400 0.01180 0.00680 0.00000 0.13940 0.00000 crop_mosaic 53.13550
52405000 7.98030 52.31890 24.44700 15.10950 0.01080 0.00650 0.00000 0.12690 0.00000 crop_mosaic 52.31890
52570000 8.94640 51.53110 24.01280 15.18820 0.02000 0.00640 0.00200 0.29320 0.00000 crop_mosaic 51.53110
52680000 9.53570 49.69370 26.26390 14.22060 0.01840 0.00550 0.00180 0.26050 0.00000 crop_mosaic 49.69370
52695000 10.04840 49.51530 26.16290 13.99190 0.01800 0.00540 0.00180 0.25630 0.00000 crop_mosaic 49.51530
52760000 15.79760 26.22260 55.46380 2.48570 0.00000 0.00000 0.00000 0.03040 0.00000 forest 55.46380
52790000 23.38490 34.61010 39.44890 2.53850 0.00000 0.00000 0.00000 0.01580 0.00180 forest 39.44890
52831000 12.00180 47.89980 27.34830 12.49900 0.01590 0.00480 0.00150 0.22870 0.00020 crop_mosaic 47.89980
53050000 21.32890 27.08870 51.04250 0.24000 0.00000 0.00000 0.00000 0.30000 0.00000 forest 51.04250
53091000 17.05300 24.49730 57.92020 0.19950 0.00000 0.00000 0.00000 0.33000 0.00000 forest 57.92020
53125000 5.54940 30.56050 57.08300 6.80710 0.00000 0.00000 0.00000 0.00000 0.00000 forest 57.08300
53140000 10.59200 45.47330 36.50050 7.34530 0.00000 0.00000 0.00000 0.08890 0.00000 crop_mosaic 45.47330
53160000 23.02850 52.62120 18.58650 5.70990 0.00000 0.00000 0.00000 0.05400 0.00000 crop_mosaic 52.62120
53170000 16.32010 45.29980 32.16820 6.14100 0.00000 0.00000 0.00000 0.07080 0.00000 crop_mosaic 45.29980
53180000 16.18340 44.86650 32.80140 6.03600 0.00000 0.00000 0.00000 0.11270 0.00000 crop_mosaic 44.86650
53540001 2.15740 33.92310 39.13160 24.58210 0.02930 0.01460 0.00000 0.16190 0.00000 forest 39.13160
53620000 2.68510 34.06040 41.14120 21.91070 0.03040 0.01270 0.00000 0.15920 0.00000 forest 41.14120
53630000 3.92380 33.31610 44.83640 17.76230 0.02470 0.01010 0.00000 0.12660 0.00000 forest 44.83640
53650000 5.06880 33.80000 44.96010 16.02490 0.02190 0.00900 0.00000 0.11540 0.00000 forest 44.96010
53780000 17.86360 24.97090 55.08540 2.00890 0.00650 0.00000 0.00000 0.06470 0.00000 forest 55.08540
53880000 12.68570 34.58900 40.70910 11.84460 0.01820 0.00690 0.05600 0.09070 0.00000 forest 40.70910
53950000 12.75960 34.28020 41.36400 11.42610 0.01740 0.00660 0.05370 0.09240 0.00000 forest 41.36400
54010005 0.31800 16.43370 21.22060 61.95230 0.02470 0.03060 0.00000 0.02000 0.00000 shrub 61.95230
54110002 0.53180 30.85530 14.52300 53.97490 0.07890 0.00230 0.00000 0.03380 0.00000 shrub 53.97490
54150000 0.44830 20.13150 24.39660 54.82410 0.16280 0.01580 0.00000 0.02090 0.00000 shrub 54.82410
54165000 0.35890 26.20540 37.91820 35.48950 0.00400 0.00000 0.00000 0.02390 0.00000 forest 37.91820
54195000 1.97990 23.73830 30.81730 43.26240 0.12060 0.01090 0.00000 0.07060 0.00000 shrub 43.26240
54230000 0.34530 19.09590 29.07460 51.24340 0.00000 0.00000 0.00000 0.24080 0.00000 shrub 51.24340
54260000 1.50070 25.49970 37.97440 34.87240 0.00520 0.00000 0.00000 0.14770 0.00000 forest 37.97440
54300000 2.47550 42.53570 41.31480 13.67400 0.00000 0.00000 0.00000 0.00000 0.00000 crop_mosaic 42.53570
54390000 2.70890 32.22760 38.19490 26.76700 0.00340 0.00000 0.00000 0.09830 0.00000 forest 38.19490
54485000 5.59680 34.26100 56.85440 3.28770 0.00000 0.00000 0.00000 0.00000 0.00000 forest 56.85440
54500000 3.86170 35.16270 41.75610 19.13710 0.00340 0.00000 0.00000 0.07900 0.00000 forest 41.75610
54580000 4.29950 29.61690 36.43860 29.44700 0.06530 0.00560 0.00000 0.12720 0.00000 forest 36.43860
54590000 9.50980 26.68220 61.84430 1.96370 0.00000 0.00000 0.00000 0.00000 0.00000 forest 61.84430
54710000 4.80650 29.11810 39.07550 26.78070 0.06250 0.00500 0.00000 0.15170 0.00000 forest 39.07550
54730005 11.07320 21.94460 65.72790 1.25440 0.00000 0.00000 0.00000 0.00000 0.00000 forest 65.72790
54770000 11.15320 19.20250 68.50500 1.08750 0.00320 0.00000 0.00000 0.04860 0.00000 forest 68.50500
54780000 6.92650 28.47610 42.17430 22.19340 0.05440 0.00420 0.00000 0.17080 0.00030 forest 42.17430
54950000 9.12100 29.94960 39.67370 20.95070 0.08190 0.03010 0.00000 0.19270 0.00030 forest 39.67370
55330000 16.45940 40.80610 41.98250 0.75210 0.00000 0.00000 0.00000 0.00000 0.00000 forest 41.98250
55340000 15.61350 45.08670 37.52620 1.75380 0.00000 0.00000 0.00000 0.01970 0.00000 crop_mosaic 45.08670
55360000 21.36870 49.98400 27.74530 0.87000 0.03180 0.00000 0.00000 0.00000 0.00000 crop_mosaic 49.98400
55370000 23.08480 55.76480 20.55870 0.57110 0.01540 0.00000 0.00000 0.00510 0.00000 crop_mosaic 55.76480
55380000 22.35360 56.20160 20.62870 0.79750 0.01390 0.00000 0.00000 0.00460 0.00000 crop_mosaic 56.20160
55460000 37.86840 45.26260 16.62790 0.24110 0.00000 0.00000 0.00000 0.00000 0.00000 crop_mosaic 45.26260
55520001 22.77080 35.73590 41.33370 0.15970 0.00000 0.00000 0.00000 0.00000 0.00000 forest 41.33370
55560000 22.04370 35.65210 41.60010 0.70410 0.00000 0.00000 0.00000 0.00000 0.00000 forest 41.60010
55610000 32.19440 32.86700 33.95890 0.97970 0.00000 0.00000 0.00000 0.00000 0.00000 forest 33.95890
55630000 26.75960 33.52910 39.06510 0.64620 0.00000 0.00000 0.00000 0.00000 0.00000 forest 39.06510
55660000 32.00020 32.07850 35.66320 0.25800 0.00000 0.00000 0.00000 0.00000 0.00000 forest 35.66320
55699998 26.65570 38.31630 34.36780 0.66030 0.00000 0.00000 0.00000 0.00000 0.00000 crop_mosaic 38.31630
55790000 18.80960 57.61490 17.81400 5.76150 0.00000 0.00000 0.00000 0.00000 0.00000 crop_mosaic 57.61490
55895000 21.70580 58.37950 15.63190 4.28280 0.00000 0.00000 0.00000 0.00000 0.00000 crop_mosaic 58.37950
55900000 16.13560 59.76310 21.20090 2.90030 0.00000 0.00000 0.00000 0.00000 0.00000 crop_mosaic 59.76310
55920000 19.27980 59.16330 17.74450 3.81240 0.00000 0.00000 0.00000 0.00000 0.00000 crop_mosaic 59.16330
55960000 19.25890 61.07970 16.92200 2.73800 0.00150 0.00000 0.00000 0.00000 0.00000 crop_mosaic 61.07970
56028000 5.77370 54.36780 33.82810 6.03040 0.00000 0.00000 0.00000 0.00000 0.00000 crop_mosaic 54.36780
56055000 7.89280 69.12430 20.51980 2.46300 0.00000 0.00000 0.00000 0.00000 0.00000 crop_mosaic 69.12430
56065000 10.06840 53.76010 34.02740 2.14420 0.00000 0.00000 0.00000 0.00000 0.00000 crop_mosaic 53.76010
56075000 6.84510 59.49220 28.69660 4.96620 0.00000 0.00000 0.00000 0.00000 0.00000 crop_mosaic 59.49220
56085000 9.90650 63.89860 10.81440 15.38050 0.00000 0.00000 0.00000 0.00000 0.00000 crop_mosaic 63.89860
56090000 7.16610 60.83060 22.12270 9.88060 0.00000 0.00000 0.00000 0.00000 0.00000 crop_mosaic 60.83060
56110005 7.53760 58.32860 27.00240 7.11850 0.00860 0.00000 0.00000 0.00430 0.00000 crop_mosaic 58.32860
56240000 3.54870 27.37130 47.64510 21.08430 0.01100 0.00000 0.00000 0.33950 0.00000 forest 47.64510
56335001 3.86370 26.86100 46.71320 22.33800 0.00660 0.00000 0.00000 0.21750 0.00000 forest 46.71320
56415000 14.43590 56.38570 22.05680 7.11720 0.00000 0.00440 0.00000 0.00000 0.00000 crop_mosaic 56.38570
56425000 9.12740 49.57210 31.29690 9.87710 0.05300 0.00350 0.00000 0.06980 0.00000 crop_mosaic 49.57210
56460000 18.45540 39.99140 32.18230 9.37100 0.00000 0.00000 0.00000 0.00000 0.00000 crop_mosaic 39.99140
56484998 17.04630 43.47320 30.39420 8.91350 0.01280 0.00000 0.00000 0.16000 0.00000 crop_mosaic 43.47320
56500000 20.95170 41.86930 27.90140 9.27760 0.00000 0.00000 0.00000 0.00000 0.00000 crop_mosaic 41.86930
56510000 19.26950 43.76210 28.60860 8.23200 0.00940 0.00000 0.00000 0.11830 0.00000 crop_mosaic 43.76210
56539000 12.59540 48.10500 30.00510 8.95160 0.04560 0.00270 0.00000 0.29450 0.00000 crop_mosaic 48.10500
56570000 6.63440 45.85220 38.20840 9.25240 0.00000 0.00000 0.00000 0.05260 0.00000 crop_mosaic 45.85220
56610000 4.22960 25.36990 47.95870 21.58180 0.72050 0.00770 0.00000 0.13170 0.00000 forest 47.95870
56640000 0.10390 3.63670 69.21480 26.19860 0.41560 0.00000 0.00000 0.43050 0.00000 forest 69.21480
56659998 3.88560 23.23420 52.78270 19.48070 0.38180 0.00290 0.00000 0.23200 0.00000 forest 52.78270
56696000 5.46570 24.35350 52.15970 17.46160 0.31560 0.00340 0.00000 0.24060 0.00000 forest 52.15970
56719998 10.23570 41.73920 36.16070 11.35260 0.11380 0.00260 0.01470 0.38080 0.00000 crop_mosaic 41.73920
56750000 1.30180 21.39050 48.69820 28.19530 0.00000 0.00000 0.00000 0.41420 0.00000 forest 48.69820
56775000 1.71920 23.58780 49.94460 24.53540 0.00000 0.00000 0.00000 0.21300 0.00000 forest 49.94460
56787000 8.69690 35.27920 38.77760 16.97230 0.13350 0.00700 0.00000 0.13340 0.00000 forest 38.77760
56800000 4.71670 25.14810 63.83090 6.23530 0.00000 0.00000 0.00000 0.06900 0.00000 forest 63.83090
56825000 4.97660 28.54640 49.32450 16.96580 0.02370 0.00090 0.00000 0.16220 0.00000 forest 49.32450
56845000 16.93480 41.60180 38.82550 2.62070 0.00000 0.00000 0.00000 0.01730 0.00000 crop_mosaic 41.60180
56846000 17.44650 41.26760 37.78840 3.47000 0.00000 0.00000 0.00000 0.02760 0.00000 crop_mosaic 41.26760
56850000 9.86260 39.02290 38.85690 11.80740 0.09420 0.00330 0.01790 0.33490 0.00000 crop_mosaic 39.02290
56860000 9.77460 33.62350 47.60400 8.90430 0.00000 0.00000 0.00000 0.09360 0.00000 forest 47.60400
56870000 30.61080 28.49210 39.24600 1.65110 0.00000 0.00000 0.00000 0.00000 0.00000 forest 39.24600
56891900 27.63970 36.26120 32.17030 3.86560 0.00000 0.00000 0.00000 0.06320 0.00000 crop_mosaic 36.26120
56915500 30.58460 42.30220 26.48730 0.62590 0.00000 0.00000 0.00000 0.00000 0.00000 crop_mosaic 42.30220
56920000 14.90770 39.62470 35.55010 9.51010 0.07910 0.00240 0.04030 0.28560 0.00000 crop_mosaic 39.62470
56940002 11.23680 58.53620 23.20650 7.00910 0.00280 0.00000 0.00000 0.00850 0.00000 crop_mosaic 58.53620
56960005 11.44460 27.28970 52.22060 9.02070 0.02440 0.00000 0.00000 0.00000 0.00000 forest 52.22060
56976000 7.05400 33.00070 48.15720 11.77620 0.01170 0.00000 0.00000 0.00000 0.00000 forest 48.15720
56978000 6.87870 33.98290 47.37860 11.74850 0.01130 0.00000 0.00000 0.00000 0.00000 forest 47.37860
56983000 7.02930 24.06080 54.18300 14.40420 0.00000 0.00000 0.00000 0.32270 0.00000 forest 54.18300
56988500 5.79700 37.73420 43.30410 13.06380 0.00000 0.00000 0.00000 0.10090 0.00000 forest 43.30410
56989001 11.77930 50.09790 28.81220 9.23530 0.00000 0.00000 0.00000 0.07530 0.00000 crop_mosaic 50.09790
56990000 7.51260 46.86590 35.08500 10.49250 0.00720 0.00000 0.00000 0.03700 0.00000 crop_mosaic 46.86590
56990990 4.27320 41.64800 46.22780 7.85120 0.00000 0.00000 0.00000 0.00000 0.00000 forest 46.22780
56991500 4.47640 45.96320 40.99390 8.56650 0.00000 0.00000 0.00000 0.00000 0.00000 crop_mosaic 45.96320
56992000 4.83170 50.13010 36.06850 8.94900 0.00000 0.00000 0.00000 0.02060 0.00000 crop_mosaic 50.13010
56993551 6.66330 49.89010 38.37170 5.07490 0.00000 0.00000 0.00000 0.00000 0.00000 crop_mosaic 49.89010
56994500 13.86480 42.95290 33.79030 9.00470 0.07760 0.00230 0.03160 0.27580 0.00000 crop_mosaic 42.95290
56994510 13.86430 42.95230 33.78870 9.00640 0.07800 0.00230 0.03160 0.27650 0.00000 crop_mosaic 42.95230
56995500 4.41340 51.65030 36.42030 7.51600 0.00000 0.00000 0.00000 0.00000 0.00000 crop_mosaic 51.65030
57040008 0.19570 3.81610 92.17220 3.81600 0.00000 0.00000 0.00000 0.00000 0.00000 forest 92.17220
57130000 1.02360 12.78200 84.64530 1.44030 0.00000 0.00000 0.00000 0.10870 0.00000 forest 84.64530
57170000 1.59420 23.43370 72.57220 2.39990 0.00000 0.00000 0.00000 0.00000 0.00000 forest 72.57220
57250000 0.65330 7.06410 90.48590 1.79670 0.00000 0.00000 0.00000 0.00000 0.00000 forest 90.48590
57300000 22.72450 17.87020 57.19050 2.21480 0.00000 0.00000 0.00000 0.00000 0.00000 forest 57.19050
57320000 37.80490 16.82920 44.32920 1.03660 0.00000 0.00000 0.00000 0.00000 0.00000 forest 44.32920
57350000 11.87580 20.37780 63.96760 3.77870 0.00000 0.00000 0.00000 0.00000 0.00000 forest 63.96760
57360000 3.56990 46.05430 46.24220 4.13360 0.00000 0.00000 0.00000 0.00000 0.00000 forest 46.24220
57370000 6.02770 47.04640 42.45030 4.47560 0.00000 0.00000 0.00000 0.00000 0.00000 crop_mosaic 47.04640
57400000 14.61670 37.97580 43.19560 4.21190 0.00000 0.00000 0.00000 0.00000 0.00000 forest 43.19560
57420000 10.44190 21.30460 61.25720 6.97000 0.00000 0.00000 0.00000 0.02630 0.00000 forest 61.25720
57450000 26.88540 29.85000 39.90290 3.35370 0.00400 0.00000 0.00000 0.00400 0.00000 forest 39.90290
57460000 32.40900 27.34620 37.27530 2.96300 0.00320 0.00000 0.00000 0.00320 0.00000 forest 37.27530
57476500 10.20150 20.04990 66.56970 3.17890 0.00000 0.00000 0.00000 0.00000 0.00000 forest 66.56970
57490000 21.86540 21.01160 54.00460 3.11830 0.00000 0.00000 0.00000 0.00000 0.00000 forest 54.00460
57550000 23.78410 16.93000 57.02210 2.26400 0.00000 0.00000 0.00000 0.00000 0.00000 forest 57.02210
57580000 31.68860 24.27340 41.10940 2.90270 0.02060 0.00170 0.00000 0.00340 0.00000 forest 41.10940
57650000 35.59090 22.04530 41.46200 0.90180 0.00000 0.00000 0.00000 0.00000 0.00000 forest 41.46200
