gauge_id geol_class_1st geol_class_1st_perc geol_class_2nd geol_class_2nd_perc carb_rocks_perc geol_porosity geol_permeability
42540000 mixed_sedimentary_rocks 55.92000 unconsolidated_sediments 26.75000 0.00000 0.16860 -12.96930
42546000 mixed_sedimentary_rocks 62.52000 unconsolidated_sediments 16.38000 13.66000 0.17970 -13.00000
42690001 unconsolidated_sediments 38.43000 mixed_sedimentary_rocks 24.41000 1.57000 0.15820 -13.00620
42750000 unconsolidated_sediments 38.44000 mixed_sedimentary_rocks 22.09000 1.89000 0.16190 -12.99010
42840000 unconsolidated_sediments 46.25000 siliciclastic_sedimentary_rocks 45.17000 0.00000 0.19490 -13.85420
42930000 unconsolidated_sediments 35.45000 siliciclastic_sedimentary_rocks 26.04000 1.70000 0.16770 -13.11130
43200000 mixed_sedimentary_rocks 23.60000 unconsolidated_sediments 23.26000 5.83000 0.14220 -13.35020
43300000 siliciclastic_sedimentary_rocks 48.53000 unconsolidated_sediments 40.96000 3.05000 0.19850 -13.00000
43670000 siliciclastic_sedimentary_rocks 44.80000 unconsolidated_sediments 42.24000 2.35000 0.19800 -12.70370
43675000 siliciclastic_sedimentary_rocks 43.75000 unconsolidated_sediments 33.03000 7.23000 0.19050 -12.98550
43880000 siliciclastic_sedimentary_rocks 45.90000 unconsolidated_sediments 41.66000 2.61000 0.19780 -12.68910
44200000 unconsolidated_sediments 26.32000 siliciclastic_sedimentary_rocks 25.88000 5.87000 0.15040 -13.23480
44250000 siliciclastic_sedimentary_rocks 72.99000 unconsolidated_sediments 23.62000 0.23000 0.19110 -11.03930
44290002 siliciclastic_sedimentary_rocks 27.10000 unconsolidated_sediments 26.44000 5.83000 0.15210 -13.15500
44500000 siliciclastic_sedimentary_rocks 26.81000 unconsolidated_sediments 26.68000 6.05000 0.15310 -13.14390
44540000 mixed_sedimentary_rocks 35.60000 siliciclastic_sedimentary_rocks 27.37000 16.24000 0.16670 -12.69600
44670000 carbonate_sedimentary_rocks 49.18000 unconsolidated_sediments 20.78000 49.18000 0.12280 -12.81500
45131000 siliciclastic_sedimentary_rocks 75.74000 unconsolidated_sediments 19.04000 3.31000 0.19030 -11.19070
45170001 siliciclastic_sedimentary_rocks 94.52000 mixed_sedimentary_rocks 4.24000 0.00000 0.19040 -10.64410
45210000 siliciclastic_sedimentary_rocks 81.66000 unconsolidated_sediments 9.82000 2.03000 0.18960 -11.06880
45220000 siliciclastic_sedimentary_rocks 50.53000 unconsolidated_sediments 47.38000 0.04000 0.20260 -11.65560
45260000 siliciclastic_sedimentary_rocks 71.30000 unconsolidated_sediments 15.47000 3.51000 0.18820 -11.37040
45298000 siliciclastic_sedimentary_rocks 27.00000 unconsolidated_sediments 26.56000 7.86000 0.15250 -13.05110
45480000 unconsolidated_sediments 26.11000 siliciclastic_sedimentary_rocks 25.44000 7.74000 0.14990 -13.09950
45590000 siliciclastic_sedimentary_rocks 94.17000 unconsolidated_sediments 4.43000 0.00000 0.18890 -10.55350
45770000 siliciclastic_sedimentary_rocks 95.03000 metamorphics 3.67000 0.00000 0.18360 -10.67220
45840000 siliciclastic_sedimentary_rocks 95.48000 unconsolidated_sediments 4.44000 0.00000 0.19120 -10.52260
45880000 siliciclastic_sedimentary_rocks 84.26000 mixed_sedimentary_rocks 5.55000 3.17000 0.18280 -10.90580
45910001 siliciclastic_sedimentary_rocks 86.73000 mixed_sedimentary_rocks 5.37000 1.72000 0.18430 -10.89920
45960001 siliciclastic_sedimentary_rocks 83.24000 mixed_sedimentary_rocks 7.54000 2.75000 0.18230 -11.03250
46035000 siliciclastic_sedimentary_rocks 30.88000 unconsolidated_sediments 24.09000 7.20000 0.15380 -12.90930
46105000 siliciclastic_sedimentary_rocks 30.23000 unconsolidated_sediments 24.71000 7.02000 0.15410 -12.92700
46360000 siliciclastic_sedimentary_rocks 28.38000 unconsolidated_sediments 25.03000 6.46000 0.14910 -12.97400
46455000 siliciclastic_sedimentary_rocks 93.25000 unconsolidated_sediments 6.49000 0.26000 0.19160 -10.52660
46570000 siliciclastic_sedimentary_rocks 92.70000 unconsolidated_sediments 7.30000 0.00000 0.19220 -10.52260
46610000 siliciclastic_sedimentary_rocks 90.64000 unconsolidated_sediments 4.64000 3.18000 0.18720 -10.65210
46650000 siliciclastic_sedimentary_rocks 84.44000 unconsolidated_sediments 8.74000 4.02000 0.18720 -10.80880
46770000 siliciclastic_sedimentary_rocks 98.69000 unconsolidated_sediments 1.31000 0.00000 0.19040 -10.52000
46830000 siliciclastic_sedimentary_rocks 75.33000 unconsolidated_sediments 9.61000 1.29000 0.17340 -11.29740
46902000 siliciclastic_sedimentary_rocks 65.91000 unconsolidated_sediments 24.48000 4.77000 0.19050 -11.29150
47480000 mixed_sedimentary_rocks 61.52000 siliciclastic_sedimentary_rocks 20.28000 2.43000 0.19460 -14.22310
48020000 siliciclastic_sedimentary_rocks 30.44000 unconsolidated_sediments 28.27000 5.79000 0.15800 -12.80490
48290000 siliciclastic_sedimentary_rocks 29.48000 unconsolidated_sediments 27.56000 5.84000 0.15400 -12.83520
48590000 siliciclastic_sedimentary_rocks 28.68000 unconsolidated_sediments 26.50000 5.69000 0.14850 -12.88020
49330000 siliciclastic_sedimentary_rocks 27.02000 unconsolidated_sediments 25.01000 5.32000 0.14330 -12.93660
49370000 siliciclastic_sedimentary_rocks 26.80000 unconsolidated_sediments 24.81000 5.29000 0.14220 -12.94540
49705000 siliciclastic_sedimentary_rocks 26.24000 unconsolidated_sediments 24.24000 5.16000 0.13930 -12.97140
50040000 metamorphics 46.19000 siliciclastic_sedimentary_rocks 40.35000 2.18000 0.12200 -12.74620
50047000 siliciclastic_sedimentary_rocks 84.88000 carbonate_sedimentary_rocks 15.01000 15.01000 0.23790 -10.71860
50146000 metamorphics 49.47000 mixed_sedimentary_rocks 35.13000 0.00000 0.11260 -14.01870
50150000 mixed_sedimentary_rocks 43.90000 metamorphics 41.54000 0.86000 0.13230 -13.89720
50191000 metamorphics 44.27000 mixed_sedimentary_rocks 35.39000 2.60000 0.12440 -13.78460
50250000 siliciclastic_sedimentary_rocks 63.55000 mixed_sedimentary_rocks 31.74000 0.00000 0.20690 -14.35290
50290000 siliciclastic_sedimentary_rocks 59.78000 mixed_sedimentary_rocks 23.97000 0.00000 0.18530 -14.10170
50330000 metamorphics 50.44000 acid_plutonic_rocks 28.40000 0.00000 0.06040 -13.00000
50380000 metamorphics 69.07000 acid_plutonic_rocks 17.11000 0.00000 0.04130 -13.03130
50420000 metamorphics 66.59000 acid_plutonic_rocks 13.99000 0.00000 0.04890 -13.00680
50430000 metamorphics 62.15000 unconsolidated_sediments 16.12000 0.00000 0.06410 -13.01560
50465000 metamorphics 56.96000 unconsolidated_sediments 20.04000 0.00000 0.05960 -13.28480
50540000 metamorphics 54.14000 acid_plutonic_rocks 19.26000 0.00000 0.05890 -13.56700
50595000 metamorphics 44.30000 mixed_sedimentary_rocks 19.69000 0.00000 0.09620 -13.37290
50620000 siliciclastic_sedimentary_rocks 42.39000 mixed_sedimentary_rocks 39.37000 0.00000 0.21140 -12.15150
50660000 siliciclastic_sedimentary_rocks 45.27000 mixed_sedimentary_rocks 30.23000 0.00000 0.19810 -12.21210
50720000 metamorphics 55.78000 siliciclastic_sedimentary_rocks 27.65000 0.00000 0.08170 -12.84070
50730000 siliciclastic_sedimentary_rocks 44.25000 mixed_sedimentary_rocks 41.15000 0.00000 0.19660 -12.86350
50740000 mixed_sedimentary_rocks 58.18000 siliciclastic_sedimentary_rocks 36.65000 0.00000 0.20850 -13.85060
50755000 siliciclastic_sedimentary_rocks 42.58000 metamorphics 26.94000 0.00000 0.15340 -13.36050
50785000 siliciclastic_sedimentary_rocks 49.66000 mixed_sedimentary_rocks 24.77000 0.00000 0.17140 -13.58160
50795000 siliciclastic_sedimentary_rocks 50.77000 mixed_sedimentary_rocks 24.09000 0.00000 0.17270 -13.59510
51060100 siliciclastic_sedimentary_rocks 57.95000 metamorphics 25.55000 0.00000 0.18550 -12.40230
51120000 unconsolidated_sediments 61.48000 siliciclastic_sedimentary_rocks 35.78000 0.00000 0.22100 -13.08170
51140000 siliciclastic_sedimentary_rocks 28.61000 unconsolidated_sediments 27.88000 1.05000 0.17500 -13.48340
51170000 mixed_sedimentary_rocks 51.06000 siliciclastic_sedimentary_rocks 23.20000 3.29000 0.20110 -13.00470
51230000 siliciclastic_sedimentary_rocks 52.13000 mixed_sedimentary_rocks 38.44000 2.08000 0.21320 -13.01980
51240000 siliciclastic_sedimentary_rocks 31.84000 mixed_sedimentary_rocks 30.56000 2.60000 0.19250 -13.20670
51280000 metamorphics 25.54000 siliciclastic_sedimentary_rocks 23.62000 1.88000 0.14860 -13.36380
51330000 metamorphics 34.86000 unconsolidated_sediments 20.07000 1.33000 0.12370 -13.48990
51350000 metamorphics 40.99000 unconsolidated_sediments 17.84000 1.13000 0.10800 -13.56590
51430000 metamorphics 50.49000 unconsolidated_sediments 14.37000 0.00000 0.09450 -13.22670
51440000 metamorphics 56.90000 acid_plutonic_rocks 14.52000 0.00000 0.07200 -13.47150
51460000 metamorphics 63.05000 acid_plutonic_rocks 19.23000 0.00000 0.04840 -13.70390
51560000 metamorphics 89.07000 unconsolidated_sediments 10.10000 0.00000 0.03160 -12.93030
51685000 metamorphics 68.81000 unconsolidated_sediments 25.54000 0.00000 0.06360 -13.23700
51750000 metamorphics 99.05000 basic_plutonic_rocks 0.95000 0.00000 0.01000 -13.00000
51795000 metamorphics 71.89000 unconsolidated_sediments 20.63000 0.00000 0.05340 -12.48730
51820000 metamorphics 95.11000 basic_plutonic_rocks 4.89000 0.00000 0.01000 -13.00000
51840000 metamorphics 84.06000 unconsolidated_sediments 10.42000 0.00000 0.03340 -13.00000
51870000 metamorphics 89.49000 acid_plutonic_rocks 5.41000 0.00000 0.01990 -13.00000
51940000 metamorphics 64.46000 basic_plutonic_rocks 35.51000 0.00000 0.01000 -13.00000
52050000 metamorphics 50.14000 siliciclastic_sedimentary_rocks 27.08000 0.00000 0.08290 -14.11060
52370000 metamorphics 58.44000 unconsolidated_sediments 35.46000 0.00000 0.08470 -13.30670
52404000 metamorphics 64.37000 unconsolidated_sediments 17.85000 0.00000 0.06600 -13.60940
52405000 metamorphics 63.33000 unconsolidated_sediments 16.47000 0.00000 0.06940 -13.62970
52570000 metamorphics 62.79000 unconsolidated_sediments 14.19000 0.00000 0.06360 -13.66930
52680000 metamorphics 66.27000 unconsolidated_sediments 13.46000 0.00000 0.05890 -13.65250
52695000 metamorphics 66.75000 unconsolidated_sediments 13.24000 0.00000 0.05810 -13.65420
52760000 metamorphics 61.85000 unconsolidated_sediments 38.05000 0.00000 0.09020 -13.41320
52790000 metamorphics 72.44000 unconsolidated_sediments 19.78000 0.00000 0.05170 -13.74290
52831000 metamorphics 67.81000 unconsolidated_sediments 13.50000 0.00000 0.05610 -13.65650
53050000 metamorphics 70.61000 basic_plutonic_rocks 28.74000 0.00000 0.01000 -14.10000
53091000 metamorphics 55.42000 basic_plutonic_rocks 24.12000 0.00000 0.01000 -13.92660
53125000 acid_plutonic_rocks 56.63000 metamorphics 43.30000 0.00000 0.01000 -14.10000
53140000 metamorphics 72.15000 acid_plutonic_rocks 24.81000 0.00000 0.01000 -14.10000
53160000 metamorphics 65.53000 acid_plutonic_rocks 16.50000 0.00000 0.01000 -14.10000
53170000 metamorphics 71.98000 acid_plutonic_rocks 20.23000 0.00000 0.01000 -14.10000
53180000 metamorphics 72.55000 acid_plutonic_rocks 19.71000 0.00000 0.01000 -14.10000
53540001 unconsolidated_sediments 55.93000 metamorphics 40.68000 0.00000 0.12820 -12.97080
53620000 unconsolidated_sediments 58.26000 metamorphics 37.16000 0.00000 0.13300 -12.98090
53630000 unconsolidated_sediments 58.76000 metamorphics 37.61000 0.00000 0.13390 -13.03380
53650000 unconsolidated_sediments 58.90000 metamorphics 36.87000 0.00000 0.13600 -13.05520
53780000 metamorphics 59.62000 unconsolidated_sediments 40.37000 0.00000 0.09480 -13.18890
53880000 metamorphics 50.25000 unconsolidated_sediments 43.17000 1.26000 0.10540 -13.30630
53950000 metamorphics 50.44000 unconsolidated_sediments 41.43000 1.39000 0.10400 -13.34880
54010005 metamorphics 38.51000 siliciclastic_sedimentary_rocks 34.74000 0.04000 0.14630 -13.34730
54110002 metamorphics 51.65000 unconsolidated_sediments 30.29000 0.00000 0.07470 -13.75500
54150000 metamorphics 50.16000 unconsolidated_sediments 26.42000 0.02000 0.10830 -13.54490
54165000 metamorphics 51.28000 unconsolidated_sediments 44.08000 0.00000 0.10250 -13.38320
54195000 metamorphics 53.54000 unconsolidated_sediments 26.75000 0.01000 0.09570 -13.56380
54230000 metamorphics 43.90000 unconsolidated_sediments 25.81000 0.00000 0.08600 -13.31010
54260000 metamorphics 43.57000 unconsolidated_sediments 32.34000 0.00000 0.08700 -13.11560
54300000 metamorphics 54.64000 acid_plutonic_rocks 26.06000 0.00000 0.05040 -13.00000
54390000 metamorphics 49.39000 unconsolidated_sediments 32.51000 0.00000 0.08420 -13.12520
54485000 metamorphics 51.59000 acid_plutonic_rocks 38.18000 0.00000 0.03100 -13.05110
54500000 metamorphics 56.21000 unconsolidated_sediments 25.66000 0.00000 0.06790 -13.15160
54580000 metamorphics 50.36000 unconsolidated_sediments 23.92000 0.01000 0.07680 -13.36510
54590000 acid_plutonic_rocks 85.23000 unconsolidated_sediments 13.25000 0.00000 0.03820 -12.99710
54710000 metamorphics 46.09000 acid_plutonic_rocks 24.25000 0.01000 0.07300 -13.35920
54730005 acid_plutonic_rocks 56.56000 metamorphics 41.98000 0.00000 0.01320 -13.56120
54770000 acid_plutonic_rocks 49.84000 metamorphics 29.82000 0.00000 0.05330 -13.42710
54780000 metamorphics 45.61000 acid_plutonic_rocks 28.24000 0.00000 0.06550 -13.43100
54950000 metamorphics 46.99000 acid_plutonic_rocks 28.58000 0.11000 0.06140 -13.46670
55330000 metamorphics 73.63000 acid_plutonic_rocks 25.71000 0.00000 0.01150 -13.08700
55340000 metamorphics 65.20000 acid_plutonic_rocks 30.55000 0.00000 0.02060 -12.92820
55360000 metamorphics 64.46000 acid_plutonic_rocks 34.92000 0.00000 0.01130 -12.98340
55370000 metamorphics 69.69000 acid_plutonic_rocks 26.07000 0.00000 0.02070 -12.89440
55380000 metamorphics 69.84000 acid_plutonic_rocks 23.50000 0.00000 0.02680 -12.83690
55460000 metamorphics 54.86000 acid_plutonic_rocks 27.42000 0.00000 0.05520 -12.59420
55520001 acid_plutonic_rocks 52.14000 metamorphics 47.83000 0.00000 0.01010 -12.99900
55560000 acid_plutonic_rocks 65.33000 metamorphics 33.99000 0.00000 0.01150 -12.98570
55610000 acid_plutonic_rocks 57.91000 metamorphics 41.88000 0.00000 0.01050 -12.99440
55630000 acid_plutonic_rocks 60.62000 metamorphics 37.06000 0.00000 0.01570 -12.94430
55660000 acid_plutonic_rocks 49.17000 metamorphics 43.08000 0.00000 0.02970 -13.08000
55699998 acid_plutonic_rocks 58.59000 metamorphics 35.27000 0.00000 0.02550 -12.88860
55790000 acid_plutonic_rocks 78.56000 metamorphics 20.96000 0.00000 0.01120 -12.97430
55895000 acid_plutonic_rocks 63.97000 metamorphics 35.49000 0.00000 0.01120 -12.99990
55900000 acid_plutonic_rocks 63.04000 metamorphics 36.96000 0.00000 0.01000 -13.00000
55920000 acid_plutonic_rocks 60.76000 metamorphics 38.10000 0.00000 0.01280 -12.97900
55960000 acid_plutonic_rocks 67.48000 metamorphics 26.89000 0.00000 0.02410 -12.89250
56028000 acid_plutonic_rocks 56.83000 metamorphics 20.40000 0.00000 0.01380 -13.97460
56055000 acid_plutonic_rocks 57.59000 metamorphics 40.32000 0.00000 0.01000 -14.00050
56065000 metamorphics 47.55000 acid_plutonic_rocks 44.55000 0.00000 0.02310 -12.84590
56075000 acid_plutonic_rocks 43.67000 metamorphics 42.13000 0.00000 0.01480 -13.73720
56085000 metamorphics 100.00000 nan 0.00000 0.00000 0.01000 -13.00000
56090000 metamorphics 80.93000 acid_plutonic_rocks 15.35000 0.00000 0.01830 -12.90110
56110005 metamorphics 58.92000 acid_plutonic_rocks 31.00000 0.00000 0.01370 -13.50920
56240000 metamorphics 65.70000 basic_plutonic_rocks 18.24000 0.00000 0.01000 -13.77680
56335001 metamorphics 67.94000 acid_plutonic_rocks 19.96000 0.00000 0.01220 -13.72120
56415000 metamorphics 60.62000 acid_plutonic_rocks 38.33000 0.00000 0.01080 -13.00000
56425000 metamorphics 66.64000 acid_plutonic_rocks 24.70000 0.00000 0.01430 -13.41430
56460000 metamorphics 51.19000 acid_plutonic_rocks 48.81000 0.00000 0.01000 -13.00000
56484998 acid_plutonic_rocks 58.16000 metamorphics 41.84000 0.00000 0.01000 -13.00000
56500000 acid_plutonic_rocks 90.61000 metamorphics 9.39000 0.00000 0.01000 -13.00000
56510000 acid_plutonic_rocks 64.08000 metamorphics 35.49000 0.00000 0.01050 -12.99810
56539000 metamorphics 62.13000 acid_plutonic_rocks 29.74000 0.00000 0.01820 -13.19530
56570000 acid_plutonic_rocks 92.94000 metamorphics 5.08000 0.00000 0.01440 -12.94650
56610000 metamorphics 47.98000 acid_plutonic_rocks 47.66000 0.00000 0.01970 -13.48640
56640000 metamorphics 60.99000 siliciclastic_sedimentary_rocks 27.88000 8.33000 0.07060 -13.98180
56659998 metamorphics 58.55000 acid_plutonic_rocks 27.44000 1.69000 0.03310 -13.70400
56696000 metamorphics 67.14000 acid_plutonic_rocks 23.48000 0.98000 0.02450 -13.40150
56719998 metamorphics 61.23000 acid_plutonic_rocks 29.98000 0.21000 0.02130 -13.18350
56750000 acid_plutonic_rocks 47.05000 siliciclastic_sedimentary_rocks 25.21000 0.00000 0.07840 -13.64740
56775000 acid_plutonic_rocks 54.71000 metamorphics 31.68000 0.00000 0.03810 -13.60020
56787000 acid_plutonic_rocks 46.76000 metamorphics 44.08000 0.00000 0.02180 -13.55200
56800000 acid_plutonic_rocks 90.64000 metamorphics 6.37000 0.00000 0.01800 -13.30170
56825000 acid_plutonic_rocks 59.43000 metamorphics 32.83000 0.00000 0.02540 -13.34380
56845000 acid_plutonic_rocks 94.84000 unconsolidated_sediments 3.14000 0.00000 0.01650 -12.92170
56846000 acid_plutonic_rocks 56.49000 metamorphics 41.29000 0.00000 0.01350 -12.95840
56850000 metamorphics 52.30000 acid_plutonic_rocks 39.55000 0.13000 0.02250 -13.22980
56860000 acid_plutonic_rocks 87.96000 metamorphics 4.27000 0.00000 0.02630 -13.15290
56870000 acid_plutonic_rocks 83.10000 metamorphics 11.43000 0.00000 0.02130 -12.93900
56891900 acid_plutonic_rocks 56.33000 metamorphics 38.05000 0.00000 0.02170 -13.28710
56915500 acid_plutonic_rocks 47.38000 metamorphics 44.59000 0.00000 0.02680 -13.37880
56920000 metamorphics 48.12000 acid_plutonic_rocks 44.33000 0.09000 0.02250 -13.28080
56940002 acid_plutonic_rocks 71.78000 metamorphics 25.88000 0.00000 0.01500 -13.16960
56960005 metamorphics 69.02000 acid_plutonic_rocks 30.98000 0.00000 0.01000 -13.00000
56976000 metamorphics 72.23000 acid_plutonic_rocks 25.99000 0.00000 0.01370 -12.98670
56978000 metamorphics 73.12000 acid_plutonic_rocks 25.04000 0.00000 0.01390 -13.02220
56983000 metamorphics 88.07000 acid_plutonic_rocks 11.93000 0.00000 0.01000 -13.00000
56988500 metamorphics 75.76000 acid_plutonic_rocks 22.26000 0.00000 0.01390 -13.06040
56989001 metamorphics 52.16000 acid_plutonic_rocks 42.86000 0.00000 0.02080 -13.36570
56990000 metamorphics 60.45000 acid_plutonic_rocks 35.81000 0.00000 0.01770 -13.39860
56990990 metamorphics 59.34000 acid_plutonic_rocks 40.66000 0.00000 0.01000 -13.56710
56991500 metamorphics 56.13000 acid_plutonic_rocks 43.87000 0.00000 0.01000 -13.38210
56992000 metamorphics 63.32000 acid_plutonic_rocks 34.03000 0.00000 0.01290 -13.53870
56993551 metamorphics 64.03000 acid_plutonic_rocks 29.11000 0.00000 0.02240 -13.69720
56994500 metamorphics 49.56000 acid_plutonic_rocks 43.93000 0.07000 0.02110 -13.32460
56994510 metamorphics 49.56000 acid_plutonic_rocks 43.93000 0.07000 0.02110 -13.32460
56995500 acid_plutonic_rocks 78.04000 metamorphics 21.96000 0.00000 0.01000 -13.11120
57040008 metamorphics 100.00000 nan 0.00000 0.00000 0.01000 -13.00000
57130000 metamorphics 56.64000 acid_plutonic_rocks 42.21000 0.00000 0.01000 -13.10820
57170000 metamorphics 67.51000 acid_plutonic_rocks 32.49000 0.00000 0.01000 -13.09180
57250000 metamorphics 98.49000 acid_plutonic_rocks 1.51000 0.00000 0.01000 -13.00000
57300000 metamorphics 69.93000 acid_plutonic_rocks 23.26000 0.00000 0.01940 -12.88840
57320000 acid_plutonic_rocks 68.04000 metamorphics 31.96000 0.00000 0.01000 -13.00000
57350000 metamorphics 64.52000 acid_plutonic_rocks 35.48000 0.00000 0.01000 -13.81260
57360000 metamorphics 62.46000 acid_plutonic_rocks 37.54000 0.00000 0.01000 -13.00000
57370000 metamorphics 72.86000 acid_plutonic_rocks 27.14000 0.00000 0.01000 -13.08690
57400000 metamorphics 65.47000 acid_plutonic_rocks 34.53000 0.00000 0.01000 -13.46190
57420000 metamorphics 97.65000 acid_plutonic_rocks 2.35000 0.00000 0.01000 -13.00000
57450000 metamorphics 68.57000 acid_plutonic_rocks 30.00000 0.00000 0.01000 -13.60740
57460000 metamorphics 71.16000 acid_plutonic_rocks 25.70000 0.00000 0.01000 -13.70480
57476500 acid_plutonic_rocks 72.90000 metamorphics 27.10000 0.00000 0.01000 -13.83990
57490000 acid_plutonic_rocks 70.84000 metamorphics 24.04000 0.00000 0.01000 -13.82680
57550000 acid_plutonic_rocks 61.08000 metamorphics 33.39000 0.00000 0.01390 -13.60000
57580000 metamorphics 56.88000 acid_plutonic_rocks 38.39000 0.00000 0.01300 -13.64930
57650000 metamorphics 66.04000 acid_plutonic_rocks 31.21000 0.00000 0.01520 -13.85150
57700000 metamorphics 83.40000 acid_plutonic_rocks 16.60000 0.00000 0.01000 -13.00000
57720000 metamorphics 79.29000 acid_plutonic_rocks 20.71000 0.00000 0.01000 -13.00000
57740000 metamorphics 96.00000 acid_plutonic_rocks 4.00000 0.00000 0.01000 -13.21660
57770000 metamorphics 94.77000 acid_plutonic_rocks 5.23000 0.00000 0.01000 -13.10720
57830000 metamorphics 80.83000 acid_plutonic_rocks 19.17000 0.00000 0.01000 -13.24070
57880000 acid_plutonic_rocks 60.38000 metamorphics 39.62000 0.00000 0.01000 -13.56210
57930000 metamorphics 72.78000 acid_plutonic_rocks 26.72000 0.00000 0.01100 -13.25650
58030000 metamorphics 63.63000 acid_plutonic_rocks 36.37000 0.00000 0.01000 -13.78680
58040000 metamorphics 60.92000 acid_plutonic_rocks 39.08000 0.00000 0.01000 -13.48740
58060000 metamorphics 57.07000 acid_plutonic_rocks 42.93000 0.00000 0.01000 -13.87200
58096000 metamorphics 59.26000 acid_plutonic_rocks 38.08000 0.00000 0.01560 -13.45850
58099000 metamorphics 59.37000 acid_plutonic_rocks 37.98000 0.00000 0.01560 -13.45610
58142200 metamorphics 79.01000 acid_plutonic_rocks 20.38000 0.00000 0.01050 -13.13850
58183000 metamorphics 52.41000 acid_plutonic_rocks 28.44000 0.00000 0.04400 -12.97580
58204000 metamorphics 51.50000 acid_plutonic_rocks 26.55000 0.00000 0.04970 -12.87050
58218000 metamorphics 50.99000 acid_plutonic_rocks 25.66000 0.00000 0.05250 -12.86270
58220000 metamorphics 71.77000 acid_plutonic_rocks 28.23000 0.00000 0.01000 -13.89990
58235100 metamorphics 52.93000 acid_plutonic_rocks 25.05000 0.00000 0.04970 -12.93580
58258000 metamorphics 52.48000 acid_plutonic_rocks 39.92000 0.00000 0.01040 -12.99600
58270000 metamorphics 54.27000 acid_plutonic_rocks 44.79000 0.00000 0.01150 -13.38040
58300000 metamorphics 54.35000 acid_plutonic_rocks 25.06000 0.00000 0.04580 -12.99970
58305001 metamorphics 54.15000 acid_plutonic_rocks 25.44000 0.00000 0.04560 -13.00290
58380001 metamorphics 52.46000 acid_plutonic_rocks 30.42000 0.00000 0.03980 -13.11080
58405000 acid_plutonic_rocks 100.00000 nan 0.00000 0.00000 0.01000 -14.03830
58420000 acid_plutonic_rocks 97.74000 metamorphics 2.26000 0.00000 0.01000 -13.68230
58425000 acid_plutonic_rocks 92.62000 metamorphics 7.38000 0.00000 0.01000 -13.52730
58434000 acid_plutonic_rocks 51.85000 metamorphics 48.15000 0.00000 0.01000 -14.09140
58440000 acid_plutonic_rocks 81.98000 metamorphics 18.02000 0.00000 0.01000 -13.62980
58470000 metamorphics 99.09000 basic_plutonic_rocks 0.91000 0.00000 0.01000 -13.00000
58480500 metamorphics 97.08000 acid_plutonic_rocks 2.56000 0.00000 0.01000 -13.00000
58500000 metamorphics 100.00000 nan 0.00000 0.00000 0.01000 -14.10000
58516500 metamorphics 93.11000 acid_plutonic_rocks 6.89000 0.00000 0.01000 -13.37740
58520000 metamorphics 92.47000 acid_plutonic_rocks 7.43000 0.00000 0.01000 -13.23090
58530000 metamorphics 64.47000 acid_plutonic_rocks 28.36000 0.00000 0.01000 -13.65670
58535000 metamorphics 71.38000 acid_plutonic_rocks 23.77000 0.00000 0.01000 -13.63400
58542000 metamorphics 92.02000 acid_plutonic_rocks 7.98000 0.00000 0.01000 -13.30520
58550001 metamorphics 89.22000 acid_plutonic_rocks 9.66000 0.00000 0.01000 -13.22930
58560000 metamorphics 67.67000 acid_plutonic_rocks 32.33000 0.00000 0.01000 -13.97870
58573000 metamorphics 68.87000 acid_plutonic_rocks 31.13000 0.00000 0.01000 -13.36180
58585000 metamorphics 81.94000 acid_plutonic_rocks 17.42000 0.00000 0.01000 -13.26710
58610000 metamorphics 52.79000 acid_plutonic_rocks 47.21000 0.00000 0.01000 -13.23190
58620000 metamorphics 83.01000 acid_plutonic_rocks 16.71000 0.00000 0.01000 -13.29990
58630002 metamorphics 58.69000 acid_plutonic_rocks 30.36000 0.00000 0.02890 -13.21190
58645000 acid_plutonic_rocks 83.59000 metamorphics 16.41000 0.00000 0.01000 -13.02370
58648001 acid_plutonic_rocks 57.48000 metamorphics 42.52000 0.00000 0.01000 -13.20190
58658000 acid_plutonic_rocks 59.64000 metamorphics 40.36000 0.00000 0.01000 -13.10850
58670002 metamorphics 67.40000 acid_plutonic_rocks 32.60000 0.00000 0.01000 -13.07920
58710000 metamorphics 79.17000 acid_plutonic_rocks 10.43000 0.00000 0.01290 -13.00570
58720000 metamorphics 70.14000 basic_plutonic_rocks 25.18000 0.00000 0.01000 -13.00000
58730001 metamorphics 77.76000 acid_plutonic_rocks 11.46000 0.00000 0.01270 -12.98760
58735000 metamorphics 83.83000 acid_plutonic_rocks 8.59000 0.00000 0.01190 -12.99130
58736000 metamorphics 92.30000 acid_plutonic_rocks 7.70000 0.00000 0.01000 -13.00000
58750000 metamorphics 90.12000 basic_plutonic_rocks 5.05000 0.00000 0.01000 -13.00000
58755000 metamorphics 93.88000 acid_plutonic_rocks 3.07000 0.00000 0.01000 -13.00000
58765001 metamorphics 97.22000 acid_plutonic_rocks 1.39000 0.00000 0.01000 -13.00000
58770000 metamorphics 90.45000 acid_plutonic_rocks 6.12000 0.00000 0.01080 -12.99660
58795000 metamorphics 63.58000 acid_plutonic_rocks 28.19000 0.00000 0.02350 -13.22570
58825000 acid_plutonic_rocks 96.56000 metamorphics 3.44000 0.00000 0.01000 -13.86520
58827000 acid_plutonic_rocks 82.11000 metamorphics 17.89000 0.00000 0.01000 -13.65260
58846000 acid_plutonic_rocks 66.54000 metamorphics 33.46000 0.00000 0.01000 -13.69290
