year month day precipitation_cpc
1980 01 01 11.520
1980 01 02 48.477
1980 01 03 4.960
1980 01 04 1.579
1980 01 05 0.260
1980 01 06 2.993
1980 01 07 0.076
1980 01 08 0.523
1980 01 09 1.365
1980 01 10 0.259
1980 01 11 4.276
1980 01 12 18.081
1980 01 13 27.971
1980 01 14 17.319
1980 01 15 13.084
1980 01 16 31.827
1980 01 17 24.930
1980 01 18 5.544
1980 01 19 4.148
1980 01 20 3.108
1980 01 21 2.699
1980 01 22 14.437
1980 01 23 1.150
1980 01 24 1.551
1980 01 25 8.560
1980 01 26 19.589
1980 01 27 32.707
1980 01 28 12.604
1980 01 29 7.907
1980 01 30 7.962
1980 01 31 0.991
1980 02 01 0.286
1980 02 02 10.663
1980 02 03 18.241
1980 02 04 2.189
1980 02 05 0.968
1980 02 06 0.000
1980 02 07 0.000
1980 02 08 0.574
1980 02 09 2.522
1980 02 10 5.414
1980 02 11 0.000
1980 02 12 1.290
1980 02 13 3.324
1980 02 14 14.375
1980 02 15 7.940
1980 02 16 9.971
1980 02 17 10.479
1980 02 18 5.024
1980 02 19 9.262
1980 02 20 19.000
1980 02 21 3.300
1980 02 22 4.696
1980 02 23 0.949
1980 02 24 2.017
1980 02 25 3.980
1980 02 26 1.036
1980 02 27 3.213
1980 02 28 3.430
1980 02 29 0.652
1980 03 01 0.031
1980 03 02 0.631
1980 03 03 0.249
1980 03 04 3.899
1980 03 05 0.173
1980 03 06 2.553
1980 03 07 0.026
1980 03 08 0.308
1980 03 09 0.000
1980 03 10 0.000
1980 03 11 0.000
1980 03 12 0.711
1980 03 13 0.027
1980 03 14 0.518
1980 03 15 10.521
1980 03 16 3.777
1980 03 17 0.000
1980 03 18 0.008
1980 03 19 0.096
1980 03 20 0.000
1980 03 21 0.043
1980 03 22 0.094
1980 03 23 0.039
1980 03 24 0.000
1980 03 25 0.016
1980 03 26 0.000
1980 03 27 0.000
1980 03 28 0.000
1980 03 29 0.000
1980 03 30 0.871
1980 03 31 2.928
1980 04 01 3.393
1980 04 02 0.000
1980 04 03 1.175
1980 04 04 1.406
1980 04 05 2.255
