year month day precipitation_cpc
1980 01 01 2.083
1980 01 02 1.937
1980 01 03 0.936
1980 01 04 16.408
1980 01 05 23.982
1980 01 06 12.279
1980 01 07 17.051
1980 01 08 4.006
1980 01 09 7.642
1980 01 10 11.998
1980 01 11 1.741
1980 01 12 0.000
1980 01 13 8.343
1980 01 14 8.395
1980 01 15 1.269
1980 01 16 1.244
1980 01 17 7.915
1980 01 18 0.940
1980 01 19 0.450
1980 01 20 0.860
1980 01 21 0.297
1980 01 22 0.056
1980 01 23 0.000
1980 01 24 0.709
1980 01 25 0.101
1980 01 26 0.392
1980 01 27 0.508
1980 01 28 10.766
1980 01 29 6.788
1980 01 30 9.441
1980 01 31 31.940
1980 02 01 22.985
1980 02 02 4.707
1980 02 03 5.052
1980 02 04 7.848
1980 02 05 13.685
1980 02 06 28.526
1980 02 07 8.237
1980 02 08 9.239
1980 02 09 6.408
1980 02 10 8.674
1980 02 11 5.278
1980 02 12 2.360
1980 02 13 1.927
1980 02 14 0.160
1980 02 15 4.067
1980 02 16 2.869
1980 02 17 17.596
1980 02 18 6.696
1980 02 19 19.084
1980 02 20 14.463
1980 02 21 8.944
1980 02 22 0.703
1980 02 23 0.948
1980 02 24 3.256
1980 02 25 5.413
1980 02 26 5.167
1980 02 27 4.538
1980 02 28 4.763
1980 02 29 1.554
1980 03 01 6.037
1980 03 02 4.779
1980 03 03 4.029
1980 03 04 5.696
1980 03 05 6.529
1980 03 06 4.354
1980 03 07 6.141
1980 03 08 6.645
1980 03 09 2.484
1980 03 10 1.126
1980 03 11 1.306
1980 03 12 1.396
1980 03 13 0.545
1980 03 14 0.436
1980 03 15 1.055
1980 03 16 0.874
1980 03 17 7.853
1980 03 18 1.225
1980 03 19 0.546
1980 03 20 3.049
1980 03 21 0.665
1980 03 22 0.458
1980 03 23 0.736
1980 03 24 3.140
1980 03 25 0.064
1980 03 26 0.354
1980 03 27 0.114
1980 03 28 0.000
1980 03 29 0.000
1980 03 30 0.000
1980 03 31 0.000
1980 04 01 0.000
1980 04 02 0.203
1980 04 03 0.636
1980 04 04 0.364
1980 04 05 0.349
1980 04 06 0.513
1980 04 07 0.022
1980 04 08 0.000
1980 04 09 0.059
1980 04 10 0.836
1980 04 11 0.132
1980 04 12 2.938
1980 04 13 0.106
1980 04 14 0.493
1980 04 15 0.000
1980 04 16 0.000
1980 04 17 0.043
1980 04 18 0.594
1980 04 19 1.248
1980 04 20 3.424
1980 04 21 3.908
1980 04 22 1.305
1980 04 23 2.291
1980 04 24 6.309
1980 04 25 9.971
1980 04 26 0.990
1980 04 27 1.946
1980 04 28 1.401
1980 04 29 4.040
1980 04 30 3.516
1980 05 01 1.169
1980 05 02 1.346
1980 05 03 0.187
1980 05 04 0.733
1980 05 05 1.404
1980 05 06 0.920
1980 05 07 0.793
1980 05 08 2.150
1980 05 09 2.610
1980 05 10 6.084
1980 05 11 2.167
1980 05 12 0.628
1980 05 13 3.131
1980 05 14 3.800
1980 05 15 3.384
1980 05 16 4.342
1980 05 17 30.376
1980 05 18 4.583
1980 05 19 15.106
1980 05 20 5.196
1980 05 21 1.029
1980 05 22 3.695
1980 05 23 1.827
1980 05 24 5.197
1980 05 25 5.291
1980 05 26 2.029
1980 05 27 6.401
1980 05 28 5.598
1980 05 29 3.819
1980 05 30 5.121
1980 05 31 2.564
