year month day evapotransp_gleam
1980 01 01 2.970
1980 01 02 3.524
1980 01 03 4.984
1980 01 04 4.753
1980 01 05 3.905
1980 01 06 4.299
1980 01 07 4.917
1980 01 08 2.923
1980 01 09 4.078
1980 01 10 3.668
1980 01 11 4.492
1980 01 12 4.200
1980 01 13 4.494
1980 01 14 4.023
1980 01 15 3.345
1980 01 16 4.758
1980 01 17 2.559
1980 01 18 3.190
1980 01 19 3.728
1980 01 20 4.255
1980 01 21 2.619
1980 01 22 4.688
1980 01 23 4.215
1980 01 24 3.983
1980 01 25 2.703
1980 01 26 1.698
1980 01 27 3.395
1980 01 28 4.370
1980 01 29 5.117
1980 01 30 4.135
1980 01 31 4.675
1980 02 01 3.357
1980 02 02 4.578
1980 02 03 4.169
1980 02 04 3.274
1980 02 05 4.380
1980 02 06 4.637
1980 02 07 5.126
1980 02 08 3.617
1980 02 09 2.461
1980 02 10 4.433
1980 02 11 3.872
1980 02 12 2.419
1980 02 13 3.994
1980 02 14 4.201
1980 02 15 4.620
1980 02 16 4.519
1980 02 17 4.115
1980 02 18 2.746
1980 02 19 2.486
1980 02 20 3.759
1980 02 21 3.243
1980 02 22 4.170
1980 02 23 4.088
1980 02 24 2.668
1980 02 25 4.555
1980 02 26 3.277
1980 02 27 1.819
1980 02 28 3.439
1980 02 29 3.416
1980 03 01 4.698
1980 03 02 4.407
1980 03 03 4.111
1980 03 04 3.921
1980 03 05 4.229
1980 03 06 4.585
1980 03 07 4.436
1980 03 08 4.440
1980 03 09 4.770
1980 03 10 3.822
1980 03 11 4.063
1980 03 12 4.208
1980 03 13 3.223
1980 03 14 3.143
1980 03 15 1.933
1980 03 16 2.661
1980 03 17 3.349
1980 03 18 3.274
1980 03 19 3.930
1980 03 20 3.439
1980 03 21 3.807
1980 03 22 3.706
1980 03 23 3.778
1980 03 24 3.468
1980 03 25 3.646
1980 03 26 3.705
1980 03 27 3.681
1980 03 28 3.399
1980 03 29 2.853
1980 03 30 2.756
1980 03 31 2.286
1980 04 01 2.739
1980 04 02 2.174
1980 04 03 2.793
1980 04 04 3.677
1980 04 05 3.586
1980 04 06 2.573
1980 04 07 3.194
1980 04 08 2.912
1980 04 09 3.672
1980 04 10 3.216
1980 04 11 3.409
1980 04 12 2.861
1980 04 13 2.056
1980 04 14 3.367
1980 04 15 1.279
1980 04 16 1.481
1980 04 17 2.335
1980 04 18 2.868
1980 04 19 2.655
