year month day evapotransp_gleam
1980 01 01 1.991
1980 01 02 1.615
1980 01 03 2.912
1980 01 04 3.421
1980 01 05 4.781
1980 01 06 4.728
1980 01 07 3.732
1980 01 08 3.439
1980 01 09 2.885
1980 01 10 2.483
1980 01 11 3.074
1980 01 12 2.740
1980 01 13 1.555
1980 01 14 2.960
1980 01 15 2.011
1980 01 16 1.141
1980 01 17 2.229
1980 01 18 2.061
1980 01 19 4.351
1980 01 20 4.398
1980 01 21 4.493
1980 01 22 2.965
1980 01 23 4.449
1980 01 24 3.784
1980 01 25 2.679
1980 01 26 3.304
1980 01 27 2.882
1980 01 28 3.140
1980 01 29 3.191
1980 01 30 4.566
1980 01 31 4.296
1980 02 01 2.601
1980 02 02 2.899
1980 02 03 3.821
1980 02 04 3.970
1980 02 05 4.817
1980 02 06 4.540
1980 02 07 4.945
1980 02 08 4.382
1980 02 09 4.388
1980 02 10 4.035
1980 02 11 4.280
1980 02 12 3.719
1980 02 13 2.450
1980 02 14 2.955
1980 02 15 3.535
1980 02 16 1.706
1980 02 17 2.416
1980 02 18 2.648
1980 02 19 3.155
1980 02 20 3.450
1980 02 21 3.544
1980 02 22 2.920
1980 02 23 4.200
1980 02 24 3.780
1980 02 25 3.910
1980 02 26 3.776
1980 02 27 4.052
1980 02 28 4.311
1980 02 29 4.295
1980 03 01 4.471
1980 03 02 3.828
1980 03 03 3.719
1980 03 04 3.497
1980 03 05 3.833
1980 03 06 4.155
1980 03 07 3.591
1980 03 08 3.782
1980 03 09 4.049
1980 03 10 3.911
1980 03 11 4.400
1980 03 12 2.953
1980 03 13 3.235
1980 03 14 3.929
1980 03 15 2.635
1980 03 16 4.358
1980 03 17 2.974
1980 03 18 2.870
1980 03 19 3.353
1980 03 20 3.461
1980 03 21 3.485
1980 03 22 3.836
1980 03 23 3.633
1980 03 24 3.310
1980 03 25 3.885
1980 03 26 3.549
1980 03 27 3.325
1980 03 28 3.090
1980 03 29 2.922
1980 03 30 3.213
1980 03 31 2.665
1980 04 01 2.222
1980 04 02 2.414
1980 04 03 1.680
1980 04 04 1.903
1980 04 05 2.353
1980 04 06 2.422
1980 04 07 2.799
1980 04 08 2.307
1980 04 09 2.702
1980 04 10 2.839
1980 04 11 2.821
1980 04 12 3.338
1980 04 13 3.421
1980 04 14 2.392
1980 04 15 2.519
1980 04 16 1.931
1980 04 17 2.461
1980 04 18 2.378
1980 04 19 3.391
1980 04 20 2.944
1980 04 21 2.348
1980 04 22 2.579
1980 04 23 2.062
1980 04 24 1.935
1980 04 25 1.735
1980 04 26 1.884
1980 04 27 2.269
1980 04 28 2.768
1980 04 29 1.571
1980 04 30 2.283
1980 05 01 2.153
1980 05 02 2.052
1980 05 03 1.492
1980 05 04 2.070
1980 05 05 2.127
1980 05 06 2.222
1980 05 07 2.053
1980 05 08 1.618
1980 05 09 2.208
1980 05 10 2.282
1980 05 11 2.129
1980 05 12 2.225
1980 05 13 1.577
1980 05 14 2.005
1980 05 15 1.563
1980 05 16 2.091
1980 05 17 1.973
1980 05 18 1.553
1980 05 19 1.678
1980 05 20 1.797
1980 05 21 1.793
1980 05 22 1.896
1980 05 23 1.077
1980 05 24 1.483
1980 05 25 1.414
1980 05 26 1.321
1980 05 27 1.495
1980 05 28 1.302
1980 05 29 1.447
1980 05 30 1.840
1980 05 31 1.734
1980 06 01 1.331
1980 06 02 1.396
1980 06 03 1.787
1980 06 04 0.849
1980 06 05 0.599
1980 06 06 1.343
1980 06 07 1.118
1980 06 08 1.023
1980 06 09 1.661
1980 06 10 1.589
1980 06 11 1.365
1980 06 12 1.496
1980 06 13 1.601
1980 06 14 0.742
1980 06 15 1.541
1980 06 16 0.557
1980 06 17 1.405
1980 06 18 1.211
1980 06 19 1.519
1980 06 20 1.051
1980 06 21 1.261
1980 06 22 0.994
1980 06 23 1.068
1980 06 24 1.426
1980 06 25 1.614
1980 06 26 1.612
1980 06 27 1.039
1980 06 28 0.813
1980 06 29 1.223
1980 06 30 1.507
1980 07 01 1.822
1980 07 02 1.358
1980 07 03 1.142
1980 07 04 1.095
1980 07 05 1.018
1980 07 06 0.876
1980 07 07 1.003
1980 07 08 1.630
1980 07 09 1.648
1980 07 10 1.640
1980 07 11 1.691
1980 07 12 1.745
1980 07 13 1.754
1980 07 14 1.523
1980 07 15 0.713
1980 07 16 0.981
1980 07 17 1.413
1980 07 18 1.461
1980 07 19 1.617
1980 07 20 1.834
1980 07 21 1.870
1980 07 22 1.716
1980 07 23 1.741
1980 07 24 0.828
1980 07 25 1.593
1980 07 26 1.709
1980 07 27 1.833
1980 07 28 1.865
1980 07 29 1.812
1980 07 30 1.929
1980 07 31 0.304
1980 08 01 0.782
1980 08 02 1.866
1980 08 03 1.719
1980 08 04 1.879
1980 08 05 1.487
1980 08 06 1.713
1980 08 07 1.995
1980 08 08 1.871
1980 08 09 2.036
1980 08 10 1.215
1980 08 11 1.683
1980 08 12 1.408
1980 08 13 0.691
1980 08 14 1.692
1980 08 15 1.460
1980 08 16 2.112
1980 08 17 2.144
1980 08 18 2.189
1980 08 19 2.157
1980 08 20 2.172
1980 08 21 2.156
1980 08 22 2.141
1980 08 23 2.144
1980 08 24 2.214
1980 08 25 2.554
1980 08 26 2.564
1980 08 27 0.792
1980 08 28 0.822
1980 08 29 1.765
1980 08 30 1.440
1980 08 31 2.357
1980 09 01 2.410
1980 09 02 2.470
1980 09 03 2.551
1980 09 04 2.102
1980 09 05 0.894
1980 09 06 0.930
1980 09 07 1.675
1980 09 08 2.507
1980 09 09 2.464
1980 09 10 2.065
1980 09 11 1.450
1980 09 12 1.658
1980 09 13 1.202
1980 09 14 2.059
1980 09 15 2.252
1980 09 16 1.297
1980 09 17 1.200
1980 09 18 1.324
1980 09 19 3.717
1980 09 20 3.589
1980 09 21 2.054
1980 09 22 1.672
1980 09 23 1.995
1980 09 24 0.843
1980 09 25 1.210
1980 09 26 1.525
1980 09 27 2.523
1980 09 28 1.106
1980 09 29 1.648
1980 09 30 2.129
1980 10 01 2.243
1980 10 02 1.878
1980 10 03 2.386
1980 10 04 2.534
1980 10 05 2.134
1980 10 06 1.410
1980 10 07 1.038
1980 10 08 1.383
1980 10 09 3.076
1980 10 10 1.931
1980 10 11 1.749
1980 10 12 1.515
1980 10 13 3.188
1980 10 14 2.138
1980 10 15 2.444
1980 10 16 2.810
1980 10 17 2.762
1980 10 18 3.351
1980 10 19 3.127
1980 10 20 3.292
1980 10 21 3.415
1980 10 22 3.668
1980 10 23 3.545
1980 10 24 2.084
1980 10 25 2.109
1980 10 26 2.599
1980 10 27 3.144
1980 10 28 3.450
1980 10 29 3.026
1980 10 30 3.094
1980 10 31 2.769
1980 11 01 0.991
1980 11 02 1.061
1980 11 03 1.538
1980 11 04 2.002
1980 11 05 2.549
1980 11 06 2.019
1980 11 07 3.563
1980 11 08 1.759
1980 11 09 1.828
1980 11 10 1.914
1980 11 11 3.620
1980 11 12 0.703
1980 11 13 1.282
1980 11 14 2.413
1980 11 15 3.846
1980 11 16 3.603
1980 11 17 3.758
1980 11 18 3.371
1980 11 19 3.644
1980 11 20 3.007
1980 11 21 3.839
1980 11 22 3.720
1980 11 23 3.224
1980 11 24 1.399
1980 11 25 2.499
1980 11 26 2.655
1980 11 27 2.419
1980 11 28 3.253
1980 11 29 3.716
1980 11 30 2.831
1980 12 01 1.189
1980 12 02 1.102
1980 12 03 2.203
1980 12 04 3.967
1980 12 05 3.591
1980 12 06 4.063
1980 12 07 3.729
1980 12 08 3.586
1980 12 09 3.373
1980 12 10 3.337
1980 12 11 4.217
1980 12 12 3.422
1980 12 13 2.477
1980 12 14 2.490
1980 12 15 4.499
1980 12 16 3.929
1980 12 17 3.347
1980 12 18 4.425
1980 12 19 4.137
1980 12 20 4.856
1980 12 21 4.209
1980 12 22 4.564
1980 12 23 4.369
1980 12 24 4.501
1980 12 25 4.270
1980 12 26 3.136
1980 12 27 3.522
1980 12 28 4.392
1980 12 29 2.686
1980 12 30 3.259
1980 12 31 2.275
1981 01 01 3.136
1981 01 02 3.396
1981 01 03 3.362
1981 01 04 4.556
1981 01 05 4.468
1981 01 06 4.969
1981 01 07 3.416
1981 01 08 3.254
1981 01 09 2.806
1981 01 10 2.416
1981 01 11 1.025
1981 01 12 0.975
1981 01 13 1.950
1981 01 14 1.759
1981 01 15 1.982
1981 01 16 3.684
1981 01 17 4.559
1981 01 18 4.646
1981 01 19 4.399
1981 01 20 4.250
1981 01 21 3.129
1981 01 22 1.874
1981 01 23 2.142
1981 01 24 4.063
1981 01 25 3.976
1981 01 26 4.186
1981 01 27 4.492
1981 01 28 4.159
1981 01 29 4.327
1981 01 30 4.377
1981 01 31 3.001
1981 02 01 4.392
1981 02 02 4.568
1981 02 03 4.388
1981 02 04 4.494
1981 02 05 4.343
1981 02 06 3.850
1981 02 07 3.417
1981 02 08 3.234
1981 02 09 3.662
1981 02 10 2.960
1981 02 11 2.299
1981 02 12 4.086
1981 02 13 4.250
1981 02 14 4.287
1981 02 15 4.389
1981 02 16 4.221
1981 02 17 4.017
1981 02 18 3.936
1981 02 19 4.227
1981 02 20 3.475
1981 02 21 3.840
1981 02 22 3.818
1981 02 23 3.689
1981 02 24 3.825
1981 02 25 3.848
1981 02 26 3.974
1981 02 27 3.999
1981 02 28 3.776
1981 03 01 3.626
1981 03 02 3.806
