year month day evapotransp_gleam
1980 01 01 4.069
1980 01 02 4.029
1980 01 03 4.124
1980 01 04 3.987
1980 01 05 3.577
1980 01 06 4.603
1980 01 07 3.246
1980 01 08 4.959
1980 01 09 2.258
1980 01 10 4.812
1980 01 11 4.103
1980 01 12 4.511
1980 01 13 3.913
1980 01 14 3.461
1980 01 15 3.854
1980 01 16 3.925
1980 01 17 4.763
1980 01 18 5.113
1980 01 19 5.326
1980 01 20 4.344
1980 01 21 4.266
1980 01 22 4.527
1980 01 23 5.126
1980 01 24 2.662
1980 01 25 1.943
1980 01 26 1.777
1980 01 27 4.396
1980 01 28 4.479
1980 01 29 3.412
1980 01 30 4.256
1980 01 31 2.259
1980 02 01 4.681
1980 02 02 3.434
1980 02 03 3.651
1980 02 04 4.608
1980 02 05 4.501
1980 02 06 4.739
1980 02 07 4.890
1980 02 08 4.494
1980 02 09 3.638
1980 02 10 3.405
1980 02 11 3.200
1980 02 12 2.620
1980 02 13 3.654
1980 02 14 4.194
1980 02 15 4.715
1980 02 16 5.106
1980 02 17 3.630
1980 02 18 3.553
1980 02 19 3.972
1980 02 20 3.392
1980 02 21 4.171
1980 02 22 4.838
1980 02 23 4.017
1980 02 24 2.564
1980 02 25 4.165
1980 02 26 3.306
1980 02 27 2.464
1980 02 28 3.018
1980 02 29 3.029
1980 03 01 4.518
1980 03 02 4.716
1980 03 03 4.024
1980 03 04 4.880
1980 03 05 4.778
1980 03 06 3.938
1980 03 07 4.651
1980 03 08 3.855
1980 03 09 4.402
1980 03 10 4.608
1980 03 11 3.772
1980 03 12 3.292
1980 03 13 3.824
1980 03 14 2.924
1980 03 15 2.616
1980 03 16 2.430
1980 03 17 3.434
1980 03 18 3.600
1980 03 19 3.729
1980 03 20 3.532
1980 03 21 3.175
1980 03 22 3.352
1980 03 23 3.525
1980 03 24 3.540
1980 03 25 3.359
1980 03 26 3.950
1980 03 27 3.962
1980 03 28 3.261
1980 03 29 3.322
1980 03 30 3.265
1980 03 31 2.073
1980 04 01 2.226
1980 04 02 2.544
1980 04 03 2.417
1980 04 04 2.590
1980 04 05 2.772
1980 04 06 2.526
1980 04 07 2.410
1980 04 08 1.898
1980 04 09 2.546
1980 04 10 2.663
1980 04 11 3.281
1980 04 12 2.543
1980 04 13 3.721
1980 04 14 4.076
1980 04 15 1.053
1980 04 16 2.324
1980 04 17 1.055
1980 04 18 2.432
1980 04 19 2.088
1980 04 20 2.301
1980 04 21 2.261
1980 04 22 1.978
1980 04 23 1.491
1980 04 24 1.786
1980 04 25 1.543
1980 04 26 1.187
1980 04 27 1.949
1980 04 28 2.119
1980 04 29 1.800
1980 04 30 2.093
1980 05 01 4.871
1980 05 02 1.988
1980 05 03 1.097
1980 05 04 1.422
1980 05 05 1.402
1980 05 06 1.522
1980 05 07 2.093
1980 05 08 2.023
1980 05 09 2.056
1980 05 10 1.473
1980 05 11 1.547
1980 05 12 1.722
1980 05 13 1.039
1980 05 14 1.149
1980 05 15 1.774
1980 05 16 1.649
1980 05 17 1.734
1980 05 18 0.711
1980 05 19 1.153
1980 05 20 2.135
1980 05 21 2.065
1980 05 22 2.731
1980 05 23 1.588
1980 05 24 1.308
1980 05 25 1.085
1980 05 26 1.212
1980 05 27 1.326
1980 05 28 1.307
1980 05 29 1.208
1980 05 30 1.266
1980 05 31 1.390
1980 06 01 1.530
1980 06 02 1.520
1980 06 03 0.898
1980 06 04 0.621
1980 06 05 0.680
1980 06 06 0.940
1980 06 07 1.149
1980 06 08 0.920
1980 06 09 1.132
1980 06 10 1.194
1980 06 11 1.074
1980 06 12 1.364
1980 06 13 1.662
1980 06 14 0.945
1980 06 15 0.758
1980 06 16 0.572
1980 06 17 0.881
1980 06 18 0.982
1980 06 19 1.897
1980 06 20 2.245
1980 06 21 2.052
1980 06 22 1.512
1980 06 23 0.715
1980 06 24 1.848
1980 06 25 4.030
1980 06 26 0.716
1980 06 27 0.593
1980 06 28 0.972
1980 06 29 1.082
1980 06 30 2.028
1980 07 01 3.213
1980 07 02 1.316
1980 07 03 1.535
1980 07 04 1.614
1980 07 05 0.636
1980 07 06 0.823
1980 07 07 0.633
1980 07 08 2.447
1980 07 09 2.429
1980 07 10 0.675
1980 07 11 0.879
1980 07 12 1.121
1980 07 13 1.163
1980 07 14 0.750
1980 07 15 0.831
1980 07 16 0.840
1980 07 17 1.036
1980 07 18 1.428
1980 07 19 1.223
1980 07 20 1.271
1980 07 21 1.591
1980 07 22 1.164
1980 07 23 0.913
1980 07 24 1.327
1980 07 25 1.105
1980 07 26 1.530
1980 07 27 2.893
1980 07 28 1.246
1980 07 29 4.859
1980 07 30 3.943
1980 07 31 1.167
1980 08 01 1.086
1980 08 02 1.182
1980 08 03 1.259
1980 08 04 1.198
1980 08 05 2.905
1980 08 06 2.620
1980 08 07 1.728
1980 08 08 0.706
1980 08 09 2.284
1980 08 10 2.910
1980 08 11 1.671
1980 08 12 1.481
1980 08 13 1.294
1980 08 14 1.764
1980 08 15 1.995
1980 08 16 1.979
1980 08 17 2.976
1980 08 18 2.411
1980 08 19 2.544
1980 08 20 3.727
1980 08 21 2.944
1980 08 22 3.882
1980 08 23 1.849
1980 08 24 1.944
1980 08 25 2.272
1980 08 26 1.895
1980 08 27 1.483
1980 08 28 1.133
1980 08 29 1.008
1980 08 30 1.458
1980 08 31 1.721
1980 09 01 2.667
1980 09 02 2.144
1980 09 03 2.306
1980 09 04 1.938
1980 09 05 1.708
1980 09 06 2.008
1980 09 07 2.248
1980 09 08 2.852
1980 09 09 2.321
1980 09 10 1.782
1980 09 11 2.285
1980 09 12 2.148
1980 09 13 2.247
1980 09 14 2.101
1980 09 15 2.917
1980 09 16 2.185
1980 09 17 1.460
1980 09 18 2.285
1980 09 19 2.654
1980 09 20 2.004
1980 09 21 2.688
1980 09 22 2.582
1980 09 23 2.189
1980 09 24 2.123
1980 09 25 2.241
1980 09 26 2.106
1980 09 27 2.356
1980 09 28 1.977
1980 09 29 1.398
1980 09 30 3.557
1980 10 01 1.930
1980 10 02 2.976
1980 10 03 3.457
1980 10 04 4.598
1980 10 05 1.655
1980 10 06 2.767
1980 10 07 0.785
1980 10 08 1.986
1980 10 09 3.234
1980 10 10 1.788
1980 10 11 2.067
1980 10 12 2.543
1980 10 13 2.959
1980 10 14 3.354
1980 10 15 3.168
1980 10 16 2.902
1980 10 17 2.513
1980 10 18 4.235
1980 10 19 4.068
1980 10 20 5.070
1980 10 21 3.346
1980 10 22 2.805
1980 10 23 1.593
1980 10 24 1.255
1980 10 25 2.027
1980 10 26 4.041
1980 10 27 3.646
1980 10 28 3.257
1980 10 29 1.550
1980 10 30 2.893
1980 10 31 3.903
1980 11 01 2.475
1980 11 02 2.671
1980 11 03 2.754
1980 11 04 3.162
1980 11 05 4.032
1980 11 06 3.948
1980 11 07 3.203
1980 11 08 4.479
1980 11 09 2.113
1980 11 10 3.397
1980 11 11 1.642
1980 11 12 2.331
1980 11 13 2.387
1980 11 14 4.376
1980 11 15 3.612
1980 11 16 4.654
1980 11 17 4.593
1980 11 18 3.797
1980 11 19 1.536
1980 11 20 3.532
1980 11 21 3.331
1980 11 22 3.891
1980 11 23 4.079
1980 11 24 2.141
1980 11 25 4.063
1980 11 26 3.638
1980 11 27 3.696
1980 11 28 1.998
1980 11 29 1.928
1980 11 30 2.306
1980 12 01 3.385
1980 12 02 4.459
1980 12 03 5.006
1980 12 04 4.475
1980 12 05 4.237
1980 12 06 3.756
1980 12 07 4.314
1980 12 08 4.782
1980 12 09 4.857
1980 12 10 4.959
1980 12 11 5.723
1980 12 12 2.789
1980 12 13 3.387
1980 12 14 5.330
1980 12 15 4.299
1980 12 16 4.280
1980 12 17 4.790
1980 12 18 5.818
1980 12 19 3.964
1980 12 20 3.968
1980 12 21 2.775
1980 12 22 2.724
1980 12 23 3.469
1980 12 24 2.661
1980 12 25 4.273
1980 12 26 4.012
1980 12 27 3.359
1980 12 28 4.272
1980 12 29 5.137
1980 12 30 4.623
1980 12 31 4.561
1981 01 01 5.457
1981 01 02 4.873
1981 01 03 4.907
1981 01 04 3.213
1981 01 05 2.205
1981 01 06 3.997
1981 01 07 3.627
1981 01 08 1.103
1981 01 09 1.891
1981 01 10 2.815
1981 01 11 2.864
1981 01 12 3.122
1981 01 13 5.287
1981 01 14 4.211
1981 01 15 3.842
1981 01 16 4.108
1981 01 17 3.623
1981 01 18 4.546
1981 01 19 3.669
1981 01 20 4.344
1981 01 21 3.906
1981 01 22 1.506
1981 01 23 2.308
1981 01 24 3.175
1981 01 25 2.632
1981 01 26 3.119
1981 01 27 3.927
1981 01 28 4.298
1981 01 29 5.032
1981 01 30 1.780
1981 01 31 1.913
1981 02 01 3.529
1981 02 02 4.903
1981 02 03 4.600
1981 02 04 4.860
1981 02 05 3.187
1981 02 06 2.491
1981 02 07 2.489
1981 02 08 4.516
1981 02 09 5.370
1981 02 10 4.942
1981 02 11 4.034
1981 02 12 4.887
1981 02 13 5.166
1981 02 14 3.113
1981 02 15 4.571
1981 02 16 3.387
1981 02 17 3.609
1981 02 18 4.058
1981 02 19 5.014
1981 02 20 3.867
1981 02 21 3.571
1981 02 22 3.615
1981 02 23 3.440
1981 02 24 4.178
1981 02 25 3.372
1981 02 26 4.571
1981 02 27 4.799
1981 02 28 4.280
1981 03 01 2.924
1981 03 02 3.418
1981 03 03 4.335
1981 03 04 1.778
1981 03 05 2.214
1981 03 06 3.504
1981 03 07 3.719
1981 03 08 3.885
1981 03 09 3.833
1981 03 10 2.758
1981 03 11 3.344
1981 03 12 3.109
1981 03 13 2.772
1981 03 14 2.995
1981 03 15 3.009
1981 03 16 1.759
1981 03 17 1.693
1981 03 18 2.023
1981 03 19 2.803
1981 03 20 2.561
