year month day evapotransp_gleam
1980 01 01 3.517
1980 01 02 2.479
1980 01 03 1.877
1980 01 04 4.852
1980 01 05 4.302
1980 01 06 3.605
1980 01 07 4.321
1980 01 08 4.447
1980 01 09 4.287
1980 01 10 4.384
1980 01 11 5.208
1980 01 12 2.779
1980 01 13 2.454
1980 01 14 2.922
1980 01 15 2.757
1980 01 16 2.199
1980 01 17 3.648
1980 01 18 4.480
1980 01 19 4.577
1980 01 20 5.132
1980 01 21 5.349
1980 01 22 5.583
1980 01 23 4.324
1980 01 24 4.758
1980 01 25 4.600
1980 01 26 3.539
1980 01 27 2.519
1980 01 28 3.788
1980 01 29 3.722
1980 01 30 3.916
1980 01 31 4.868
1980 02 01 4.810
1980 02 02 4.406
1980 02 03 4.323
1980 02 04 4.825
1980 02 05 4.203
1980 02 06 4.818
1980 02 07 4.580
1980 02 08 4.549
1980 02 09 4.180
1980 02 10 4.508
1980 02 11 4.371
1980 02 12 4.044
1980 02 13 4.437
1980 02 14 4.288
1980 02 15 4.334
1980 02 16 3.381
1980 02 17 3.311
1980 02 18 3.978
1980 02 19 3.744
1980 02 20 4.375
1980 02 21 4.001
1980 02 22 3.870
1980 02 23 4.733
1980 02 24 4.674
1980 02 25 4.151
1980 02 26 5.100
1980 02 27 4.049
1980 02 28 5.073
1980 02 29 4.920
1980 03 01 4.141
1980 03 02 4.159
1980 03 03 4.344
1980 03 04 3.899
1980 03 05 4.067
1980 03 06 3.977
1980 03 07 4.118
1980 03 08 4.269
1980 03 09 4.203
1980 03 10 4.141
1980 03 11 3.908
1980 03 12 3.789
1980 03 13 4.257
1980 03 14 4.571
1980 03 15 4.532
1980 03 16 3.554
1980 03 17 3.559
1980 03 18 3.482
1980 03 19 3.328
1980 03 20 3.878
1980 03 21 3.668
1980 03 22 3.332
1980 03 23 3.663
1980 03 24 3.440
1980 03 25 3.328
1980 03 26 3.626
1980 03 27 3.207
1980 03 28 3.104
1980 03 29 3.289
1980 03 30 3.879
1980 03 31 3.800
1980 04 01 2.634
1980 04 02 3.462
1980 04 03 3.589
1980 04 04 3.220
1980 04 05 0.906
1980 04 06 2.706
1980 04 07 3.195
1980 04 08 2.921
1980 04 09 3.542
1980 04 10 3.733
1980 04 11 3.997
1980 04 12 2.863
1980 04 13 4.809
1980 04 14 2.934
1980 04 15 5.504
1980 04 16 4.136
1980 04 17 3.201
1980 04 18 3.261
1980 04 19 3.237
1980 04 20 3.183
1980 04 21 3.134
1980 04 22 3.610
1980 04 23 3.644
1980 04 24 3.175
1980 04 25 2.552
1980 04 26 2.674
1980 04 27 2.984
1980 04 28 2.626
1980 04 29 2.409
1980 04 30 2.438
1980 05 01 2.749
1980 05 02 3.032
1980 05 03 2.740
1980 05 04 3.738
1980 05 05 1.306
1980 05 06 2.144
1980 05 07 2.155
1980 05 08 2.146
1980 05 09 2.436
1980 05 10 2.137
1980 05 11 2.178
1980 05 12 2.280
1980 05 13 3.056
1980 05 14 2.304
1980 05 15 2.236
1980 05 16 2.420
1980 05 17 2.275
1980 05 18 2.450
1980 05 19 2.886
1980 05 20 2.650
1980 05 21 2.872
1980 05 22 2.153
1980 05 23 2.380
1980 05 24 2.136
1980 05 25 1.800
1980 05 26 2.267
1980 05 27 2.500
1980 05 28 1.925
1980 05 29 1.988
1980 05 30 2.636
1980 05 31 1.973
1980 06 01 2.078
1980 06 02 1.910
1980 06 03 2.128
1980 06 04 1.091
1980 06 05 1.204
1980 06 06 1.975
1980 06 07 1.467
1980 06 08 1.842
1980 06 09 2.639
1980 06 10 1.843
1980 06 11 1.674
1980 06 12 1.683
1980 06 13 1.883
1980 06 14 1.814
1980 06 15 1.102
1980 06 16 2.107
1980 06 17 1.887
1980 06 18 1.748
1980 06 19 1.211
1980 06 20 2.086
1980 06 21 2.039
1980 06 22 1.632
1980 06 23 1.559
1980 06 24 1.034
1980 06 25 1.756
1980 06 26 1.643
1980 06 27 1.012
1980 06 28 1.429
1980 06 29 1.819
1980 06 30 1.834
1980 07 01 1.691
1980 07 02 1.714
1980 07 03 1.664
1980 07 04 1.727
1980 07 05 1.910
1980 07 06 1.362
1980 07 07 1.536
1980 07 08 1.763
1980 07 09 1.694
1980 07 10 1.853
1980 07 11 1.785
1980 07 12 1.829
1980 07 13 1.876
1980 07 14 1.815
1980 07 15 1.580
1980 07 16 0.879
1980 07 17 1.692
1980 07 18 1.730
1980 07 19 1.491
1980 07 20 2.117
1980 07 21 1.947
1980 07 22 1.380
1980 07 23 3.237
1980 07 24 1.370
1980 07 25 1.924
1980 07 26 2.007
1980 07 27 2.097
1980 07 28 2.050
1980 07 29 2.005
1980 07 30 2.139
1980 07 31 2.013
1980 08 01 2.265
1980 08 02 2.649
1980 08 03 1.692
1980 08 04 3.172
1980 08 05 2.570
1980 08 06 2.472
1980 08 07 2.423
1980 08 08 2.399
1980 08 09 2.075
1980 08 10 2.553
1980 08 11 2.394
1980 08 12 2.287
1980 08 13 2.074
1980 08 14 2.587
1980 08 15 2.276
1980 08 16 1.766
1980 08 17 2.514
1980 08 18 2.735
1980 08 19 2.641
1980 08 20 2.775
1980 08 21 2.668
1980 08 22 2.683
1980 08 23 2.661
1980 08 24 2.309
1980 08 25 2.882
1980 08 26 2.965
1980 08 27 1.832
1980 08 28 1.891
1980 08 29 1.810
1980 08 30 2.146
1980 08 31 2.404
1980 09 01 2.754
1980 09 02 2.787
1980 09 03 3.080
1980 09 04 2.768
1980 09 05 1.316
1980 09 06 1.176
1980 09 07 2.200
1980 09 08 2.521
1980 09 09 2.896
1980 09 10 2.643
1980 09 11 2.829
1980 09 12 2.489
1980 09 13 2.480
1980 09 14 2.346
1980 09 15 2.667
1980 09 16 2.963
1980 09 17 1.322
1980 09 18 1.866
1980 09 19 3.088
1980 09 20 2.951
1980 09 21 3.326
1980 09 22 3.229
1980 09 23 1.332
1980 09 24 1.100
1980 09 25 2.366
1980 09 26 1.167
1980 09 27 2.762
1980 09 28 1.940
1980 09 29 1.922
1980 09 30 2.574
1980 10 01 3.720
1980 10 02 3.723
1980 10 03 3.188
1980 10 04 2.840
1980 10 05 3.078
1980 10 06 3.092
1980 10 07 1.378
1980 10 08 2.074
1980 10 09 2.608
1980 10 10 1.811
1980 10 11 1.902
1980 10 12 2.323
1980 10 13 2.965
1980 10 14 3.180
1980 10 15 2.911
1980 10 16 2.458
1980 10 17 3.211
1980 10 18 3.547
1980 10 19 3.507
1980 10 20 3.635
1980 10 21 3.474
1980 10 22 3.489
1980 10 23 3.019
1980 10 24 2.410
1980 10 25 2.733
1980 10 26 3.546
1980 10 27 3.241
1980 10 28 3.214
1980 10 29 3.725
1980 10 30 3.277
1980 10 31 4.199
1980 11 01 1.860
1980 11 02 1.203
1980 11 03 2.337
1980 11 04 4.065
1980 11 05 3.752
1980 11 06 4.300
1980 11 07 3.435
1980 11 08 2.975
1980 11 09 1.147
1980 11 10 3.367
1980 11 11 3.174
1980 11 12 2.721
1980 11 13 1.601
1980 11 14 2.457
1980 11 15 2.965
1980 11 16 3.161
1980 11 17 5.025
1980 11 18 3.859
1980 11 19 2.968
1980 11 20 2.171
1980 11 21 3.684
1980 11 22 3.648
1980 11 23 3.537
1980 11 24 3.109
1980 11 25 2.423
1980 11 26 2.459
1980 11 27 3.458
1980 11 28 2.531
1980 11 29 3.179
1980 11 30 3.833
1980 12 01 2.362
1980 12 02 2.400
1980 12 03 2.078
1980 12 04 5.747
1980 12 05 3.197
1980 12 06 4.926
1980 12 07 4.432
1980 12 08 3.728
1980 12 09 3.629
1980 12 10 3.945
1980 12 11 5.504
1980 12 12 5.319
1980 12 13 4.027
1980 12 14 3.921
1980 12 15 3.391
1980 12 16 3.189
1980 12 17 3.738
1980 12 18 4.193
1980 12 19 4.407
1980 12 20 4.701
1980 12 21 5.006
1980 12 22 4.368
1980 12 23 5.086
1980 12 24 4.092
1980 12 25 3.989
1980 12 26 4.014
