year month day evapotransp_gleam
1980 01 01 0.670
1980 01 02 0.595
1980 01 03 1.069
1980 01 04 1.592
1980 01 05 0.892
1980 01 06 1.517
1980 01 07 1.659
1980 01 08 1.440
1980 01 09 1.315
1980 01 10 0.917
1980 01 11 0.858
1980 01 12 1.220
1980 01 13 1.437
1980 01 14 1.169
1980 01 15 0.931
1980 01 16 1.093
1980 01 17 1.161
1980 01 18 0.717
1980 01 19 1.610
1980 01 20 1.073
1980 01 21 0.722
1980 01 22 0.593
1980 01 23 0.710
1980 01 24 0.638
1980 01 25 0.541
1980 01 26 0.608
1980 01 27 0.621
1980 01 28 0.709
1980 01 29 0.519
1980 01 30 0.350
1980 01 31 0.399
1980 02 01 0.388
1980 02 02 0.431
1980 02 03 0.398
1980 02 04 0.353
1980 02 05 0.516
1980 02 06 1.927
1980 02 07 1.047
1980 02 08 1.477
1980 02 09 2.374
1980 02 10 3.207
1980 02 11 3.129
1980 02 12 2.729
1980 02 13 2.628
1980 02 14 2.804
1980 02 15 2.131
1980 02 16 1.439
1980 02 17 2.465
1980 02 18 2.546
1980 02 19 2.351
1980 02 20 2.881
1980 02 21 3.440
1980 02 22 2.541
1980 02 23 2.895
1980 02 24 3.064
1980 02 25 2.790
1980 02 26 2.439
1980 02 27 2.948
1980 02 28 2.133
1980 02 29 2.934
1980 03 01 2.336
1980 03 02 3.285
1980 03 03 3.166
1980 03 04 3.210
1980 03 05 3.723
1980 03 06 2.713
1980 03 07 2.898
1980 03 08 2.877
1980 03 09 2.561
1980 03 10 2.575
1980 03 11 2.822
1980 03 12 3.204
1980 03 13 3.024
1980 03 14 2.274
1980 03 15 3.457
1980 03 16 2.530
1980 03 17 3.183
1980 03 18 2.434
1980 03 19 2.436
1980 03 20 2.430
1980 03 21 2.755
1980 03 22 1.739
1980 03 23 2.347
1980 03 24 2.581
1980 03 25 2.364
1980 03 26 2.092
1980 03 27 2.110
1980 03 28 1.909
1980 03 29 2.195
1980 03 30 2.383
1980 03 31 2.247
1980 04 01 2.227
1980 04 02 2.330
1980 04 03 2.808
1980 04 04 2.963
1980 04 05 2.575
1980 04 06 2.148
1980 04 07 2.110
1980 04 08 1.912
1980 04 09 1.919
1980 04 10 1.766
1980 04 11 1.371
1980 04 12 1.996
1980 04 13 1.777
1980 04 14 1.789
1980 04 15 1.649
1980 04 16 1.538
1980 04 17 1.582
1980 04 18 2.403
1980 04 19 2.616
1980 04 20 1.711
1980 04 21 1.365
1980 04 22 1.251
1980 04 23 1.467
1980 04 24 1.789
1980 04 25 1.338
1980 04 26 1.743
1980 04 27 1.259
1980 04 28 1.283
1980 04 29 1.287
1980 04 30 1.432
1980 05 01 1.135
1980 05 02 1.598
1980 05 03 1.263
1980 05 04 1.476
1980 05 05 1.229
1980 05 06 1.121
1980 05 07 1.122
1980 05 08 1.247
1980 05 09 1.293
1980 05 10 0.990
1980 05 11 1.212
1980 05 12 0.950
1980 05 13 1.073
1980 05 14 1.364
1980 05 15 2.316
1980 05 16 2.547
1980 05 17 1.962
1980 05 18 1.865
1980 05 19 1.664
1980 05 20 1.513
1980 05 21 1.294
1980 05 22 1.202
1980 05 23 1.070
1980 05 24 1.302
1980 05 25 1.407
1980 05 26 1.273
1980 05 27 1.456
1980 05 28 1.068
1980 05 29 1.136
