year month day evapotransp_gleam
1980 01 01 3.783
1980 01 02 2.569
1980 01 03 2.974
1980 01 04 2.601
1980 01 05 2.460
1980 01 06 2.311
1980 01 07 4.000
1980 01 08 3.550
1980 01 09 3.495
1980 01 10 4.038
1980 01 11 3.948
1980 01 12 3.591
1980 01 13 2.545
1980 01 14 3.944
1980 01 15 2.572
1980 01 16 3.909
1980 01 17 3.134
1980 01 18 3.791
1980 01 19 3.632
1980 01 20 3.914
1980 01 21 3.775
1980 01 22 3.820
1980 01 23 4.055
1980 01 24 4.189
1980 01 25 3.924
1980 01 26 4.236
1980 01 27 4.443
1980 01 28 3.237
1980 01 29 2.405
1980 01 30 3.185
1980 01 31 3.484
1980 02 01 5.235
1980 02 02 5.508
1980 02 03 3.719
1980 02 04 9.207
1980 02 05 4.941
1980 02 06 1.883
1980 02 07 3.983
1980 02 08 4.439
1980 02 09 3.973
1980 02 10 4.218
1980 02 11 3.829
1980 02 12 4.663
1980 02 13 3.915
1980 02 14 3.415
1980 02 15 1.931
1980 02 16 2.096
1980 02 17 3.200
1980 02 18 4.504
1980 02 19 2.753
1980 02 20 4.069
1980 02 21 4.049
1980 02 22 4.636
1980 02 23 3.940
1980 02 24 4.085
1980 02 25 4.449
1980 02 26 3.916
1980 02 27 3.588
1980 02 28 3.867
1980 02 29 4.400
1980 03 01 3.953
1980 03 02 3.702
1980 03 03 4.467
1980 03 04 2.586
1980 03 05 3.459
1980 03 06 3.536
1980 03 07 4.058
1980 03 08 3.596
1980 03 09 3.634
1980 03 10 3.724
1980 03 11 4.219
1980 03 12 4.425
1980 03 13 3.455
1980 03 14 4.488
1980 03 15 4.240
1980 03 16 5.764
1980 03 17 3.986
1980 03 18 3.910
1980 03 19 3.722
1980 03 20 4.017
1980 03 21 3.334
1980 03 22 3.434
1980 03 23 3.121
1980 03 24 3.347
1980 03 25 2.987
1980 03 26 2.896
1980 03 27 3.186
1980 03 28 3.788
1980 03 29 3.742
1980 03 30 3.947
1980 03 31 3.638
1980 04 01 3.626
1980 04 02 3.665
1980 04 03 2.945
1980 04 04 3.490
1980 04 05 2.372
1980 04 06 3.178
1980 04 07 2.330
1980 04 08 3.068
1980 04 09 3.124
1980 04 10 3.280
1980 04 11 3.591
1980 04 12 3.525
1980 04 13 3.062
1980 04 14 3.433
1980 04 15 3.319
1980 04 16 2.943
1980 04 17 2.665
1980 04 18 3.916
1980 04 19 2.971
1980 04 20 3.242
1980 04 21 3.563
1980 04 22 3.635
1980 04 23 2.918
1980 04 24 3.299
1980 04 25 2.406
1980 04 26 2.230
1980 04 27 2.415
1980 04 28 2.482
1980 04 29 1.471
1980 04 30 2.245
1980 05 01 2.305
1980 05 02 2.325
1980 05 03 2.432
1980 05 04 2.711
1980 05 05 2.237
1980 05 06 3.864
1980 05 07 2.723
1980 05 08 2.786
1980 05 09 3.312
1980 05 10 2.910
1980 05 11 2.439
1980 05 12 3.777
1980 05 13 3.285
1980 05 14 2.900
1980 05 15 2.154
1980 05 16 2.903
1980 05 17 2.245
1980 05 18 1.746
1980 05 19 2.143
1980 05 20 2.338
1980 05 21 2.649
1980 05 22 2.750
1980 05 23 2.129
1980 05 24 1.687
1980 05 25 1.917
1980 05 26 2.596
1980 05 27 2.190
1980 05 28 2.513
1980 05 29 2.065
1980 05 30 1.845
1980 05 31 2.196
1980 06 01 1.915
1980 06 02 1.662
1980 06 03 2.209
1980 06 04 2.240
1980 06 05 2.569
1980 06 06 3.769
1980 06 07 2.719
1980 06 08 2.756
1980 06 09 2.381
1980 06 10 2.218
1980 06 11 1.678
1980 06 12 2.013
1980 06 13 2.241
1980 06 14 2.101
1980 06 15 1.645
1980 06 16 1.453
1980 06 17 1.593
1980 06 18 1.394
1980 06 19 1.258
1980 06 20 1.859
1980 06 21 2.014
1980 06 22 1.987
1980 06 23 1.515
1980 06 24 1.587
1980 06 25 1.283
1980 06 26 1.677
1980 06 27 2.115
1980 06 28 1.540
1980 06 29 1.931
1980 06 30 2.851
1980 07 01 2.139
1980 07 02 1.831
1980 07 03 2.140
1980 07 04 2.186
1980 07 05 3.467
1980 07 06 1.475
1980 07 07 1.276
1980 07 08 1.789
1980 07 09 2.076
1980 07 10 1.505
1980 07 11 1.932
1980 07 12 1.259
1980 07 13 1.727
1980 07 14 1.756
1980 07 15 2.293
1980 07 16 0.949
1980 07 17 1.174
1980 07 18 1.828
1980 07 19 1.482
1980 07 20 1.811
1980 07 21 1.857
1980 07 22 2.153
1980 07 23 2.026
1980 07 24 2.097
1980 07 25 0.943
1980 07 26 1.624
1980 07 27 1.848
1980 07 28 2.401
1980 07 29 2.710
1980 07 30 1.574
1980 07 31 2.055
1980 08 01 2.686
1980 08 02 1.859
1980 08 03 2.378
1980 08 04 2.450
1980 08 05 1.948
1980 08 06 1.488
1980 08 07 2.711
1980 08 08 1.895
1980 08 09 2.153
1980 08 10 1.847
1980 08 11 1.927
1980 08 12 2.214
1980 08 13 2.689
1980 08 14 2.650
1980 08 15 1.738
1980 08 16 2.088
1980 08 17 1.761
1980 08 18 1.997
1980 08 19 1.828
1980 08 20 2.080
1980 08 21 2.461
1980 08 22 1.882
1980 08 23 2.309
1980 08 24 1.951
1980 08 25 1.721
1980 08 26 2.438
1980 08 27 2.653
1980 08 28 2.385
1980 08 29 0.882
1980 08 30 0.752
1980 08 31 1.638
1980 09 01 1.516
1980 09 02 1.904
1980 09 03 2.221
1980 09 04 2.679
1980 09 05 1.780
1980 09 06 1.861
1980 09 07 2.189
1980 09 08 2.599
1980 09 09 4.310
1980 09 10 2.600
1980 09 11 2.428
1980 09 12 2.002
1980 09 13 1.422
1980 09 14 2.432
1980 09 15 2.258
1980 09 16 1.869
1980 09 17 2.079
1980 09 18 1.850
1980 09 19 2.577
1980 09 20 2.002
1980 09 21 2.554
1980 09 22 2.356
1980 09 23 1.006
1980 09 24 1.214
1980 09 25 1.478
1980 09 26 3.070
1980 09 27 1.041
1980 09 28 1.641
1980 09 29 1.556
1980 09 30 1.920
1980 10 01 2.292
1980 10 02 1.798
1980 10 03 1.743
1980 10 04 2.373
1980 10 05 2.282
1980 10 06 2.137
1980 10 07 2.208
1980 10 08 2.146
1980 10 09 2.417
1980 10 10 2.509
1980 10 11 2.422
1980 10 12 3.153
1980 10 13 2.878
1980 10 14 1.865
1980 10 15 2.398
1980 10 16 2.010
1980 10 17 3.656
1980 10 18 3.021
1980 10 19 2.709
1980 10 20 2.662
1980 10 21 2.453
1980 10 22 2.739
1980 10 23 2.586
1980 10 24 2.222
1980 10 25 2.243
1980 10 26 1.989
1980 10 27 2.446
1980 10 28 2.335
1980 10 29 2.534
1980 10 30 2.475
1980 10 31 2.483
1980 11 01 3.295
1980 11 02 1.300
1980 11 03 0.893
1980 11 04 1.246
1980 11 05 1.802
1980 11 06 1.566
1980 11 07 2.158
1980 11 08 2.963
1980 11 09 1.897
1980 11 10 2.712
1980 11 11 2.022
1980 11 12 2.026
1980 11 13 2.052
1980 11 14 2.360
1980 11 15 2.257
1980 11 16 2.389
1980 11 17 2.257
1980 11 18 2.185
1980 11 19 1.595
1980 11 20 2.074
1980 11 21 1.625
1980 11 22 2.389
1980 11 23 1.988
1980 11 24 1.906
1980 11 25 2.962
1980 11 26 3.300
1980 11 27 2.341
1980 11 28 4.296
1980 11 29 2.919
1980 11 30 4.469
1980 12 01 3.395
1980 12 02 3.669
1980 12 03 1.766
1980 12 04 3.239
1980 12 05 2.605
1980 12 06 3.738
1980 12 07 3.380
1980 12 08 2.975
1980 12 09 2.309
1980 12 10 2.542
1980 12 11 3.478
1980 12 12 2.987
1980 12 13 2.664
1980 12 14 2.947
1980 12 15 3.048
1980 12 16 3.605
1980 12 17 2.697
1980 12 18 3.575
1980 12 19 2.734
1980 12 20 3.206
1980 12 21 3.581
1980 12 22 3.698
1980 12 23 3.144
1980 12 24 3.032
1980 12 25 2.702
1980 12 26 3.435
1980 12 27 3.617
1980 12 28 3.192
1980 12 29 3.211
1980 12 30 3.247
1980 12 31 2.582
1981 01 01 1.841
1981 01 02 2.350
1981 01 03 2.608
1981 01 04 2.725
1981 01 05 2.653
1981 01 06 3.710
1981 01 07 2.997
1981 01 08 3.586
1981 01 09 2.905
1981 01 10 2.789
1981 01 11 2.882
1981 01 12 2.809
1981 01 13 2.173
1981 01 14 3.191
1981 01 15 2.580
1981 01 16 2.571
1981 01 17 2.686
1981 01 18 2.664
1981 01 19 2.662
1981 01 20 2.129
1981 01 21 2.827
1981 01 22 5.366
1981 01 23 3.581
1981 01 24 2.811
1981 01 25 2.949
1981 01 26 3.216
1981 01 27 3.452
1981 01 28 3.009
1981 01 29 2.404
1981 01 30 2.635
1981 01 31 2.271
1981 02 01 2.407
1981 02 02 2.620
1981 02 03 2.739
1981 02 04 2.102
1981 02 05 2.107
1981 02 06 1.780
1981 02 07 1.651
1981 02 08 2.453
1981 02 09 2.061
1981 02 10 2.882
1981 02 11 1.894
1981 02 12 1.659
1981 02 13 2.137
1981 02 14 1.639
1981 02 15 1.576
1981 02 16 1.832
1981 02 17 1.885
1981 02 18 1.452
1981 02 19 1.942
1981 02 20 2.675
1981 02 21 3.454
1981 02 22 2.157
1981 02 23 1.946
1981 02 24 2.253
1981 02 25 2.357
1981 02 26 2.432
1981 02 27 1.610
1981 02 28 1.524
1981 03 01 1.571
1981 03 02 1.463
1981 03 03 1.246
1981 03 04 1.383
1981 03 05 1.423
1981 03 06 1.137
1981 03 07 1.305
1981 03 08 3.867
1981 03 09 4.296
1981 03 10 4.506
1981 03 11 4.893
1981 03 12 3.668
1981 03 13 4.714
1981 03 14 3.641
1981 03 15 3.171
1981 03 16 2.604
1981 03 17 3.641
1981 03 18 4.359
1981 03 19 4.699
1981 03 20 5.067
1981 03 21 2.965
1981 03 22 5.121
1981 03 23 3.344
1981 03 24 6.096
1981 03 25 2.305
1981 03 26 3.249
1981 03 27 4.771
1981 03 28 2.098
1981 03 29 2.857
1981 03 30 2.722
1981 03 31 3.327
1981 04 01 4.707
1981 04 02 4.393
1981 04 03 3.665
1981 04 04 3.040
1981 04 05 3.567
1981 04 06 3.929
1981 04 07 4.007
1981 04 08 4.121
1981 04 09 3.765
1981 04 10 3.371
1981 04 11 2.911
1981 04 12 3.091
1981 04 13 2.293
1981 04 14 2.905
1981 04 15 2.502
1981 04 16 2.947
1981 04 17 3.832
1981 04 18 3.899
1981 04 19 1.791
1981 04 20 1.828
1981 04 21 2.178
1981 04 22 2.262
1981 04 23 1.825
1981 04 24 2.876
1981 04 25 3.398
1981 04 26 3.273
1981 04 27 3.367
1981 04 28 2.806
1981 04 29 3.083
1981 04 30 2.198
1981 05 01 2.976
1981 05 02 2.992
1981 05 03 3.561
1981 05 04 2.920
1981 05 05 2.374
1981 05 06 3.111
1981 05 07 2.873
1981 05 08 3.503
1981 05 09 3.009
1981 05 10 2.754
1981 05 11 2.433
1981 05 12 2.015
1981 05 13 2.154
1981 05 14 3.140
1981 05 15 2.533
1981 05 16 2.768
1981 05 17 2.054
1981 05 18 2.497
1981 05 19 2.141
1981 05 20 2.710
1981 05 21 2.494
1981 05 22 3.155
1981 05 23 3.243
1981 05 24 2.403
1981 05 25 1.670
1981 05 26 2.105
1981 05 27 2.038
1981 05 28 1.889
1981 05 29 2.023
1981 05 30 1.880
1981 05 31 1.401
1981 06 01 2.064
1981 06 02 2.609
1981 06 03 2.693
1981 06 04 2.979
1981 06 05 2.997
1981 06 06 2.041
1981 06 07 2.384
1981 06 08 1.943
1981 06 09 2.437
1981 06 10 1.649
1981 06 11 0.912
1981 06 12 1.577
1981 06 13 2.068
1981 06 14 1.847
1981 06 15 1.918
1981 06 16 2.717
1981 06 17 1.965
1981 06 18 1.732
1981 06 19 2.293
