gauge_id p_mean pet_mean et_mean aridity p_seasonality asynchronicity frac_snow high_prec_freq high_prec_dur high_prec_timing low_prec_freq low_prec_dur low_prec_timing
40740000 4.08363 2.80810 2.67558 0.68765 1.13917 0.05515 0.00000 21.10000 1.29052 djf 237.75000 5.40341 jja
40800001 4.09200 2.84950 2.67387 0.69636 1.15815 0.06100 0.00000 20.95000 1.33016 djf 235.15000 5.38717 jja
40810350 4.01132 2.92843 2.72582 0.73004 1.21131 0.07595 0.00000 25.25000 1.32546 djf 274.90000 6.30505 jja
40810800 4.02119 2.92843 2.72582 0.72825 1.21168 0.07595 0.00000 25.55000 1.34121 djf 277.55000 6.45465 jja
40811100 4.05789 2.92843 2.72582 0.72166 1.21372 0.07595 0.00000 24.50000 1.33152 djf 272.50000 6.28604 jja
40822995 3.98651 2.95903 2.66934 0.74226 1.22415 0.07815 0.00000 24.35000 1.35655 djf 270.75000 6.20986 jja
40823500 3.98180 2.95903 2.66934 0.74314 1.22549 0.07815 0.00000 23.40000 1.35260 djf 266.00000 6.06613 jja
40850000 3.96725 2.90282 2.61666 0.73170 1.18457 0.06562 0.00000 20.20000 1.36027 djf 231.50000 5.59855 jja
40975000 3.98066 3.01714 2.42885 0.75795 1.16467 0.09620 0.00000 21.75000 1.42157 djf 239.00000 5.44419 jja
41050000 3.92772 2.88438 2.52952 0.73436 1.13936 0.11140 0.00000 21.70000 1.36478 djf 240.20000 5.51550 jja
41135000 3.85045 3.03259 2.50957 0.78759 1.18550 0.08548 0.00000 17.40000 1.43802 djf 211.95000 6.02131 jja
41199998 4.23252 2.89973 2.86241 0.68511 1.15277 0.06050 0.00000 21.40000 1.30091 djf 245.50000 5.65017 jja
41260000 4.16901 2.93953 2.75793 0.70509 1.18366 0.06050 0.00000 21.25000 1.34494 djf 239.80000 5.77136 jja
41300000 4.00183 2.84449 2.89136 0.71080 1.18641 0.06995 0.00000 22.65000 1.41562 djf 256.35000 6.08907 jja
41380000 3.66890 2.99305 2.59072 0.81579 1.22184 0.06995 0.00000 24.40000 1.46547 djf 261.75000 6.56838 jja
41410000 3.94152 2.94405 2.70586 0.74693 1.20046 0.06395 0.00000 20.75000 1.43103 djf 239.15000 6.04678 jja
41440005 3.50622 3.04568 2.44240 0.86865 1.25719 0.07895 0.00000 24.65000 1.49848 djf 268.80000 6.60442 jja
41539998 3.47420 3.05919 2.44580 0.88055 1.26541 0.07895 0.00000 24.45000 1.47734 djf 266.20000 6.48477 jja
41650002 3.73382 2.97050 2.59315 0.79557 1.22332 0.07160 0.00000 20.80000 1.41017 djf 237.80000 6.28269 jja
41685000 3.19152 3.03763 2.20104 0.95178 1.27168 0.08277 0.00000 24.50000 1.44543 djf 265.35000 7.34025 jja
41780002 3.59009 3.05184 2.53452 0.85007 1.22118 0.07310 0.00000 22.40000 1.39130 djf 248.75000 6.73207 jja
41818000 3.62663 2.99286 2.53325 0.82524 1.22652 0.07210 0.00000 21.20000 1.41806 djf 236.25000 6.40244 jja
41890000 3.04327 3.05402 2.20849 1.00353 1.27859 0.08582 0.00000 23.55000 1.41867 djf 260.00000 7.38636 jja
41990000 3.44971 3.02091 2.41793 0.87570 1.24201 0.07851 0.00000 20.70000 1.38926 djf 234.30000 7.02549 jja
42089998 2.92827 3.03758 2.23388 1.03733 1.30572 0.09750 0.00000 25.10000 1.52584 djf 261.00000 8.20755 jja
42100000 2.88553 3.18258 2.19129 1.10295 1.32290 0.12577 0.00000 25.70000 1.45609 djf 274.90000 8.41960 jja
42187000 2.83096 3.13468 2.24022 1.10729 1.30598 0.13230 0.00000 24.80000 1.49849 djf 269.10000 8.48896 jja
42210000 3.59402 3.04368 2.44562 0.84687 1.21710 0.08829 0.00000 16.60000 1.48214 djf 212.10000 6.54630 jja
42250000 3.95943 3.10439 2.42836 0.78405 1.21051 0.11667 0.00000 23.75000 1.41369 djf 254.35000 5.94276 jja
42255000 3.84818 3.17901 2.46420 0.82611 1.20828 0.11765 0.00000 24.15000 1.37607 djf 255.15000 6.22317 jja
42257000 3.90939 3.16350 2.46527 0.80921 1.20813 0.11745 0.00000 21.70000 1.38217 djf 243.20000 6.21201 jja
42290000 3.89985 3.12982 2.41409 0.80255 1.20746 0.11360 0.00000 20.65000 1.44912 djf 232.45000 6.05339 jja
42395000 3.86699 3.11715 2.39581 0.80609 1.20155 0.11253 0.00000 20.55000 1.42215 djf 229.80000 6.16086 jja
42440000 3.85110 3.19291 2.42344 0.82909 1.20120 0.12308 0.00000 21.85000 1.36991 djf 251.05000 6.42894 jja
42490000 3.64519 3.12825 2.33382 0.85818 1.16366 0.14570 0.00000 19.95000 1.25472 djf 231.40000 6.71698 jja
42540000 3.64460 3.13032 2.32425 0.85889 1.16675 0.14570 0.00000 19.40000 1.27632 djf 230.30000 6.69477 jja
42546000 3.58964 3.14637 2.33569 0.87652 1.23409 0.14360 0.00000 21.95000 1.35494 djf 253.15000 6.91667 jja
42690001 3.70981 3.15612 2.34660 0.85075 1.20460 0.12534 0.00000 18.05000 1.38314 djf 221.35000 6.81077 jja
42750000 3.68440 3.16096 2.34005 0.85793 1.20724 0.12534 0.00000 18.20000 1.38403 djf 222.20000 6.78473 jja
42840000 3.75242 3.11332 2.39676 0.82968 1.18790 0.10230 0.00000 24.70000 1.40741 djf 261.30000 6.18462 jja
42930000 3.63854 3.16912 2.31911 0.87099 1.20886 0.12395 0.00000 18.30000 1.41313 djf 222.40000 6.90683 jja
43200000 3.58241 3.08676 2.39974 0.86164 1.22365 0.09901 0.00000 16.30000 1.48182 djf 209.45000 7.00502 jja
43300000 3.50887 3.22637 2.32405 0.91949 1.18141 0.16410 0.00000 20.35000 1.26398 djf 238.45000 7.45156 jja
43670000 3.34152 3.21468 2.35658 0.96204 1.22316 0.15217 0.00000 19.85000 1.35034 djf 234.85000 8.41756 jja
43675000 3.29619 3.24899 2.18034 0.98568 1.23377 0.13606 0.00000 23.40000 1.45342 djf 252.60000 7.54030 jja
43880000 3.29620 3.22419 2.31690 0.97815 1.22967 0.15083 0.00000 19.80000 1.34694 djf 234.80000 8.52269 jja
44200000 3.52098 3.11127 2.38377 0.88364 1.22893 0.10731 0.00000 15.25000 1.46635 djf 208.75000 7.12457 jja
44250000 3.01484 3.32136 2.28620 1.10167 1.24459 0.16530 0.00000 23.95000 1.56026 djf 263.40000 9.35702 jja
44290002 3.48522 3.12148 2.37419 0.89563 1.23136 0.10979 0.00000 15.30000 1.47826 djf 209.10000 7.29843 jja
44500000 3.44543 3.12653 2.36453 0.90744 1.23399 0.11187 0.00000 15.35000 1.49029 djf 209.35000 7.28174 jja
44540000 2.59721 3.30213 2.06763 1.27141 1.28683 0.17260 0.00000 25.90000 1.64968 djf 279.75000 9.48305 jja
44670000 2.56410 3.16474 2.09152 1.23425 1.34769 0.13963 0.00000 24.95000 1.59936 djf 267.20000 9.42504 jja
45131000 3.20020 3.27618 2.28465 1.02374 1.19994 0.17620 0.00000 21.20000 1.40864 djf 247.95000 9.35660 jja
45170001 3.07660 3.28715 2.07297 1.06844 1.17138 0.18705 0.00000 21.70000 1.40453 djf 250.25000 9.18349 jja
45210000 3.11357 3.28203 2.17176 1.05411 1.19177 0.18163 0.00000 21.55000 1.35962 djf 246.80000 9.47409 jja
45220000 2.90315 3.33387 2.23035 1.14836 1.24111 0.18160 0.00000 24.55000 1.54403 djf 266.75000 9.59532 jja
45260000 3.03791 3.29146 2.17385 1.08346 1.20620 0.18163 0.00000 21.55000 1.40850 djf 248.75000 9.64147 jja
45298000 3.26462 3.14539 2.30227 0.96348 1.24717 0.12134 0.00000 15.35000 1.49029 djf 210.90000 7.88411 jja
45480000 3.19171 3.15645 2.27388 0.98895 1.25064 0.12409 0.00000 15.10000 1.49505 djf 212.20000 8.14587 jja
45590000 3.05734 3.32237 2.20388 1.08669 0.80785 0.20760 0.00000 19.95000 1.33893 djf 241.50000 7.89216 jja
45770000 3.12076 3.30540 2.18377 1.05917 0.83259 0.20345 0.00000 19.40000 1.32877 djf 241.10000 8.22867 jja
45840000 3.14489 3.26755 2.17667 1.03900 1.03126 0.19723 0.00000 20.80000 1.34628 djf 245.65000 8.71099 jja
45880000 3.01617 3.27118 2.13772 1.08455 1.06584 0.19550 0.00000 20.40000 1.37838 djf 245.90000 9.14126 jja
45910001 3.00219 3.28679 2.21439 1.09480 0.92120 0.20274 0.00000 19.10000 1.35461 djf 238.15000 9.07238 jja
45960001 2.98226 3.28593 2.21318 1.10183 0.93410 0.20172 0.00000 19.20000 1.35211 djf 238.80000 9.13193 jja
46035000 3.15632 3.17283 2.26344 1.00523 1.24410 0.13236 0.00000 14.85000 1.49246 djf 209.95000 8.31485 jja
46105000 3.13390 3.17732 2.25866 1.01385 1.24302 0.13352 0.00000 14.90000 1.51269 djf 209.85000 8.27811 jja
46360000 3.04669 3.19112 2.23215 1.04741 1.24045 0.13494 0.00000 14.65000 1.53403 djf 210.20000 8.27559 jja
46455000 3.28929 3.29381 2.35613 1.00137 0.00491 0.24050 0.00000 18.05000 1.23630 djf 231.95000 7.34019 jja
46570000 3.60609 3.28205 2.24697 0.91014 0.04109 0.27090 0.00000 18.50000 1.27148 djf 233.85000 6.86784 jja
46610000 3.11801 3.33063 2.31831 1.06819 0.50877 0.23659 0.00000 17.35000 1.28519 djf 227.45000 8.09431 jja
46650000 3.08838 3.33331 2.31733 1.07931 0.55608 0.23576 0.00000 17.65000 1.27899 djf 228.85000 8.07231 jja
46770000 3.09714 3.47770 2.22647 1.12287 0.34003 0.28130 0.00000 20.40000 1.37838 djf 237.40000 7.00295 jja
46830000 3.00742 3.42827 2.26637 1.13994 0.55569 0.26600 0.00000 19.50000 1.35417 djf 232.70000 7.55519 jja
46902000 2.95713 3.35988 2.28724 1.13620 0.65667 0.22797 0.00000 17.95000 1.33955 djf 230.15000 8.46140 jja
47480000 1.61830 3.21181 1.41633 1.98468 1.05274 0.13515 0.00000 24.00000 1.76471 djf 282.20000 7.84979 jja
48020000 2.76388 3.27449 2.13565 1.18474 1.19503 0.15996 0.00000 13.60000 1.60000 djf 209.30000 8.92537 jja
48290000 2.71295 3.27337 2.10233 1.20657 1.19312 0.16225 0.00000 13.60000 1.60947 djf 209.80000 8.87104 jja
48590000 2.66222 3.27437 2.07055 1.22994 1.17640 0.16821 0.00000 13.50000 1.63636 djf 208.25000 8.82415 jja
49330000 2.56944 3.27716 2.01422 1.27544 1.14295 0.17436 0.00000 12.50000 1.67785 djf 207.70000 8.40891 jja
49370000 2.56079 3.27590 2.00816 1.27925 1.13845 0.17506 0.00000 12.25000 1.66667 djf 207.40000 8.37980 jja
49705000 2.54227 3.27429 1.99710 1.28794 1.11538 0.17762 0.00000 12.00000 1.64384 djf 205.05000 7.75236 jja
50040000 2.89036 3.35227 2.21774 1.15981 -0.51545 0.27030 0.00000 17.65000 1.23427 jja 264.25000 4.97178 son
50047000 3.16004 3.58008 2.75259 1.13292 -0.46367 0.25985 0.00000 18.25000 1.22074 mam 272.30000 5.41352 djf
50146000 1.38006 3.15296 1.15560 2.28466 0.44670 0.18475 0.00000 24.15000 1.43750 djf 290.35000 7.03879 son
50150000 1.45503 3.16042 1.16921 2.17206 0.36200 0.18867 0.00000 22.90000 1.41358 mam 283.55000 6.31514 son
50191000 1.66023 3.18108 1.32801 1.91604 0.02104 0.19465 0.00000 20.45000 1.37710 mam 263.55000 5.11251 son
50250000 1.71545 3.13380 1.67854 1.82681 -0.19531 0.21660 0.00000 24.15000 1.32329 jja 275.70000 5.32754 son
50290000 2.06071 3.16276 1.77906 1.53479 -0.27196 0.21660 0.00000 22.30000 1.30029 jja 261.55000 4.90713 son
50330000 1.90898 3.34938 1.65885 1.75454 0.57187 0.14435 0.00000 22.15000 1.42903 djf 286.60000 6.37597 son
50380000 2.01689 3.26491 1.85778 1.61878 0.52160 0.14800 0.00000 21.35000 1.41860 djf 278.00000 5.92119 son
50420000 1.90565 3.16359 1.63875 1.66011 0.65772 0.12827 0.00000 21.60000 1.48966 djf 288.90000 6.82172 son
50430000 1.99247 3.11602 1.68478 1.56389 0.62931 0.12310 0.00000 21.95000 1.49320 djf 283.60000 6.32330 son
50465000 1.78029 3.17322 1.66804 1.78242 0.57573 0.13555 0.00000 21.20000 1.43243 djf 276.45000 6.13651 son
50540000 1.53149 3.12548 1.46908 2.04081 0.47612 0.14374 0.00000 22.00000 1.49153 djf 275.10000 6.13378 son
50595000 1.59964 3.12137 1.51889 1.95129 0.33366 0.15525 0.00000 21.15000 1.47902 djf 266.45000 5.49948 son
50620000 2.02670 3.08199 1.84318 1.52069 0.03015 0.15370 0.00000 23.05000 1.32092 djf 266.50000 5.07136 son
50660000 2.38611 3.10257 2.02162 1.30027 -0.09528 0.17000 0.00000 19.80000 1.33784 mam 250.15000 4.48297 son
50720000 2.15006 3.05380 1.92828 1.42033 0.03868 0.14208 0.00000 22.55000 1.26331 djf 274.15000 5.31298 son
50730000 2.41607 3.08753 2.24465 1.27791 0.01286 0.16025 0.00000 21.65000 1.28107 djf 273.60000 5.27676 son
50740000 2.74548 3.08548 2.56693 1.12384 -0.07291 0.16025 0.00000 19.85000 1.25237 mam 270.80000 5.38370 son
50755000 2.67762 3.09164 2.30531 1.15462 -0.05625 0.16680 0.00000 19.45000 1.27961 mam 253.05000 4.57595 son
50785000 2.94565 3.13677 2.47980 1.06488 -0.11584 0.17740 0.00000 17.85000 1.26596 mam 244.85000 4.39193 son
50795000 2.99612 3.18744 2.59295 1.06386 -0.12018 0.17740 0.00000 17.95000 1.28674 mam 243.15000 4.34973 son
51060100 3.07853 3.22711 2.32902 1.04826 -0.14638 0.17330 0.00000 18.60000 1.25253 mam 269.10000 5.09177 son
51120000 2.33342 3.17785 2.08380 1.36188 0.90716 0.11440 0.00000 23.00000 1.65468 djf 277.70000 6.51114 jja
51140000 1.95857 3.17246 1.72196 1.61978 0.89558 0.12580 0.00000 22.00000 1.63569 djf 270.75000 6.46953 jja
51170000 2.05010 3.01783 1.86022 1.47204 0.63271 0.11750 0.00000 23.10000 1.51974 djf 279.85000 6.25363 son
51230000 2.29791 3.02227 1.92878 1.31523 0.89884 0.09980 0.00000 22.40000 1.65926 djf 282.40000 6.71581 jja
51240000 2.13540 3.09719 1.88839 1.45040 0.84092 0.11536 0.00000 22.30000 1.78400 djf 264.20000 5.87764 jja
51280000 2.03866 3.04360 1.77566 1.49294 0.84155 0.10875 0.00000 21.35000 1.78661 djf 264.80000 5.95726 jja
51330000 1.98169 3.01581 1.71518 1.52184 0.78318 0.10912 0.00000 21.15000 1.71255 djf 263.90000 5.97059 jja
51350000 1.95598 3.01647 1.69403 1.54218 0.73775 0.10746 0.00000 20.70000 1.70370 djf 262.05000 5.77203 son
51430000 1.87635 3.10943 1.64575 1.65717 0.61456 0.10865 0.00000 20.45000 1.50923 djf 279.10000 5.97645 son
51440000 1.72683 3.07871 1.51732 1.78286 0.59924 0.10865 0.00000 21.05000 1.56506 djf 277.80000 6.10549 son
51460000 1.66952 3.06318 1.49695 1.83477 0.50802 0.11145 0.00000 21.00000 1.48936 djf 273.50000 5.91991 son
51560000 3.00452 3.24159 2.30674 1.07890 0.03744 0.14740 0.00000 18.35000 1.25256 djf 254.90000 4.58041 son
51685000 2.11601 3.02272 2.02135 1.42850 0.44244 0.07265 0.00000 21.00000 1.45329 djf 265.60000 5.06387 son
51750000 3.45864 2.99032 3.01832 0.86459 0.09842 0.10865 0.00000 19.95000 1.28296 djf 263.05000 4.75678 son
51795000 3.88463 2.97147 3.38681 0.76493 0.03427 0.14120 0.00000 18.20000 1.25086 djf 243.75000 4.21713 son
51820000 3.13864 2.75770 3.39667 0.87863 0.19384 0.07590 0.00000 19.45000 1.30976 djf 256.10000 4.60612 son
51840000 2.44857 2.90649 2.59055 1.18701 0.36613 0.07600 0.00000 21.65000 1.31611 djf 283.50000 5.86350 son
51870000 2.85632 2.90649 2.59055 1.01756 0.25472 0.09233 0.00000 20.00000 1.29870 djf 261.90000 4.78793 son
51940000 3.96486 2.91006 3.75337 0.73396 0.04473 0.12500 0.00000 18.35000 1.23569 djf 265.15000 5.00755 son
52050000 2.57083 3.25332 1.90915 1.26547 0.91103 0.11770 0.00000 24.60000 1.64548 djf 271.90000 6.33800 jja
52370000 1.96349 3.06008 1.58867 1.55849 1.12360 0.09500 0.00000 24.25000 1.61667 djf 283.45000 8.49925 jja
52404000 1.92160 3.13097 1.61502 1.62935 1.10893 0.11376 0.00000 23.15000 1.71481 djf 276.70000 8.47473 jja
52405000 1.91124 3.11906 1.60796 1.63196 1.09265 0.11435 0.00000 23.35000 1.74906 djf 275.90000 8.26048 jja
52570000 1.85867 3.09768 1.56680 1.66661 1.06098 0.10862 0.00000 23.40000 1.75940 djf 274.25000 7.96081 jja
52680000 1.88914 3.07771 1.63123 1.62916 0.98540 0.10237 0.00000 22.85000 1.73764 djf 268.05000 6.80330 jja
52695000 1.90684 3.07187 1.65621 1.61098 0.96462 0.10008 0.00000 22.40000 1.73643 djf 266.25000 6.54982 jja
52760000 2.27892 2.98344 1.78548 1.30915 0.65695 0.05540 0.00000 22.45000 1.46254 djf 273.30000 5.74763 son
52790000 2.51460 2.90397 2.20944 1.15484 0.49538 0.05540 0.00000 20.70000 1.44251 djf 256.35000 4.76487 son
52831000 2.01677 3.04858 1.76387 1.51162 0.86237 0.09729 0.00000 20.95000 1.72428 djf 254.65000 5.55398 jja
53050000 3.65607 2.82602 3.22666 0.77297 0.21535 0.08340 0.00000 18.80000 1.32394 djf 256.65000 4.57487 son
53091000 3.88937 2.88706 3.52529 0.74229 0.19641 0.08340 0.00000 18.10000 1.29286 djf 249.45000 4.34961 son
53125000 2.51115 2.83266 2.09371 1.12803 0.58288 0.05522 0.00000 21.90000 1.46980 djf 278.80000 5.85100 jja
53140000 2.64477 2.83648 2.25387 1.07248 0.45714 0.05250 0.00000 20.35000 1.40345 djf 260.25000 4.79724 son
53160000 2.86253 2.77857 2.71353 0.97067 0.39067 0.05960 0.00000 20.45000 1.39116 djf 263.00000 4.84793 son
53170000 2.81916 2.82884 2.57613 1.00344 0.40659 0.05605 0.00000 19.75000 1.38596 djf 254.15000 4.54651 son
53180000 2.86518 2.82884 2.57613 0.98732 0.39492 0.05605 0.00000 19.75000 1.39085 djf 253.10000 4.50757 son
53540001 2.23546 3.09152 1.95141 1.38295 1.21521 0.11382 0.00000 24.30000 1.54286 djf 275.15000 8.58502 jja
53620000 2.24010 3.07232 1.96614 1.37151 1.20266 0.11382 0.00000 24.55000 1.55873 djf 273.10000 8.36447 jja
53630000 2.22167 3.03921 1.95955 1.36798 1.16008 0.10926 0.00000 22.85000 1.59233 djf 270.70000 8.06855 jja
53650000 2.20927 3.02738 1.95132 1.37031 1.12731 0.10348 0.00000 22.65000 1.61786 djf 268.95000 7.72845 jja
53780000 2.28896 2.98892 1.90306 1.30580 0.73442 0.06960 0.00000 22.60000 1.48197 djf 278.80000 6.36530 jja
53880000 2.27571 2.97877 1.97086 1.30894 0.95932 0.09116 0.00000 21.90000 1.61624 djf 256.40000 6.03294 jja
53950000 2.32813 2.97146 2.01734 1.27633 0.92000 0.09116 0.00000 21.40000 1.58519 djf 252.40000 5.57790 jja
54010005 3.11512 3.01004 2.34008 0.96627 1.25262 0.09635 0.00000 23.60000 1.47962 djf 253.40000 7.53046 jja
54110002 2.76202 3.17381 2.23417 1.14909 1.29387 0.11600 0.00000 25.20000 1.60510 djf 271.60000 8.70513 jja
54150000 2.89866 3.05814 2.27704 1.05502 1.26577 0.09738 0.00000 23.25000 1.57095 djf 253.55000 8.24553 jja
54165000 2.54458 3.13494 2.10187 1.23201 1.29241 0.10850 0.00000 25.60000 1.54683 djf 278.15000 8.46728 jja
54195000 2.75533 3.06020 2.22044 1.11064 1.26426 0.09779 0.00000 22.10000 1.60145 djf 253.85000 8.26873 jja
54230000 3.13007 2.88323 2.40530 0.92114 1.18935 0.06495 0.00000 24.45000 1.49085 djf 260.25000 7.10095 jja
54260000 3.00864 2.87464 2.35724 0.95546 1.19201 0.06127 0.00000 24.65000 1.49848 djf 256.85000 7.16457 jja
54300000 2.85092 2.95606 2.47490 1.03688 1.16313 0.04380 0.00000 25.00000 1.49254 djf 269.25000 6.79067 jja
54390000 2.87804 2.92262 2.31954 1.01549 1.19996 0.06082 0.00000 24.30000 1.57792 djf 255.25000 7.43086 jja
54485000 2.70901 2.97488 2.33105 1.09815 1.10422 0.04010 0.00000 25.25000 1.45115 djf 273.75000 7.10117 jja
54500000 2.79406 2.93085 2.31124 1.04896 1.18625 0.06010 0.00000 23.05000 1.57338 djf 254.75000 7.35209 jja
54580000 2.70028 3.00321 2.23017 1.11219 1.22452 0.07607 0.00000 22.25000 1.69847 djf 252.10000 7.91523 jja
54590000 2.51187 2.95204 2.21648 1.17524 1.06123 0.03528 0.00000 24.40000 1.47879 djf 278.90000 7.09669 jja
54710000 2.66579 2.99615 2.21953 1.12393 1.21249 0.07499 0.00000 22.20000 1.74118 djf 251.55000 7.84867 jja
54730005 2.64502 2.90720 2.15319 1.09912 0.95617 0.02820 0.00000 23.25000 1.48089 djf 269.70000 6.12955 jja
54770000 2.50246 2.93944 2.06666 1.17462 0.97534 0.07460 0.00000 23.40000 1.58108 djf 274.60000 6.74693 jja
54780000 2.65244 2.97749 2.19975 1.12255 1.15414 0.06915 0.00000 21.95000 1.66920 djf 245.20000 6.75482 jja
54950000 2.63460 2.96537 2.19436 1.12555 1.12027 0.06747 0.00000 21.70000 1.66284 djf 242.00000 6.33508 jja
55330000 2.66282 2.99760 2.43428 1.12572 0.87197 0.01695 0.00000 23.80000 1.46914 djf 278.50000 6.53756 jja
55340000 2.87437 2.91389 2.59705 1.01375 0.67588 0.02265 0.00000 22.10000 1.38994 djf 260.55000 5.26896 jja
55360000 2.83005 2.91937 2.67515 1.03156 0.65678 0.01717 0.00000 22.65000 1.41121 djf 273.30000 5.90919 jja
55370000 2.91678 2.92156 2.59147 1.00164 0.57220 0.02045 0.00000 21.90000 1.36449 djf 266.70000 5.47639 jja
55380000 2.94883 2.92156 2.59147 0.99075 0.53737 0.03120 0.00000 21.80000 1.36677 djf 265.15000 5.38376 jja
55460000 2.72110 2.91802 2.42055 1.07237 0.69652 0.00530 0.00000 22.95000 1.45714 djf 264.00000 5.46019 jja
55520001 2.97087 2.86452 2.58302 0.96420 1.01248 0.00000 0.00000 24.85000 1.43228 djf 266.30000 6.56720 jja
55560000 2.89295 2.91160 2.39055 1.00645 0.99074 0.00460 0.00000 24.45000 1.47734 djf 261.30000 6.18462 jja
55610000 2.97493 2.84332 2.39319 0.95576 0.91113 0.00000 0.00000 24.50000 1.47147 djf 267.60000 6.18728 jja
55630000 2.89685 2.88533 2.36742 0.99602 0.93744 0.00307 0.00000 23.85000 1.52396 djf 256.25000 5.85046 jja
55660000 2.78890 2.86630 2.28457 1.02775 0.80288 0.00000 0.00000 23.05000 1.42724 djf 267.70000 5.87061 jja
55699998 2.85907 2.88345 2.35832 1.00853 0.88194 0.00184 0.00000 23.10000 1.50980 djf 252.60000 5.63211 jja
55790000 2.91789 2.85961 2.34871 0.98003 0.92830 0.00000 0.00000 24.70000 1.46588 djf 277.55000 6.54599 jja
55895000 2.89181 2.85506 2.35642 0.98729 0.95673 0.00000 0.00000 25.05000 1.42735 djf 266.55000 6.26439 jja
55900000 2.86509 2.83920 2.36284 0.99096 0.94604 0.00000 0.00000 27.10000 1.45308 djf 283.10000 6.97291 jja
55920000 2.91746 2.82761 2.37216 0.96920 0.90967 0.00000 0.00000 24.80000 1.46313 djf 263.50000 6.07843 jja
55960000 2.94310 2.85528 2.39167 0.97016 0.88442 0.00000 0.00000 22.85000 1.43711 djf 256.05000 5.74747 jja
56028000 4.08785 2.74349 2.78384 0.67113 1.10414 0.03317 0.00000 22.30000 1.33533 djf 244.80000 5.40994 jja
56055000 4.25400 2.76185 2.60158 0.64924 1.09987 0.02488 0.00000 22.35000 1.31085 djf 246.55000 5.60978 jja
56065000 3.92363 2.73638 2.53491 0.69741 1.09121 0.00550 0.00000 22.30000 1.29275 djf 258.25000 5.74527 jja
56075000 4.08084 2.74895 2.68474 0.67362 1.10130 0.02200 0.00000 21.35000 1.30581 djf 237.65000 5.42580 jja
56085000 3.38520 2.70942 2.51755 0.80037 1.04334 0.00000 0.00000 22.90000 1.31232 djf 262.25000 5.77643 jja
56090000 3.66965 2.71222 2.52635 0.73909 1.06999 0.01100 0.00000 22.65000 1.31304 djf 260.50000 5.90034 jja
56110005 3.94149 2.73318 2.62881 0.69344 1.09159 0.01100 0.00000 20.40000 1.30769 djf 234.60000 5.44948 jja
56240000 4.13374 2.75714 2.76011 0.66698 1.11946 0.04460 0.00000 23.15000 1.33429 djf 248.00000 5.69460 jja
56335001 4.15925 2.73403 2.72266 0.65734 1.11945 0.04460 0.00000 23.15000 1.34593 djf 244.95000 5.72313 jja
56415000 3.58265 2.71409 2.51679 0.75756 1.07514 0.00490 0.00000 22.50000 1.33929 djf 247.95000 5.47956 jja
56425000 3.94232 2.73091 2.62237 0.69272 1.10083 0.02287 0.00000 19.70000 1.32660 djf 228.80000 5.56691 jja
56460000 3.74845 2.77834 2.50043 0.74120 1.07661 0.00000 0.00000 24.00000 1.35593 djf 259.40000 5.63301 jja
56484998 3.62196 2.79196 2.51205 0.77084 1.08803 0.00000 0.00000 23.10000 1.37092 djf 253.60000 5.66071 jja
56500000 3.58733 2.72745 2.53566 0.76030 1.08641 0.00368 0.00000 23.85000 1.33989 djf 263.00000 5.85095 jja
56510000 3.60872 2.79196 2.51205 0.77367 1.08874 0.00000 0.00000 23.20000 1.36873 djf 251.80000 5.60802 jja
56539000 3.81151 2.73953 2.59301 0.71875 1.09834 0.01666 0.00000 19.05000 1.32753 djf 225.10000 5.44377 jja
56570000 3.43050 2.84406 2.51702 0.82905 1.06663 0.00000 0.00000 24.40000 1.40230 djf 260.50000 5.88036 jja
56610000 4.23700 2.71555 2.89500 0.64091 1.15368 0.05290 0.00000 22.60000 1.39938 djf 249.75000 5.79466 jja
56640000 4.36434 2.85973 3.01474 0.65525 1.16450 0.05653 0.00000 22.15000 1.35890 djf 253.05000 5.89173 jja
56659998 4.16089 2.76648 2.89135 0.66488 1.16373 0.05160 0.00000 21.75000 1.39871 djf 244.95000 5.95985 jja
56696000 4.03544 2.78701 2.81656 0.69063 1.15725 0.04280 0.00000 21.85000 1.43750 djf 239.05000 5.71890 jja
56719998 3.82746 2.76338 2.65439 0.72199 1.11148 0.02111 0.00000 19.40000 1.40580 djf 223.20000 5.49754 jja
56750000 4.03451 2.90339 2.83457 0.71964 1.17308 0.06273 0.00000 24.60000 1.39773 djf 264.10000 6.89556 jja
56775000 4.03920 2.87080 2.85979 0.71074 1.17307 0.05725 0.00000 23.10000 1.40426 djf 248.00000 6.36714 jja
56787000 3.86914 2.82932 2.84843 0.73125 1.19151 0.06163 0.00000 23.50000 1.37830 djf 256.50000 6.32552 jja
56800000 3.74802 2.77801 2.78510 0.74119 1.14701 0.05573 0.00000 24.45000 1.39316 djf 256.80000 6.54268 jja
56825000 3.85951 2.82535 2.81047 0.73205 1.15790 0.05023 0.00000 21.85000 1.40514 djf 242.20000 6.29909 jja
56845000 3.61250 2.68091 2.62055 0.74212 1.11080 0.04680 0.00000 23.65000 1.42042 djf 262.40000 6.39220 jja
56846000 3.58501 2.76863 2.62343 0.77228 1.11493 0.04680 0.00000 24.25000 1.42647 djf 256.20000 6.34158 jja
56850000 3.76870 2.77948 2.67244 0.73752 1.12178 0.02936 0.00000 19.20000 1.37634 djf 221.65000 5.77966 jja
56860000 3.47606 2.70961 2.69980 0.77951 1.12379 0.05217 0.00000 24.60000 1.45562 djf 256.40000 6.49114 jja
