gauge_id sand_perc silt_perc clay_perc org_carbon_content bedrock_depth water_table_depth
55660000 43.47220 15.41600 41.06310 11.45330 1947.13280 3378.46890
55699998 43.18070 15.03100 41.74730 11.19290 1976.73210 3561.12190
55790000 45.33910 14.33410 40.26690 10.82210 1897.06110 3575.19800
55895000 44.77650 14.30670 40.86320 10.55940 2128.44680 3908.47550
55900000 44.56410 13.63400 41.75240 11.64890 2437.54410 3079.55970
55920000 45.10280 13.84440 40.99110 9.93150 2217.42410 3487.50110
55960000 45.37750 13.83960 40.72760 9.42520 2139.82220 3099.29730
56028000 39.08210 16.60000 44.29000 17.55730 2215.02470 2073.26390
56055000 38.73320 16.18770 45.01690 16.57600 2184.59110 2251.40990
56065000 39.56220 15.48280 44.89360 14.39280 2150.40470 1977.08850
56075000 39.09740 16.30660 44.54880 16.57270 2205.34120 2330.75190
56085000 39.42810 15.79140 44.69370 15.53610 2102.26550 2080.10840
56090000 38.73870 15.79950 45.39840 15.65300 2180.31950 2202.67370
56110005 39.12910 16.26190 44.56160 17.46960 2228.18670 2373.44930
56240000 39.97840 17.72260 42.29390 25.70500 2306.28440 3308.27600
56335001 39.85110 17.68150 42.46040 25.03250 2308.27290 3247.07130
56415000 40.14240 16.40180 43.40670 17.83900 2199.38310 2584.91420
56425000 39.52620 16.50690 43.92920 18.46460 2260.39650 2607.13650
56460000 38.62970 16.62690 44.69450 21.67950 2214.38460 2868.16460
56484998 39.00140 16.20380 44.74620 17.78030 2282.27890 2797.64040
56500000 38.94710 15.92750 45.07690 21.11530 2150.71720 2972.70450
56510000 39.12470 16.14960 44.67750 18.75440 2272.73070 2799.65020
56539000 39.75200 16.50330 43.70600 17.75900 2269.42630 2504.82180
56570000 39.61720 15.68010 44.65450 16.48580 2331.19960 2720.85690
56610000 38.06800 16.97380 44.89680 26.28960 2383.99500 2676.69510
56640000 41.15000 18.75940 40.09030 30.12570 2217.31580 2766.15450
56659998 39.20970 17.27160 43.48760 26.74360 2408.38680 2650.11710
56696000 39.84350 16.88420 43.25380 26.27610 2331.42970 2901.38950
56719998 39.88880 16.58390 43.49380 19.31120 2291.14830 2535.15550
56750000 39.30860 17.32610 43.32570 20.85770 2600.89340 2798.49600
56775000 39.50920 16.68680 43.76930 25.48220 2598.57450 2854.80350
56787000 39.27990 16.72940 43.95860 26.61340 2511.91230 2808.46200
56800000 36.03790 17.54100 46.35390 17.91770 2554.38120 2883.72170
56825000 38.99490 16.82190 44.14830 25.54260 2494.01270 3043.70450
56845000 36.81020 16.54060 46.59780 22.60050 2465.88670 2542.70850
56846000 39.06750 16.47630 44.42740 24.10240 2473.63020 2962.30640
56850000 39.70860 16.61660 43.64060 20.97180 2360.71930 2675.96340
56860000 36.53740 17.19190 46.20060 22.68000 2443.51850 3100.27200
56870000 37.05760 16.98820 45.90030 12.27350 2147.99520 2412.69310
56891900 39.70270 16.41760 43.82330 16.79010 2235.25550 2943.79650
56915500 43.07290 15.43500 41.44980 10.50870 2033.75550 3115.09800
56920000 39.99030 16.56170 43.40970 19.30350 2327.00450 2743.78780
56940002 41.27330 15.95140 42.73950 16.53290 2354.11480 2914.11660
56960005 37.35400 17.47130 45.12320 18.86480 2310.44420 3119.37120
56976000 38.68270 16.88630 44.37570 17.84690 2273.30700 3328.15320
56978000 38.73470 16.88610 44.32520 17.73270 2268.31820 3299.27440
56983000 39.05600 17.82670 43.07830 19.97960 2251.78520 3079.41890
56988500 40.29360 16.43940 43.21290 15.09660 2241.86520 3062.19000
56989001 42.39060 15.29080 42.28490 12.46070 2099.01270 2730.86780
56990000 40.92870 16.26440 42.76270 14.11210 2276.70000 3119.06590
56990990 43.02970 14.71930 42.19560 15.19780 2118.59980 3327.62090
56991500 42.75740 14.94130 42.25840 15.07540 2107.07620 3450.32900
56992000 42.76960 14.98590 42.19540 13.39610 2109.22310 3440.97820
56993551 43.31010 14.33620 42.29440 13.15590 2208.97790 3430.21980
56994500 40.55930 16.35500 43.04560 17.62110 2299.04810 2855.82790
56994510 40.55970 16.35490 43.04530 17.62060 2299.05520 2855.84950
56995500 44.70810 13.65610 41.58690 11.02110 2225.74050 3475.09190
57040008 45.30090 14.81110 39.83580 15.26030 1417.66390 3566.90670
57130000 43.17950 15.14660 41.61960 18.21460 1578.54530 3480.94600
57170000 43.68960 15.23310 41.02860 18.03420 1734.83350 3661.15210
57250000 46.41270 15.88670 37.64950 17.77660 1241.42350 3513.60740
57300000 46.91000 15.46900 37.57430 13.59600 1634.55920 3165.85240
57320000 46.93440 15.75140 37.24210 13.79530 1621.25270 3687.39190
57350000 42.94360 15.89570 41.11570 18.43790 1903.27610 3653.28830
57360000 41.22920 15.14750 43.57800 15.10670 2048.73030 3154.31560
57370000 41.31370 15.49100 43.15320 15.00890 2055.92310 3002.92900
57400000 42.30050 15.67800 41.97110 15.23680 1980.77840 3259.91690
57420000 41.31410 19.82550 38.86280 22.16060 2266.14860 3111.37370
57450000 42.63470 16.30340 41.01930 15.39520 2033.74050 3197.08810
57460000 43.02350 16.23310 40.69640 14.86540 2036.51800 3143.62030
57476500 41.41950 16.97940 41.56500 16.24890 1816.49170 3708.26870
57490000 42.58640 16.67890 40.70040 15.16940 1889.14510 3588.67950
57550000 43.16360 16.68290 40.11480 15.00960 1860.58300 3578.22570
57580000 43.60470 16.34960 40.00080 14.55300 2038.07670 3154.20110
57650000 45.76900 15.74880 38.44140 13.12940 2215.20440 2468.06490
57700000 40.32720 18.25530 41.38120 17.95570 2326.84670 3251.10130
57720000 41.50460 18.56010 39.93210 18.45920 2186.77830 2879.06340
57740000 41.47700 17.68240 40.81910 16.02890 2167.04100 3308.90160
57770000 43.25980 15.81900 40.87360 12.93620 2176.18740 3614.46800
57830000 42.26510 16.84780 40.84440 14.31070 2173.60210 3026.24940
57880000 43.68330 15.54660 40.72060 13.11290 1992.41800 3587.80980
57930000 43.03860 16.54930 40.36730 13.56340 2126.54550 3005.47310
58030000 44.82730 17.10690 38.03450 18.02040 2147.09090 3031.07740
58040000 44.51210 17.18880 38.30030 17.68300 2116.67260 2727.01760
58060000 47.63650 15.76290 36.59770 23.11710 1556.12290 2910.78680
58096000 44.66650 17.16570 38.17430 17.59790 1878.69930 2529.08640
58099000 44.66850 17.16310 38.17510 17.58750 1878.97340 2526.68660
58142200 44.04120 18.10360 37.85180 17.46420 1731.40340 2618.34450
58183000 44.78230 17.40520 37.80940 16.84790 1966.62660 2117.57930
58204000 44.90680 17.37820 37.70840 16.76600 2014.78890 2009.92950
58218000 44.98850 17.33620 37.66750 16.75440 2035.09690 1961.40680
58220000 43.80220 17.69000 38.48630 17.23170 2086.42280 2761.66990
58235100 44.99340 17.34240 37.65420 16.79130 2023.60430 1997.79300
58258000 44.87950 17.86690 37.19340 18.40040 1688.38560 2151.11470
58270000 46.01270 14.68130 39.20960 13.04250 1966.51880 2894.68260
58300000 45.09000 17.12760 37.76400 16.62150 2002.69190 2082.68180
58305001 45.08870 17.09650 37.79600 16.56170 2004.80110 2095.69450
58380001 44.89020 16.81640 38.26990 16.12050 1976.75540 2231.61140
58405000 42.21380 18.45860 39.31060 19.92660 1754.71700 3478.01650
58420000 40.10100 18.55880 41.32330 19.73560 1830.30110 3658.54320
58425000 39.89680 18.19080 41.89030 19.04740 1855.43320 3589.96700
58434000 40.36110 16.76740 42.82520 16.92560 1957.39970 2965.78180
58440000 40.53820 17.63680 41.79950 18.26020 1864.95990 3521.04150
58470000 39.95680 17.42370 42.60640 15.27390 2109.05810 2724.83930
58480500 40.29280 16.90900 42.77180 14.66700 2146.55480 2256.76480
58500000 40.38260 18.29550 41.34310 17.42600 2104.63960 2587.26140
58516500 40.30250 17.47110 42.20870 16.50630 2091.57590 2779.70450
58520000 40.41460 17.16920 42.39140 15.53370 2104.02030 2613.07630
58530000 42.65860 20.04080 37.30590 24.11630 1658.04340 2629.61810
58535000 42.74710 19.07990 38.16860 21.77590 1683.11100 2822.73790
58542000 42.57540 17.43230 39.98040 17.58550 1825.86990 2919.20800
58550001 43.51660 17.09230 39.34600 17.01460 1864.39980 3232.92810
58560000 42.83510 15.16230 41.94280 13.72210 1895.45960 2543.49640
58573000 44.52720 14.78960 40.59510 13.26030 1996.38750 2833.60430
58585000 43.61640 16.50700 39.82680 15.73590 1915.80330 3164.39460
58610000 41.04840 15.41510 43.49300 12.18000 2006.12550 2414.37870
58620000 41.73650 16.61780 41.60820 15.00880 2008.28340 2814.78860
58630002 43.64290 16.79530 39.53390 15.90500 1977.23830 2472.28150
58645000 39.61520 16.47620 43.86120 18.61260 2122.15310 3356.61850
58648001 39.68910 16.00940 44.24330 16.17280 2071.69520 3469.38400
58658000 40.47360 15.77460 43.68580 12.65960 2089.67390 2813.72760
58670002 40.46560 16.12770 43.34840 12.36110 1995.85490 2759.86800
58710000 39.97300 16.45110 43.54460 14.27230 2077.31300 2717.25370
58720000 39.24360 16.44790 44.25840 15.05780 2064.88900 3167.55980
58730001 40.29160 16.28520 43.38550 13.47760 2064.13610 2639.72230
58735000 40.53340 16.27680 43.14940 13.12650 2026.94670 2364.09000
58736000 42.29320 16.25280 41.39610 11.32240 1931.31730 1942.25560
58750000 39.25050 17.03200 43.69010 15.45060 2147.84400 2390.96090
58755000 39.47980 16.74040 43.73730 14.81380 2177.67080 2158.56670
58765001 40.37420 16.45170 43.13290 13.34580 2087.77730 2182.16590
58770000 40.93240 16.32580 42.69650 12.70070 2018.33650 2269.83390
58795000 42.93610 16.61810 40.41190 14.90110 1982.72510 2460.17200
58825000 40.43950 18.12310 41.42930 22.95040 2148.49920 3224.29700
58827000 39.91900 18.37370 41.69230 22.45850 2150.42030 3738.72870
58846000 39.27840 17.78570 42.91540 19.49110 2206.37610 3826.35770
58850000 39.68200 17.47220 42.82390 18.05280 2174.04160 3617.73870
58870000 39.62680 16.47740 43.84310 14.27310 2094.11290 3448.50960
58880001 42.74870 16.64060 40.57650 14.94640 1993.08370 2519.89890
58910000 41.39530 16.81100 41.77070 14.02070 2193.57470 3075.42510
58916000 40.16890 17.22470 42.58880 15.98260 2120.56450 3194.39760
58917000 41.32650 16.99190 41.65010 15.16110 2145.78270 2964.23870
58920000 42.32980 16.41810 41.21550 12.88850 2027.84030 2786.50370
58930000 40.27980 16.74630 42.93300 14.67300 2107.73870 2956.50330
58934000 41.07370 16.71370 42.16970 13.72010 2074.33000 2855.31440
58940000 42.02660 16.51880 41.41600 12.56750 2023.95470 2758.69560
58960000 42.31330 16.49500 41.15070 12.03540 2009.98140 2731.39650
58974000 42.80970 16.60690 40.54820 14.42770 2012.91210 2524.13960
59100000 44.03870 16.99320 38.95130 15.09790 1859.05790 2980.19600
59120000 42.95550 20.62520 36.40400 26.86330 1517.63590 3710.27510
59125000 42.93110 20.45340 36.60500 23.76900 1534.11220 4433.02500
59181000 46.30430 18.97690 34.71100 20.48630 1986.91850 2721.13910
59240000 47.50130 17.95410 34.53980 22.15980 1798.79800 2464.55210
59355000 46.69950 18.26260 34.98990 21.98230 1799.95960 2597.34940
59370000 46.43110 17.94820 35.60040 23.87640 1503.89490 3093.60950
59380000 43.84860 18.61540 37.57750 26.51470 1282.69660 3110.73060
60010000 42.19470 15.65600 42.10910 11.44890 2954.43440 1921.22670
60011000 41.80370 15.98340 42.17240 10.99510 2906.54340 1939.29670
60100000 39.32800 16.94700 43.67070 13.87170 2788.30380 2409.11270
60110000 41.80090 16.79630 41.36590 9.24310 2686.10630 2072.26390
60130000 40.65590 14.51290 44.77950 10.37180 2952.88170 2391.66910
60145000 41.14380 14.38620 44.41200 9.76820 3296.64080 3122.28370
60220000 44.79010 15.95670 39.21390 12.77890 2913.52010 2627.15830
60250000 43.88770 15.09800 40.96040 12.08140 2610.64790 2484.39490
60265000 42.82170 15.44950 41.67700 11.95710 2783.24750 2454.97480
60381000 40.43460 14.27390 45.25020 12.33300 4107.32580 1635.45520
60435000 43.88850 15.20200 40.87510 9.87170 4318.25180 2047.61400
60435100 48.92590 15.44970 35.64810 8.75400 4547.45240 1087.97200
60435200 45.99080 14.20020 39.80070 10.95890 4375.85100 2648.58760
60435300 46.75820 15.12420 38.10130 8.21900 4368.88240 3495.56240
60436000 45.47720 14.95290 39.54830 10.00050 4377.54800 2287.51890
60471200 42.52950 16.87980 40.53810 10.15670 3954.82520 1515.80840
60473000 41.86690 15.06470 43.06730 9.94440 4859.07820 2485.86870
60476100 42.78820 16.08590 41.10280 10.18750 4330.55490 2074.26930
60477400 43.59540 15.69520 40.71670 13.36730 3870.40170 1889.99410
60477600 42.99840 15.93890 41.02690 12.48030 4187.71100 1895.34040
60478500 42.42180 15.22010 42.31590 11.88840 4241.43420 2012.78930
60478600 37.97190 16.11590 45.85600 13.96850 4126.64740 2847.95700
60490000 43.87520 15.96960 40.13660 10.79190 4177.05740 2002.11100
60500000 43.30000 16.48460 40.20490 10.14410 3801.53750 2152.19990
60615000 42.06840 14.87210 43.02510 9.82560 3739.60260 1735.83340
60635000 42.61400 17.95580 39.40470 10.26410 3257.07670 2783.85130
60640000 42.82430 17.83890 39.31600 9.69930 3282.49780 2603.78130
60642000 42.36250 17.95850 39.66770 10.27650 3287.43880 2277.81990
60650000 43.38650 17.56150 39.03450 9.77340 3410.35780 2394.69640
60653000 42.05920 14.84350 43.01000 10.82550 4024.07720 1995.68920
60654000 41.89480 17.84740 40.23550 9.16320 3268.53500 2659.78530
60665000 46.78460 15.97170 37.20570 7.91640 3279.47760 2406.60530
60680000 43.81330 17.42770 38.73700 8.97430 3345.10080 2208.32720
60715000 43.35920 18.14610 38.46750 8.36440 3191.18320 2422.52220
60750000 46.98430 15.96310 37.02140 8.40480 3125.79290 1921.28290
60765000 45.72810 16.38820 37.86100 8.64660 3083.39210 1482.27520
60772000 44.09670 17.24610 38.63560 8.85030 3134.71210 1748.25620
60774000 43.14650 13.60060 43.21460 12.88560 3449.53390 2315.43330
60778000 47.62820 12.42810 39.93930 11.88690 3618.93000 2390.20310
60781000 46.09070 13.19360 40.71070 12.01950 3408.78070 2153.47690
60790000 46.18820 13.61350 40.19060 11.88550 3293.06740 2072.73500
60798000 44.95340 14.28550 40.75090 11.39720 3096.00510 1989.36200
60810000 36.13360 17.35410 46.50650 10.79010 3161.04110 1932.27040
60850000 50.19400 13.57540 36.21700 9.25180 2463.01890 2076.20770
60855000 52.02440 13.36120 34.61040 9.17930 2353.52420 1975.01130
60910000 46.01690 13.56200 40.40080 13.60340 3696.51660 2070.01110
60925001 59.44620 11.93360 28.63170 9.04690 1697.67300 1832.50310
60930000 46.02360 14.21190 39.74970 14.15500 3532.00980 829.61970
60940000 49.99290 13.15970 36.84420 13.36240 3334.64540 1328.20200
60950000 56.17420 11.81900 31.98860 11.09280 2458.50650 1578.19950
60960000 49.62710 12.23030 38.12960 11.75640 2786.71730 1547.10360
60968000 53.80260 11.70710 34.46850 11.99220 2492.39860 1463.45940
60970000 54.40440 11.78360 33.79180 11.78780 2387.60450 1520.11140
61009000 40.74270 18.45700 40.81150 19.40870 2062.57510 2741.43330
61012000 40.55860 17.50350 41.92360 17.69410 2128.37200 2291.81330
61014000 40.53340 21.06670 38.41420 21.90660 2037.32440 2764.95350
61024000 40.63450 20.15920 39.21690 21.61930 2067.60920 2971.63490
61031000 39.60710 18.52040 41.86730 20.56450 2204.84410 3291.41010
61045000 39.45810 17.99750 42.50760 16.67430 2186.40730 2533.56930
61052000 39.77510 17.66050 42.54650 16.43610 2186.79160 2606.36630
61060000 40.02060 18.58180 41.38680 18.29410 2151.98620 2714.23720
61075000 39.72430 18.08320 42.19290 17.24680 2177.90420 2318.09810
61078000 40.35610 17.89030 41.74830 17.72630 2176.57520 2265.20520
61085000 41.65440 16.38360 41.98860 19.43770 2221.12550 1966.54990
61090000 41.12320 16.46910 42.40350 19.95470 2197.04990 2055.03030
61100000 39.53450 16.87510 43.55980 16.22840 2174.53210 2252.61970
61105000 39.85350 16.92240 43.18750 18.66070 2156.48920 2113.10940
61107000 40.48910 16.66960 42.81980 18.70700 2164.92300 2078.47630
61115000 39.27360 16.67440 44.01210 25.58660 2278.50130 2007.25350
61122000 39.28970 17.17540 43.48940 18.70010 2088.39360 1736.83880
61135000 40.60660 16.63640 42.72550 18.38210 2148.47770 2125.27500
61173000 37.76530 17.50000 44.71100 15.69790 2123.07150 2495.50890
61175000 38.32640 17.73120 43.92350 14.72690 2138.37050 2396.25110
61250000 44.84440 19.16850 35.98380 20.63700 1847.53750 2552.04910
61267000 39.27070 21.90390 38.82630 21.35360 1743.00000 3011.95560
61271000 40.94430 20.58070 38.47730 20.55400 1853.59570 2707.29480
61280000 39.90720 19.79170 40.31170 21.04640 2322.49120 2431.08860
61285000 40.22560 19.11800 40.66580 20.04750 2324.53110 2552.63950
61295000 40.31580 18.56070 41.12530 18.52900 2068.08180 2284.85580
61305000 40.60490 19.19820 40.20130 18.67500 2142.68610 2507.30840
61320000 41.60670 19.52330 38.86190 19.17250 1818.96590 2855.98410
61343000 39.73180 19.29780 40.96700 20.19040 2334.64440 2553.17210
61350000 40.87630 19.02510 40.09610 18.80820 2093.13620 2601.69410
61370000 40.28290 19.09700 40.61800 16.76250 2277.21890 2141.89400
61390000 41.66150 17.92910 40.41460 15.55360 2198.75000 2235.54170
61410000 40.60740 18.87690 40.51900 17.52560 2185.60850 2390.41990
61460000 39.81950 19.67370 40.50550 18.72580 2203.47240 2475.31530
61473000 40.19700 19.41770 40.38690 19.46170 2242.85700 2871.63740
61500000 40.31430 18.06310 41.63120 18.39660 2220.16410 2487.39450
61510000 39.79830 19.20480 40.99780 18.10710 2241.72960 2494.93690
61520000 40.56130 18.45640 40.98080 14.23300 2220.65750 1954.39870
61537000 39.81510 18.83330 41.35030 16.82990 2205.47500 2350.80910
61565000 40.84580 16.98520 42.20150 17.82840 2340.82970 2259.87470
61610000 41.05010 16.80340 42.17970 14.96310 2236.54020 2316.74160
61700000 43.73730 15.61000 40.63240 13.44390 2245.56580 2076.03650
61770000 44.52240 15.11400 40.31250 12.37650 1812.51100 1986.01980
61795000 44.11740 15.27690 40.57640 9.56750 2482.68620 1766.30190
61815000 41.92920 16.04960 42.04630 13.30360 2041.15740 3177.39730
61826000 40.50830 17.10300 42.37910 12.41840 1766.08340 2565.50710
61830000 41.09400 17.03400 41.86320 13.30200 1820.48770 2417.10270
61886000 43.02990 16.55270 40.40300 13.95330 1593.91230 2305.47210
61902000 42.79580 15.91600 41.26610 12.74820 1466.11250 1984.37770
61910000 43.02020 15.69120 41.26580 12.52870 1445.22820 2098.01560
61912000 42.96330 15.65290 41.36120 12.36510 1449.06420 2101.12920
61915000 42.01070 15.90560 42.06580 12.18600 1412.47650 2064.77010
61953001 53.33190 13.22750 33.46230 9.07600 1066.59910 1902.65660
61956001 53.72690 12.79680 33.48910 9.10400 1046.13690 2122.71180
62420000 52.54200 12.48680 34.93780 10.32570 1228.18160 1823.36430
62477100 47.52220 14.81210 37.63600 14.29910 1524.61760 1714.62630
62490000 46.03970 15.22020 38.71980 15.59870 1349.57930 2734.78930
62600000 42.05070 18.37580 39.58410 17.09040 1656.38000 2409.21710
62615000 42.73080 17.72670 39.55730 16.34780 1584.21820 2423.75010
62622000 40.78610 17.79240 41.42150 15.80610 1575.75500 2536.02700
62625000 41.81480 17.38760 40.79910 15.23490 1485.04580 2720.38570
62670000 42.81300 18.09730 39.08860 16.08170 1580.05220 2657.10720
62715000 45.53000 15.22510 39.23600 12.95940 1339.90240 2070.39130
62760005 47.32390 13.11450 39.50400 11.88710 1403.24700 1738.19800
62760150 47.95850 13.37750 38.63100 12.58710 1419.60250 1442.65940
62767500 45.50830 13.89420 40.55270 12.26690 1319.59380 1959.39410
63250000 66.84300 9.58040 23.59690 9.23850 1516.14160 2551.72540
63350100 66.14760 9.69790 24.15720 9.80410 1469.63640 2447.09940
63790000 62.87250 9.86270 27.25540 9.05120 1085.75420 2148.35760
63950010 45.70730 13.47840 40.79030 9.76450 1376.38290 1322.79840
63950100 49.43990 12.57810 37.96110 9.59870 1315.41700 1467.19690
63955000 58.38540 10.78990 30.79880 9.47860 1214.81450 2238.62600
63970000 60.44020 10.53560 29.00200 9.48240 1242.97880 2444.86880
64040000 40.33780 19.45660 40.22570 15.77350 1197.62630 3946.09950
64065000 44.16870 16.94700 38.89210 15.41690 1312.51030 2154.89080
64075000 44.89170 16.43770 38.66870 14.93420 1263.42670 2431.13610
64231000 38.05600 20.55300 41.38890 17.01810 1164.14810 3179.80350
64315000 43.26560 15.46420 41.24230 13.88670 1207.69630 2539.73160
64327000 53.30910 12.55640 34.12650 10.43320 926.10480 2849.27880
64346000 58.56080 10.40780 31.02040 9.48370 935.37580 2239.61850
64360000 37.84220 20.50250 41.64110 15.93620 1106.54820 3099.32330
64362000 40.51290 19.78300 39.69070 14.14290 1089.69340 2812.50340
64370000 39.88380 19.22850 40.87480 13.72430 1073.28670 2958.18180
64380000 36.13830 21.27450 42.57680 15.52490 946.40660 3714.85020
64382000 37.95850 20.39530 41.63980 14.59850 1061.33810 2617.82990
64395000 51.73860 12.06090 36.17510 9.97990 905.86890 2438.30830
64442800 25.30660 24.57130 50.10540 17.70880 903.96000 1631.03370
64447000 28.68700 23.93770 47.35790 17.60500 1066.40370 1792.22770
64453000 32.28960 22.79580 44.88600 18.11840 1189.08960 1841.88160
64465000 29.72560 23.66990 46.58350 17.73820 1092.20570 1862.04410
64477600 32.92370 22.92710 44.15300 19.19210 1348.64230 1183.52620
64501000 31.23470 23.18990 45.55760 17.59280 1098.59410 2010.03270
64504210 30.87630 22.85450 46.25310 17.41730 1109.91570 2065.96830
64504550 26.02520 18.80960 55.16570 15.34480 1206.76630 2461.16740
64506000 30.76170 22.59230 46.63060 17.28310 1112.70820 2096.82900
64507000 30.77060 22.56510 46.64880 17.26940 1112.95390 2099.89710
64508500 28.94110 19.12520 51.95460 15.38080 1202.49610 2967.34710
64550000 41.33290 13.99560 44.68180 11.87680 1119.77510 2562.74800
64575003 48.82790 14.64730 36.51140 11.39550 1967.18580 2082.96410
64613000 40.36010 14.45110 45.17540 11.39230 1333.96890 1224.54770
64613800 42.13700 14.16470 43.68380 11.49260 1301.56640 1368.21700
64614000 40.48820 14.11340 45.39250 12.19990 1256.83500 1680.93980
64617000 42.80310 13.74290 43.44940 11.98920 1244.33360 1744.45420
64618000 65.35140 8.81390 25.88710 9.69980 959.97730 2671.27300
64619950 24.75720 25.07440 50.14620 17.63100 815.51420 1483.44810
64620000 24.89840 25.04180 50.03660 17.58940 817.81640 1474.97110
64625000 27.37040 25.08110 47.52520 17.20570 816.45630 1863.44970
64645000 25.33900 24.16260 50.48610 17.29180 829.70880 2007.92510
64652000 35.36400 23.14160 41.48100 15.86240 954.24800 2479.49120
64655000 27.84470 23.63270 48.51090 16.86740 863.65290 2143.18900
64659000 23.98390 22.63770 53.37430 17.02080 805.30260 2733.43750
64660500 27.18750 22.81390 49.98910 16.61870 894.78400 2263.20710
64671000 19.77780 19.44710 60.76590 18.63700 1211.59450 2063.25870
64673000 23.15120 18.35600 58.48610 17.54450 1208.35450 2089.97800
64675002 27.13500 22.03880 50.81710 16.57610 929.90970 2235.64740
64682000 58.06130 10.46270 31.50010 10.97320 1149.98980 2405.51390
64685000 30.17360 20.38840 49.43090 15.99460 978.61370 2215.28360
64693000 35.71410 18.51510 45.77440 14.94170 1024.91410 2256.15900
64700000 36.78260 14.04910 49.17240 12.96710 1174.47900 2457.30360
64717000 47.31780 11.76830 40.92930 11.95240 1145.07870 2469.87900
64723000 56.35980 11.17180 32.48370 11.21830 1332.04600 1850.93360
64764000 16.40620 24.15960 59.43790 18.31720 879.76370 2415.68740
64767000 17.68540 25.03560 57.28180 18.61890 801.17220 2789.33300
64771500 18.34160 25.10300 56.55230 18.45530 791.34620 2809.60310
64773000 21.09410 24.56820 54.34100 17.94420 872.14560 3007.92480
64775000 22.25190 23.19660 54.54800 16.75250 922.54600 2806.84340
64776100 20.01920 24.25690 55.72030 17.79240 832.57740 2826.66870
64785000 21.78210 19.26560 58.95130 16.30190 1277.78580 2219.49360
64795000 19.84550 23.05530 57.09260 17.51010 872.08470 2727.97830
64799500 19.84990 22.77970 57.36370 17.52790 880.32390 2692.36750
64810000 42.45920 13.51600 44.02490 12.41830 1355.88680 1897.70550
64815000 46.96730 12.66100 40.37750 11.83070 1346.16710 1843.85170
64820000 26.16150 20.07790 53.75500 16.25360 1018.37660 2387.43310
64830000 26.28670 19.47930 54.22820 16.32950 1047.10720 2383.01310
64843000 48.36990 14.61780 37.00200 11.66910 1865.54120 2078.80980
65006075 34.72080 22.67620 42.57900 20.82970 1587.27040 1296.48670
65009000 35.63850 22.42440 41.91450 20.95050 1634.30740 1209.31860
65010000 33.87800 22.31760 43.76360 20.91700 1410.61370 1523.16840
65015400 32.39350 22.42060 45.14730 20.35420 1313.14890 1196.43180
65021000 27.10050 23.81430 49.05450 18.99150 1339.13970 2234.30040
65021250 28.53550 23.14320 48.28760 18.68590 1286.11910 2714.06820
65021770 28.93570 23.35350 47.62380 18.27410 1263.72970 1537.05860
65024000 31.67560 22.42810 45.83990 17.97700 1193.37520 1908.53580
65025000 33.64710 22.52760 43.78340 20.15440 1399.44240 1199.81510
65027000 30.35620 23.36160 46.20240 17.91660 1120.72890 1717.64050
65060000 30.27310 23.97060 45.72130 18.76370 1206.33320 1437.80260
65095000 29.81350 24.61250 45.53380 22.15380 1004.40820 1495.13890
65100000 29.15110 24.94650 45.86590 21.44220 993.11330 1481.15550
65135000 30.96550 22.77310 46.19550 21.16050 1084.58400 1123.07270
65136550 31.07800 22.61680 46.25010 20.24290 1058.13660 1204.60080
65180000 25.37280 26.51890 48.09260 23.76630 889.13960 1404.84220
65220000 28.24390 24.83230 46.89510 19.31460 1079.42350 1354.22260
65310000 27.03280 25.14920 47.79760 20.23750 1056.42240 1387.27400
65809000 15.63200 24.54980 59.80890 19.56810 914.58930 1806.01560
65815050 15.46770 24.70560 59.82110 20.71150 1023.01100 1551.30460
65855000 15.18250 25.26190 59.56440 19.17670 900.65280 2291.63170
65925000 14.57510 25.23140 60.20240 26.94630 814.20860 1803.61630
65945000 10.91680 23.68570 65.39740 23.88340 693.99150 2280.66610
65948000 13.52110 24.48100 61.97300 26.62210 511.97440 2694.64140
65960000 13.99800 24.88050 61.12340 23.64670 728.93340 2216.78750
65979000 19.66280 23.33100 57.00520 17.91280 720.10700 3021.05900
65986000 21.32870 25.15940 53.50720 21.02750 900.49000 1913.53850
65987000 21.34440 25.13270 53.51820 21.01180 900.78830 1917.10900
65993000 21.56990 25.02710 53.39830 21.11110 914.74340 1928.44810
66006000 55.49460 12.95140 31.55020 8.31230 2647.95580 1003.53370
66160000 55.39940 16.79730 27.82560 8.38100 2355.23870 1209.05580
66260001 57.18020 16.10370 26.72730 8.74920 2252.33320 1413.12890
67100000 53.83520 19.35340 26.81240 10.74780 2612.47930 178.90190
70100000 27.26400 27.77810 44.95320 29.58770 983.12750 2532.32570
70200000 26.22160 28.00770 45.76150 27.06370 951.15610 2475.67750
70300000 25.19020 27.68400 47.12380 27.72240 880.76130 2709.25000
70500000 22.90100 27.26410 49.86230 24.66690 939.82430 1760.88960
71200000 29.05360 28.62670 42.30920 27.32720 904.72100 2105.62810
71250000 29.13080 28.35500 42.51310 27.37230 915.52150 2165.37990
71300000 29.05240 28.32500 42.61620 25.90850 915.41510 1859.40850
71350001 28.97790 28.08890 42.92750 23.78740 941.22520 1468.00200
71383000 29.07480 27.86140 43.06110 22.53380 954.46220 1368.65320
71498000 21.23030 26.37150 52.43020 23.21670 895.06860 1982.54100
71550000 25.18590 27.19770 47.63000 22.56690 935.35280 1675.33820
72430000 17.08720 26.46660 56.47620 20.56560 1045.20030 1909.87420
72630000 18.11260 26.39770 55.49390 22.28870 892.68230 2184.14500
