gauge_id gauge_name gauge_region gauge_lat gauge_lon area_ana area_gsim area_gsim_quality
40813000 fazenda_do_roque sao_francisco -20.08330 -44.36670 nan 19.46270 medium
40814000 fazenda_do_mosquito sao_francisco -20.08330 -44.33330 nan 5.61800 medium
40815500 vargem_grande sao_francisco -20.01670 -44.35000 nan 78.68680 high
40816000 fazenda_curralinho sao_francisco -20.01670 -44.31670 nan 5.62000 low
40817000 candidos sao_francisco -19.96670 -44.33330 nan 265.05690 high
40818000 juatuba sao_francisco -19.93330 -44.33330 nan 446.24970 high
40819500 azurita_(cachoeira) sao_francisco -20.01670 -44.46670 nan 24.48800 low
40820000 azurita_(soledade) sao_francisco -20.00000 -44.46670 nan 41.75660 high
40821000 fazenda_sesmaria sao_francisco -19.98330 -44.51670 nan 11.64460 medium
40821900 bom_jardim_montante sao_francisco -19.98720 -44.48470 32.50000 nan nan
40821998 bom_jardim sao_francisco -19.99530 -44.53060 nan 31.52150 low
40822000 azurita_(sesmaria) sao_francisco -20.00000 -44.46670 nan 41.75660 high
40822995 mateus_leme_aldeia sao_francisco -19.96940 -44.42190 113.00000 116.44890 high
40822998 mateus_leme_-_montante sao_francisco -19.98330 -44.43330 nan 99.58130 medium
40823000 mateus_leme sao_francisco -19.98330 -44.43330 nan 99.58130 medium
40823500 suzana sao_francisco -19.96140 -44.36610 154.00000 166.46370 medium
40824000 juatuba sao_francisco -19.95000 -44.36670 nan 166.46370 high
40830000 fazenda_escola_florestal sao_francisco -19.88330 -44.43330 nan nan nan
40845000 santa_cruz sao_francisco -19.56670 -44.56670 nan 7637.51000 high
40850000 ponte_da_taquara sao_francisco -19.42310 -44.54780 8750.00000 8809.33500 high
40865002 porto_do_mesquita sao_francisco -19.16670 -44.68330 nan 10287.06000 high
40870001 jusante_barra_do_paraopeba sao_francisco -18.81670 -45.20000 nan 29452.36000 high
40930000 barra_do_funchal sao_francisco -19.39560 -45.88640 897.00000 884.43620 high
40960000 fazenda_bom_jardim sao_francisco -18.95000 -45.70000 nan 1729.97700 high
40963000 uhe_tres_marias_porto_indaia sao_francisco -18.67690 -45.56580 2214.80000 2230.87400 high
40975000 fazenda_sao_felix sao_francisco -18.46720 -45.64580 970.00000 966.77600 high
41020002 uhe_tres_marias_jusante sao_francisco -18.18690 -45.25280 50816.40000 51228.31000 high
41050000 major_porto sao_francisco -18.70640 -46.03970 1200.00000 1190.01300 high
41075001 porto_do_passarinho sao_francisco -18.40310 -45.73690 4130.00000 4117.84300 high
41090000 canoeiros sao_francisco -18.10000 -45.46670 nan 5209.98700 high
41090002 pch_salto_do_paraopeba_ponte_br-040 sao_francisco -18.10890 -45.46190 5186.20000 5209.45900 high
41135000 pirapora_barreiro sao_francisco -17.36920 -44.94310 62200.00000 62730.28000 high
41135003 buritizeiro sao_francisco -17.36670 -44.95000 nan 62734.37000 high
41150000 fazenda_agua_limpa sao_francisco -20.30530 -43.61640 nan 178.71820 high
41151000 fazenda_agua_limpa_jusante sao_francisco -20.30310 -43.61580 175.00000 178.71820 high
41160000 gulpiara sao_francisco -20.20000 -43.70000 nan 326.13800 medium
41162000 mascata sao_francisco -20.25000 -43.71670 nan 137.90100 high
41165000 benfica sao_francisco -20.20000 -43.76670 nan 53.33070 low
41170000 gravetos sao_francisco -20.20000 -43.73330 nan 52.52941 caution
41180000 itabirito_linigrafo sao_francisco -20.28780 -43.80000 315.00000 326.18960 high
41190000 aguiar_moreira sao_francisco -20.16670 -43.81670 nan nan nan
41195000 rio_acima sao_francisco -20.10000 -43.80000 nan 1414.13000 high
41195050 rio_acima sao_francisco -20.09190 -43.79190 1450.00000 nan nan
41199998 honorio_bicalho_montante sao_francisco -20.02470 -43.82390 1550.00000 1536.88000 high
41200000 honorio_bicalho sao_francisco -20.01670 -43.81670 nan 1536.88000 high
41200430 raposos sao_francisco -19.96310 -43.80670 1930.00000 nan nan
41205000 justino sao_francisco -19.93330 -43.93330 nan 10.04190 high
41210000 caete sao_francisco -19.90280 -43.66640 16.50000 nan nan
41220000 siderurgica sao_francisco -19.86670 -43.76670 nan 105.68510 high
41230000 sabara sao_francisco -19.93330 -43.81670 nan 1967.00400 high
41241000 gameleira sao_francisco -19.93330 -43.95000 nan 121.11470 low
41242100 general_carneiro sao_francisco -19.86670 -43.85000 nan 204.72910 high
41250000 vespasiano sao_francisco -19.68750 -43.92060 709.00000 688.93320 high
41260000 pinhoes sao_francisco -19.70500 -43.81470 3730.00000 3703.26100 high
41295000 jose_de_melo sao_francisco -19.68330 -43.58330 nan 262.29060 high
41300000 taquaracu sao_francisco -19.65360 -43.68750 618.00000 622.68360 high
41340000 ponte_raul_soares sao_francisco -19.55970 -43.91110 4860.00000 4833.65500 high
41340005 ponte_raul_soares_-_jusante sao_francisco -19.55000 -43.90000 nan 4926.78800 high
41380000 ponte_preta sao_francisco -19.46190 -43.90360 564.00000 559.97380 high
41410000 jequitiba sao_francisco -19.23110 -44.02470 7080.00000 7094.99100 high
41440000 represa sao_francisco -19.38330 -44.15000 nan 223.08530 high
41440005 represa_jusante sao_francisco -19.37140 -44.15280 238.00000 241.44850 high
41470000 curtume sao_francisco -19.45000 -44.21670 nan 75.94280 high
41500000 fazenda_santa_lucia sao_francisco -19.33330 -44.23330 nan 56.84820 high
41539998 fazenda_da_contagem_-_montante sao_francisco -19.29170 -44.13000 nan 471.82710 high
41540000 fazenda_da_contagem sao_francisco -19.26670 -44.08330 nan 501.92200 high
41600000 pirapama sao_francisco -19.01110 -44.03830 8050.00000 8076.66200 high
41600020 fazenda_capao_do_gado sao_francisco -19.02670 -44.17560 415.00000 416.44540 high
41650000 ponte_do_licinio sao_francisco -18.66670 -44.21670 nan 10700.89000 high
41650002 ponte_do_licinio_jusante sao_francisco -18.67280 -44.19390 10700.00000 10700.89000 high
41685000 ponte_do_picao sao_francisco -18.60420 -44.28470 534.00000 823.33580 high
41700001 usina_parauna sao_francisco -18.63830 -43.96580 nan 1717.80700 high
41708000 cachoeira_da_capivara sao_francisco -19.26670 -43.60000 nan 56.07600 low
41715000 fazenda_cachoeira sao_francisco -19.17720 -43.71030 nan 0.80710 caution
41720000 fazenda_do_cipo sao_francisco -19.25000 -43.75000 nan 428.99890 high
41780000 presidente_juscelino sao_francisco -18.63330 -44.06670 nan 3969.81300 high
41780002 presidente_juscelino_jusante sao_francisco -18.64500 -44.05060 3980.00000 3945.63500 high
41818000 santo_hipolito_(ana/cemig) sao_francisco -18.30610 -44.22580 16600.00000 16679.68000 high
41840000 ponte_da_rodagem sao_francisco -18.23330 -44.33330 nan 19080.12000 high
41880000 buenopolis sao_francisco -17.88330 -44.16670 nan 144.55980 high
41890000 estacao_de_curimatai sao_francisco -17.99640 -44.17750 1420.00000 1420.26400 high
41940000 ponte_do_bicudo sao_francisco -18.19080 -44.55560 2070.00000 2074.13500 high
41990000 varzea_da_palma sao_francisco -17.59610 -44.71330 26500.00000 26613.62000 high
42030000 montante_barra_do_jequitai sao_francisco -17.06690 -44.81190 nan 91795.02000 high
42089998 fazenda_espirito_santo sao_francisco -17.28030 -44.21690 4350.00000 4362.93300 high
42090000 porto_alianca sao_francisco -17.25030 -44.25470 nan 4446.36100 high
42100000 claro_dos_pocoes sao_francisco -17.09110 -44.24140 nan 534.80290 high
42145000 jequitai sao_francisco -17.23830 -44.43640 nan 6634.59000 high
42145498 fazenda_umburana_montante sao_francisco -17.21610 -44.46000 6910.00000 6924.60100 high
42145500 fazenda_umburana sao_francisco -17.25000 -44.48330 nan 6914.02800 high
42187000 ponte_dos_ciganos sao_francisco -16.46690 -44.37610 1310.00000 1308.91100 high
42210000 cachoeira_da_manteiga sao_francisco -16.65720 -45.08080 107000.00000 107767.40000 high
42250000 fazenda_limoeiro sao_francisco -17.91500 -47.01080 464.00000 465.90880 high
42251000 fazenda_corrego_do_ouro sao_francisco -17.61330 -46.85920 1870.00000 1876.08700 high
42255000 fazenda_nolasco sao_francisco -17.22920 -47.02220 nan 247.91500 high
42257000 barra_do_escurinho sao_francisco -17.51250 -46.64610 2000.00000 2020.18600 high
42290000 ponte_da_br-040_-_paracatu sao_francisco -17.50250 -46.57110 7750.00000 7787.90800 high
42350000 porto_diamante sao_francisco -17.51670 -46.61670 nan 4353.50400 low
42365000 ponte_da_br-040_-_prata sao_francisco -17.66190 -46.35500 3350.00000 3371.57900 high
42395000 santa_rosa sao_francisco -17.25500 -46.47280 12800.00000 12913.24000 high
42430000 fazenda_eldorado sao_francisco -15.68360 -47.12580 287.00000 nan nan
42435000 fazenda_barra_da_egua sao_francisco -16.87440 -46.58670 1590.00000 1613.82700 high
42440000 fazenda_pocoes sao_francisco -17.04170 -46.81860 551.00000 557.82290 high
42450050 ribeirao_santa_rita sao_francisco -15.58360 -47.34080 nan nan nan
42450100 ribeirao_santa_rita sao_francisco -15.58360 -47.33250 96.20000 100.83160 high
42450130 retiro_do_meio sao_francisco -15.62560 -47.39500 nan 71.39126 caution
42450160 jiboia sao_francisco -15.64310 -47.36810 nan 73.23664 caution
42450300 ribeirao_jacare sao_francisco -15.64060 -47.35670 163.00000 162.93040 high
42450330 sao_jose sao_francisco -15.71080 -47.31890 nan 27.14616 caution
42450350 rio_preto sao_francisco -15.72580 -47.31940 545.00000 542.26270 high
42450360 rio_preto_-_montante_extrema sao_francisco -15.83720 -47.36890 nan 1.02762 caution
42450370 lagoinha_-_df_105 sao_francisco -15.77250 -47.39890 nan 30.22177 caution
42450380 barro_preto sao_francisco -15.81970 -47.39420 nan 0.20554 caution
42450390 extrema_-_vc_173 sao_francisco -15.78110 -47.44940 nan 111.42520 caution
42450400 ribeirao_extrema sao_francisco -15.82860 -47.41110 155.00000 154.35670 high
42450510 extrema_-_df_100 sao_francisco -15.84580 -47.38530 nan 245.18040 caution
42450600 rio_preto_-_fazenda_itapeti sao_francisco -15.94280 -47.36360 nan 0.20542 caution
42450710 jardim_-_montante_taquari sao_francisco -15.80440 -47.56080 nan 0.20556 caution
42450720 taquari sao_francisco -15.82780 -47.56030 nan 104.61690 caution
42450730 jardim_-_jusante_sao_goncalo sao_francisco -15.82810 -47.52390 nan 170.38750 caution
42450740 jardim_-_df_260 sao_francisco -15.85970 -47.47560 nan 215.36570 caution
42450750 rio_jardim sao_francisco -15.90080 -47.45810 238.00000 240.59680 high
42450760 cariru sao_francisco -15.90360 -47.48530 nan 0.61637 caution
42450770 jardim_-_montante_lamarao sao_francisco -15.94750 -47.44580 nan 387.40700 caution
42450780 corrego_lamarao sao_francisco -15.96750 -47.47640 nan 79.69140 high
42450900 ribeirao_jardim_df-100 sao_francisco -15.97390 -47.39860 nan nan nan
42454000 rio_sao_bernardo sao_francisco -16.03580 -47.41500 98.70000 102.25020 high
42455000 corrego_sao_bernardo sao_francisco -16.04970 -47.37970 nan nan nan
42460000 fazenda_limeira sao_francisco -16.20890 -47.23250 3890.00000 3833.74500 high
42490000 unai sao_francisco -16.34940 -46.88000 5360.00000 5316.79600 high
42540000 santo_antonio_do_boqueirao sao_francisco -16.52920 -46.72310 nan 5868.84100 high
42545000 ponte_ribeirao_roncador sao_francisco -16.23330 -46.80000 nan 418.21940 high
42545002 fazenda_roncador sao_francisco -16.24890 -46.80030 424.00000 423.12420 high
42545500 fazenda_o_resfriado sao_francisco -16.49250 -46.66860 680.00000 671.65130 high
42546000 fazenda_santa_cruz sao_francisco -16.13470 -46.74560 553.00000 563.52960 high
42600000 porto_dos_pocoes sao_francisco -16.83970 -46.35720 9400.00000 9370.80500 high
42645000 fazenda_rio_verde sao_francisco -17.25000 -46.20000 nan 932.38200 high
42690001 porto_da_extrema sao_francisco -17.03030 -46.01360 30100.00000 30197.51000 high
42750000 caatinga sao_francisco -17.14330 -45.88030 nan 33528.03000 high
42840000 veredas sao_francisco -18.13920 -45.75890 210.00000 202.81340 high
42850000 cachoeira_das_almas sao_francisco -17.35060 -45.53250 4390.00000 4450.26500 high
42860000 cachoeira_do_paredao sao_francisco -17.12110 -45.43560 5700.00000 5698.97400 high
42930000 porto_do_cavalo sao_francisco -17.03060 -45.53940 nan 40965.95000 high
42980000 porto_alegre sao_francisco -16.90670 -45.38250 41300.00000 41441.89000 high
43010000 brasilia_de_minas sao_francisco -16.20000 -44.43330 nan 136.21610 high
43010001 brasilia_de_minas_-_jusante sao_francisco -16.20000 -44.43330 nan 136.21610 high
43200000 sao_romao sao_francisco -16.37250 -45.07000 154000.00000 155090.20000 high
43250000 buritis sao_francisco -15.60000 -46.43330 nan 2977.35300 high
43250002 buritis_jusante sao_francisco -15.60750 -46.41220 3020.00000 3007.09100 high
43300000 fazenda_carvalho sao_francisco -15.52420 -46.28440 3160.00000 3125.49400 high
43360000 piratinga sao_francisco -15.03080 -46.29250 435.00000 434.10630 high
43429998 arinos_montante sao_francisco -15.91780 -46.11920 11800.00000 11669.45000 high
43430000 arinos sao_francisco -15.91670 -46.05000 nan 0.61630 caution
43670000 vila_urucuia sao_francisco -16.13310 -45.74170 18600.00000 18425.53000 high
43675000 fazenda_conceicao sao_francisco -16.42890 -45.74030 2300.00000 2281.45700 high
43880000 santo_inacio sao_francisco -16.28110 -45.41420 23800.00000 23604.39000 high
43920000 porto_novo sao_francisco -16.28330 -45.45000 nan 23426.83000 high
43980000 barra_do_escuro sao_francisco -16.26670 -45.20000 nan 24527.06000 high
43980002 barra_do_escuro sao_francisco -16.26810 -45.23690 24600.00000 24490.60000 high
44200000 sao_francisco sao_francisco -15.94940 -44.86780 184000.00000 185185.00000 high
44250000 usina_do_pandeiros_montante sao_francisco -15.48310 -44.76810 3230.00000 3231.53600 high
44260000 cachoeira_grande_-_montante sao_francisco -15.51670 -44.75000 nan 3629.54000 high
44260001 cachoeira_grande_-_jusante sao_francisco -15.51670 -44.75000 nan 3629.54000 high
44290002 pedras_de_maria_da_cruz sao_francisco -15.60110 -44.39670 194000.00000 196049.60000 high
44300000 januaria sao_francisco -15.48330 -44.36670 nan 197124.70000 high
44350000 bom_jardim sao_francisco -16.10860 -43.85610 884.00000 906.15330 high
44400000 fazenda_canada sao_francisco -15.01670 -44.01670 nan 202935.20000 high
44500000 manga sao_francisco -14.75720 -43.93220 202000.00000 204924.40000 high
44535000 fazenda_bom_retiro_montante sao_francisco -14.69670 -44.24000 531.00000 nan nan
44540000 fazenda_bom_retiro sao_francisco -14.65140 -44.09250 nan 630.18690 high
44600000 ponte_de_rodagem sao_francisco -16.76670 -43.70000 nan 1041.56600 high
44630000 capitao_eneas sao_francisco -16.34060 -43.78310 3570.00000 3596.53900 high
44630500 barra_do_rio_verde sao_francisco -16.28170 -43.77810 3750.00000 nan nan
44640000 fazenda_alegre sao_francisco -15.73720 -43.58640 9450.00000 9516.25100 high
44670000 colonia_do_jaiba sao_francisco -15.34310 -43.67560 12200.00000 12264.69000 high
44750000 janauba sao_francisco -15.80360 -43.30420 nan 249.96650 high
44760000 fazenda_limoeiro sao_francisco -15.89030 -43.14780 nan nan nan
44770000 fazenda_lagoa_grande sao_francisco -15.79310 -42.91920 186.00000 nan nan
44850100 fazenda_santa_marta sao_francisco -14.85640 -42.75220 560.00000 nan nan
44890000 fazenda_pedro_cantuaria sao_francisco -15.98280 -43.16970 276.00000 nan nan
44900000 barreiro_da_raiz sao_francisco -16.06610 -43.25080 735.00000 nan nan
44909000 janauba sao_francisco -15.74920 -43.30940 1940.00000 nan nan
44940000 gado_bravo_(ex._boca_da_caatinga_nova) sao_francisco -14.92250 -43.55110 22900.00000 nan nan
44950000 boca_da_caatinga sao_francisco -14.78280 -43.55000 nan 29629.13000 high
44960000 itamirim_(fazenda_pitombeiras) sao_francisco -14.76720 -42.88670 2190.00000 nan nan
45131000 sao_goncalo sao_francisco -14.31360 -44.45940 6020.00000 6069.80100 high
45155000 fazenda_velha sao_francisco -14.20000 -44.81670 nan 3222.75300 high
45170000 fazenda_porto_alegre sao_francisco -14.26470 -44.52390 nan 5823.40900 high
45170001 fazenda_porto_alegre sao_francisco -14.26420 -44.52250 5850.00000 5823.40900 high
45210000 lagoa_das_pedras sao_francisco -14.28080 -44.40970 12600.00000 12581.74000 high
45220000 capitanea sao_francisco -14.42360 -44.48310 2380.00000 2372.74000 high
45239998 montalvania_-_montante sao_francisco -14.41670 -44.38330 nan 2546.01100 high
45240000 montalvania sao_francisco -14.41670 -44.38330 nan 2546.01100 high
45260000 juvenilia sao_francisco -14.26000 -44.15220 16300.00000 16284.56000 high
45280000 fazenda_salinas sao_francisco -14.28330 -43.98330 nan 16941.31000 high
45298000 carinhanha sao_francisco -14.30440 -43.76330 254000.00000 256995.20000 high
45460000 urtiga sao_francisco -13.98920 -43.29390 4890.00000 nan nan
45470000 canabrava sao_francisco -13.88390 -43.82250 1320.00000 nan nan
45480000 bom_jesus_da_lapa sao_francisco -13.25720 -43.43500 271000.00000 275269.10000 high
45580000 veredao sao_francisco -13.52280 -45.40030 1820.00000 1802.34100 high
45590000 correntina sao_francisco -13.34060 -44.63860 3900.00000 3880.30900 high
45700000 cera sao_francisco -12.99670 -44.80530 2120.00000 2107.03300 high
45710000 sitio_januario sao_francisco -13.07470 -44.72250 2660.00000 2530.62700 high
45725000 santo_antonio_das_pedrinhas sao_francisco -13.16640 -44.66830 nan 1212.33800 medium
45726000 fazenda_porto_bonito sao_francisco -13.17190 -44.68280 1290.00000 1203.56000 medium
45740000 mocambo sao_francisco -13.28330 -44.56670 nan 8802.08600 high
45740001 mocambo sao_francisco -13.28530 -44.56170 7950.00000 8843.52100 low
45760000 bebedouro sao_francisco -13.73720 -45.46390 1520.00000 1626.99200 medium
45770000 arrojado sao_francisco -13.45280 -44.56890 5540.00000 5680.92400 high
45780000 sao_manuel sao_francisco -13.43330 -44.46670 nan 5863.85500 high
45810000 fazenda_melancia sao_francisco -13.65810 -44.60470 656.00000 nan nan
45840000 gatos sao_francisco -13.71220 -44.63830 7130.00000 7047.74300 high
45880000 colonia_do_formoso sao_francisco -13.55860 -44.30310 9550.00000 9453.06500 high
45910000 santa_maria_da_vitoria sao_francisco -13.40000 -44.20000 nan nan nan
45910001 santa_maria_da_vitoria sao_francisco -13.40060 -44.19890 29600.00000 29484.01000 high
45960000 porto_novo sao_francisco -13.30000 -43.90000 nan nan nan
45960001 porto_novo sao_francisco -13.29140 -43.90890 31000.00000 30996.37000 high
46035000 gameleira sao_francisco -12.86860 -43.37970 309000.00000 312707.10000 high
46105000 paratinga sao_francisco -12.69670 -43.22640 314000.00000 321332.30000 high
46110000 tamburil sao_francisco -12.66720 -42.99750 4420.00000 4393.41900 high
46150000 ibotirama sao_francisco -12.18250 -43.22310 323000.00000 nan nan
46200000 erico_cardoso sao_francisco -13.41560 -42.14030 254.00000 249.98980 high
46295000 ponte_br-242 sao_francisco -12.24530 -42.76390 12600.00000 12631.92000 high
46360000 morpara sao_francisco -11.55830 -43.28250 345000.00000 351975.40000 high
46415000 sitio_grande sao_francisco -12.43060 -45.08560 4950.00000 4988.85500 high
46420000 roda_velha_de_baixo sao_francisco -12.80530 -45.96610 505.00000 301.64700 low
46455000 derocal sao_francisco -12.41060 -45.12220 6350.00000 6270.94300 high
46460000 penedo sao_francisco -12.38330 -45.10000 nan 6332.99800 high
46490000 fazenda_coqueiro sao_francisco -12.40440 -44.95310 4470.00000 4415.76800 high
46520000 rio_de_pedras sao_francisco -12.19440 -45.48970 1480.00000 1434.13500 high
46530000 limoeiro sao_francisco -12.28720 -45.54940 1900.00000 1901.63600 high
46543000 fazenda_redencao sao_francisco -12.13580 -45.10330 5380.00000 5313.39700 high
46550000 barreiras sao_francisco -12.15250 -45.00940 24400.00000 nan nan
46555000 brejo_novo sao_francisco -12.23000 -44.93250 2420.00000 2381.43400 high
46560000 campao sao_francisco -11.80000 -45.21670 nan 3405.16600 high
46570000 ponte_serafim_-_montante sao_francisco -11.89530 -45.60810 2710.00000 2691.48600 high
46582000 ponte_do_acaba_vida sao_francisco -11.90000 -45.61670 nan 2681.41100 high
46585000 fazenda_boa_fe sao_francisco -11.85000 -45.35000 nan 3542.89800 high
46590000 nova_vida_-_montante sao_francisco -11.85610 -45.12000 7480.00000 nan nan
46593000 cantinho sao_francisco -11.98330 -44.96670 nan 8085.31200 high
46595000 ponte_fortaleza_-_brasilia sao_francisco -12.00610 -44.94280 8240.00000 8223.35500 high
46610000 sao_sebastiao sao_francisco -11.97940 -44.87720 33100.00000 32877.42000 high
46620000 nupeba sao_francisco -11.83330 -44.73330 nan 33826.82000 high
46650000 tagua sao_francisco -11.72080 -44.50220 36000.00000 35821.92000 high
46675000 fazenda_macambira sao_francisco -11.61060 -44.15670 39600.00000 39568.68000 high
46750000 prazeres sao_francisco -10.79170 -46.07670 490.00000 nan nan
46770000 fazenda_bom_jardim sao_francisco -10.99360 -45.52780 6930.00000 6926.20000 high
46780000 vereda sao_francisco -11.09140 -45.90860 1900.00000 1910.88500 high
46784000 savana sao_francisco -11.77140 -45.60190 685.00000 655.83290 high
46790000 formosa_do_rio_preto sao_francisco -11.05140 -45.19690 14300.00000 14342.80000 high
46830000 ibipetuba sao_francisco -11.00580 -44.52420 17900.00000 18301.11000 high
46870000 fazenda_porto_limpo sao_francisco -11.23560 -43.94940 22000.00000 22225.96000 high
46902000 boqueirao sao_francisco -11.35530 -43.84560 46400.00000 46360.12000 high
46998000 barra sao_francisco -11.09280 -43.14030 425000.00000 431215.80000 high
47225000 fazenda_cabaceiras sao_francisco -11.50000 -42.33330 nan 1683.72500 high
47236000 fazenda_refrigerio_-_jusante sao_francisco -11.32330 -42.30720 nan 3095.84300 high
47249000 rio_verde_ii sao_francisco -10.98440 -42.34390 6750.00000 6769.94600 high
47250000 rio_verde sao_francisco -10.98000 -42.34500 nan 6779.05800 high
47302000 pilao_arcado sao_francisco -10.16670 -42.43330 nan 455819.90000 high
47441000 sitio_do_padre sao_francisco -11.35750 -41.38170 7470.00000 7636.17600 high
47480000 jaguaraci sao_francisco -10.90170 -41.57030 nan 9270.72800 high
47630000 lajedo sao_francisco -9.28610 -41.52440 1080.00000 1058.60100 high
47900000 abreus sao_francisco -10.01030 -40.69530 12500.00000 nan nan
47960000 junco_-_montante sao_francisco -9.68330 -40.60000 nan 14010.02000 high
47961000 junco sao_francisco -9.66670 -40.60000 nan 14016.68000 high
48017000 acude_sobradinho sao_francisco -9.43140 -40.82690 nan 5.47940 caution
48020000 juazeiro sao_francisco -9.40640 -40.50360 516000.00000 525840.70000 high
48070000 lagoa_do_boi sao_francisco -9.48920 -40.21190 3540.00000 3529.77800 high
48135000 lagoa_grande sao_francisco -9.00110 -40.27190 5950.00000 nan nan
48259000 proximo_a_curaca_ii sao_francisco -9.10080 -39.93670 3180.00000 3183.70100 high
48280000 chorrocho sao_francisco -8.97280 -39.09140 3880.00000 nan nan
48290000 santa_maria_da_boa_vista sao_francisco -8.80970 -39.82390 535000.00000 545413.30000 high
48340000 fazenda_badajo sao_francisco -8.75360 -39.85390 3900.00000 nan nan
48395000 oroco sao_francisco -8.62250 -39.59690 541000.00000 nan nan
48395500 mata_de_sao_jose sao_francisco -8.57310 -39.46190 555000.00000 nan nan
48397000 acude_chapeu sao_francisco -7.99440 -39.56920 2490.00000 nan nan
48400000 parnamirim sao_francisco -8.09220 -39.58810 3060.00000 3076.59700 high
48420000 riacho_gravata sao_francisco -7.95280 -39.90420 2610.00000 nan nan
48430000 poco_do_fumo sao_francisco -8.17860 -39.73110 3650.00000 3650.85200 high
48440000 matias sao_francisco -8.17170 -40.05000 3360.00000 nan nan
48460000 jacare sao_francisco -8.26810 -39.85080 5220.00000 5204.14300 high
48498000 fazenda_tapera sao_francisco -8.52110 -39.64280 13500.00000 nan nan
48561000 fazenda_sao_miguel sao_francisco -8.56670 -39.26670 nan nan nan
48590000 ibo sao_francisco -8.62610 -39.24440 561000.00000 571951.10000 high
48699000 belem_do_sao_francisco sao_francisco -8.76580 -38.96220 567000.00000 nan nan
48802500 acude_sao_jose_ii sao_francisco -7.47670 -37.29560 nan nan nan
48820000 afogados_da_ingazeira sao_francisco -7.74310 -37.64220 3540.00000 3516.94600 high
48830000 flores sao_francisco -7.86830 -37.97280 4970.00000 4964.66100 high
48840000 serra_talhada sao_francisco -8.00060 -38.24470 5910.00000 5904.52600 high
48841000 bom_nome sao_francisco -8.00610 -38.60330 1300.00000 nan nan
48850000 acude_serrinha sao_francisco -8.17220 -38.53030 9660.00000 9632.82600 high
48860000 floresta sao_francisco -8.60890 -38.57670 12300.00000 12241.19000 high
48880000 ilha_grande sao_francisco -8.52750 -38.16640 2260.00000 2265.47400 high
49030000 petrolandia sao_francisco -9.06670 -38.30000 nan 602579.40000 high
49049000 quixaba sao_francisco -9.25110 -38.33030 1920.00000 nan nan
49100000 caroalina sao_francisco -8.28060 -37.57060 1740.00000 1755.72900 high
49130000 samambaia sao_francisco -8.32720 -37.72360 331.00000 nan nan
49160000 inaja sao_francisco -8.91780 -37.82690 8250.00000 8254.62100 high
49330000 piranhas sao_francisco -9.62610 -37.75610 610000.00000 619185.70000 high
49370000 pao_de_acucar sao_francisco -9.75140 -37.44640 615000.00000 623843.60000 high
49380000 horizonte_alegre sao_francisco -8.49810 -36.86030 567.00000 nan nan
49480000 aguas_belas sao_francisco -9.09330 -37.16170 3910.00000 3892.42600 high
49490000 santana_do_ipanema sao_francisco -9.37310 -37.24670 5140.00000 5120.31000 high
49510000 dois_riachos sao_francisco -9.38780 -37.08470 1700.00000 nan nan
49525000 batalha sao_francisco -9.66220 -37.12250 7630.00000 nan nan
49600000 capivara_ii sao_francisco -9.76640 -37.00810 2020.00000 2032.12200 high
49660000 traipu sao_francisco -9.97140 -37.00280 630000.00000 nan nan
49705000 propria sao_francisco -10.21390 -36.82390 631000.00000 638461.70000 high
49740000 penedo sao_francisco -10.29000 -36.58610 633000.00000 nan nan
49775000 brejo_grande sao_francisco -10.40970 -36.46860 635000.00000 nan nan
50040000 japaratuba e_atlantic -10.58940 -36.96080 735.00000 727.84420 high
50042000 fazenda_pao_de_acucar_(dnos) e_atlantic -10.44890 -36.93780 nan 103.99550 high
50043000 fazenda_cajueiro e_atlantic -10.58060 -36.91390 217.00000 250.53130 low
50046000 siriri_(dnos) e_atlantic -10.59720 -37.11220 nan 141.95310 high
50046100 siriri_jusante e_atlantic -10.61000 -37.09890 157.00000 nan nan
50047000 rosario_do_catete e_atlantic -10.69690 -37.03640 309.00000 291.79000 medium
50080000 santa_rosa_de_lima e_atlantic -10.66420 -37.19030 2070.00000 2079.73300 high
50146000 agua_branca e_atlantic -10.00580 -38.59890 7300.00000 7283.17600 high
50150000 jeremoabo e_atlantic -10.09190 -38.32610 8730.00000 8678.52500 high
50169000 ponte_se-302 e_atlantic -10.62080 -37.75080 nan 14154.25000 high
50169500 caminho_do_rio e_atlantic -10.63920 -37.69690 14300.00000 14204.29000 high
50191000 fazenda_belem e_atlantic -10.94310 -37.34690 15900.00000 15805.63000 high
50230000 estancia e_atlantic -11.26440 -37.44250 322.00000 404.37040 low
50250000 fazenda_tourao e_atlantic -11.19310 -37.97500 2940.00000 2928.94700 high
50290000 itanhy e_atlantic -11.53970 -37.56810 4480.00000 4462.40000 high
50330000 pindobacu e_atlantic -10.80170 -40.38000 nan 665.00960 high
50340000 saude e_atlantic -10.90000 -40.40000 nan 79.08750 medium
50360000 campo_formoso e_atlantic -10.51670 -40.31670 nan 402.86400 high
50380000 ponto_novo e_atlantic -10.84500 -40.11280 2850.00000 2855.01000 high
50420000 jacobina e_atlantic -11.21140 -40.47030 1290.00000 1304.51500 high
50430000 pedras_altas e_atlantic -11.18220 -40.04670 2200.00000 2313.33100 high
50465000 queimadas e_atlantic -10.97330 -39.63280 11800.00000 11834.96000 high
50494000 ambrosio e_atlantic -10.99890 -39.22420 18300.00000 18252.77000 high
