year month day precipitation_mswep
1980 01 01 2.148
1980 01 02 0.385
1980 01 03 0.599
1980 01 04 3.867
1980 01 05 0.262
1980 01 06 14.451
1980 01 07 1.312
1980 01 08 7.573
1980 01 09 8.824
1980 01 10 3.872
1980 01 11 12.542
1980 01 12 1.982
1980 01 13 18.325
1980 01 14 9.781
1980 01 15 4.390
1980 01 16 2.544
1980 01 17 12.546
1980 01 18 6.752
1980 01 19 37.913
1980 01 20 22.603
1980 01 21 0.474
1980 01 22 5.145
1980 01 23 3.403
1980 01 24 0.234
1980 01 25 0.000
1980 01 26 0.000
1980 01 27 0.033
1980 01 28 0.888
1980 01 29 2.792
1980 01 30 1.336
1980 01 31 1.947
1980 02 01 0.225
1980 02 02 0.022
1980 02 03 0.925
1980 02 04 1.413
1980 02 05 12.146
1980 02 06 9.005
1980 02 07 5.782
1980 02 08 0.084
1980 02 09 7.611
1980 02 10 29.877
1980 02 11 13.410
1980 02 12 6.152
1980 02 13 2.323
1980 02 14 10.886
1980 02 15 21.140
1980 02 16 25.211
1980 02 17 12.470
1980 02 18 31.297
1980 02 19 21.073
1980 02 20 24.932
1980 02 21 25.989
1980 02 22 35.545
1980 02 23 18.835
1980 02 24 40.699
1980 02 25 52.524
1980 02 26 14.002
1980 02 27 31.791
1980 02 28 18.374
1980 02 29 26.352
1980 03 01 29.377
1980 03 02 26.850
1980 03 03 8.669
1980 03 04 32.437
1980 03 05 72.623
1980 03 06 30.709
1980 03 07 21.606
1980 03 08 0.784
1980 03 09 29.308
1980 03 10 11.904
1980 03 11 5.587
1980 03 12 19.343
1980 03 13 16.753
1980 03 14 12.474
1980 03 15 12.808
1980 03 16 4.790
1980 03 17 3.884
1980 03 18 7.243
1980 03 19 15.624
1980 03 20 28.932
1980 03 21 4.907
1980 03 22 4.074
1980 03 23 0.948
1980 03 24 2.515
1980 03 25 4.595
1980 03 26 0.363
1980 03 27 0.432
1980 03 28 0.265
1980 03 29 0.210
1980 03 30 0.072
1980 03 31 0.002
1980 04 01 0.052
1980 04 02 0.000
1980 04 03 0.242
1980 04 04 15.122
1980 04 05 39.450
1980 04 06 7.573
1980 04 07 6.996
1980 04 08 17.154
1980 04 09 1.133
1980 04 10 0.775
1980 04 11 6.034
1980 04 12 2.922
1980 04 13 7.111
1980 04 14 3.835
1980 04 15 10.194
1980 04 16 1.006
1980 04 17 21.313
1980 04 18 0.000
1980 04 19 0.000
1980 04 20 0.896
1980 04 21 9.985
1980 04 22 9.448
1980 04 23 5.621
1980 04 24 4.968
1980 04 25 5.835
1980 04 26 30.428
1980 04 27 6.166
1980 04 28 1.428
1980 04 29 2.227
1980 04 30 0.791
1980 05 01 28.751
1980 05 02 8.479
1980 05 03 2.114
1980 05 04 7.615
1980 05 05 0.417
1980 05 06 1.221
1980 05 07 0.020
1980 05 08 0.037
1980 05 09 0.052
1980 05 10 0.023
1980 05 11 1.420
1980 05 12 3.016
1980 05 13 1.835
1980 05 14 0.000
1980 05 15 6.507
1980 05 16 4.476
1980 05 17 0.967
1980 05 18 1.432
1980 05 19 0.000
1980 05 20 0.001
1980 05 21 0.000
1980 05 22 0.000
1980 05 23 0.000
1980 05 24 0.012
1980 05 25 6.080
1980 05 26 12.889
1980 05 27 0.347
1980 05 28 0.389
1980 05 29 0.812
1980 05 30 0.003
1980 05 31 0.006
1980 06 01 0.029
1980 06 02 0.971
1980 06 03 5.197
1980 06 04 0.606
1980 06 05 0.874
1980 06 06 5.742
1980 06 07 0.000
1980 06 08 0.000
1980 06 09 0.000
1980 06 10 1.840
1980 06 11 0.402
1980 06 12 0.028
1980 06 13 0.029
1980 06 14 0.000
1980 06 15 0.831
1980 06 16 1.344
1980 06 17 0.014
1980 06 18 0.000
1980 06 19 0.000
1980 06 20 0.086
1980 06 21 0.006
1980 06 22 5.000
1980 06 23 6.813
1980 06 24 0.021
1980 06 25 0.000
1980 06 26 0.000
1980 06 27 0.007
1980 06 28 0.139
1980 06 29 0.000
1980 06 30 0.009
1980 07 01 0.000
1980 07 02 2.034
1980 07 03 5.196
1980 07 04 0.000
1980 07 05 0.000
1980 07 06 0.000
1980 07 07 0.002
1980 07 08 0.000
1980 07 09 0.000
1980 07 10 0.000
1980 07 11 0.000
1980 07 12 0.029
1980 07 13 0.000
1980 07 14 0.001
1980 07 15 0.085
1980 07 16 0.009
1980 07 17 0.000
1980 07 18 0.000
1980 07 19 0.000
1980 07 20 0.000
1980 07 21 0.000
1980 07 22 0.519
1980 07 23 0.045
1980 07 24 0.000
1980 07 25 0.001
1980 07 26 0.000
1980 07 27 0.000
1980 07 28 0.000
1980 07 29 0.000
1980 07 30 0.000
1980 07 31 0.240
1980 08 01 0.269
1980 08 02 0.074
1980 08 03 0.086
1980 08 04 0.405
1980 08 05 0.357
1980 08 06 0.000
1980 08 07 0.002
1980 08 08 3.804
1980 08 09 23.259
1980 08 10 0.000
1980 08 11 0.000
1980 08 12 0.010
1980 08 13 0.171
1980 08 14 0.018
1980 08 15 0.000
1980 08 16 0.000
1980 08 17 0.000
1980 08 18 0.000
1980 08 19 0.000
1980 08 20 0.000
1980 08 21 0.001
1980 08 22 0.000
1980 08 23 0.000
1980 08 24 0.000
1980 08 25 0.000
1980 08 26 0.000
1980 08 27 0.000
1980 08 28 0.044
1980 08 29 0.501
1980 08 30 0.000
1980 08 31 0.000
1980 09 01 0.000
1980 09 02 0.003
1980 09 03 6.351
1980 09 04 0.560
1980 09 05 0.193
1980 09 06 0.000
1980 09 07 0.000
1980 09 08 0.000
1980 09 09 0.000
1980 09 10 0.000
1980 09 11 0.000
1980 09 12 0.000
1980 09 13 0.000
1980 09 14 6.019
1980 09 15 0.000
1980 09 16 0.000
1980 09 17 1.118
1980 09 18 0.113
1980 09 19 1.485
1980 09 20 0.000
1980 09 21 0.000
1980 09 22 0.000
1980 09 23 0.000
1980 09 24 0.217
1980 09 25 2.644
1980 09 26 0.205
1980 09 27 0.148
1980 09 28 0.090
1980 09 29 0.719
1980 09 30 0.079
1980 10 01 0.321
1980 10 02 0.502
1980 10 03 0.000
1980 10 04 0.000
1980 10 05 0.000
1980 10 06 0.000
1980 10 07 0.000
1980 10 08 0.000
1980 10 09 0.000
1980 10 10 0.000
1980 10 11 0.000
1980 10 12 0.000
1980 10 13 0.000
1980 10 14 0.000
1980 10 15 0.029
1980 10 16 4.213
1980 10 17 0.173
1980 10 18 0.000
1980 10 19 0.000
1980 10 20 0.000
1980 10 21 0.000
1980 10 22 0.168
1980 10 23 1.085
1980 10 24 4.113
1980 10 25 0.175
1980 10 26 0.072
1980 10 27 0.000
1980 10 28 0.547
1980 10 29 0.000
1980 10 30 0.000
1980 10 31 0.076
1980 11 01 0.000
1980 11 02 0.000
1980 11 03 0.053
1980 11 04 1.226
1980 11 05 0.104
1980 11 06 0.098
1980 11 07 0.202
1980 11 08 0.621
1980 11 09 4.110
1980 11 10 0.140
1980 11 11 8.789
1980 11 12 10.192
1980 11 13 0.327
1980 11 14 1.820
1980 11 15 24.211
1980 11 16 7.041
1980 11 17 4.974
1980 11 18 4.731
1980 11 19 8.762
1980 11 20 1.476
1980 11 21 0.000
1980 11 22 0.000
1980 11 23 0.000
1980 11 24 0.000
1980 11 25 0.000
1980 11 26 0.000
1980 11 27 0.006
1980 11 28 0.142
1980 11 29 0.808
1980 11 30 0.087
1980 12 01 0.000
1980 12 02 0.253
1980 12 03 1.296
1980 12 04 0.000
1980 12 05 0.000
1980 12 06 0.000
1980 12 07 0.000
1980 12 08 1.395
1980 12 09 0.369
1980 12 10 3.897
1980 12 11 0.012
1980 12 12 0.000
1980 12 13 0.000
1980 12 14 0.061
1980 12 15 0.013
1980 12 16 0.007
1980 12 17 1.134
1980 12 18 7.584
1980 12 19 0.068
1980 12 20 7.463
1980 12 21 0.552
1980 12 22 0.127
1980 12 23 0.575
1980 12 24 5.492
1980 12 25 2.502
1980 12 26 3.290
1980 12 27 9.430
1980 12 28 44.423
1980 12 29 21.996
1980 12 30 0.664
1980 12 31 1.531
1981 01 01 5.065
1981 01 02 16.563
1981 01 03 2.456
1981 01 04 0.072
1981 01 05 0.123
1981 01 06 0.339
1981 01 07 0.164
1981 01 08 9.143
1981 01 09 0.972
1981 01 10 0.447
1981 01 11 1.128
1981 01 12 0.220
1981 01 13 0.624
1981 01 14 3.665
1981 01 15 1.358
1981 01 16 6.219
1981 01 17 12.756
1981 01 18 2.899
1981 01 19 0.264
1981 01 20 6.369
1981 01 21 3.302
1981 01 22 16.454
1981 01 23 0.375
1981 01 24 10.385
1981 01 25 35.947
1981 01 26 6.562
1981 01 27 9.580
1981 01 28 9.784
1981 01 29 3.964
1981 01 30 13.315
1981 01 31 4.395
1981 02 01 12.872
1981 02 02 12.675
1981 02 03 5.262
1981 02 04 30.226
