year month day precipitation_mswep
1980 01 01 15.873
1980 01 02 9.745
1980 01 03 7.780
1980 01 04 4.597
1980 01 05 7.118
1980 01 06 7.265
1980 01 07 8.260
1980 01 08 11.429
1980 01 09 4.842
1980 01 10 17.357
1980 01 11 22.155
1980 01 12 16.457
1980 01 13 16.139
1980 01 14 10.341
1980 01 15 19.990
1980 01 16 18.619
1980 01 17 17.667
1980 01 18 11.334
1980 01 19 5.343
1980 01 20 8.350
1980 01 21 7.560
1980 01 22 1.274
1980 01 23 7.589
1980 01 24 5.322
1980 01 25 10.961
1980 01 26 4.041
1980 01 27 6.164
1980 01 28 13.322
1980 01 29 8.952
1980 01 30 17.125
1980 01 31 14.365
1980 02 01 17.771
1980 02 02 13.866
1980 02 03 10.650
1980 02 04 14.533
1980 02 05 6.093
1980 02 06 8.468
1980 02 07 8.565
1980 02 08 14.347
1980 02 09 15.902
1980 02 10 14.172
1980 02 11 20.296
1980 02 12 37.012
1980 02 13 22.133
1980 02 14 30.534
1980 02 15 50.344
1980 02 16 54.614
1980 02 17 25.799
1980 02 18 22.948
1980 02 19 18.566
1980 02 20 4.903
1980 02 21 11.416
1980 02 22 15.467
1980 02 23 20.169
1980 02 24 7.298
1980 02 25 9.514
1980 02 26 13.378
1980 02 27 14.967
1980 02 28 20.609
1980 02 29 13.801
1980 03 01 6.077
1980 03 02 10.307
1980 03 03 7.064
1980 03 04 10.735
1980 03 05 5.088
1980 03 06 8.810
1980 03 07 15.498
1980 03 08 9.299
1980 03 09 5.250
1980 03 10 6.481
1980 03 11 3.580
1980 03 12 0.730
1980 03 13 0.867
1980 03 14 3.743
1980 03 15 10.344
1980 03 16 12.359
1980 03 17 5.090
1980 03 18 8.529
1980 03 19 1.259
1980 03 20 1.145
1980 03 21 2.640
1980 03 22 2.393
1980 03 23 0.277
1980 03 24 0.071
1980 03 25 0.021
1980 03 26 0.158
1980 03 27 0.220
1980 03 28 0.184
1980 03 29 0.558
1980 03 30 1.066
1980 03 31 3.301
1980 04 01 7.708
1980 04 02 13.506
1980 04 03 16.357
1980 04 04 6.734
1980 04 05 10.405
1980 04 06 4.658
1980 04 07 12.706
1980 04 08 6.535
1980 04 09 12.469
1980 04 10 2.837
1980 04 11 3.351
1980 04 12 4.010
1980 04 13 3.829
1980 04 14 6.131
1980 04 15 8.052
1980 04 16 1.266
1980 04 17 1.247
1980 04 18 0.150
1980 04 19 0.001
1980 04 20 0.000
1980 04 21 0.000
1980 04 22 0.002
1980 04 23 0.000
1980 04 24 0.000
1980 04 25 0.000
1980 04 26 0.738
1980 04 27 0.376
1980 04 28 0.006
1980 04 29 0.067
1980 04 30 0.306
1980 05 01 1.181
1980 05 02 2.622
1980 05 03 0.905
1980 05 04 0.537
1980 05 05 0.997
1980 05 06 1.386
1980 05 07 0.276
1980 05 08 0.298
1980 05 09 0.017
1980 05 10 0.000
1980 05 11 0.001
1980 05 12 0.000
1980 05 13 0.000
1980 05 14 0.000
1980 05 15 0.000
1980 05 16 0.000
1980 05 17 0.164
1980 05 18 0.614
1980 05 19 0.175
1980 05 20 0.694
1980 05 21 3.187
1980 05 22 4.477
1980 05 23 0.088
1980 05 24 0.024
1980 05 25 0.011
1980 05 26 0.000
1980 05 27 0.000
1980 05 28 0.000
1980 05 29 0.000
1980 05 30 0.000
1980 05 31 0.000
1980 06 01 0.000
1980 06 02 0.000
1980 06 03 0.005
1980 06 04 0.000
1980 06 05 0.000
1980 06 06 0.000
1980 06 07 0.000
1980 06 08 0.000
1980 06 09 0.000
1980 06 10 0.000
1980 06 11 0.001
1980 06 12 0.000
1980 06 13 0.105
1980 06 14 0.179
1980 06 15 0.001
1980 06 16 0.008
1980 06 17 0.002
1980 06 18 0.000
1980 06 19 0.000
1980 06 20 0.000
1980 06 21 0.010
1980 06 22 0.088
1980 06 23 0.135
1980 06 24 0.608
1980 06 25 1.892
1980 06 26 5.267
1980 06 27 0.763
1980 06 28 0.000
1980 06 29 0.000
1980 06 30 0.000
1980 07 01 0.013
1980 07 02 0.004
1980 07 03 0.002
1980 07 04 0.000
1980 07 05 0.000
1980 07 06 0.000
1980 07 07 0.000
1980 07 08 0.000
1980 07 09 0.000
1980 07 10 0.000
1980 07 11 0.000
1980 07 12 0.000
1980 07 13 0.000
1980 07 14 0.000
1980 07 15 0.000
1980 07 16 0.049
1980 07 17 0.006
1980 07 18 0.000
1980 07 19 0.000
1980 07 20 0.000
1980 07 21 0.000
1980 07 22 0.000
1980 07 23 0.000
1980 07 24 0.001
1980 07 25 0.005
1980 07 26 0.036
1980 07 27 0.000
1980 07 28 0.000
1980 07 29 0.000
1980 07 30 0.000
1980 07 31 0.000
1980 08 01 0.000
1980 08 02 0.120
1980 08 03 0.000
1980 08 04 0.000
1980 08 05 0.000
1980 08 06 0.000
1980 08 07 0.000
1980 08 08 0.000
1980 08 09 0.000
1980 08 10 0.000
1980 08 11 0.000
1980 08 12 0.002
1980 08 13 0.001
1980 08 14 0.016
1980 08 15 0.001
1980 08 16 0.000
1980 08 17 0.000
1980 08 18 0.139
1980 08 19 0.681
1980 08 20 0.816
1980 08 21 0.150
1980 08 22 0.706
1980 08 23 0.800
1980 08 24 0.252
1980 08 25 0.316
1980 08 26 0.182
1980 08 27 0.051
1980 08 28 0.183
1980 08 29 0.050
1980 08 30 0.000
1980 08 31 0.000
1980 09 01 0.000
1980 09 02 0.000
1980 09 03 0.004
1980 09 04 0.007
1980 09 05 0.160
1980 09 06 2.323
1980 09 07 4.708
1980 09 08 1.553
1980 09 09 2.223
1980 09 10 0.058
1980 09 11 0.296
1980 09 12 0.051
1980 09 13 0.005
1980 09 14 0.028
1980 09 15 6.248
1980 09 16 0.966
1980 09 17 0.264
1980 09 18 2.128
1980 09 19 1.216
1980 09 20 3.595
1980 09 21 7.088
1980 09 22 4.367
1980 09 23 0.687
1980 09 24 4.974
1980 09 25 0.549
1980 09 26 0.786
1980 09 27 4.830
1980 09 28 11.926
1980 09 29 0.884
1980 09 30 4.118
1980 10 01 2.145
1980 10 02 0.701
1980 10 03 0.061
1980 10 04 0.014
1980 10 05 0.423
1980 10 06 1.334
1980 10 07 0.247
1980 10 08 1.115
1980 10 09 1.179
1980 10 10 1.963
1980 10 11 3.466
1980 10 12 11.170
1980 10 13 7.588
1980 10 14 5.320
1980 10 15 7.040
1980 10 16 4.359
1980 10 17 2.390
1980 10 18 0.489
1980 10 19 0.126
1980 10 20 0.527
1980 10 21 0.388
1980 10 22 1.018
1980 10 23 1.832
1980 10 24 2.299
1980 10 25 1.897
1980 10 26 1.123
1980 10 27 0.446
1980 10 28 0.660
1980 10 29 2.599
1980 10 30 6.747
1980 10 31 5.510
1980 11 01 4.008
1980 11 02 11.321
1980 11 03 9.136
1980 11 04 11.700
1980 11 05 16.343
1980 11 06 12.093
1980 11 07 12.238
1980 11 08 5.067
1980 11 09 14.724
1980 11 10 17.429
1980 11 11 5.725
1980 11 12 11.202
1980 11 13 5.047
1980 11 14 9.204
1980 11 15 7.497
1980 11 16 3.391
1980 11 17 1.924
1980 11 18 3.146
1980 11 19 3.580
1980 11 20 8.660
1980 11 21 11.674
1980 11 22 2.420
1980 11 23 9.060
1980 11 24 17.856
1980 11 25 8.821
1980 11 26 9.610
1980 11 27 10.162
1980 11 28 8.137
1980 11 29 9.052
1980 11 30 14.717
1980 12 01 18.309
1980 12 02 25.065
1980 12 03 12.736
1980 12 04 8.275
1980 12 05 5.347
1980 12 06 5.080
1980 12 07 6.279
1980 12 08 5.006
1980 12 09 10.861
1980 12 10 6.131
1980 12 11 7.631
1980 12 12 8.642
1980 12 13 15.593
1980 12 14 8.747
1980 12 15 14.337
1980 12 16 22.612
1980 12 17 15.656
1980 12 18 10.654
1980 12 19 30.712
1980 12 20 16.114
1980 12 21 6.526
1980 12 22 3.494
1980 12 23 11.081
1980 12 24 6.877
1980 12 25 8.617
1980 12 26 11.221
1980 12 27 7.946
1980 12 28 10.666
1980 12 29 5.636
1980 12 30 8.600
1980 12 31 15.244
1981 01 01 30.769
1981 01 02 19.647
1981 01 03 14.176
1981 01 04 5.877
1981 01 05 0.779
1981 01 06 0.642
1981 01 07 0.839
1981 01 08 1.447
1981 01 09 3.567
1981 01 10 6.436
1981 01 11 9.985
1981 01 12 15.674
1981 01 13 9.366
1981 01 14 6.615
1981 01 15 12.992
1981 01 16 19.923
1981 01 17 5.539
1981 01 18 6.040
1981 01 19 4.380
1981 01 20 1.548
1981 01 21 4.690
1981 01 22 14.702
1981 01 23 16.499
1981 01 24 10.582
1981 01 25 7.108
1981 01 26 5.228
1981 01 27 11.775
1981 01 28 9.528
1981 01 29 8.162
1981 01 30 2.627
1981 01 31 7.683
1981 02 01 10.864
1981 02 02 4.662
1981 02 03 3.225
1981 02 04 2.645
1981 02 05 4.517
1981 02 06 4.152
1981 02 07 3.609
1981 02 08 4.290
1981 02 09 6.027
1981 02 10 8.795
1981 02 11 4.577
1981 02 12 11.062
1981 02 13 3.993
1981 02 14 6.803
1981 02 15 6.019
1981 02 16 6.172
1981 02 17 8.744
1981 02 18 3.997
1981 02 19 1.403
1981 02 20 2.547
1981 02 21 3.280
1981 02 22 6.319
1981 02 23 2.929
1981 02 24 3.647
1981 02 25 1.175
1981 02 26 1.040
1981 02 27 1.362
1981 02 28 2.532
1981 03 01 3.741
1981 03 02 1.969
1981 03 03 8.416
1981 03 04 9.691
1981 03 05 2.180
1981 03 06 3.589
1981 03 07 5.797
1981 03 08 10.273
1981 03 09 9.368
1981 03 10 14.601
1981 03 11 20.762
1981 03 12 7.703
1981 03 13 11.452
1981 03 14 10.099
1981 03 15 18.852
1981 03 16 5.514
1981 03 17 6.371
1981 03 18 15.406
1981 03 19 16.809
1981 03 20 16.312
1981 03 21 14.132
1981 03 22 11.573
1981 03 23 23.480
1981 03 24 14.673
1981 03 25 14.661
1981 03 26 16.787
1981 03 27 14.840
1981 03 28 18.509
1981 03 29 14.406
1981 03 30 5.248
1981 03 31 8.852
1981 04 01 5.308
1981 04 02 5.446
1981 04 03 7.172
1981 04 04 4.858
1981 04 05 2.747
1981 04 06 2.288
1981 04 07 0.534
1981 04 08 0.109
1981 04 09 0.333
1981 04 10 0.108
1981 04 11 0.648
1981 04 12 0.903
1981 04 13 0.884
1981 04 14 1.423
1981 04 15 3.454
1981 04 16 4.635
1981 04 17 4.749
1981 04 18 3.537
1981 04 19 2.538
1981 04 20 2.852
1981 04 21 1.514
1981 04 22 0.465
1981 04 23 0.247
1981 04 24 0.398
1981 04 25 0.440
1981 04 26 0.568
1981 04 27 0.797
1981 04 28 1.925
1981 04 29 7.313
1981 04 30 0.385
1981 05 01 1.033
1981 05 02 1.362
1981 05 03 2.908
1981 05 04 2.149
1981 05 05 0.947
1981 05 06 0.028
1981 05 07 0.005
1981 05 08 0.000
1981 05 09 0.000
1981 05 10 0.001
1981 05 11 0.000
1981 05 12 0.001
1981 05 13 0.000
1981 05 14 0.000
1981 05 15 0.000
1981 05 16 0.000
1981 05 17 0.000
1981 05 18 0.009
1981 05 19 0.001
1981 05 20 0.000
1981 05 21 0.000
1981 05 22 0.000
1981 05 23 0.001
1981 05 24 0.013
1981 05 25 0.000
1981 05 26 0.000
1981 05 27 0.002
1981 05 28 0.016
1981 05 29 0.000
1981 05 30 0.004
1981 05 31 0.011
1981 06 01 0.000
1981 06 02 0.025
1981 06 03 1.563
1981 06 04 0.235
1981 06 05 0.426
1981 06 06 3.139
1981 06 07 10.124
1981 06 08 0.973
1981 06 09 0.025
1981 06 10 0.020
1981 06 11 0.004
1981 06 12 0.071
1981 06 13 0.088
1981 06 14 0.415
1981 06 15 0.015
1981 06 16 0.246
1981 06 17 0.197
1981 06 18 0.104
1981 06 19 0.001
1981 06 20 0.009
1981 06 21 0.023
1981 06 22 0.006
1981 06 23 0.009
1981 06 24 0.000
1981 06 25 0.000
1981 06 26 0.000
1981 06 27 0.000
1981 06 28 0.000
1981 06 29 0.000
1981 06 30 0.000
1981 07 01 0.000
1981 07 02 0.007
1981 07 03 0.104
1981 07 04 0.203
1981 07 05 1.874
1981 07 06 0.702
1981 07 07 0.027
1981 07 08 0.000
1981 07 09 0.000
1981 07 10 0.000
1981 07 11 0.000
1981 07 12 0.000
1981 07 13 0.000
1981 07 14 0.000
1981 07 15 0.000
1981 07 16 0.000
1981 07 17 0.001
1981 07 18 0.000
1981 07 19 0.000
1981 07 20 0.000
1981 07 21 0.000
1981 07 22 0.000
1981 07 23 0.000
1981 07 24 0.000
1981 07 25 0.000
1981 07 26 0.000
1981 07 27 0.000
1981 07 28 0.000
1981 07 29 0.000
1981 07 30 0.000
1981 07 31 0.000
1981 08 01 0.000
1981 08 02 0.000
1981 08 03 0.000
1981 08 04 0.000
1981 08 05 0.000
1981 08 06 0.000
1981 08 07 0.000
1981 08 08 0.000
1981 08 09 0.001
1981 08 10 0.000
1981 08 11 0.000
1981 08 12 0.000
1981 08 13 0.000
1981 08 14 0.001
1981 08 15 0.008
1981 08 16 0.206
1981 08 17 0.328
1981 08 18 0.232
1981 08 19 3.641
1981 08 20 0.496
1981 08 21 0.101
1981 08 22 0.017
1981 08 23 0.010
1981 08 24 0.000
1981 08 25 0.000
1981 08 26 0.022
1981 08 27 0.269
1981 08 28 0.224
1981 08 29 0.000
1981 08 30 0.000
1981 08 31 0.000
1981 09 01 0.000
1981 09 02 0.002
1981 09 03 0.027
1981 09 04 0.060
1981 09 05 0.014
1981 09 06 0.305
1981 09 07 0.062
1981 09 08 0.300
1981 09 09 0.361
1981 09 10 0.000
1981 09 11 0.000
1981 09 12 0.000
1981 09 13 0.000
1981 09 14 0.024
1981 09 15 0.005
1981 09 16 0.015
1981 09 17 0.121
1981 09 18 0.171
1981 09 19 0.117
1981 09 20 0.021
1981 09 21 0.020
1981 09 22 0.000
1981 09 23 0.000
1981 09 24 0.242
1981 09 25 0.072
1981 09 26 0.093
1981 09 27 0.181
1981 09 28 3.061
1981 09 29 4.533
1981 09 30 3.994
1981 10 01 1.540
1981 10 02 4.138
1981 10 03 6.309
1981 10 04 3.538
1981 10 05 0.614
1981 10 06 1.477
1981 10 07 4.337
1981 10 08 8.905
1981 10 09 3.345
1981 10 10 7.905
1981 10 11 9.024
1981 10 12 4.471
1981 10 13 9.691
1981 10 14 2.361
1981 10 15 0.952
1981 10 16 6.092
1981 10 17 2.920
1981 10 18 5.404
1981 10 19 14.982
1981 10 20 3.097
1981 10 21 2.366
1981 10 22 2.921
1981 10 23 5.982
1981 10 24 6.693
1981 10 25 1.956
1981 10 26 1.826
1981 10 27 4.274
1981 10 28 14.656
1981 10 29 2.536
1981 10 30 9.200
1981 10 31 7.857
1981 11 01 11.313
1981 11 02 10.682
1981 11 03 5.460
1981 11 04 2.899
1981 11 05 5.291
1981 11 06 8.393
1981 11 07 6.051
1981 11 08 13.238
1981 11 09 3.443
1981 11 10 15.098
1981 11 11 15.681
1981 11 12 3.826
1981 11 13 5.296
1981 11 14 24.787
1981 11 15 12.950
1981 11 16 10.485
1981 11 17 3.405
1981 11 18 4.803
1981 11 19 12.478
1981 11 20 14.656
1981 11 21 10.947
1981 11 22 12.202
1981 11 23 1.621
1981 11 24 3.337
1981 11 25 16.772
1981 11 26 3.344
1981 11 27 6.422
1981 11 28 6.612
1981 11 29 4.630
1981 11 30 10.597
1981 12 01 5.150
1981 12 02 8.111
1981 12 03 13.454
1981 12 04 9.330
1981 12 05 2.329
1981 12 06 1.909
1981 12 07 6.325
1981 12 08 3.783
1981 12 09 9.375
1981 12 10 9.455
1981 12 11 4.745
1981 12 12 13.613
1981 12 13 4.253
1981 12 14 10.027
1981 12 15 4.476
1981 12 16 5.597
1981 12 17 7.147
1981 12 18 9.095
1981 12 19 5.247
1981 12 20 1.140
1981 12 21 2.945
1981 12 22 2.887
1981 12 23 6.478
1981 12 24 2.865
1981 12 25 2.451
1981 12 26 5.769
1981 12 27 7.093
1981 12 28 5.098
1981 12 29 12.881
1981 12 30 11.817
1981 12 31 14.678
1982 01 01 22.872
1982 01 02 16.616
1982 01 03 12.420
1982 01 04 13.965
1982 01 05 12.716
1982 01 06 13.039
1982 01 07 10.788
1982 01 08 13.125
1982 01 09 7.544
1982 01 10 10.930
1982 01 11 10.064
1982 01 12 18.270
1982 01 13 32.538
1982 01 14 6.996
1982 01 15 10.832
1982 01 16 8.955
1982 01 17 9.782
1982 01 18 15.802
1982 01 19 9.518
1982 01 20 21.903
1982 01 21 27.202
1982 01 22 12.903
1982 01 23 10.644
1982 01 24 24.875
1982 01 25 11.091
1982 01 26 10.235
1982 01 27 13.070
1982 01 28 10.958
1982 01 29 10.418
1982 01 30 12.500
1982 01 31 10.849
1982 02 01 10.649
1982 02 02 7.387
1982 02 03 7.954
1982 02 04 6.005
1982 02 05 6.490
1982 02 06 8.232
1982 02 07 11.277
1982 02 08 4.892
1982 02 09 2.251
1982 02 10 5.468
1982 02 11 5.530
1982 02 12 5.244
1982 02 13 7.580
1982 02 14 9.877
1982 02 15 7.561
1982 02 16 8.233
1982 02 17 13.358
1982 02 18 3.276
1982 02 19 0.927
1982 02 20 1.474
1982 02 21 4.639
1982 02 22 7.366
1982 02 23 3.632
1982 02 24 10.889
1982 02 25 7.058
1982 02 26 11.798
1982 02 27 9.059
1982 02 28 4.502
1982 03 01 2.454
1982 03 02 14.387
1982 03 03 10.780
1982 03 04 6.651
1982 03 05 12.986
1982 03 06 18.827
1982 03 07 30.791
1982 03 08 16.059
1982 03 09 10.860
1982 03 10 13.837
1982 03 11 5.892
1982 03 12 2.455
1982 03 13 12.741
1982 03 14 4.271
1982 03 15 2.053
1982 03 16 1.282
1982 03 17 1.155
1982 03 18 5.178
1982 03 19 7.025
1982 03 20 8.898
1982 03 21 4.556
1982 03 22 6.960
1982 03 23 5.783
1982 03 24 4.792
1982 03 25 14.507
1982 03 26 30.243
1982 03 27 7.289
1982 03 28 5.958
1982 03 29 10.092
1982 03 30 8.433
1982 03 31 4.990
1982 04 01 4.692
1982 04 02 1.419
1982 04 03 0.709
1982 04 04 0.598
1982 04 05 0.682
1982 04 06 3.038
1982 04 07 1.942
1982 04 08 6.664
1982 04 09 6.138
1982 04 10 5.944
1982 04 11 4.879
1982 04 12 7.637
1982 04 13 8.779
1982 04 14 16.255
1982 04 15 7.315
1982 04 16 4.284
1982 04 17 9.472
1982 04 18 2.495
1982 04 19 6.207
1982 04 20 4.911
1982 04 21 4.281
1982 04 22 1.994
1982 04 23 0.367
1982 04 24 0.735
1982 04 25 1.570
1982 04 26 1.414
1982 04 27 1.091
1982 04 28 1.734
1982 04 29 0.844
1982 04 30 0.070
1982 05 01 0.105
1982 05 02 0.041
1982 05 03 0.369
1982 05 04 0.443
1982 05 05 1.403
1982 05 06 0.794
1982 05 07 0.226
1982 05 08 0.000
1982 05 09 0.000
1982 05 10 0.013
1982 05 11 0.045
1982 05 12 0.018
1982 05 13 0.011
1982 05 14 0.176
1982 05 15 0.103
1982 05 16 0.010
1982 05 17 0.014
1982 05 18 1.174
1982 05 19 4.461
1982 05 20 2.241
1982 05 21 5.946
1982 05 22 2.984
1982 05 23 1.434
1982 05 24 15.710
1982 05 25 3.799
1982 05 26 0.041
1982 05 27 0.000
1982 05 28 0.025
1982 05 29 0.238
1982 05 30 0.155
1982 05 31 0.010
1982 06 01 0.002
1982 06 02 0.000
1982 06 03 0.168
1982 06 04 0.057
1982 06 05 0.098
1982 06 06 0.002
1982 06 07 0.003
1982 06 08 0.000
1982 06 09 0.000
1982 06 10 0.001
1982 06 11 0.000
1982 06 12 0.000
1982 06 13 0.006
1982 06 14 0.000
1982 06 15 0.113
1982 06 16 0.088
1982 06 17 0.006
1982 06 18 0.000
1982 06 19 0.000
1982 06 20 0.197
1982 06 21 0.128
1982 06 22 0.465
1982 06 23 0.149
1982 06 24 0.098
1982 06 25 0.185
1982 06 26 0.491
1982 06 27 0.400
1982 06 28 0.005
1982 06 29 0.116
1982 06 30 0.011
1982 07 01 0.000
1982 07 02 0.000
1982 07 03 0.000
1982 07 04 0.000
1982 07 05 0.000
1982 07 06 0.000
1982 07 07 0.000
1982 07 08 0.000
1982 07 09 0.000
1982 07 10 0.000
1982 07 11 0.008
1982 07 12 0.007
1982 07 13 0.013
1982 07 14 0.218
1982 07 15 0.157
1982 07 16 0.036
1982 07 17 0.001
1982 07 18 0.067
1982 07 19 0.026
1982 07 20 0.000
1982 07 21 0.000
1982 07 22 0.000
1982 07 23 0.000
1982 07 24 0.000
1982 07 25 0.000
1982 07 26 0.000
1982 07 27 0.000
1982 07 28 0.000
1982 07 29 0.000
1982 07 30 0.000
1982 07 31 0.005
1982 08 01 1.975
1982 08 02 0.756
1982 08 03 0.227
1982 08 04 1.315
1982 08 05 1.485
1982 08 06 0.612
1982 08 07 0.188
1982 08 08 0.000
1982 08 09 0.009
1982 08 10 0.153
1982 08 11 0.028
1982 08 12 0.048
1982 08 13 0.000
1982 08 14 0.000
1982 08 15 0.000
1982 08 16 0.000
1982 08 17 0.000
1982 08 18 0.157
1982 08 19 0.071
1982 08 20 0.322
1982 08 21 1.756
1982 08 22 2.769
1982 08 23 0.124
1982 08 24 0.563
1982 08 25 3.959
1982 08 26 1.204
1982 08 27 0.079
1982 08 28 0.020
1982 08 29 0.035
1982 08 30 0.027
1982 08 31 0.152
1982 09 01 0.547
1982 09 02 0.964
1982 09 03 1.558
1982 09 04 1.032
1982 09 05 3.318
1982 09 06 0.716
1982 09 07 1.419
1982 09 08 0.820
1982 09 09 1.069
1982 09 10 2.469
1982 09 11 2.237
1982 09 12 3.723
1982 09 13 6.082
1982 09 14 9.613
1982 09 15 5.006
1982 09 16 3.193
1982 09 17 2.300
1982 09 18 1.966
1982 09 19 2.097
1982 09 20 1.480
1982 09 21 7.343
1982 09 22 9.435
1982 09 23 5.666
1982 09 24 0.954
1982 09 25 3.418
1982 09 26 2.001
1982 09 27 1.379
1982 09 28 6.143
1982 09 29 4.142
1982 09 30 15.268
1982 10 01 5.598
1982 10 02 1.619
1982 10 03 3.759
1982 10 04 2.414
1982 10 05 4.694
1982 10 06 5.615
1982 10 07 3.997
1982 10 08 3.410
1982 10 09 3.598
1982 10 10 6.263
1982 10 11 6.015
1982 10 12 1.265
1982 10 13 5.008
1982 10 14 2.418
1982 10 15 1.688
1982 10 16 2.655
1982 10 17 4.319
1982 10 18 5.290
1982 10 19 2.426
1982 10 20 1.533
1982 10 21 1.858
1982 10 22 3.655
1982 10 23 1.273
1982 10 24 1.221
1982 10 25 2.343
1982 10 26 6.804
1982 10 27 5.061
1982 10 28 5.409
1982 10 29 5.836
1982 10 30 3.741
1982 10 31 4.743
1982 11 01 7.787
1982 11 02 2.795
1982 11 03 1.579
1982 11 04 4.558
1982 11 05 3.099
1982 11 06 4.985
1982 11 07 7.251
1982 11 08 8.246
1982 11 09 4.611
1982 11 10 2.292
1982 11 11 4.801
1982 11 12 7.138
1982 11 13 6.646
1982 11 14 4.604
1982 11 15 4.938
1982 11 16 11.576
1982 11 17 4.146
1982 11 18 4.928
1982 11 19 3.723
1982 11 20 2.657
1982 11 21 1.528
1982 11 22 2.951
1982 11 23 2.434
1982 11 24 3.426
1982 11 25 6.881
1982 11 26 2.927
1982 11 27 4.562
1982 11 28 3.117
1982 11 29 1.023
1982 11 30 1.807
1982 12 01 5.683
1982 12 02 7.433
1982 12 03 4.540
1982 12 04 7.373
1982 12 05 3.688
1982 12 06 1.460
1982 12 07 3.954
1982 12 08 5.004
1982 12 09 10.739
1982 12 10 8.559
1982 12 11 8.174
1982 12 12 3.067
1982 12 13 4.944
1982 12 14 12.953
1982 12 15 10.415
1982 12 16 12.807
1982 12 17 8.778
1982 12 18 5.299
1982 12 19 10.184
1982 12 20 5.792
1982 12 21 2.413
1982 12 22 9.557
1982 12 23 14.250
1982 12 24 8.362
1982 12 25 8.065
1982 12 26 9.879
1982 12 27 7.575
1982 12 28 15.398
1982 12 29 16.088
1982 12 30 13.394
1982 12 31 15.983
1983 01 01 7.913
1983 01 02 12.342
1983 01 03 9.878
1983 01 04 6.245
1983 01 05 8.861
1983 01 06 16.299
1983 01 07 5.242
1983 01 08 3.956
1983 01 09 4.908
1983 01 10 9.249
1983 01 11 14.322
1983 01 12 18.040
1983 01 13 15.841
1983 01 14 6.243
1983 01 15 6.500
1983 01 16 6.950
1983 01 17 7.596
1983 01 18 9.253
1983 01 19 4.920
1983 01 20 8.383
1983 01 21 9.080
1983 01 22 10.112
1983 01 23 9.360
1983 01 24 10.970
1983 01 25 19.122
1983 01 26 14.936
1983 01 27 5.017
1983 01 28 18.576
1983 01 29 18.661
1983 01 30 12.593
1983 01 31 21.075
1983 02 01 23.785
1983 02 02 20.212
1983 02 03 13.961
1983 02 04 7.177
1983 02 05 7.713
1983 02 06 15.025
1983 02 07 25.875
1983 02 08 22.225
1983 02 09 16.694
1983 02 10 16.835
1983 02 11 17.838
1983 02 12 21.876
1983 02 13 5.848
1983 02 14 13.049
1983 02 15 5.709
1983 02 16 2.136
1983 02 17 2.943
1983 02 18 1.825
1983 02 19 3.383
1983 02 20 2.976
1983 02 21 2.880
1983 02 22 1.975
1983 02 23 2.882
1983 02 24 0.793
1983 02 25 0.483
1983 02 26 1.794
1983 02 27 2.769
1983 02 28 6.731
1983 03 01 8.355
1983 03 02 11.647
1983 03 03 7.269
1983 03 04 8.516
1983 03 05 15.291
1983 03 06 15.084
1983 03 07 15.460
1983 03 08 18.534
1983 03 09 6.921
1983 03 10 4.127
1983 03 11 1.850
1983 03 12 7.290
1983 03 13 5.442
1983 03 14 3.553
1983 03 15 3.996
1983 03 16 5.636
1983 03 17 3.512
1983 03 18 3.398
1983 03 19 20.080
1983 03 20 13.537
1983 03 21 12.145
1983 03 22 11.950
1983 03 23 3.344
1983 03 24 2.039
1983 03 25 6.279
1983 03 26 7.345
1983 03 27 10.259
1983 03 28 5.147
1983 03 29 3.082
1983 03 30 10.720
1983 03 31 6.776
1983 04 01 3.326
1983 04 02 5.551
1983 04 03 2.488
1983 04 04 3.412
1983 04 05 2.675
1983 04 06 6.676
1983 04 07 8.978
1983 04 08 5.480
1983 04 09 2.056
1983 04 10 5.245
1983 04 11 8.457
1983 04 12 0.948
1983 04 13 0.089
1983 04 14 0.070
1983 04 15 0.064
1983 04 16 0.019
1983 04 17 0.026
1983 04 18 0.144
1983 04 19 0.001
1983 04 20 0.330
1983 04 21 0.616
1983 04 22 1.256
1983 04 23 0.857
1983 04 24 1.852
1983 04 25 6.660
1983 04 26 4.025
1983 04 27 0.228
1983 04 28 0.504
1983 04 29 0.053
1983 04 30 0.000
1983 05 01 0.001
1983 05 02 0.009
1983 05 03 0.115
1983 05 04 0.001
1983 05 05 0.000
1983 05 06 0.000
1983 05 07 0.000
1983 05 08 0.000
1983 05 09 0.000
1983 05 10 0.139
1983 05 11 0.038
1983 05 12 0.775
1983 05 13 0.001
1983 05 14 0.001
