year month day temperature_min
1980 01 01 22.853
1980 01 02 23.754
1980 01 03 19.996
1980 01 04 24.309
1980 01 05 20.780
1980 01 06 23.762
1980 01 07 21.773
1980 01 08 21.490
1980 01 09 21.452
1980 01 10 23.022
1980 01 11 22.070
1980 01 12 21.989
1980 01 13 18.579
1980 01 14 22.917
1980 01 15 21.429
1980 01 16 22.891
1980 01 17 21.760
1980 01 18 21.908
1980 01 19 23.651
1980 01 20 23.764
1980 01 21 21.879
1980 01 22 22.951
1980 01 23 25.691
1980 01 24 23.106
1980 01 25 23.152
1980 01 26 23.751
1980 01 27 24.062
1980 01 28 22.514
1980 01 29 23.758
1980 01 30 23.402
1980 01 31 23.257
1980 02 01 21.151
1980 02 02 22.386
1980 02 03 15.107
1980 02 04 23.971
1980 02 05 22.798
1980 02 06 22.540
1980 02 07 21.871
1980 02 08 21.344
1980 02 09 21.552
1980 02 10 22.628
1980 02 11 22.444
1980 02 12 23.341
1980 02 13 24.199
1980 02 14 22.914
1980 02 15 20.987
1980 02 16 21.481
1980 02 17 21.093
1980 02 18 21.767
1980 02 19 22.590
1980 02 20 23.265
1980 02 21 21.367
1980 02 22 23.428
1980 02 23 15.608
1980 02 24 22.270
1980 02 25 22.638
1980 02 26 21.805
1980 02 27 21.040
1980 02 28 20.837
1980 02 29 22.072
1980 03 01 23.804
1980 03 02 21.710
1980 03 03 19.102
1980 03 04 23.397
1980 03 05 22.495
1980 03 06 23.629
1980 03 07 20.977
1980 03 08 22.035
1980 03 09 22.319
1980 03 10 24.119
1980 03 11 23.893
1980 03 12 23.046
1980 03 13 22.704
1980 03 14 25.507
1980 03 15 22.357
1980 03 16 22.276
1980 03 17 22.671
1980 03 18 23.335
1980 03 19 23.422
1980 03 20 22.989
1980 03 21 20.223
1980 03 22 21.389
1980 03 23 23.380
1980 03 24 22.350
1980 03 25 23.539
1980 03 26 24.564
1980 03 27 25.823
1980 03 28 25.433
1980 03 29 23.633
1980 03 30 21.970
1980 03 31 20.897
1980 04 01 23.085
1980 04 02 23.732
1980 04 03 22.733
1980 04 04 22.701
1980 04 05 23.716
1980 04 06 22.840
1980 04 07 21.241
1980 04 08 24.303
1980 04 09 22.754
1980 04 10 21.207
1980 04 11 21.607
1980 04 12 24.436
1980 04 13 22.620
1980 04 14 22.919
1980 04 15 24.301
1980 04 16 21.157
1980 04 17 24.104
1980 04 18 20.934
1980 04 19 21.481
1980 04 20 19.828
1980 04 21 24.279
1980 04 22 23.861
1980 04 23 22.111
1980 04 24 23.924
1980 04 25 21.761
1980 04 26 21.575
1980 04 27 22.020
1980 04 28 21.103
1980 04 29 21.178
1980 04 30 24.584
1980 05 01 19.567
1980 05 02 22.858
1980 05 03 20.348
1980 05 04 19.213
1980 05 05 21.943
1980 05 06 23.210
1980 05 07 22.730
1980 05 08 25.422
1980 05 09 21.566
1980 05 10 22.875
1980 05 11 24.307
1980 05 12 22.139
1980 05 13 24.086
1980 05 14 23.437
1980 05 15 18.543
1980 05 16 22.353
1980 05 17 22.282
1980 05 18 24.748
1980 05 19 23.221
1980 05 20 22.744
1980 05 21 22.939
1980 05 22 20.689
1980 05 23 22.364
1980 05 24 24.537
1980 05 25 18.899
1980 05 26 18.134
1980 05 27 22.840
1980 05 28 23.237
1980 05 29 21.674
1980 05 30 23.621
1980 05 31 21.254
1980 06 01 20.186
1980 06 02 20.906
1980 06 03 22.880
1980 06 04 22.842
1980 06 05 21.072
1980 06 06 23.756
1980 06 07 23.498
1980 06 08 20.596
1980 06 09 21.049
1980 06 10 20.931
1980 06 11 19.836
1980 06 12 20.750
1980 06 13 22.630
1980 06 14 21.571
1980 06 15 21.469
