year month day simulated_streamflow_m3s
1980 01 01 86.7355
1980 01 02 66.3346
1980 01 03 64.6662
1980 01 04 51.3440
1980 01 05 43.7497
1980 01 06 39.3480
1980 01 07 67.7852
1980 01 08 89.0262
1980 01 09 119.5860
1980 01 10 109.2539
1980 01 11 77.0447
1980 01 12 59.0105
1980 01 13 57.4722
1980 01 14 45.9429
1980 01 15 39.3152
1980 01 16 35.7685
1980 01 17 35.6337
1980 01 18 102.5084
1980 01 19 58.1913
1980 01 20 72.8788
1980 01 21 51.4060
1980 01 22 42.4313
1980 01 23 60.4899
1980 01 24 119.6923
1980 01 25 90.3509
1980 01 26 62.7963
1980 01 27 47.5105
1980 01 28 50.9456
1980 01 29 39.9647
1980 01 30 33.9675
1980 01 31 112.0290
1980 02 01 107.6065
1980 02 02 73.0702
1980 02 03 55.7254
1980 02 04 52.4965
1980 02 05 41.5286
1980 02 06 39.4296
1980 02 07 33.4728
1980 02 08 30.0590
1980 02 09 27.8673
1980 02 10 33.2000
1980 02 11 69.0780
1980 02 12 45.3205
1980 02 13 35.5558
1980 02 14 30.7153
1980 02 15 28.4422
1980 02 16 32.0293
1980 02 17 51.5034
1980 02 18 69.4612
1980 02 19 49.6342
1980 02 20 51.9768
1980 02 21 38.6732
1980 02 22 33.3509
1980 02 23 30.5993
1980 02 24 70.1695
1980 02 25 82.6229
1980 02 26 96.5427
1980 02 27 104.8269
1980 02 28 85.9571
1980 02 29 66.1343
1980 03 01 108.1757
1980 03 02 103.5739
1980 03 03 116.8862
1980 03 04 246.1792
1980 03 05 157.4676
1980 03 06 148.1619
1980 03 07 152.7243
1980 03 08 205.5854
1980 03 09 129.7195
1980 03 10 109.6178
1980 03 11 124.4229
1980 03 12 176.6904
1980 03 13 229.4731
1980 03 14 146.4450
1980 03 15 108.1812
1980 03 16 79.6105
1980 03 17 62.2421
1980 03 18 51.1005
1980 03 19 43.8908
1980 03 20 38.8378
1980 03 21 35.9428
1980 03 22 33.3004
1980 03 23 31.2087
1980 03 24 29.6217
1980 03 25 28.3615
1980 03 26 27.4325
1980 03 27 29.1918
1980 03 28 33.6713
1980 03 29 51.3372
1980 03 30 41.0366
1980 03 31 34.7453
1980 04 01 30.6193
1980 04 02 27.8071
1980 04 03 25.8496
1980 04 04 29.8651
1980 04 05 26.4333
1980 04 06 24.1647
1980 04 07 22.8561
1980 04 08 26.5413
1980 04 09 23.9962
1980 04 10 27.4257
1980 04 11 25.5796
1980 04 12 38.0103
1980 04 13 120.0404
1980 04 14 93.6992
1980 04 15 88.8672
1980 04 16 55.2533
1980 04 17 47.2455
1980 04 18 44.6716
1980 04 19 38.4108
1980 04 20 31.5589
1980 04 21 27.0637
1980 04 22 24.1984
1980 04 23 22.3109
1980 04 24 30.7247
1980 04 25 25.4744
1980 04 26 22.1373
1980 04 27 20.3909
1980 04 28 19.3869
1980 04 29 18.7481
1980 04 30 18.3017
1980 05 01 35.2253
1980 05 02 120.3682
1980 05 03 103.5139
1980 05 04 64.1023
1980 05 05 45.0803
1980 05 06 34.5506
1980 05 07 29.4116
1980 05 08 239.2451
1980 05 09 198.1854
1980 05 10 448.3836
1980 05 11 290.9988
1980 05 12 212.0414
1980 05 13 154.5353
1980 05 14 108.8330
1980 05 15 81.7433
1980 05 16 110.8423
1980 05 17 119.7554
1980 05 18 109.1230
1980 05 19 125.1736
1980 05 20 88.0818
1980 05 21 150.1615
1980 05 22 124.3480
1980 05 23 84.9128
1980 05 24 74.9785
1980 05 25 58.3600
1980 05 26 48.3982
1980 05 27 42.0299
1980 05 28 37.7360
1980 05 29 57.8817
1980 05 30 44.1070
1980 05 31 39.4485
1980 06 01 72.2310
1980 06 02 52.5381
1980 06 03 42.1428
1980 06 04 36.2338
1980 06 05 35.9294
1980 06 06 31.6548
1980 06 07 28.9839
1980 06 08 27.3009
1980 06 09 31.7272
1980 06 10 38.4567
1980 06 11 31.4022
1980 06 12 37.6924
1980 06 13 119.0345
1980 06 14 74.2979
1980 06 15 51.9029
1980 06 16 43.2731
1980 06 17 36.1896
1980 06 18 31.4133
1980 06 19 31.4813
1980 06 20 54.6811
1980 06 21 46.5089
1980 06 22 52.7886
1980 06 23 61.2261
1980 06 24 46.8889
1980 06 25 106.7779
1980 06 26 78.5007
1980 06 27 78.7416
1980 06 28 54.4809
1980 06 29 41.8535
1980 06 30 49.3741
1980 07 01 76.4763
1980 07 02 50.5036
1980 07 03 49.0103
1980 07 04 38.4196
1980 07 05 32.3376
1980 07 06 28.7442
1980 07 07 27.9666
1980 07 08 48.6065
1980 07 09 129.0345
1980 07 10 64.7531
1980 07 11 71.0450
