year month day simulated_streamflow_m3s
1980 01 01 4.9379
1980 01 02 6.2996
1980 01 03 8.3112
1980 01 04 11.4989
1980 01 05 17.1197
1980 01 06 13.1362
1980 01 07 10.7784
1980 01 08 7.9622
1980 01 09 7.5605
1980 01 10 7.3648
1980 01 11 6.9892
1980 01 12 6.5473
1980 01 13 7.8337
1980 01 14 12.7000
1980 01 15 16.2593
1980 01 16 13.8571
1980 01 17 14.1533
1980 01 18 10.3586
1980 01 19 8.1136
1980 01 20 6.2022
1980 01 21 5.0635
1980 01 22 4.5303
1980 01 23 3.7413
1980 01 24 3.1941
1980 01 25 2.6570
1980 01 26 2.3472
1980 01 27 2.7264
1980 01 28 7.1089
1980 01 29 7.6314
1980 01 30 9.9296
1980 01 31 14.2964
1980 02 01 22.7574
1980 02 02 22.8628
1980 02 03 21.9520
1980 02 04 23.0237
1980 02 05 22.1750
1980 02 06 26.4724
1980 02 07 28.6783
1980 02 08 33.3084
1980 02 09 41.4591
1980 02 10 39.4389
1980 02 11 30.3763
1980 02 12 23.7717
1980 02 13 24.3037
1980 02 14 18.2239
1980 02 15 17.5305
1980 02 16 33.2502
1980 02 17 71.0648
1980 02 18 74.7089
1980 02 19 80.1080
1980 02 20 57.6795
1980 02 21 74.7373
1980 02 22 85.8681
1980 02 23 53.9418
1980 02 24 35.5781
1980 02 25 24.8490
1980 02 26 18.7261
1980 02 27 14.7548
1980 02 28 15.1292
1980 02 29 11.0163
1980 03 01 10.0788
1980 03 02 10.6665
1980 03 03 8.8932
1980 03 04 9.2747
1980 03 05 8.7746
1980 03 06 8.5859
1980 03 07 7.3651
1980 03 08 8.4258
1980 03 09 6.7879
1980 03 10 7.6069
1980 03 11 5.9327
1980 03 12 4.8078
1980 03 13 4.2303
1980 03 14 3.6200
1980 03 15 3.1804
1980 03 16 3.7042
1980 03 17 8.2981
1980 03 18 8.3811
1980 03 19 6.3545
1980 03 20 5.9925
1980 03 21 5.2203
1980 03 22 4.2494
1980 03 23 3.5827
1980 03 24 3.1087
1980 03 25 3.1254
1980 03 26 2.7297
1980 03 27 2.4383
1980 03 28 2.2187
1980 03 29 2.0473
1980 03 30 2.0173
1980 03 31 1.8787
1980 04 01 1.7761
1980 04 02 1.6775
1980 04 03 1.6809
1980 04 04 1.5760
1980 04 05 1.4904
1980 04 06 1.4184
1980 04 07 1.5253
1980 04 08 1.8160
1980 04 09 1.9369
1980 04 10 1.7296
1980 04 11 1.5463
1980 04 12 1.4026
1980 04 13 1.2875
1980 04 14 1.1911
1980 04 15 1.1075
1980 04 16 1.1175
1980 04 17 1.6221
1980 04 18 1.5545
1980 04 19 2.8005
1980 04 20 3.3928
1980 04 21 3.9454
1980 04 22 3.1696
1980 04 23 3.0420
1980 04 24 2.8022
1980 04 25 2.5700
1980 04 26 2.2858
1980 04 27 1.9054
1980 04 28 1.6259
1980 04 29 1.4341
1980 04 30 1.2756
1980 05 01 1.2425
1980 05 02 1.1060
1980 05 03 1.0324
1980 05 04 0.9321
1980 05 05 0.8496
1980 05 06 0.9564
1980 05 07 1.5458
1980 05 08 1.6454
1980 05 09 1.8216
1980 05 10 1.6713
1980 05 11 1.3858
1980 05 12 1.2521
1980 05 13 1.2232
1980 05 14 1.3630
1980 05 15 1.7365
1980 05 16 1.5146
1980 05 17 4.0301
1980 05 18 3.1680
1980 05 19 2.4145
1980 05 20 1.9608
1980 05 21 1.5746
1980 05 22 1.2832
1980 05 23 1.0675
1980 05 24 0.9309
1980 05 25 0.9886
1980 05 26 0.8889
1980 05 27 0.8130
1980 05 28 1.2336
1980 05 29 1.2870
1980 05 30 1.1494
1980 05 31 1.0450
1980 06 01 1.0832
1980 06 02 0.8950
1980 06 03 0.7258
1980 06 04 0.5988
1980 06 05 0.5069
1980 06 06 0.5601
1980 06 07 0.8021
1980 06 08 0.9728
1980 06 09 1.0883
1980 06 10 1.0014
1980 06 11 0.8778
1980 06 12 0.7162
1980 06 13 0.5863
1980 06 14 0.4835
1980 06 15 0.4028
1980 06 16 0.3647
1980 06 17 1.5816
1980 06 18 1.3040
1980 06 19 0.9980
1980 06 20 0.8699
1980 06 21 0.7046
1980 06 22 0.5688
1980 06 23 0.4643
1980 06 24 0.3885
1980 06 25 0.3258
1980 06 26 0.2744
1980 06 27 0.2329
1980 06 28 0.2074
1980 06 29 0.7220
1980 06 30 0.8683
1980 07 01 0.7322
1980 07 02 0.5887
1980 07 03 0.5368
1980 07 04 0.4318
1980 07 05 0.3839
1980 07 06 0.3341
1980 07 07 0.7031
1980 07 08 0.9815
1980 07 09 0.8312
1980 07 10 0.6585
1980 07 11 0.5280
1980 07 12 0.4563
1980 07 13 0.3753
1980 07 14 0.4548
1980 07 15 0.4039
1980 07 16 0.3430
1980 07 17 0.5586
1980 07 18 0.5064
1980 07 19 0.4785
1980 07 20 0.5493
1980 07 21 0.4759
1980 07 22 0.3975
1980 07 23 0.3293
1980 07 24 0.2723
1980 07 25 0.2267
1980 07 26 0.2322
1980 07 27 0.1985
1980 07 28 0.1667
1980 07 29 0.1414
1980 07 30 0.1264
1980 07 31 0.1182
1980 08 01 0.1101
1980 08 02 0.4293
1980 08 03 0.8319
1980 08 04 1.1331
1980 08 05 1.0498
1980 08 06 0.8125
1980 08 07 0.6578
1980 08 08 0.5302
1980 08 09 0.4297
1980 08 10 0.3492
1980 08 11 0.2868
1980 08 12 0.2545
1980 08 13 0.2257
1980 08 14 0.2571
1980 08 15 0.2615
1980 08 16 0.2398
1980 08 17 0.2072
1980 08 18 0.1758
1980 08 19 0.1491
1980 08 20 0.1270
1980 08 21 0.1086
1980 08 22 0.0934
1980 08 23 0.0807
1980 08 24 0.0699
1980 08 25 0.0606
1980 08 26 0.0526
1980 08 27 0.0458
1980 08 28 0.0529
1980 08 29 0.1273
1980 08 30 0.1444
1980 08 31 0.1295
1980 09 01 0.1100
1980 09 02 0.0916
1980 09 03 0.0762
1980 09 04 0.0637
1980 09 05 0.0535
1980 09 06 0.0472
1980 09 07 0.0450
1980 09 08 0.2086
1980 09 09 1.1408
1980 09 10 1.2764
1980 09 11 1.0704
1980 09 12 0.9299
1980 09 13 0.7633
1980 09 14 0.6307
1980 09 15 0.5283
1980 09 16 0.4407
1980 09 17 0.3682
1980 09 18 0.3336
1980 09 19 0.2924
1980 09 20 0.2501
1980 09 21 0.2129
1980 09 22 0.1813
1980 09 23 0.1603
1980 09 24 0.2224
1980 09 25 0.2416
1980 09 26 0.9231
1980 09 27 1.2278
1980 09 28 1.0323
1980 09 29 0.8279
1980 09 30 0.6687
1980 10 01 0.5464
1980 10 02 0.4504
1980 10 03 0.3736
1980 10 04 0.3115
1980 10 05 0.3261
1980 10 06 0.3368
1980 10 07 0.3135
1980 10 08 0.2749
1980 10 09 0.2363
1980 10 10 0.2018
1980 10 11 0.1738
1980 10 12 0.1783
1980 10 13 0.2104
1980 10 14 0.4545
1980 10 15 0.6550
1980 10 16 1.0012
1980 10 17 1.6761
1980 10 18 1.4358
1980 10 19 1.1522
1980 10 20 0.9236
1980 10 21 0.7467
1980 10 22 0.6464
1980 10 23 0.5371
1980 10 24 0.4483
1980 10 25 0.3744
1980 10 26 0.3138
1980 10 27 0.2641
1980 10 28 0.2230
1980 10 29 0.1889
1980 10 30 0.1605
1980 10 31 0.1368
1980 11 01 0.1783
1980 11 02 0.3095
1980 11 03 0.3026
1980 11 04 0.2765
1980 11 05 0.2976
1980 11 06 0.5410
1980 11 07 1.0749
1980 11 08 1.3757
1980 11 09 1.5767
1980 11 10 1.4123
1980 11 11 1.1111
1980 11 12 0.8773
1980 11 13 0.7107
1980 11 14 1.2468
1980 11 15 1.7179
1980 11 16 1.5361
1980 11 17 1.8844
1980 11 18 1.5611
1980 11 19 1.2270
1980 11 20 1.0195
1980 11 21 0.8468
1980 11 22 0.6633
1980 11 23 0.5528
1980 11 24 0.4381
1980 11 25 0.6301
1980 11 26 2.7883
1980 11 27 2.6833
1980 11 28 2.8324
1980 11 29 2.7102
1980 11 30 2.6112
1980 12 01 2.0163
1980 12 02 1.8057
1980 12 03 4.8994
1980 12 04 7.5667
1980 12 05 6.7661
1980 12 06 6.2167
1980 12 07 4.6303
1980 12 08 3.4933
1980 12 09 2.6985
1980 12 10 2.4532
1980 12 11 2.2891
1980 12 12 2.1236
1980 12 13 1.8844
1980 12 14 1.6403
1980 12 15 2.1930
1980 12 16 8.9559
1980 12 17 13.0863
1980 12 18 10.4710
1980 12 19 7.9613
1980 12 20 6.4383
1980 12 21 4.9352
1980 12 22 4.3375
1980 12 23 4.5219
1980 12 24 3.6197
1980 12 25 2.8184
1980 12 26 2.3495
1980 12 27 2.0518
1980 12 28 2.3920
1980 12 29 2.1133
1980 12 30 2.0281
1980 12 31 3.0472
1981 01 01 6.3311
1981 01 02 6.9171
1981 01 03 5.6651
1981 01 04 4.2553
1981 01 05 3.1920
1981 01 06 2.4456
1981 01 07 1.9091
1981 01 08 1.7341
1981 01 09 1.3859
1981 01 10 1.1752
1981 01 11 0.9701
1981 01 12 0.9581
1981 01 13 0.8625
1981 01 14 0.8521
1981 01 15 0.7546
1981 01 16 0.6502
1981 01 17 0.5289
1981 01 18 0.4443
1981 01 19 0.3763
1981 01 20 0.6465
1981 01 21 1.1560
1981 01 22 2.4712
1981 01 23 3.5633
1981 01 24 2.6500
1981 01 25 1.9544
1981 01 26 1.4642
1981 01 27 1.2971
1981 01 28 1.1819
1981 01 29 1.5185
1981 01 30 1.6992
1981 01 31 1.3566
1981 02 01 1.2984
1981 02 02 1.2216
1981 02 03 1.0498
1981 02 04 0.8496
1981 02 05 0.6793
1981 02 06 0.5835
1981 02 07 0.4999
1981 02 08 0.4830
1981 02 09 0.4127
1981 02 10 0.3450
1981 02 11 0.2923
1981 02 12 0.2520
1981 02 13 0.2420
1981 02 14 0.2608
1981 02 15 0.2484
1981 02 16 0.2722
1981 02 17 0.5840
1981 02 18 0.5508
1981 02 19 0.4811
1981 02 20 0.4951
1981 02 21 0.6644
1981 02 22 0.7041
1981 02 23 0.7967
1981 02 24 0.6786
1981 02 25 0.5501
1981 02 26 0.4463
1981 02 27 0.3656
1981 02 28 0.3032
1981 03 01 0.2580
1981 03 02 0.2406
1981 03 03 0.2127
1981 03 04 0.1822
1981 03 05 0.1547
1981 03 06 0.1346
1981 03 07 0.1263
1981 03 08 0.3898
1981 03 09 1.8758
1981 03 10 2.8024
1981 03 11 5.0589
1981 03 12 5.2974
1981 03 13 5.0730
1981 03 14 4.6094
1981 03 15 3.5365
1981 03 16 3.0690
1981 03 17 5.3970
1981 03 18 8.5906
1981 03 19 9.1052
1981 03 20 12.9958
1981 03 21 14.8729
1981 03 22 15.4872
1981 03 23 17.6518
1981 03 24 18.0747
1981 03 25 26.8321
1981 03 26 33.1932
