year month day simulated_streamflow_m3s
1980 01 01 257.1454
1980 01 02 254.5425
1980 01 03 244.5190
1980 01 04 233.2612
1980 01 05 222.1987
1980 01 06 211.7618
1980 01 07 204.2855
1980 01 08 214.8104
1980 01 09 238.7100
1980 01 10 287.0457
1980 01 11 339.8161
1980 01 12 362.5481
1980 01 13 360.2527
1980 01 14 347.4934
1980 01 15 332.8292
1980 01 16 318.3409
1980 01 17 316.3855
1980 01 18 316.9349
1980 01 19 314.8205
1980 01 20 317.9829
1980 01 21 331.3063
1980 01 22 325.4720
1980 01 23 316.9152
1980 01 24 329.1016
1980 01 25 415.4519
1980 01 26 560.9555
1980 01 27 646.3805
1980 01 28 630.9404
1980 01 29 600.9633
1980 01 30 560.9446
1980 01 31 509.4200
1980 02 01 476.4817
1980 02 02 462.4438
1980 02 03 444.5496
1980 02 04 419.6882
1980 02 05 389.8703
1980 02 06 361.3302
1980 02 07 337.5637
1980 02 08 341.0052
1980 02 09 344.0296
1980 02 10 334.3566
1980 02 11 326.4055
1980 02 12 352.7784
1980 02 13 388.6028
1980 02 14 423.3241
1980 02 15 430.5220
1980 02 16 437.0840
1980 02 17 433.1969
1980 02 18 475.4210
1980 02 19 627.0439
1980 02 20 728.9266
1980 02 21 728.5309
1980 02 22 694.5318
1980 02 23 647.3320
1980 02 24 613.6173
1980 02 25 604.9661
1980 02 26 580.9984
1980 02 27 587.4578
1980 02 28 607.4841
1980 02 29 600.5322
1980 03 01 578.4696
1980 03 02 532.1960
1980 03 03 489.5205
1980 03 04 448.3663
1980 03 05 411.1273
1980 03 06 380.6673
1980 03 07 354.3911
1980 03 08 349.1367
1980 03 09 373.1185
1980 03 10 394.9206
1980 03 11 402.5086
1980 03 12 386.5960
1980 03 13 389.8753
1980 03 14 413.3168
1980 03 15 438.6408
1980 03 16 503.3279
1980 03 17 525.5460
1980 03 18 503.3300
1980 03 19 473.5461
1980 03 20 451.2922
1980 03 21 420.5616
1980 03 22 389.0122
1980 03 23 360.1028
1980 03 24 334.1339
1980 03 25 309.4251
1980 03 26 287.5831
1980 03 27 269.1277
1980 03 28 253.2616
1980 03 29 239.6200
1980 03 30 242.8387
1980 03 31 277.5603
1980 04 01 291.1973
1980 04 02 283.4522
1980 04 03 273.9356
1980 04 04 309.3553
1980 04 05 342.4846
1980 04 06 352.0076
1980 04 07 349.2554
1980 04 08 336.1873
1980 04 09 319.9941
1980 04 10 308.9350
1980 04 11 304.9438
1980 04 12 288.3998
1980 04 13 301.9784
1980 04 14 350.0197
1980 04 15 433.5275
1980 04 16 490.9962
1980 04 17 494.5132
1980 04 18 473.5541
1980 04 19 444.3877
1980 04 20 413.5887
1980 04 21 384.1162
1980 04 22 356.5673
1980 04 23 331.7180
1980 04 24 307.6038
1980 04 25 286.6717
1980 04 26 268.7642
1980 04 27 253.4108
1980 04 28 240.2033
1980 04 29 228.7837
1980 04 30 218.9269
1980 05 01 210.4030
1980 05 02 206.3593
1980 05 03 217.2821
1980 05 04 219.3704
1980 05 05 215.5261
1980 05 06 209.8766
1980 05 07 204.1486
1980 05 08 198.6950
1980 05 09 193.7122
1980 05 10 189.4215
1980 05 11 193.9647
1980 05 12 196.8898
1980 05 13 197.3079
1980 05 14 193.9585
1980 05 15 189.7817
1980 05 16 185.9161
1980 05 17 182.1456
1980 05 18 178.7263
1980 05 19 175.6405
1980 05 20 172.9602
1980 05 21 171.8031
1980 05 22 173.4772
1980 05 23 179.6980
1980 05 24 182.1008
1980 05 25 180.5459
1980 05 26 178.1457
1980 05 27 175.6438
1980 05 28 173.1903
1980 05 29 170.8604
1980 05 30 168.6832
1980 05 31 166.8040
1980 06 01 164.9751
1980 06 02 166.0269
1980 06 03 173.6472
1980 06 04 177.5919
1980 06 05 177.0707
1980 06 06 175.4035
1980 06 07 173.4646
1980 06 08 171.4324
1980 06 09 169.4060
1980 06 10 167.4355
1980 06 11 165.5597
1980 06 12 163.7988
1980 06 13 162.2369
1980 06 14 161.1908
1980 06 15 161.6410
1980 06 16 164.2799
1980 06 17 164.3133
1980 06 18 162.8094
1980 06 19 161.0154
1980 06 20 167.2877
1980 06 21 211.9362
1980 06 22 249.3097
1980 06 23 262.9410
1980 06 24 262.4884
1980 06 25 274.4429
1980 06 26 321.0732
1980 06 27 379.9803
1980 06 28 392.3350
1980 06 29 379.2517
1980 06 30 359.6643
1980 07 01 339.0377
1980 07 02 336.7340
1980 07 03 371.5780
1980 07 04 387.9381
1980 07 05 389.2165
1980 07 06 375.1440
1980 07 07 355.2235
1980 07 08 334.1422
1980 07 09 315.0473
1980 07 10 351.1333
1980 07 11 452.9247
1980 07 12 490.6694
1980 07 13 483.4841
1980 07 14 456.2140
1980 07 15 425.6708
1980 07 16 394.1917
1980 07 17 364.2642
1980 07 18 337.0581
1980 07 19 310.7104
1980 07 20 288.0046
1980 07 21 268.5862
1980 07 22 252.0255
1980 07 23 237.8553
1980 07 24 225.7005
1980 07 25 215.2023
1980 07 26 206.1949
1980 07 27 199.4824
1980 07 28 197.6810
1980 07 29 196.0730
1980 07 30 193.2027
1980 07 31 228.1966
1980 08 01 263.9881
1980 08 02 278.2740
1980 08 03 273.9972
1980 08 04 264.4880
1980 08 05 253.4792
1980 08 06 244.5657
1980 08 07 244.3415
1980 08 08 241.3957
1980 08 09 241.8312
1980 08 10 244.3501
1980 08 11 247.3359
1980 08 12 244.6498
1980 08 13 237.0070
1980 08 14 227.7665
1980 08 15 219.5194
1980 08 16 214.6511
1980 08 17 209.2713
1980 08 18 204.6414
1980 08 19 202.3421
1980 08 20 199.9092
1980 08 21 209.3158
1980 08 22 218.2529
1980 08 23 224.1015
1980 08 24 230.6130
1980 08 25 240.9364
1980 08 26 272.5013
1980 08 27 310.8196
1980 08 28 327.7881
1980 08 29 321.2024
1980 08 30 307.0733
1980 08 31 290.9916
1980 09 01 274.9704
1980 09 02 261.1934
1980 09 03 252.3656
1980 09 04 250.6082
1980 09 05 244.9161
1980 09 06 234.8159
1980 09 07 224.9422
1980 09 08 215.8922
1980 09 09 230.0299
1980 09 10 274.4023
1980 09 11 304.2399
1980 09 12 315.5121
1980 09 13 308.9183
1980 09 14 298.2000
1980 09 15 286.6259
1980 09 16 285.3428
1980 09 17 283.6009
1980 09 18 284.2776
1980 09 19 283.7262
1980 09 20 289.3658
1980 09 21 323.4534
1980 09 22 376.8285
1980 09 23 405.2310
1980 09 24 397.0936
1980 09 25 376.7772
1980 09 26 354.2059
1980 09 27 330.0283
1980 09 28 319.2661
1980 09 29 329.2461
1980 09 30 320.3340
1980 10 01 302.6480
1980 10 02 284.7741
1980 10 03 268.0000
1980 10 04 252.7424
1980 10 05 239.5814
1980 10 06 229.6039
1980 10 07 225.1904
1980 10 08 258.1159
1980 10 09 296.5935
1980 10 10 306.7262
1980 10 11 303.6372
1980 10 12 309.7337
1980 10 13 332.8143
1980 10 14 346.1693
1980 10 15 339.9160
1980 10 16 325.8151
1980 10 17 308.3814
1980 10 18 290.3598
1980 10 19 274.0071
1980 10 20 261.5381
1980 10 21 257.2119
1980 10 22 250.9691
1980 10 23 259.4941
1980 10 24 265.6249
1980 10 25 260.4650
1980 10 26 251.3027
1980 10 27 241.6396
1980 10 28 265.1402
1980 10 29 294.4536
1980 10 30 294.3547
1980 10 31 294.0113
1980 11 01 295.2815
1980 11 02 286.0042
1980 11 03 272.2824
1980 11 04 258.5776
1980 11 05 245.5535
1980 11 06 236.8876
1980 11 07 229.5368
1980 11 08 233.8192
1980 11 09 241.5790
1980 11 10 246.5677
1980 11 11 250.6350
1980 11 12 253.5890
1980 11 13 252.6495
1980 11 14 245.7339
1980 11 15 236.5154
1980 11 16 227.1372
1980 11 17 218.1226
1980 11 18 210.4995
1980 11 19 202.9208
1980 11 20 196.0807
1980 11 21 190.1591
1980 11 22 184.7317
1980 11 23 180.2684
1980 11 24 201.6053
1980 11 25 227.0579
1980 11 26 236.1179
1980 11 27 232.9391
1980 11 28 226.6913
1980 11 29 219.9311
1980 11 30 229.6880
1980 12 01 254.5464
1980 12 02 271.0137
1980 12 03 279.6303
1980 12 04 295.2803
1980 12 05 312.4251
1980 12 06 329.8683
1980 12 07 339.4233
1980 12 08 350.6520
1980 12 09 348.1702
1980 12 10 331.8582
1980 12 11 339.9850
1980 12 12 368.9035
1980 12 13 424.2803
1980 12 14 468.2995
1980 12 15 465.7225
1980 12 16 441.4839
1980 12 17 411.6761
1980 12 18 381.6399
1980 12 19 354.0686
1980 12 20 341.4616
1980 12 21 382.8427
1980 12 22 443.9361
1980 12 23 553.6998
1980 12 24 600.1171
1980 12 25 595.9742
1980 12 26 566.3037
1980 12 27 538.1967
1980 12 28 555.4823
1980 12 29 581.8568
1980 12 30 598.1798
1980 12 31 582.8848
1981 01 01 542.8920
1981 01 02 498.5226
1981 01 03 456.3818
1981 01 04 422.1826
1981 01 05 496.8916
1981 01 06 571.8642
1981 01 07 626.6644
1981 01 08 686.7586
1981 01 09 704.9397
1981 01 10 730.3726
1981 01 11 756.0265
1981 01 12 816.7140
1981 01 13 817.4109
1981 01 14 820.9237
1981 01 15 915.6237
1981 01 16 965.6918
1981 01 17 933.4915
1981 01 18 894.0062
1981 01 19 903.2623
1981 01 20 915.2675
1981 01 21 917.8641
1981 01 22 906.7770
1981 01 23 861.0961
1981 01 24 781.4892
1981 01 25 707.6322
1981 01 26 641.6723
1981 01 27 582.8411
1981 01 28 524.4933
1981 01 29 482.2313
1981 01 30 435.5544
1981 01 31 432.3284
1981 02 01 425.8825
1981 02 02 395.7289
1981 02 03 369.0883
1981 02 04 379.6320
1981 02 05 403.3358
1981 02 06 472.2840
1981 02 07 533.3251
1981 02 08 540.1523
1981 02 09 523.2485
1981 02 10 495.5943
1981 02 11 464.9116
1981 02 12 435.2871
1981 02 13 420.2906
1981 02 14 399.6674
1981 02 15 379.0398
1981 02 16 358.1273
1981 02 17 337.1678
1981 02 18 318.1461
1981 02 19 302.7000
1981 02 20 291.1554
