year month day simulated_streamflow_m3s
1980 01 01 12.0222
1980 01 02 11.1510
1980 01 03 10.6004
1980 01 04 10.9867
1980 01 05 12.9144
1980 01 06 16.9771
1980 01 07 24.9142
1980 01 08 34.1547
1980 01 09 39.0280
1980 01 10 38.4938
1980 01 11 36.1182
1980 01 12 33.4602
1980 01 13 31.1377
1980 01 14 29.7820
1980 01 15 32.7666
1980 01 16 39.9135
1980 01 17 43.2384
1980 01 18 42.8732
1980 01 19 42.2784
1980 01 20 44.1135
1980 01 21 46.4493
1980 01 22 44.6001
1980 01 23 39.6343
1980 01 24 34.5837
1980 01 25 30.2432
1980 01 26 26.5638
1980 01 27 23.5124
1980 01 28 21.2243
1980 01 29 19.9742
1980 01 30 20.9966
1980 01 31 25.5172
1980 02 01 36.3626
1980 02 02 51.8199
1980 02 03 69.0235
1980 02 04 102.5318
1980 02 05 131.4479
1980 02 06 155.6268
1980 02 07 184.9090
1980 02 08 226.0145
1980 02 09 250.9413
1980 02 10 312.1260
1980 02 11 323.4373
1980 02 12 299.2632
1980 02 13 296.0726
1980 02 14 269.5702
1980 02 15 245.2262
1980 02 16 244.6032
1980 02 17 277.8781
1980 02 18 392.5919
1980 02 19 440.1779
1980 02 20 519.8163
1980 02 21 574.9242
1980 02 22 606.4238
1980 02 23 581.4743
1980 02 24 516.0135
1980 02 25 453.5751
1980 02 26 356.6657
1980 02 27 297.9032
1980 02 28 271.2766
1980 02 29 236.0083
1980 03 01 210.9674
1980 03 02 188.6314
1980 03 03 171.4060
1980 03 04 158.5664
1980 03 05 155.4075
1980 03 06 155.1328
1980 03 07 152.3005
1980 03 08 148.5233
1980 03 09 140.5928
1980 03 10 128.9614
1980 03 11 114.3855
1980 03 12 101.5265
1980 03 13 89.5710
1980 03 14 79.0854
1980 03 15 71.8790
1980 03 16 68.4204
1980 03 17 66.5113
1980 03 18 60.3935
1980 03 19 56.8792
1980 03 20 53.9696
1980 03 21 51.1271
1980 03 22 52.2653
1980 03 23 55.9613
1980 03 24 56.2136
1980 03 25 52.7145
1980 03 26 49.1616
1980 03 27 45.9060
1980 03 28 42.4215
1980 03 29 39.3039
1980 03 30 36.6423
1980 03 31 34.3489
1980 04 01 32.2432
1980 04 02 30.0661
1980 04 03 28.0049
1980 04 04 26.1493
1980 04 05 24.5669
1980 04 06 23.2054
1980 04 07 22.0345
1980 04 08 21.1183
1980 04 09 20.2481
1980 04 10 19.5616
1980 04 11 18.8648
1980 04 12 18.3147
1980 04 13 17.7382
1980 04 14 17.1949
1980 04 15 16.7022
1980 04 16 16.2540
1980 04 17 15.9212
1980 04 18 15.6713
1980 04 19 15.8628
1980 04 20 16.1515
1980 04 21 16.3522
1980 04 22 16.2922
1980 04 23 15.8014
1980 04 24 15.4966
1980 04 25 16.5913
1980 04 26 18.3654
1980 04 27 19.3334
1980 04 28 19.7661
1980 04 29 19.0209
1980 04 30 17.9904
1980 05 01 17.0757
1980 05 02 16.3659
1980 05 03 15.8587
1980 05 04 15.5614
1980 05 05 15.5347
1980 05 06 15.2992
1980 05 07 14.6743
1980 05 08 13.9180
1980 05 09 13.7146
1980 05 10 13.3698
1980 05 11 13.0464
1980 05 12 12.7388
1980 05 13 12.6657
1980 05 14 12.9205
1980 05 15 13.7532
1980 05 16 15.1073
1980 05 17 17.1029
1980 05 18 20.0156
1980 05 19 24.4586
1980 05 20 27.6156
1980 05 21 28.8682
1980 05 22 28.8486
1980 05 23 27.7782
1980 05 24 26.9308
1980 05 25 26.2373
1980 05 26 25.3207
1980 05 27 24.0131
1980 05 28 22.4863
1980 05 29 21.9960
1980 05 30 20.9169
1980 05 31 19.4803
1980 06 01 18.1057
1980 06 02 16.5978
1980 06 03 15.3069
1980 06 04 14.1834
1980 06 05 13.4742
1980 06 06 13.2546
1980 06 07 13.3786
1980 06 08 13.8046
1980 06 09 14.3294
1980 06 10 14.8162
1980 06 11 15.1507
1980 06 12 14.9775
1980 06 13 14.4748
1980 06 14 13.6028
1980 06 15 12.9557
1980 06 16 13.2881
1980 06 17 15.4192
1980 06 18 17.1622
1980 06 19 19.5467
1980 06 20 21.5115
1980 06 21 24.4520
1980 06 22 23.3364
1980 06 23 21.7873
1980 06 24 19.9731
1980 06 25 18.4402
1980 06 26 17.3616
1980 06 27 16.9064
1980 06 28 16.0341
1980 06 29 15.4063
1980 06 30 14.5031
1980 07 01 14.2970
1980 07 02 15.6046
1980 07 03 16.1353
1980 07 04 15.9094
1980 07 05 15.2028
1980 07 06 14.3325
1980 07 07 13.7698
1980 07 08 14.9646
1980 07 09 17.1487
1980 07 10 19.9791
1980 07 11 23.0135
1980 07 12 26.7641
1980 07 13 31.8733
1980 07 14 33.7945
1980 07 15 32.4789
1980 07 16 30.7137
1980 07 17 29.8878
1980 07 18 29.3802
1980 07 19 28.7514
1980 07 20 28.4631
1980 07 21 27.8360
1980 07 22 26.3741
1980 07 23 25.0365
1980 07 24 24.2932
1980 07 25 23.3442
1980 07 26 22.6796
1980 07 27 21.8257
1980 07 28 20.3754
1980 07 29 19.0017
1980 07 30 17.7109
1980 07 31 16.3215
1980 08 01 15.4390
1980 08 02 15.3888
1980 08 03 15.4882
1980 08 04 16.0036
1980 08 05 16.2795
1980 08 06 15.7490
1980 08 07 14.7980
1980 08 08 14.0659
1980 08 09 13.1586
1980 08 10 12.2578
1980 08 11 11.7584
1980 08 12 11.1535
1980 08 13 10.5108
1980 08 14 10.0342
1980 08 15 9.5608
1980 08 16 9.1457
1980 08 17 8.9484
1980 08 18 8.8370
1980 08 19 8.7059
1980 08 20 8.6035
1980 08 21 8.4455
1980 08 22 8.2532
1980 08 23 8.0501
1980 08 24 7.8546
1980 08 25 7.7989
1980 08 26 7.8684
1980 08 27 8.1102
1980 08 28 8.3675
1980 08 29 8.8345
1980 08 30 10.1942
1980 08 31 11.2146
1980 09 01 11.2387
1980 09 02 11.0149
1980 09 03 10.7596
1980 09 04 10.5439
1980 09 05 10.4000
1980 09 06 10.3079
1980 09 07 10.2696
1980 09 08 10.5034
1980 09 09 11.6367
1980 09 10 12.4135
1980 09 11 12.5271
1980 09 12 12.2768
1980 09 13 12.2737
1980 09 14 12.1499
1980 09 15 12.1089
1980 09 16 11.6208
1980 09 17 12.9841
1980 09 18 13.6513
1980 09 19 13.2644
1980 09 20 12.6589
1980 09 21 12.0189
1980 09 22 11.4807
1980 09 23 11.1027
1980 09 24 10.7355
1980 09 25 10.3009
1980 09 26 9.9884
1980 09 27 10.2137
1980 09 28 10.6374
1980 09 29 10.2916
1980 09 30 10.0089
1980 10 01 10.5317
1980 10 02 11.4719
1980 10 03 12.6326
1980 10 04 12.4912
1980 10 05 11.7764
1980 10 06 10.8749
1980 10 07 10.0755
1980 10 08 9.4361
1980 10 09 8.7919
1980 10 10 8.2222
1980 10 11 7.7175
1980 10 12 7.2768
1980 10 13 6.8892
1980 10 14 6.5462
1980 10 15 6.2438
1980 10 16 5.9776
1980 10 17 6.6648
1980 10 18 6.7575
1980 10 19 6.5314
1980 10 20 6.2586
1980 10 21 5.9385
1980 10 22 5.6404
1980 10 23 5.4213
1980 10 24 5.3179
1980 10 25 5.3241
1980 10 26 5.1869
1980 10 27 4.9833
1980 10 28 4.7667
1980 10 29 4.5751
1980 10 30 4.4109
1980 10 31 4.2668
1980 11 01 4.1822
1980 11 02 4.1556
1980 11 03 4.2761
1980 11 04 4.7571
1980 11 05 5.1852
1980 11 06 5.5584
1980 11 07 5.8833
1980 11 08 5.8675
1980 11 09 5.7611
1980 11 10 5.7220
1980 11 11 5.9356
1980 11 12 6.5224
1980 11 13 7.4438
1980 11 14 8.3475
1980 11 15 9.9214
1980 11 16 10.5872
1980 11 17 11.3403
