year month day streamflow_mm qual_control_by_ana qual_flag
1980 01 01 2.379654 1 1
1980 01 02 2.330957 1 1
1980 01 03 2.236810 1 1
1980 01 04 2.488735 1 1
1980 01 05 2.478671 1 1
1980 01 06 2.057605 1 1
1980 01 07 1.514473 1 1
1980 01 08 1.352474 1 1
1980 01 09 1.243393 1 1
1980 01 10 1.137234 1 1
1980 01 11 1.115483 1 1
1980 01 12 1.204436 1 1
1980 01 13 2.589375 1 1
1980 01 14 5.126157 1 1
1980 01 15 7.569442 1 1
1980 01 16 8.036282 1 1
1980 01 17 7.929474 1 1
1980 01 18 7.673977 1 1
1980 01 19 6.577973 1 1
1980 01 20 5.600789 1 1
1980 01 21 4.908969 1 1
1980 01 22 4.226239 1 1
1980 01 23 3.303596 1 1
1980 01 24 3.537016 1 1
1980 01 25 3.491566 1 1
1980 01 26 4.310647 1 1
1980 01 27 4.214227 1 1
1980 01 28 3.812640 1 1
1980 01 29 4.908969 1 1
1980 01 30 5.720584 1 1
1980 01 31 5.827067 1 1
1980 02 01 5.010259 1 1
1980 02 02 4.082096 1 1
1980 02 03 4.058073 1 1
1980 02 04 4.557378 1 1
1980 02 05 3.684730 1 1
1980 02 06 3.303596 1 1
1980 02 07 2.659823 1 1
1980 02 08 2.178373 1 1
1980 02 09 2.121236 1 1
1980 02 10 1.761528 1 1
1980 02 11 1.598556 1 1
1980 02 12 1.522589 1 1
1980 02 13 1.465776 1 1
1980 02 14 1.606997 1 1
1980 02 15 1.700170 1 1
1980 02 16 1.875803 1 1
1980 02 17 1.921254 1 1
1980 02 18 2.823769 1 1
1980 02 19 5.334580 1 1
1980 02 20 7.599309 1 1
1980 02 21 7.823315 1 1
1980 02 22 5.467685 1 1
1980 02 23 3.088031 1 1
1980 02 24 2.740660 1 1
1980 02 25 2.158895 1 1
1980 02 26 1.975794 1 2
1980 02 27 1.840417 1 1
1980 02 28 1.581674 1 1
1980 02 29 1.498240 1 1
1980 03 01 1.425195 1 1
1980 03 02 1.344683 1 1
1980 03 03 1.282351 1 1
1980 03 04 1.189502 1 1
1980 03 05 1.204436 1 1
1980 03 06 1.182035 1 1
1980 03 07 1.115483 1 1
1980 03 08 1.122625 1 2
1980 03 09 1.094056 1 1
1980 03 10 1.065488 1 1
1980 03 11 1.036919 1 1
1980 03 12 1.008350 1 1
1980 03 13 1.008350 1 1
1980 03 14 1.001208 1 1
1980 03 15 1.274559 1 1
1980 03 16 1.539470 1 1
1980 03 17 1.344683 1 1
1980 03 18 1.425195 1 1
1980 03 19 1.384614 1 1
1980 03 20 1.305725 1 1
1980 03 21 1.167102 1 1
1980 03 22 1.029776 1 1
1980 03 23 0.951212 1 1
1980 03 24 0.915501 1 1
1980 03 25 0.896022 1 1
1980 03 26 0.902515 1 1
1980 03 27 0.902515 1 1
1980 03 28 1.022634 1 2
1980 03 29 0.850572 1 2
1980 03 30 0.857065 1 2
1980 03 31 0.857065 1 2
1980 04 01 0.857065 1 2
1980 04 02 0.836937 1 2
1980 04 03 0.994065 1 2
1980 04 04 0.979781 1 2
1980 04 05 0.986923 1 2
1980 04 06 1.001208 1 2
1980 04 07 1.079772 1 1
1980 04 08 1.321308 1 1
1980 04 09 1.649201 1 1
1980 04 10 1.770294 1 1
1980 04 11 2.030335 1 1
1980 04 12 2.003065 1 1
1980 04 13 1.884894 1 1
1980 04 14 2.121236 1 1
1980 04 15 2.369914 1 1
1980 04 16 2.539055 1 1
1980 04 17 2.121236 1 1
1980 04 18 2.188113 1 1
1980 04 19 2.283883 1 1
1980 04 20 2.389393 1 1
1980 04 21 1.779059 1 1
1980 04 22 1.152168 1 1
1980 04 23 1.167102 1 1
1980 04 24 1.196969 1 1
1980 04 25 1.065488 1 2
1980 04 26 1.290142 1 2
1980 04 27 1.290142 1 2
1980 04 28 1.313517 1 2
