year month day streamflow_mm qual_control_by_ana qual_flag
1980 01 01 2.159576 1 1
1980 01 02 2.081061 1 1
1980 01 03 1.776836 1 1
1980 01 04 1.559430 1 1
1980 01 05 1.630846 1 1
1980 01 06 1.524115 1 1
1980 01 07 1.385612 1 1
1980 01 08 1.524115 1 1
1980 01 09 1.594997 1 1
1980 01 10 2.319511 1 1
1980 01 11 2.319511 1 1
1980 01 12 2.239066 1 1
1980 01 13 1.926946 1 1
1980 01 14 1.419826 1 1
1980 01 15 0.967190 1 1
1980 01 16 0.822774 1 1
1980 01 17 0.743011 1 1
1980 01 18 0.743011 1 1
1980 01 19 0.743011 1 1
1980 01 20 0.769266 1 1
1980 01 21 0.769266 1 1
1980 01 22 0.717091 1 1
1980 01 23 0.641385 1 1
1980 01 24 0.691516 1 1
1980 01 25 3.174003 1 1
1980 01 26 4.261210 1 1
1980 01 27 2.821545 1 1
1980 01 28 2.003500 1 1
1980 01 29 1.454324 1 1
1980 01 30 1.318034 1 1
1980 01 31 1.059263 1 1
1980 02 01 1.122176 1 1
1980 02 02 2.821545 1 1
1980 02 03 2.608396 1 1
1980 02 04 1.419826 1 1
1980 02 05 1.028257 1 1
1980 02 06 0.822774 1 1
1980 02 07 0.769266 1 1
1980 02 08 0.641385 1 1
1980 02 09 0.641385 1 1
1980 02 10 0.666278 1 1
1980 02 11 0.666278 1 1
1980 02 12 0.666278 1 1
1980 02 13 0.592649 1 1
1980 02 14 0.522250 1 1
1980 02 15 0.545349 1 1
1980 02 16 0.545349 1 1
1980 02 17 0.545349 1 1
1980 02 18 0.743011 1 1
1980 02 19 0.769266 1 1
1980 02 20 0.691516 1 1
1980 02 21 0.666278 1 1
1980 02 22 0.592649 1 1
1980 02 23 0.499517 1 1
1980 02 24 0.477152 1 1
1980 02 25 0.499517 1 1
1980 02 26 0.545349 1 1
1980 02 27 0.691516 1 1
1980 02 28 0.850015 1 1
1980 02 29 1.218799 1 1
1980 03 01 1.776836 1 1
1980 03 02 2.239066 1 1
1980 03 03 2.159576 1 1
1980 03 04 2.159576 1 1
1980 03 05 1.965102 1 1
1980 03 06 1.965102 1 1
1980 03 07 2.360079 1 1
1980 03 08 1.889041 1 1
1980 03 09 2.003500 1 1
1980 03 10 1.776836 1 1
1980 03 11 1.666948 1 1
1980 03 12 1.926946 1 1
1980 03 13 4.460937 1 1
1980 03 14 4.162499 1 1
1980 03 15 3.871035 1 1
1980 03 16 3.680671 1 1
1980 03 17 3.775449 1 1
1980 03 18 2.566433 1 1
1980 03 19 1.926946 1 1
1980 03 20 1.776836 1 1
1980 03 21 1.284669 1 1
1980 03 22 1.090572 1 1
1980 03 23 0.997566 1 1
1980 03 24 0.877948 1 1
1980 03 25 0.769266 1 1
1980 03 26 0.717091 1 1
1980 03 27 0.691516 1 1
1980 03 28 0.691516 1 1
1980 03 29 0.743011 1 1
1980 03 30 0.877948 1 1
1980 03 31 0.967190 1 1
1980 04 01 0.795857 1 1
1980 04 02 0.769266 1 1
1980 04 03 0.641385 1 1
1980 04 04 0.616839 1 1
1980 04 05 0.616839 1 1
1980 04 06 0.545349 1 1
1980 04 07 0.455164 1 1
1980 04 08 0.455164 1 1
1980 04 09 0.433564 1 1
1980 04 10 0.412351 1 1
1980 04 11 0.351095 1 1
1980 04 12 0.351095 1 1
1980 04 13 0.499517 1 1
1980 04 14 0.769266 1 1
1980 04 15 1.059263 1 1
1980 04 16 1.351681 1 1
1980 04 17 1.351681 1 1
1980 04 18 1.090572 1 1
1980 04 19 0.907370 1 1
1980 04 20 0.717091 1 1
1980 04 21 0.641385 1 1
1980 04 22 0.592649 1 1
1980 04 23 0.545349 1 1
1980 04 24 0.477152 1 1
1980 04 25 0.433564 1 1
1980 04 26 0.433564 1 1
1980 04 27 0.477152 1 1
1980 04 28 0.499517 1 1
1980 04 29 0.371112 1 1
1980 04 30 0.293541 1 1
1980 05 01 0.293541 1 1
1980 05 02 0.331498 1 1
1980 05 03 0.331498 1 1
1980 05 04 0.412351 1 1
1980 05 05 0.331498 1 1
1980 05 06 0.293541 1 1
1980 05 07 0.293541 1 1
1980 05 08 0.412351 1 1
1980 05 09 0.592649 1 1
1980 05 10 3.084593 1 1
1980 05 11 6.560567 1 1
1980 05 12 5.078090 1 1
1980 05 13 3.633592 1 1
1980 05 14 2.566433 1 1
1980 05 15 1.965102 1 1
1980 05 16 1.630846 1 1
1980 05 17 1.419826 1 1
1980 05 18 1.251587 1 1
1980 05 19 1.122176 1 1
1980 05 20 1.154093 1 1
1980 05 21 1.454324 1 1
1980 05 22 2.650579 1 1
1980 05 23 2.483200 1 1
1980 05 24 2.239066 1 1
1980 05 25 1.776836 1 1
1980 05 26 1.489083 1 1
1980 05 27 1.284669 1 1
1980 05 28 1.154093 1 1
1980 05 29 0.997566 1 1
1980 05 30 0.937118 1 1
1980 05 31 0.850015 1 1
1980 06 01 0.795857 1 1
1980 06 02 0.743011 1 1
1980 06 03 0.717091 1 1
1980 06 04 0.691516 1 1
1980 06 05 0.666278 1 1
1980 06 06 0.616839 1 1
1980 06 07 0.568826 1 1
1980 06 08 0.522250 1 1
1980 06 09 0.477152 1 1
1980 06 10 0.477152 1 1
1980 06 11 0.499517 1 1
1980 06 12 0.455164 1 1
1980 06 13 0.568826 1 1
1980 06 14 0.666278 1 1
1980 06 15 0.717091 1 1
1980 06 16 0.592649 1 1
1980 06 17 0.592649 1 1
1980 06 18 0.568826 1 1
1980 06 19 0.545349 1 1
1980 06 20 0.499517 1 1
1980 06 21 0.522250 1 1
1980 06 22 0.717091 1 1
1980 06 23 1.251587 1 1
1980 06 24 1.251587 1 1
1980 06 25 1.251587 1 1
1980 06 26 1.351681 1 1
1980 06 27 1.385612 1 1
1980 06 28 1.454324 1 1
1980 06 29 1.284669 1 1
1980 06 30 1.122176 1 1
1980 07 01 1.028257 1 1
1980 07 02 0.997566 1 1
1980 07 03 0.997566 1 1
1980 07 04 0.997566 1 1
1980 07 05 0.967190 1 1
1980 07 06 0.877948 1 1
1980 07 07 0.850015 1 1
1980 07 08 0.769266 1 1
1980 07 09 0.907370 1 1
1980 07 10 1.776836 1 1
1980 07 11 2.483200 1 1
