year month day temperature_mean
1980 01 01 22.284
1980 01 02 22.305
1980 01 03 21.120
1980 01 04 23.428
1980 01 05 23.213
1980 01 06 23.555
1980 01 07 23.710
1980 01 08 23.871
1980 01 09 23.900
1980 01 10 23.867
1980 01 11 23.449
1980 01 12 21.473
1980 01 13 20.661
1980 01 14 21.087
1980 01 15 22.756
1980 01 16 21.436
1980 01 17 21.762
1980 01 18 22.358
1980 01 19 23.490
1980 01 20 25.318
1980 01 21 25.530
1980 01 22 24.054
1980 01 23 25.297
1980 01 24 24.814
1980 01 25 24.769
1980 01 26 24.088
1980 01 27 24.550
1980 01 28 24.897
1980 01 29 26.422
1980 01 30 25.147
1980 01 31 23.457
1980 02 01 23.849
1980 02 02 25.137
1980 02 03 24.585
1980 02 04 24.374
1980 02 05 24.186
1980 02 06 24.913
1980 02 07 25.994
1980 02 08 26.738
1980 02 09 26.326
1980 02 10 25.124
1980 02 11 23.608
1980 02 12 23.186
1980 02 13 25.331
1980 02 14 22.846
1980 02 15 23.548
1980 02 16 22.465
1980 02 17 21.525
1980 02 18 22.775
1980 02 19 20.742
1980 02 20 23.720
1980 02 21 23.301
1980 02 22 24.791
1980 02 23 24.885
1980 02 24 25.133
1980 02 25 25.021
1980 02 26 24.341
1980 02 27 25.742
1980 02 28 24.536
1980 02 29 24.429
1980 03 01 23.533
1980 03 02 23.352
1980 03 03 24.370
1980 03 04 24.207
1980 03 05 23.102
1980 03 06 22.411
1980 03 07 23.316
1980 03 08 24.274
1980 03 09 23.365
1980 03 10 23.846
1980 03 11 23.274
1980 03 12 25.182
1980 03 13 23.408
1980 03 14 23.366
1980 03 15 24.628
1980 03 16 23.346
1980 03 17 23.188
1980 03 18 23.888
1980 03 19 24.166
1980 03 20 22.565
1980 03 21 23.162
1980 03 22 23.458
1980 03 23 25.130
1980 03 24 24.233
1980 03 25 22.888
1980 03 26 24.342
1980 03 27 23.188
1980 03 28 24.507
1980 03 29 23.782
1980 03 30 24.509
1980 03 31 26.393
1980 04 01 22.994
1980 04 02 23.648
1980 04 03 21.686
1980 04 04 22.967
1980 04 05 21.441
1980 04 06 21.737
1980 04 07 22.575
1980 04 08 23.028
1980 04 09 23.675
1980 04 10 22.931
1980 04 11 23.948
1980 04 12 24.626
1980 04 13 25.070
1980 04 14 22.686
1980 04 15 24.106
1980 04 16 22.299
1980 04 17 22.531
1980 04 18 21.986
1980 04 19 22.119
1980 04 20 21.050
1980 04 21 21.225
1980 04 22 21.217
1980 04 23 22.424
1980 04 24 20.987
1980 04 25 22.484
1980 04 26 22.916
1980 04 27 22.104
1980 04 28 20.182
1980 04 29 21.031
1980 04 30 21.056
1980 05 01 20.998
1980 05 02 22.518
1980 05 03 22.533
1980 05 04 22.674
1980 05 05 21.755
1980 05 06 22.082
1980 05 07 21.421
1980 05 08 21.479
1980 05 09 20.665
1980 05 10 21.090
1980 05 11 20.972
1980 05 12 21.207
1980 05 13 21.320
1980 05 14 20.624
1980 05 15 20.780
1980 05 16 21.514
1980 05 17 21.284
1980 05 18 21.905
1980 05 19 22.531
1980 05 20 22.272
1980 05 21 21.846
1980 05 22 21.029
1980 05 23 21.962
1980 05 24 20.904
1980 05 25 20.714
1980 05 26 20.115
1980 05 27 19.814
1980 05 28 20.054
1980 05 29 20.705
1980 05 30 20.500
1980 05 31 20.967
1980 06 01 20.632
1980 06 02 21.307
1980 06 03 20.730
1980 06 04 19.215
1980 06 05 20.230
1980 06 06 18.862
1980 06 07 19.401
1980 06 08 20.086
1980 06 09 20.721
1980 06 10 19.517
1980 06 11 20.925
1980 06 12 20.316
1980 06 13 20.142
1980 06 14 20.490
1980 06 15 18.283
1980 06 16 18.271
1980 06 17 17.468
1980 06 18 17.940
1980 06 19 17.800
1980 06 20 17.727
1980 06 21 20.997
1980 06 22 18.436
1980 06 23 19.440
1980 06 24 20.643
1980 06 25 19.237
1980 06 26 19.954
1980 06 27 15.912
1980 06 28 17.920
1980 06 29 17.689
1980 06 30 17.219
1980 07 01 21.848
1980 07 02 18.805
1980 07 03 19.714
1980 07 04 18.112
1980 07 05 18.632
1980 07 06 18.097
1980 07 07 17.096
1980 07 08 17.282
1980 07 09 18.176
1980 07 10 19.149
1980 07 11 18.657
1980 07 12 19.070
1980 07 13 18.543
1980 07 14 18.165
1980 07 15 20.241
1980 07 16 21.003
1980 07 17 15.089
1980 07 18 18.670
1980 07 19 19.069
1980 07 20 17.743
1980 07 21 18.668
1980 07 22 21.191
1980 07 23 20.681
1980 07 24 21.045
1980 07 25 19.671
1980 07 26 17.783
1980 07 27 19.316
1980 07 28 20.260
1980 07 29 19.673
1980 07 30 20.834
1980 07 31 20.207
1980 08 01 20.786
1980 08 02 16.452
1980 08 03 16.956
1980 08 04 17.679
1980 08 05 17.897
1980 08 06 20.147
1980 08 07 20.165
1980 08 08 20.009
1980 08 09 18.268
1980 08 10 20.025
1980 08 11 20.347
1980 08 12 18.586
1980 08 13 18.928
1980 08 14 19.136
1980 08 15 19.056
1980 08 16 20.290
1980 08 17 20.472
1980 08 18 22.089
1980 08 19 22.416
1980 08 20 22.388
1980 08 21 21.218
1980 08 22 20.820
1980 08 23 21.953
1980 08 24 22.994
1980 08 25 22.559
1980 08 26 23.619
1980 08 27 20.995
1980 08 28 16.037
1980 08 29 15.736
1980 08 30 17.834
1980 08 31 19.323
1980 09 01 20.845
1980 09 02 20.062
1980 09 03 22.438
1980 09 04 23.110
1980 09 05 19.751
1980 09 06 18.760
1980 09 07 20.850
1980 09 08 22.542
1980 09 09 21.779
1980 09 10 22.200
1980 09 11 21.780
1980 09 12 20.388
1980 09 13 20.392
1980 09 14 19.998
1980 09 15 21.718
1980 09 16 23.529
1980 09 17 21.783
1980 09 18 18.314
1980 09 19 20.137
1980 09 20 22.772
1980 09 21 23.728
1980 09 22 22.253
1980 09 23 18.468
1980 09 24 18.587
1980 09 25 19.147
1980 09 26 18.183
1980 09 27 17.086
1980 09 28 16.547
1980 09 29 21.263
1980 09 30 22.675
1980 10 01 21.861
1980 10 02 20.986
1980 10 03 20.527
1980 10 04 20.119
1980 10 05 22.285
1980 10 06 22.595
1980 10 07 21.053
1980 10 08 22.728
1980 10 09 22.745
1980 10 10 26.367
1980 10 11 21.776
1980 10 12 19.547
1980 10 13 22.941
1980 10 14 20.879
1980 10 15 20.815
1980 10 16 21.621
1980 10 17 22.112
1980 10 18 23.569
1980 10 19 23.944
1980 10 20 23.501
1980 10 21 25.837
1980 10 22 25.774
1980 10 23 26.511
1980 10 24 25.823
1980 10 25 24.014
1980 10 26 24.552
1980 10 27 25.323
1980 10 28 26.037
1980 10 29 27.366
1980 10 30 27.711
1980 10 31 27.495
1980 11 01 20.239
1980 11 02 18.927
1980 11 03 22.418
1980 11 04 20.814
1980 11 05 22.256
1980 11 06 25.362
1980 11 07 25.496
1980 11 08 24.120
1980 11 09 22.442
1980 11 10 23.690
1980 11 11 24.731
1980 11 12 21.761
1980 11 13 20.299
1980 11 14 21.304
1980 11 15 21.823
1980 11 16 23.466
1980 11 17 24.528
1980 11 18 23.270
1980 11 19 23.696
1980 11 20 23.354
1980 11 21 25.681
1980 11 22 25.031
1980 11 23 23.418
1980 11 24 22.559
1980 11 25 23.144
1980 11 26 23.263
1980 11 27 23.550
1980 11 28 23.704
1980 11 29 23.326
1980 11 30 23.256
1980 12 01 21.350
1980 12 02 21.468
1980 12 03 22.543
1980 12 04 24.430
1980 12 05 23.751
1980 12 06 22.800
1980 12 07 23.582
1980 12 08 24.007
1980 12 09 24.510
1980 12 10 23.667
1980 12 11 25.200
1980 12 12 24.807
1980 12 13 23.572
1980 12 14 22.946
1980 12 15 24.976
1980 12 16 24.404
1980 12 17 23.717
1980 12 18 23.573
1980 12 19 23.894
1980 12 20 24.587
1980 12 21 24.899
1980 12 22 25.420
1980 12 23 24.964
1980 12 24 26.093
1980 12 25 25.277
1980 12 26 25.164
1980 12 27 25.562
1980 12 28 25.147
1980 12 29 24.456
1980 12 30 21.849
1980 12 31 22.432
1981 01 01 nan
1981 01 02 nan
1981 01 03 22.324
1981 01 04 24.802
1981 01 05 26.764
1981 01 06 24.854
1981 01 07 24.318
1981 01 08 24.452
1981 01 09 24.241
1981 01 10 21.402
1981 01 11 23.350
1981 01 12 20.816
1981 01 13 22.632
1981 01 14 23.353
1981 01 15 24.037
1981 01 16 25.230
1981 01 17 26.047
1981 01 18 24.971
1981 01 19 24.041
1981 01 20 24.124
1981 01 21 24.375
1981 01 22 24.868
1981 01 23 23.493
1981 01 24 20.387
1981 01 25 24.024
1981 01 26 23.235
1981 01 27 23.021
1981 01 28 23.364
1981 01 29 24.392
1981 01 30 24.689
1981 01 31 24.779
1981 02 01 25.068
1981 02 02 25.024
1981 02 03 24.923
1981 02 04 25.157
1981 02 05 24.756
1981 02 06 24.729
1981 02 07 23.929
1981 02 08 23.747
1981 02 09 25.523
1981 02 10 23.427
1981 02 11 22.829
1981 02 12 24.298
1981 02 13 25.484
1981 02 14 23.531
1981 02 15 24.158
1981 02 16 24.631
1981 02 17 24.589
1981 02 18 24.360
1981 02 19 23.795
1981 02 20 23.179
1981 02 21 24.235
