year month day temperature_mean
1980 01 01 23.094
1980 01 02 19.368
1980 01 03 18.714
1980 01 04 21.003
1980 01 05 22.409
1980 01 06 20.964
1980 01 07 24.154
1980 01 08 24.130
1980 01 09 23.230
1980 01 10 23.653
1980 01 11 22.907
1980 01 12 21.162
1980 01 13 20.528
1980 01 14 19.663
1980 01 15 21.266
1980 01 16 20.621
1980 01 17 20.644
1980 01 18 20.613
1980 01 19 22.619
1980 01 20 24.394
1980 01 21 24.282
1980 01 22 23.559
1980 01 23 23.232
1980 01 24 24.209
1980 01 25 24.802
1980 01 26 23.944
1980 01 27 24.274
1980 01 28 24.411
1980 01 29 23.910
1980 01 30 21.486
1980 01 31 22.471
1980 02 01 23.981
1980 02 02 24.288
1980 02 03 23.068
1980 02 04 23.069
1980 02 05 22.332
1980 02 06 23.534
1980 02 07 24.536
1980 02 08 26.433
1980 02 09 24.742
1980 02 10 24.632
1980 02 11 24.734
1980 02 12 24.994
1980 02 13 26.344
1980 02 14 23.762
1980 02 15 23.649
1980 02 16 22.753
1980 02 17 22.433
1980 02 18 22.622
1980 02 19 21.134
1980 02 20 21.850
1980 02 21 22.925
1980 02 22 23.777
1980 02 23 23.969
1980 02 24 24.265
1980 02 25 24.943
1980 02 26 23.920
1980 02 27 24.384
1980 02 28 24.464
1980 02 29 24.783
1980 03 01 24.648
1980 03 02 23.979
1980 03 03 24.043
1980 03 04 23.607
1980 03 05 23.623
1980 03 06 23.411
1980 03 07 23.653
1980 03 08 24.489
1980 03 09 26.689
1980 03 10 27.074
1980 03 11 26.792
1980 03 12 24.429
1980 03 13 25.002
1980 03 14 24.153
1980 03 15 23.959
1980 03 16 24.870
1980 03 17 22.955
1980 03 18 23.388
1980 03 19 23.220
1980 03 20 23.186
1980 03 21 23.054
1980 03 22 24.370
1980 03 23 24.749
1980 03 24 24.682
1980 03 25 24.477
1980 03 26 23.963
1980 03 27 24.824
1980 03 28 24.929
1980 03 29 25.383
1980 03 30 25.939
1980 03 31 24.432
1980 04 01 21.472
1980 04 02 20.821
1980 04 03 22.249
1980 04 04 21.553
1980 04 05 20.845
1980 04 06 20.415
1980 04 07 20.264
1980 04 08 21.672
1980 04 09 22.561
1980 04 10 23.681
1980 04 11 24.568
1980 04 12 24.715
1980 04 13 25.268
1980 04 14 23.169
1980 04 15 23.153
1980 04 16 22.364
1980 04 17 20.806
1980 04 18 20.206
1980 04 19 20.338
1980 04 20 20.739
1980 04 21 20.372
1980 04 22 20.519
1980 04 23 21.203
1980 04 24 20.307
1980 04 25 20.068
1980 04 26 19.484
1980 04 27 20.239
1980 04 28 20.643
1980 04 29 21.057
1980 04 30 20.670
1980 05 01 20.561
1980 05 02 21.961
1980 05 03 21.970
1980 05 04 20.561
1980 05 05 18.585
1980 05 06 19.564
1980 05 07 19.685
1980 05 08 20.027
1980 05 09 16.594
1980 05 10 20.119
1980 05 11 20.523
1980 05 12 22.294
1980 05 13 20.685
1980 05 14 20.212
1980 05 15 19.499
1980 05 16 20.516
1980 05 17 20.388
1980 05 18 21.216
1980 05 19 21.444
1980 05 20 21.595
1980 05 21 20.731
1980 05 22 20.837
1980 05 23 22.194
1980 05 24 17.424
1980 05 25 19.099
1980 05 26 18.887
1980 05 27 18.499
1980 05 28 18.492
1980 05 29 19.503
1980 05 30 19.819
1980 05 31 20.603
1980 06 01 20.434
1980 06 02 20.437
1980 06 03 20.904
1980 06 04 18.227
1980 06 05 15.398
1980 06 06 15.883
1980 06 07 18.443
1980 06 08 18.578
1980 06 09 19.738
1980 06 10 19.394
1980 06 11 19.511
1980 06 12 20.960
1980 06 13 20.274
1980 06 14 21.280
1980 06 15 15.187
1980 06 16 17.048
1980 06 17 16.567
1980 06 18 16.388
1980 06 19 16.779
1980 06 20 18.111
1980 06 21 18.396
1980 06 22 17.329
1980 06 23 14.679
1980 06 24 16.426
1980 06 25 17.632
1980 06 26 18.517
1980 06 27 15.547
1980 06 28 13.418
1980 06 29 13.753
1980 06 30 15.932
1980 07 01 17.962
1980 07 02 19.297
1980 07 03 18.434
1980 07 04 17.686
1980 07 05 16.598
1980 07 06 15.522
1980 07 07 16.113
1980 07 08 15.155
1980 07 09 17.502
1980 07 10 18.746
1980 07 11 18.652
1980 07 12 18.547
1980 07 13 18.874
1980 07 14 20.468
1980 07 15 20.973
1980 07 16 16.014
1980 07 17 15.600
1980 07 18 18.867
1980 07 19 18.886
1980 07 20 18.092
1980 07 21 19.896
1980 07 22 21.585
1980 07 23 19.622
1980 07 24 17.236
1980 07 25 16.141
1980 07 26 17.445
1980 07 27 19.928
1980 07 28 19.890
1980 07 29 19.640
1980 07 30 20.549
1980 07 31 20.621
1980 08 01 15.553
1980 08 02 15.221
1980 08 03 15.185
1980 08 04 16.514
1980 08 05 18.789
1980 08 06 20.023
1980 08 07 21.620
1980 08 08 21.731
1980 08 09 20.146
1980 08 10 19.227
1980 08 11 20.157
1980 08 12 17.932
1980 08 13 17.380
1980 08 14 18.016
1980 08 15 19.650
1980 08 16 20.151
1980 08 17 22.711
1980 08 18 21.146
1980 08 19 22.084
1980 08 20 22.226
1980 08 21 21.972
1980 08 22 21.680
1980 08 23 22.629
1980 08 24 18.405
1980 08 25 22.331
1980 08 26 22.889
1980 08 27 14.361
1980 08 28 14.257
1980 08 29 15.647
