year month day potential_evapotransp_gleam
1980 01 01 1.455
1980 01 02 4.199
1980 01 03 4.568
1980 01 04 4.260
1980 01 05 4.159
1980 01 06 4.911
1980 01 07 3.848
1980 01 08 2.568
1980 01 09 3.212
1980 01 10 2.698
1980 01 11 2.959
1980 01 12 3.216
1980 01 13 3.675
1980 01 14 3.215
1980 01 15 3.251
1980 01 16 3.110
1980 01 17 1.157
1980 01 18 1.839
1980 01 19 2.978
1980 01 20 4.261
1980 01 21 2.576
1980 01 22 2.963
1980 01 23 4.417
1980 01 24 3.160
1980 01 25 2.371
1980 01 26 2.374
1980 01 27 2.550
1980 01 28 3.865
1980 01 29 4.706
1980 01 30 4.576
1980 01 31 4.133
1980 02 01 2.337
1980 02 02 3.392
1980 02 03 3.824
1980 02 04 3.935
1980 02 05 4.175
1980 02 06 4.416
1980 02 07 4.489
1980 02 08 3.446
1980 02 09 2.150
1980 02 10 4.018
1980 02 11 3.604
1980 02 12 0.796
1980 02 13 3.050
1980 02 14 3.700
1980 02 15 3.977
1980 02 16 1.771
1980 02 17 2.972
1980 02 18 2.248
1980 02 19 1.826
1980 02 20 2.990
1980 02 21 4.028
1980 02 22 3.435
1980 02 23 3.235
1980 02 24 3.175
1980 02 25 3.590
1980 02 26 3.063
1980 02 27 0.969
1980 02 28 1.361
1980 02 29 4.123
1980 03 01 4.043
1980 03 02 3.802
1980 03 03 3.614
1980 03 04 3.574
1980 03 05 3.720
1980 03 06 3.690
1980 03 07 3.595
1980 03 08 3.725
1980 03 09 3.748
1980 03 10 3.211
1980 03 11 3.250
1980 03 12 3.071
1980 03 13 3.323
1980 03 14 2.078
1980 03 15 1.484
1980 03 16 2.433
1980 03 17 3.465
1980 03 18 3.473
1980 03 19 3.641
1980 03 20 3.399
1980 03 21 3.298
1980 03 22 3.279
1980 03 23 3.356
1980 03 24 3.155
1980 03 25 3.104
1980 03 26 3.061
1980 03 27 2.960
1980 03 28 2.898
1980 03 29 2.917
1980 03 30 2.275
1980 03 31 1.920
1980 04 01 2.609
1980 04 02 2.200
1980 04 03 1.487
1980 04 04 2.005
1980 04 05 2.169
1980 04 06 2.614
1980 04 07 2.891
1980 04 08 2.882
1980 04 09 2.581
1980 04 10 2.951
1980 04 11 3.012
1980 04 12 2.712
1980 04 13 1.404
1980 04 14 2.061
1980 04 15 0.370
1980 04 16 1.092
1980 04 17 2.263
1980 04 18 2.654
1980 04 19 2.885
1980 04 20 2.703
1980 04 21 2.787
1980 04 22 2.770
1980 04 23 2.715
1980 04 24 2.350
1980 04 25 2.448
1980 04 26 1.986
1980 04 27 2.129
1980 04 28 2.179
1980 04 29 2.497
1980 04 30 2.091
1980 05 01 2.332
1980 05 02 0.862
1980 05 03 0.616
1980 05 04 2.111
1980 05 05 1.941
1980 05 06 2.016
