year month day potential_evapotransp_gleam
1980 01 01 4.693
1980 01 02 3.894
1980 01 03 4.671
1980 01 04 4.171
1980 01 05 4.432
1980 01 06 3.963
1980 01 07 2.330
1980 01 08 2.410
1980 01 09 2.489
1980 01 10 4.033
1980 01 11 4.475
1980 01 12 5.125
1980 01 13 3.891
1980 01 14 3.445
1980 01 15 2.947
1980 01 16 3.332
1980 01 17 3.334
1980 01 18 4.106
1980 01 19 4.928
1980 01 20 4.304
1980 01 21 5.207
1980 01 22 5.109
1980 01 23 4.354
1980 01 24 2.479
1980 01 25 0.483
1980 01 26 1.323
1980 01 27 3.246
1980 01 28 4.325
1980 01 29 3.456
1980 01 30 4.687
1980 01 31 2.204
1980 02 01 2.834
1980 02 02 3.587
1980 02 03 3.351
1980 02 04 4.941
1980 02 05 4.993
1980 02 06 4.650
1980 02 07 3.961
1980 02 08 4.298
1980 02 09 4.526
1980 02 10 2.798
1980 02 11 3.078
1980 02 12 2.882
1980 02 13 4.096
1980 02 14 3.994
1980 02 15 3.680
1980 02 16 4.600
1980 02 17 3.065
1980 02 18 2.474
1980 02 19 3.962
1980 02 20 4.054
1980 02 21 4.030
1980 02 22 3.842
1980 02 23 3.491
1980 02 24 2.554
1980 02 25 2.981
1980 02 26 2.762
1980 02 27 1.261
1980 02 28 1.083
1980 02 29 1.841
1980 03 01 3.768
1980 03 02 4.267
1980 03 03 3.812
1980 03 04 4.685
1980 03 05 4.528
1980 03 06 4.201
1980 03 07 4.311
1980 03 08 2.951
1980 03 09 3.756
1980 03 10 3.878
1980 03 11 2.962
1980 03 12 3.045
1980 03 13 2.532
1980 03 14 2.852
1980 03 15 2.717
1980 03 16 1.212
1980 03 17 2.725
1980 03 18 3.390
1980 03 19 3.447
1980 03 20 4.026
1980 03 21 3.522
1980 03 22 3.794
1980 03 23 3.739
1980 03 24 3.655
1980 03 25 3.510
1980 03 26 3.897
1980 03 27 3.612
1980 03 28 3.045
1980 03 29 1.427
1980 03 30 2.777
1980 03 31 1.750
1980 04 01 2.000
1980 04 02 2.525
1980 04 03 2.410
1980 04 04 1.812
1980 04 05 2.543
1980 04 06 2.330
1980 04 07 1.998
1980 04 08 1.299
1980 04 09 2.443
