year month day potential_evapotransp_gleam
1980 01 01 1.263
1980 01 02 3.899
1980 01 03 4.271
1980 01 04 4.375
1980 01 05 4.508
1980 01 06 5.088
1980 01 07 3.774
1980 01 08 3.030
1980 01 09 2.511
1980 01 10 2.556
1980 01 11 3.055
1980 01 12 3.053
1980 01 13 3.378
1980 01 14 2.780
1980 01 15 2.733
1980 01 16 2.742
1980 01 17 1.125
1980 01 18 1.826
1980 01 19 2.899
1980 01 20 4.473
1980 01 21 3.137
1980 01 22 2.206
1980 01 23 4.002
1980 01 24 3.093
1980 01 25 2.853
1980 01 26 2.248
1980 01 27 2.528
1980 01 28 3.771
1980 01 29 4.619
1980 01 30 4.737
1980 01 31 4.273
1980 02 01 2.876
1980 02 02 2.968
1980 02 03 3.765
1980 02 04 4.017
1980 02 05 4.387
1980 02 06 4.652
1980 02 07 4.447
1980 02 08 3.752
1980 02 09 3.096
1980 02 10 4.213
1980 02 11 3.835
1980 02 12 1.301
1980 02 13 2.819
1980 02 14 4.079
1980 02 15 3.881
1980 02 16 1.737
1980 02 17 2.596
1980 02 18 2.128
1980 02 19 2.256
1980 02 20 2.888
1980 02 21 4.029
1980 02 22 3.028
1980 02 23 3.405
1980 02 24 3.541
1980 02 25 3.688
1980 02 26 2.840
1980 02 27 1.765
1980 02 28 2.403
1980 02 29 3.994
1980 03 01 4.129
1980 03 02 4.233
1980 03 03 3.628
1980 03 04 3.879
1980 03 05 3.849
1980 03 06 3.788
1980 03 07 3.736
1980 03 08 3.684
1980 03 09 3.722
1980 03 10 3.316
1980 03 11 3.268
1980 03 12 2.969
1980 03 13 3.405
1980 03 14 2.148
1980 03 15 1.786
1980 03 16 3.110
1980 03 17 3.789
1980 03 18 3.630
1980 03 19 3.630
1980 03 20 3.528
1980 03 21 3.319
1980 03 22 3.343
1980 03 23 3.488
1980 03 24 3.461
1980 03 25 3.027
1980 03 26 3.108
1980 03 27 3.071
1980 03 28 3.118
1980 03 29 2.974
1980 03 30 2.247
1980 03 31 2.131
1980 04 01 2.614
1980 04 02 2.473
1980 04 03 1.320
1980 04 04 1.867
1980 04 05 2.190
1980 04 06 2.812
1980 04 07 2.534
1980 04 08 2.854
1980 04 09 2.465
1980 04 10 2.895
1980 04 11 2.964
1980 04 12 2.782
1980 04 13 1.621
1980 04 14 2.222
1980 04 15 0.531
1980 04 16 1.139
1980 04 17 2.226
1980 04 18 2.467
1980 04 19 2.925
1980 04 20 2.718
1980 04 21 2.790
1980 04 22 2.763
1980 04 23 2.746
1980 04 24 2.464
1980 04 25 2.272
1980 04 26 2.118
1980 04 27 2.120
1980 04 28 2.258
1980 04 29 2.379
1980 04 30 2.089
1980 05 01 2.260
1980 05 02 1.155
1980 05 03 0.500
1980 05 04 2.217
1980 05 05 1.995
1980 05 06 2.091
1980 05 07 2.062
1980 05 08 1.994
1980 05 09 2.364
1980 05 10 1.838
1980 05 11 1.913
1980 05 12 2.124
1980 05 13 2.102
1980 05 14 2.183
1980 05 15 1.928
1980 05 16 1.931
1980 05 17 1.805
1980 05 18 1.766
1980 05 19 1.994
1980 05 20 1.923
1980 05 21 1.785
1980 05 22 1.361
1980 05 23 0.996
1980 05 24 1.329
1980 05 25 1.580
1980 05 26 1.787
1980 05 27 1.782
1980 05 28 1.589
1980 05 29 1.192
1980 05 30 1.808
1980 05 31 1.445
1980 06 01 1.524
1980 06 02 1.104
