year month day potential_evapotransp_gleam
1980 01 01 2.743
1980 01 02 2.972
1980 01 03 3.207
1980 01 04 2.976
1980 01 05 3.039
1980 01 06 3.710
1980 01 07 3.843
1980 01 08 3.667
1980 01 09 3.787
1980 01 10 3.683
1980 01 11 3.805
1980 01 12 4.093
1980 01 13 3.865
1980 01 14 3.807
1980 01 15 3.799
1980 01 16 3.683
1980 01 17 3.718
1980 01 18 3.367
1980 01 19 2.576
1980 01 20 3.228
1980 01 21 3.441
1980 01 22 2.852
1980 01 23 3.182
1980 01 24 3.808
1980 01 25 3.921
1980 01 26 3.220
1980 01 27 3.026
1980 01 28 3.893
1980 01 29 3.571
1980 01 30 3.808
1980 01 31 4.021
1980 02 01 4.202
1980 02 02 4.117
1980 02 03 3.228
1980 02 04 3.150
1980 02 05 4.048
1980 02 06 3.927
1980 02 07 4.178
1980 02 08 4.043
1980 02 09 3.728
1980 02 10 4.066
1980 02 11 4.233
1980 02 12 3.439
1980 02 13 3.962
1980 02 14 3.957
1980 02 15 4.296
1980 02 16 3.928
1980 02 17 3.877
1980 02 18 3.531
1980 02 19 4.010
1980 02 20 4.008
1980 02 21 4.223
1980 02 22 4.193
1980 02 23 3.923
1980 02 24 3.855
1980 02 25 4.225
1980 02 26 4.261
1980 02 27 3.969
1980 02 28 3.905
1980 02 29 4.055
1980 03 01 4.423
1980 03 02 4.104
1980 03 03 4.043
1980 03 04 3.784
1980 03 05 3.473
1980 03 06 4.131
1980 03 07 4.252
1980 03 08 3.600
1980 03 09 2.814
1980 03 10 3.245
1980 03 11 2.528
1980 03 12 2.587
1980 03 13 3.052
1980 03 14 3.425
1980 03 15 3.415
1980 03 16 2.229
1980 03 17 3.235
1980 03 18 3.821
1980 03 19 3.384
1980 03 20 2.757
1980 03 21 3.034
1980 03 22 3.158
1980 03 23 3.096
1980 03 24 2.798
1980 03 25 2.080
1980 03 26 2.617
1980 03 27 2.951
1980 03 28 2.971
1980 03 29 2.792
1980 03 30 1.431
1980 03 31 2.308
1980 04 01 2.457
1980 04 02 3.003
1980 04 03 3.943
1980 04 04 4.024
1980 04 05 4.121
1980 04 06 3.106
1980 04 07 2.810
1980 04 08 3.276
1980 04 09 4.066
1980 04 10 4.203
1980 04 11 3.508
1980 04 12 3.022
1980 04 13 2.952
1980 04 14 3.358
1980 04 15 3.441
1980 04 16 3.178
1980 04 17 2.529
1980 04 18 2.857
1980 04 19 2.337
1980 04 20 2.584
1980 04 21 1.778
1980 04 22 2.230
1980 04 23 3.100
1980 04 24 2.225
1980 04 25 2.237
1980 04 26 2.899
1980 04 27 2.003
1980 04 28 2.829
1980 04 29 2.547
1980 04 30 3.297
1980 05 01 3.228
1980 05 02 1.915
1980 05 03 2.532
1980 05 04 2.040
1980 05 05 2.314
1980 05 06 1.736
1980 05 07 2.606
1980 05 08 2.141
1980 05 09 3.247
1980 05 10 3.699
1980 05 11 2.596
1980 05 12 1.898
1980 05 13 2.592
1980 05 14 1.882
1980 05 15 2.041
1980 05 16 3.224
1980 05 17 2.999
1980 05 18 2.517
1980 05 19 2.376
1980 05 20 3.221
1980 05 21 3.124
1980 05 22 1.784
1980 05 23 1.585
1980 05 24 2.700
1980 05 25 2.700
1980 05 26 2.700
1980 05 27 2.229
1980 05 28 3.149
1980 05 29 2.472
1980 05 30 3.145
1980 05 31 2.476
1980 06 01 1.956
1980 06 02 2.593
1980 06 03 2.559
1980 06 04 2.210
1980 06 05 2.482
1980 06 06 2.537
1980 06 07 2.660
1980 06 08 2.694
1980 06 09 2.362
1980 06 10 2.122
1980 06 11 1.784
1980 06 12 1.726
1980 06 13 3.481
1980 06 14 3.003
1980 06 15 2.861
1980 06 16 2.681
1980 06 17 2.280
1980 06 18 2.444
1980 06 19 3.222
1980 06 20 1.747
1980 06 21 1.995
1980 06 22 2.134
1980 06 23 3.106
1980 06 24 3.511
1980 06 25 3.224
1980 06 26 2.408
1980 06 27 3.060
1980 06 28 2.495
1980 06 29 2.507
1980 06 30 2.359
1980 07 01 3.103
1980 07 02 2.676
1980 07 03 2.737
1980 07 04 1.725
1980 07 05 1.630
1980 07 06 1.826
1980 07 07 2.498
1980 07 08 2.915
1980 07 09 2.746
1980 07 10 2.591
1980 07 11 2.443
1980 07 12 2.761
