year month day potential_evapotransp_gleam
1980 01 01 2.558
1980 01 02 2.714
1980 01 03 1.266
1980 01 04 2.073
1980 01 05 1.571
1980 01 06 3.602
1980 01 07 4.071
1980 01 08 4.354
1980 01 09 3.301
1980 01 10 4.032
1980 01 11 4.150
1980 01 12 3.900
1980 01 13 2.474
1980 01 14 3.585
1980 01 15 4.661
1980 01 16 3.531
1980 01 17 4.173
1980 01 18 4.195
1980 01 19 3.342
1980 01 20 4.010
1980 01 21 4.999
1980 01 22 4.973
1980 01 23 4.361
1980 01 24 4.064
1980 01 25 4.691
1980 01 26 4.200
1980 01 27 3.818
1980 01 28 3.290
1980 01 29 0.832
1980 01 30 2.632
1980 01 31 1.383
1980 02 01 1.715
1980 02 02 4.727
1980 02 03 3.509
1980 02 04 2.249
1980 02 05 0.819
1980 02 06 2.049
1980 02 07 1.642
1980 02 08 1.099
1980 02 09 2.599
1980 02 10 4.242
1980 02 11 4.802
1980 02 12 3.649
1980 02 13 4.132
1980 02 14 3.334
1980 02 15 1.811
1980 02 16 2.375
1980 02 17 2.543
1980 02 18 3.615
1980 02 19 2.450
1980 02 20 3.314
1980 02 21 4.231
1980 02 22 3.989
1980 02 23 4.114
1980 02 24 4.599
1980 02 25 3.989
1980 02 26 3.694
1980 02 27 3.876
1980 02 28 4.187
1980 02 29 3.454
1980 03 01 3.827
1980 03 02 3.894
1980 03 03 3.417
1980 03 04 4.078
1980 03 05 3.647
1980 03 06 3.653
1980 03 07 3.857
1980 03 08 3.355
1980 03 09 3.548
1980 03 10 3.760
1980 03 11 3.491
1980 03 12 3.651
1980 03 13 3.253
1980 03 14 4.207
1980 03 15 3.534
1980 03 16 4.467
1980 03 17 3.762
1980 03 18 3.791
1980 03 19 4.145
1980 03 20 3.056
1980 03 21 4.288
1980 03 22 3.871
1980 03 23 3.152
1980 03 24 4.255
1980 03 25 3.434
1980 03 26 3.628
1980 03 27 4.024
1980 03 28 3.228
1980 03 29 3.913
1980 03 30 3.293
1980 03 31 4.206
1980 04 01 4.112
1980 04 02 4.114
1980 04 03 3.456
1980 04 04 3.842
1980 04 05 3.614
1980 04 06 3.744
1980 04 07 3.689
1980 04 08 3.720
1980 04 09 3.453
1980 04 10 3.426
1980 04 11 3.566
1980 04 12 3.791
1980 04 13 3.485
1980 04 14 3.159
1980 04 15 3.441
1980 04 16 3.887
1980 04 17 3.054
1980 04 18 3.743
1980 04 19 3.035
1980 04 20 3.281
1980 04 21 2.286
1980 04 22 2.649
1980 04 23 2.438
1980 04 24 3.198
1980 04 25 2.710
1980 04 26 2.315
1980 04 27 2.113
1980 04 28 3.681
1980 04 29 2.625
1980 04 30 2.477
1980 05 01 3.005
1980 05 02 2.797
1980 05 03 3.294
1980 05 04 3.178
1980 05 05 2.860
1980 05 06 2.984
1980 05 07 2.185
1980 05 08 2.360
1980 05 09 2.373
1980 05 10 1.962
1980 05 11 2.333
1980 05 12 2.801
1980 05 13 2.331
1980 05 14 2.364
1980 05 15 2.580
1980 05 16 1.805
1980 05 17 2.222
1980 05 18 2.443
1980 05 19 1.724
1980 05 20 2.229
1980 05 21 1.972
1980 05 22 1.897
1980 05 23 2.757
1980 05 24 1.770
1980 05 25 1.898
1980 05 26 2.139
1980 05 27 1.806
1980 05 28 2.137
1980 05 29 2.350
1980 05 30 1.717
1980 05 31 1.800
1980 06 01 1.479
1980 06 02 2.397
1980 06 03 2.922
1980 06 04 2.614
1980 06 05 2.084
1980 06 06 1.577
1980 06 07 2.001
1980 06 08 2.065
1980 06 09 2.229
1980 06 10 2.245
1980 06 11 1.480
1980 06 12 1.509
1980 06 13 2.730
1980 06 14 2.821
1980 06 15 2.960
1980 06 16 1.784
1980 06 17 1.218
1980 06 18 1.736
1980 06 19 2.175
1980 06 20 2.463
1980 06 21 2.470
1980 06 22 2.273
1980 06 23 2.838
1980 06 24 2.397
1980 06 25 1.837
1980 06 26 2.904
1980 06 27 2.747
1980 06 28 1.967
1980 06 29 2.155
1980 06 30 1.530
1980 07 01 1.630
1980 07 02 2.427
1980 07 03 2.398
1980 07 04 1.670
1980 07 05 2.430
1980 07 06 1.691
1980 07 07 1.389
1980 07 08 0.691
1980 07 09 1.721
1980 07 10 1.896
1980 07 11 1.985
1980 07 12 1.337
1980 07 13 2.265
1980 07 14 1.950
1980 07 15 3.052
1980 07 16 2.786
1980 07 17 2.097
1980 07 18 2.584
1980 07 19 1.779
1980 07 20 2.292
1980 07 21 1.641
1980 07 22 2.057
1980 07 23 2.284
1980 07 24 2.376
1980 07 25 1.971
1980 07 26 2.939
1980 07 27 1.705
1980 07 28 2.141
1980 07 29 1.874
1980 07 30 1.656
1980 07 31 2.634
1980 08 01 2.588
1980 08 02 2.116
1980 08 03 1.959
1980 08 04 2.037
1980 08 05 1.919
1980 08 06 2.200
1980 08 07 1.676
1980 08 08 3.253
1980 08 09 2.358
1980 08 10 1.932
1980 08 11 2.582
1980 08 12 2.773
1980 08 13 2.241
1980 08 14 3.030
1980 08 15 2.352
1980 08 16 2.544
1980 08 17 2.773
1980 08 18 3.520
1980 08 19 3.213
1980 08 20 1.831
1980 08 21 2.235
1980 08 22 3.452
1980 08 23 3.255
1980 08 24 3.398
1980 08 25 2.505
1980 08 26 3.408
1980 08 27 3.275
1980 08 28 3.234
1980 08 29 2.120
1980 08 30 2.265
1980 08 31 2.120
1980 09 01 2.417
1980 09 02 2.821
1980 09 03 3.861
1980 09 04 3.882
