year month day potential_evapotransp_gleam
1980 01 01 2.631
1980 01 02 4.821
1980 01 03 4.684
1980 01 04 4.449
1980 01 05 4.384
1980 01 06 3.629
1980 01 07 2.993
1980 01 08 3.007
1980 01 09 3.292
1980 01 10 3.137
1980 01 11 4.927
1980 01 12 4.340
1980 01 13 4.492
1980 01 14 4.744
1980 01 15 4.610
1980 01 16 4.603
1980 01 17 4.796
1980 01 18 4.805
1980 01 19 4.530
1980 01 20 4.943
1980 01 21 4.976
1980 01 22 4.948
1980 01 23 4.345
1980 01 24 0.315
1980 01 25 4.050
1980 01 26 4.014
1980 01 27 4.220
1980 01 28 4.289
1980 01 29 4.276
1980 01 30 4.280
1980 01 31 2.346
1980 02 01 3.356
1980 02 02 3.267
1980 02 03 4.511
1980 02 04 4.207
1980 02 05 3.513
1980 02 06 2.626
1980 02 07 4.318
1980 02 08 4.640
1980 02 09 4.509
1980 02 10 1.324
1980 02 11 2.970
1980 02 12 4.042
1980 02 13 4.621
1980 02 14 4.321
1980 02 15 4.677
1980 02 16 3.853
1980 02 17 1.674
1980 02 18 2.791
1980 02 19 3.525
1980 02 20 3.684
1980 02 21 3.285
1980 02 22 4.210
1980 02 23 3.479
1980 02 24 2.607
1980 02 25 2.328
1980 02 26 2.681
1980 02 27 3.632
1980 02 28 3.777
1980 02 29 3.386
1980 03 01 2.947
1980 03 02 2.074
1980 03 03 1.904
1980 03 04 3.162
1980 03 05 4.376
1980 03 06 4.288
1980 03 07 3.392
1980 03 08 3.014
1980 03 09 3.508
1980 03 10 2.997
1980 03 11 2.866
1980 03 12 1.018
1980 03 13 2.981
1980 03 14 3.120
1980 03 15 3.404
1980 03 16 3.346
1980 03 17 2.800
1980 03 18 3.435
1980 03 19 3.607
1980 03 20 3.409
1980 03 21 3.420
1980 03 22 3.502
1980 03 23 3.490
1980 03 24 3.376
1980 03 25 3.466
1980 03 26 2.466
1980 03 27 1.787
1980 03 28 0.994
1980 03 29 2.552
1980 03 30 1.507
1980 03 31 1.919
1980 04 01 2.156
1980 04 02 2.661
1980 04 03 2.828
1980 04 04 2.826
1980 04 05 2.797
1980 04 06 2.626
1980 04 07 2.410
1980 04 08 2.296
1980 04 09 1.701
1980 04 10 1.781
1980 04 11 2.458
1980 04 12 0.387
1980 04 13 1.048
1980 04 14 0.452
1980 04 15 1.917
1980 04 16 1.829
1980 04 17 2.142
1980 04 18 1.924
1980 04 19 1.448
1980 04 20 1.922
1980 04 21 2.824
1980 04 22 2.499
1980 04 23 2.411
1980 04 24 2.298
1980 04 25 2.364
1980 04 26 2.222
1980 04 27 2.107
1980 04 28 2.145
1980 04 29 2.095
1980 04 30 1.715
1980 05 01 0.169
1980 05 02 0.702
1980 05 03 1.115
1980 05 04 1.340
1980 05 05 1.383
1980 05 06 1.492
1980 05 07 0.546
1980 05 08 1.062
1980 05 09 0.554
1980 05 10 0.641
1980 05 11 1.739
1980 05 12 1.956
1980 05 13 1.704
1980 05 14 1.653
1980 05 15 1.744
1980 05 16 0.722
1980 05 17 0.559
1980 05 18 0.518
1980 05 19 1.344
1980 05 20 0.764
1980 05 21 0.008
1980 05 22 1.233
1980 05 23 1.308
1980 05 24 1.230
1980 05 25 1.128
1980 05 26 1.500
1980 05 27 1.185
1980 05 28 0.820
1980 05 29 1.162
1980 05 30 0.493
1980 05 31 0.644
1980 06 01 0.048
1980 06 02 0.808
1980 06 03 0.836
1980 06 04 0.682
1980 06 05 0.780
1980 06 06 0.902
1980 06 07 1.157
1980 06 08 1.116
1980 06 09 1.174
1980 06 10 0.958
1980 06 11 0.533
1980 06 12 1.022
1980 06 13 0.642
1980 06 14 0.684
1980 06 15 0.879
1980 06 16 0.733
1980 06 17 0.515
1980 06 18 1.395
1980 06 19 -0.016
1980 06 20 0.188
1980 06 21 0.352
1980 06 22 0.999
1980 06 23 0.791
1980 06 24 0.387
1980 06 25 0.321
1980 06 26 0.503
1980 06 27 0.600
1980 06 28 0.713
1980 06 29 1.151
1980 06 30 0.175
1980 07 01 0.548
1980 07 02 0.808
1980 07 03 0.512
1980 07 04 0.691
1980 07 05 0.933
1980 07 06 0.845
1980 07 07 0.972
1980 07 08 0.055
1980 07 09 0.940
1980 07 10 0.813
1980 07 11 0.836
1980 07 12 1.113
1980 07 13 0.606
1980 07 14 1.041
1980 07 15 0.639
1980 07 16 0.905
1980 07 17 1.054
1980 07 18 1.119
1980 07 19 1.442
1980 07 20 -0.059
1980 07 21 1.122
1980 07 22 0.952
1980 07 23 1.080
1980 07 24 1.103
1980 07 25 1.158
1980 07 26 1.260
1980 07 27 1.599
1980 07 28 0.262
1980 07 29 0.360
1980 07 30 0.618
1980 07 31 0.918
1980 08 01 1.111
1980 08 02 1.213
1980 08 03 1.513
1980 08 04 1.468
1980 08 05 0.467
1980 08 06 0.388
1980 08 07 1.955
1980 08 08 1.587
1980 08 09 1.506
1980 08 10 1.148
1980 08 11 0.955
1980 08 12 1.182
1980 08 13 1.168
1980 08 14 1.877
1980 08 15 2.007
1980 08 16 2.097
1980 08 17 1.369
1980 08 18 0.727
1980 08 19 0.397
1980 08 20 0.386
1980 08 21 1.040
1980 08 22 0.597
1980 08 23 1.711
1980 08 24 1.591
1980 08 25 1.482
1980 08 26 0.379
1980 08 27 1.717
1980 08 28 1.885
1980 08 29 2.039
1980 08 30 2.502
1980 08 31 0.861
1980 09 01 0.490
1980 09 02 0.614
1980 09 03 2.794
1980 09 04 1.993
1980 09 05 1.952
1980 09 06 2.112
1980 09 07 2.473
1980 09 08 1.067
1980 09 09 0.704
1980 09 10 2.247
1980 09 11 2.488
1980 09 12 2.672
1980 09 13 2.858
1980 09 14 2.591
1980 09 15 0.471
1980 09 16 2.103
1980 09 17 2.069
1980 09 18 2.300
1980 09 19 0.684
1980 09 20 1.529
1980 09 21 1.297
1980 09 22 2.558
1980 09 23 2.586
