year month day potential_evapotransp_gleam
1980 01 01 2.062
1980 01 02 2.513
1980 01 03 2.763
1980 01 04 2.610
1980 01 05 3.151
1980 01 06 2.545
1980 01 07 2.790
1980 01 08 2.835
1980 01 09 2.206
1980 01 10 2.169
1980 01 11 2.025
1980 01 12 2.854
1980 01 13 2.796
1980 01 14 4.120
1980 01 15 3.121
1980 01 16 3.056
1980 01 17 2.259
1980 01 18 2.737
1980 01 19 2.506
1980 01 20 3.172
1980 01 21 4.672
1980 01 22 3.320
1980 01 23 2.673
1980 01 24 3.029
1980 01 25 3.187
1980 01 26 3.028
1980 01 27 2.220
1980 01 28 2.990
1980 01 29 3.932
1980 01 30 3.201
1980 01 31 2.565
1980 02 01 3.796
1980 02 02 3.387
1980 02 03 3.427
1980 02 04 3.029
1980 02 05 4.147
1980 02 06 4.272
1980 02 07 3.777
1980 02 08 3.455
1980 02 09 3.615
1980 02 10 3.586
1980 02 11 2.972
1980 02 12 3.361
1980 02 13 3.063
1980 02 14 3.697
1980 02 15 2.700
1980 02 16 2.719
1980 02 17 2.719
1980 02 18 2.079
1980 02 19 3.409
1980 02 20 4.298
1980 02 21 3.689
1980 02 22 3.488
1980 02 23 2.420
1980 02 24 3.820
1980 02 25 3.416
1980 02 26 3.595
1980 02 27 3.315
1980 02 28 3.809
1980 02 29 3.152
1980 03 01 1.991
1980 03 02 4.119
1980 03 03 2.572
1980 03 04 3.430
1980 03 05 3.295
1980 03 06 3.157
1980 03 07 2.480
1980 03 08 2.468
1980 03 09 4.121
1980 03 10 3.508
1980 03 11 3.762
1980 03 12 2.893
1980 03 13 3.173
1980 03 14 4.095
1980 03 15 2.916
1980 03 16 2.697
1980 03 17 2.532
1980 03 18 1.756
1980 03 19 3.094
1980 03 20 2.339
1980 03 21 2.967
1980 03 22 3.278
1980 03 23 2.784
1980 03 24 3.038
1980 03 25 3.129
1980 03 26 3.003
1980 03 27 3.033
1980 03 28 3.757
1980 03 29 2.710
1980 03 30 3.424
1980 03 31 2.858
1980 04 01 2.706
1980 04 02 2.798
1980 04 03 2.604
1980 04 04 3.097
1980 04 05 3.111
1980 04 06 2.332
1980 04 07 2.679
1980 04 08 3.010
1980 04 09 3.885
1980 04 10 3.214
1980 04 11 4.005
1980 04 12 3.849
1980 04 13 3.398
1980 04 14 3.153
1980 04 15 3.099
1980 04 16 3.309
1980 04 17 3.132
1980 04 18 3.480
1980 04 19 3.875
1980 04 20 3.781
1980 04 21 3.880
1980 04 22 3.788
1980 04 23 3.869
1980 04 24 3.529
1980 04 25 3.887
1980 04 26 3.617
1980 04 27 3.151
1980 04 28 3.138
1980 04 29 3.832
1980 04 30 3.639
1980 05 01 2.147
1980 05 02 2.530
1980 05 03 2.290
1980 05 04 3.202
1980 05 05 2.245
1980 05 06 2.853
1980 05 07 2.836
1980 05 08 3.272
1980 05 09 3.155
1980 05 10 2.542
1980 05 11 3.010
1980 05 12 3.347
1980 05 13 3.490
1980 05 14 3.483
1980 05 15 3.392
1980 05 16 3.358
1980 05 17 3.139
1980 05 18 2.791
1980 05 19 3.232
1980 05 20 2.946
1980 05 21 3.284
1980 05 22 2.354
1980 05 23 3.245
1980 05 24 2.614
1980 05 25 2.273
1980 05 26 3.041
1980 05 27 3.201
1980 05 28 3.253
1980 05 29 3.116
1980 05 30 3.179
1980 05 31 2.812
1980 06 01 2.543
1980 06 02 3.007
1980 06 03 1.943
1980 06 04 3.562
1980 06 05 3.170
1980 06 06 3.001
1980 06 07 3.203
1980 06 08 2.986
1980 06 09 3.381
1980 06 10 2.976
1980 06 11 3.113
1980 06 12 2.888
1980 06 13 2.424
1980 06 14 2.740
1980 06 15 3.038
1980 06 16 2.923
1980 06 17 3.005
1980 06 18 2.739
1980 06 19 3.051
1980 06 20 3.216
1980 06 21 3.237
1980 06 22 3.034
1980 06 23 2.787
1980 06 24 2.649
1980 06 25 2.302
1980 06 26 2.852
1980 06 27 2.550
1980 06 28 2.862
1980 06 29 3.074
1980 06 30 2.855
1980 07 01 2.947
1980 07 02 2.717
1980 07 03 3.052
1980 07 04 2.639
1980 07 05 2.476
1980 07 06 2.447
1980 07 07 2.632
1980 07 08 2.650
1980 07 09 2.870
1980 07 10 3.001
1980 07 11 2.678
1980 07 12 2.830
1980 07 13 2.777
1980 07 14 3.151
1980 07 15 3.170
1980 07 16 3.223
1980 07 17 3.046
1980 07 18 3.032
1980 07 19 3.155
1980 07 20 3.297
1980 07 21 3.114
1980 07 22 3.239
1980 07 23 3.234
1980 07 24 3.059
1980 07 25 2.929
1980 07 26 2.977
1980 07 27 2.815
1980 07 28 3.290
1980 07 29 2.933
1980 07 30 3.302
1980 07 31 3.266
1980 08 01 3.366
1980 08 02 3.220
1980 08 03 2.949
1980 08 04 3.037
1980 08 05 3.383
1980 08 06 3.463
1980 08 07 3.178
1980 08 08 3.247
1980 08 09 3.351
1980 08 10 2.981
1980 08 11 3.039
1980 08 12 3.329
1980 08 13 3.002
1980 08 14 3.593
1980 08 15 3.435
1980 08 16 2.933
1980 08 17 2.574
1980 08 18 3.577
1980 08 19 3.530
1980 08 20 3.509
1980 08 21 2.717
1980 08 22 3.111
1980 08 23 2.439
1980 08 24 3.058
1980 08 25 3.161
1980 08 26 3.242
1980 08 27 1.590
1980 08 28 3.588
1980 08 29 3.038
1980 08 30 3.291
1980 08 31 3.110
1980 09 01 3.662
1980 09 02 3.665
1980 09 03 3.649
1980 09 04 3.683
1980 09 05 3.747
1980 09 06 3.316
1980 09 07 2.345
1980 09 08 3.038
1980 09 09 3.388
1980 09 10 2.196
1980 09 11 2.929
1980 09 12 2.930
1980 09 13 2.101
1980 09 14 3.747
1980 09 15 3.933
1980 09 16 1.780
1980 09 17 3.168
1980 09 18 3.501
1980 09 19 3.565
1980 09 20 3.957
1980 09 21 3.952
1980 09 22 3.373
1980 09 23 3.420
1980 09 24 3.053
1980 09 25 3.083
1980 09 26 3.829
1980 09 27 4.255
1980 09 28 3.068
1980 09 29 3.756
1980 09 30 4.260
1980 10 01 3.022
1980 10 02 2.746
1980 10 03 2.742
1980 10 04 3.681
1980 10 05 3.204
1980 10 06 3.269
1980 10 07 3.410
1980 10 08 3.214
1980 10 09 2.157
1980 10 10 2.727
1980 10 11 3.770
1980 10 12 4.485
1980 10 13 3.697
1980 10 14 3.526
1980 10 15 4.220
1980 10 16 2.514
1980 10 17 3.191
1980 10 18 4.027
1980 10 19 3.640
1980 10 20 4.012
1980 10 21 3.985
1980 10 22 3.247
1980 10 23 3.908
1980 10 24 3.634
1980 10 25 2.992
1980 10 26 3.520
1980 10 27 4.197
1980 10 28 4.237
1980 10 29 3.680
1980 10 30 4.585
1980 10 31 3.005
1980 11 01 2.908
1980 11 02 3.872
1980 11 03 3.545
1980 11 04 2.986
1980 11 05 3.344
1980 11 06 3.335
1980 11 07 2.476
1980 11 08 3.999
1980 11 09 4.022
1980 11 10 2.225
1980 11 11 3.542
1980 11 12 2.018
1980 11 13 2.051
1980 11 14 2.776
1980 11 15 2.906
1980 11 16 3.345
1980 11 17 2.494
1980 11 18 3.412
1980 11 19 3.813
1980 11 20 2.280
1980 11 21 3.158
1980 11 22 3.245
1980 11 23 4.340
1980 11 24 3.387
1980 11 25 3.400
1980 11 26 3.278
1980 11 27 2.573
1980 11 28 2.311
1980 11 29 2.790
1980 11 30 2.252
1980 12 01 2.955
1980 12 02 3.256
1980 12 03 2.069
1980 12 04 2.671
1980 12 05 2.770
1980 12 06 4.138
1980 12 07 3.080
1980 12 08 3.870
1980 12 09 3.420
1980 12 10 2.681
1980 12 11 3.526
1980 12 12 4.150
1980 12 13 2.967
1980 12 14 3.105
1980 12 15 3.470
1980 12 16 3.659
1980 12 17 2.977
1980 12 18 3.589
1980 12 19 4.103
1980 12 20 3.125
1980 12 21 2.351
