year month day potential_evapotransp_gleam
1980 01 01 1.332
1980 01 02 1.771
1980 01 03 2.850
1980 01 04 3.488
1980 01 05 4.854
1980 01 06 4.861
1980 01 07 3.846
1980 01 08 3.188
1980 01 09 2.539
1980 01 10 2.838
1980 01 11 2.702
1980 01 12 2.418
1980 01 13 1.507
1980 01 14 3.083
1980 01 15 2.339
1980 01 16 0.810
1980 01 17 1.832
1980 01 18 2.037
1980 01 19 4.445
1980 01 20 4.504
1980 01 21 4.421
1980 01 22 2.584
1980 01 23 4.310
1980 01 24 3.652
1980 01 25 2.835
1980 01 26 3.334
1980 01 27 2.429
1980 01 28 2.816
1980 01 29 2.792
1980 01 30 4.638
1980 01 31 4.284
1980 02 01 2.399
1980 02 02 2.636
1980 02 03 3.407
1980 02 04 3.987
1980 02 05 4.948
1980 02 06 4.839
1980 02 07 4.727
1980 02 08 4.326
1980 02 09 4.437
1980 02 10 4.167
1980 02 11 4.421
1980 02 12 4.066
1980 02 13 1.881
1980 02 14 2.865
1980 02 15 3.822
1980 02 16 1.599
1980 02 17 2.320
1980 02 18 2.635
1980 02 19 3.021
1980 02 20 3.263
1980 02 21 3.334
1980 02 22 3.101
1980 02 23 3.923
1980 02 24 3.886
1980 02 25 3.957
1980 02 26 3.932
1980 02 27 3.880
1980 02 28 4.099
1980 02 29 4.407
1980 03 01 4.770
1980 03 02 3.778
1980 03 03 3.824
1980 03 04 3.509
1980 03 05 4.011
1980 03 06 4.472
1980 03 07 3.751
1980 03 08 3.891
1980 03 09 4.135
1980 03 10 3.860
1980 03 11 4.075
1980 03 12 3.203
1980 03 13 3.166
1980 03 14 3.568
1980 03 15 2.335
1980 03 16 4.601
1980 03 17 3.054
1980 03 18 2.746
1980 03 19 3.408
1980 03 20 3.767
1980 03 21 3.689
1980 03 22 3.908
1980 03 23 3.611
1980 03 24 3.261
1980 03 25 3.905
1980 03 26 3.702
1980 03 27 3.347
1980 03 28 3.362
1980 03 29 2.956
1980 03 30 3.105
1980 03 31 2.323
1980 04 01 2.239
1980 04 02 2.152
1980 04 03 1.562
1980 04 04 1.875
1980 04 05 1.709
1980 04 06 1.543
1980 04 07 2.194
1980 04 08 2.152
1980 04 09 2.643
1980 04 10 2.748
1980 04 11 2.734
1980 04 12 3.266
1980 04 13 3.120
1980 04 14 2.332
1980 04 15 2.253
1980 04 16 1.610
1980 04 17 2.692
1980 04 18 2.337
1980 04 19 3.268
1980 04 20 2.935
1980 04 21 2.265
1980 04 22 2.446
1980 04 23 2.274
1980 04 24 1.755
1980 04 25 1.913
1980 04 26 2.048
1980 04 27 2.154
1980 04 28 2.743
1980 04 29 1.680
1980 04 30 2.286
