year month day potential_evapotransp_gleam
1980 01 01 4.651
1980 01 02 4.299
1980 01 03 4.748
1980 01 04 5.135
1980 01 05 4.573
1980 01 06 4.287
1980 01 07 3.809
1980 01 08 1.858
1980 01 09 2.490
1980 01 10 2.882
1980 01 11 4.682
1980 01 12 4.330
1980 01 13 4.274
1980 01 14 4.788
1980 01 15 3.057
1980 01 16 4.636
1980 01 17 2.948
1980 01 18 3.441
1980 01 19 3.646
1980 01 20 2.591
1980 01 21 3.365
1980 01 22 4.112
1980 01 23 3.077
1980 01 24 2.036
1980 01 25 2.031
1980 01 26 2.123
1980 01 27 3.663
1980 01 28 2.839
1980 01 29 4.032
1980 01 30 4.028
1980 01 31 3.713
1980 02 01 3.688
1980 02 02 4.614
1980 02 03 3.937
1980 02 04 4.912
1980 02 05 4.531
1980 02 06 4.701
1980 02 07 3.396
1980 02 08 4.630
1980 02 09 4.114
1980 02 10 1.453
1980 02 11 2.082
1980 02 12 1.953
1980 02 13 2.395
1980 02 14 4.323
1980 02 15 4.253
1980 02 16 3.970
1980 02 17 3.853
1980 02 18 3.248
1980 02 19 3.781
1980 02 20 4.323
1980 02 21 3.907
1980 02 22 3.611
1980 02 23 3.396
1980 02 24 1.664
1980 02 25 2.186
1980 02 26 1.230
1980 02 27 0.489
1980 02 28 1.310
1980 02 29 2.281
1980 03 01 4.067
1980 03 02 4.602
1980 03 03 4.668
1980 03 04 4.864
1980 03 05 4.126
1980 03 06 4.578
1980 03 07 4.412
1980 03 08 4.317
1980 03 09 4.643
1980 03 10 4.214
1980 03 11 3.965
1980 03 12 3.715
1980 03 13 2.107
1980 03 14 2.464
1980 03 15 1.957
1980 03 16 2.802
1980 03 17 2.691
1980 03 18 4.322
1980 03 19 4.135
1980 03 20 4.188
1980 03 21 3.608
1980 03 22 3.983
1980 03 23 3.822
1980 03 24 4.047
1980 03 25 3.761
1980 03 26 3.866
1980 03 27 3.835
1980 03 28 3.285
1980 03 29 2.000
1980 03 30 3.062
1980 03 31 2.200
1980 04 01 3.369
1980 04 02 2.588
1980 04 03 1.080
1980 04 04 2.253
1980 04 05 1.173
1980 04 06 3.535
1980 04 07 3.326
1980 04 08 1.691
1980 04 09 2.872
1980 04 10 2.445
