year month day evapotransp_mgb
1980 01 01 3.676
1980 01 02 3.330
1980 01 03 3.111
1980 01 04 3.106
1980 01 05 3.262
1980 01 06 3.280
1980 01 07 3.396
1980 01 08 3.678
1980 01 09 3.691
1980 01 10 3.686
1980 01 11 3.694
1980 01 12 3.703
1980 01 13 3.710
1980 01 14 3.633
1980 01 15 3.460
1980 01 16 3.672
1980 01 17 3.693
1980 01 18 3.691
1980 01 19 3.706
1980 01 20 3.705
1980 01 21 3.702
1980 01 22 3.700
1980 01 23 3.685
1980 01 24 3.694
1980 01 25 3.692
1980 01 26 3.689
1980 01 27 3.686
1980 01 28 3.542
1980 01 29 3.559
1980 01 30 3.280
1980 01 31 3.632
1980 02 01 3.804
1980 02 02 3.813
1980 02 03 3.410
1980 02 04 3.321
1980 02 05 3.438
1980 02 06 3.304
1980 02 07 3.745
1980 02 08 3.752
1980 02 09 3.781
1980 02 10 3.725
1980 02 11 3.712
1980 02 12 3.621
1980 02 13 3.760
1980 02 14 3.755
1980 02 15 3.730
1980 02 16 3.737
1980 02 17 3.738
1980 02 18 3.732
1980 02 19 3.725
1980 02 20 3.696
1980 02 21 3.226
1980 02 22 3.700
1980 02 23 3.699
1980 02 24 3.692
1980 02 25 3.685
1980 02 26 3.678
1980 02 27 3.671
1980 02 28 3.664
1980 02 29 3.656
1980 03 01 3.403
1980 03 02 3.200
1980 03 03 3.273
1980 03 04 3.286
1980 03 05 3.599
1980 03 06 3.234
1980 03 07 3.361
1980 03 08 3.507
1980 03 09 3.418
1980 03 10 3.687
1980 03 11 3.673
1980 03 12 3.703
1980 03 13 3.694
1980 03 14 3.686
1980 03 15 3.677
1980 03 16 3.667
1980 03 17 3.657
1980 03 18 3.335
1980 03 19 3.520
1980 03 20 3.379
1980 03 21 3.203
1980 03 22 3.003
1980 03 23 3.148
1980 03 24 2.962
1980 03 25 3.048
1980 03 26 2.965
1980 03 27 2.906
1980 03 28 2.880
1980 03 29 2.861
1980 03 30 3.347
1980 03 31 3.378
1980 04 01 3.001
1980 04 02 3.306
1980 04 03 3.390
1980 04 04 3.434
1980 04 05 3.492
1980 04 06 3.494
1980 04 07 3.175
1980 04 08 3.364
1980 04 09 3.451
1980 04 10 3.431
1980 04 11 3.408
1980 04 12 3.405
1980 04 13 3.372
1980 04 14 3.375
1980 04 15 3.369
1980 04 16 3.360
1980 04 17 2.838
1980 04 18 2.747
1980 04 19 2.765
1980 04 20 2.702
1980 04 21 2.751
1980 04 22 2.658
1980 04 23 2.632
1980 04 24 2.608
1980 04 25 2.591
1980 04 26 2.561
1980 04 27 2.537
1980 04 28 2.513
1980 04 29 2.487
1980 04 30 2.482
1980 05 01 2.739
1980 05 02 2.597
1980 05 03 2.694
1980 05 04 2.533
1980 05 05 2.216
1980 05 06 2.184
1980 05 07 2.154
1980 05 08 2.129
1980 05 09 2.178
1980 05 10 2.162
1980 05 11 2.171
1980 05 12 2.166
1980 05 13 2.343
1980 05 14 2.007
1980 05 15 2.103
1980 05 16 1.971
1980 05 17 1.934
1980 05 18 1.955
1980 05 19 1.948
1980 05 20 1.936
1980 05 21 1.819
1980 05 22 1.994
1980 05 23 2.139
1980 05 24 1.772
1980 05 25 1.716
1980 05 26 1.677
1980 05 27 1.649
1980 05 28 1.620
1980 05 29 1.592
1980 05 30 1.627
1980 05 31 1.537
1980 06 01 1.564
1980 06 02 1.957
1980 06 03 2.014
1980 06 04 2.008
1980 06 05 1.592
1980 06 06 1.480
1980 06 07 1.569
1980 06 08 1.424
1980 06 09 1.399
1980 06 10 1.412
1980 06 11 1.555
1980 06 12 1.403
1980 06 13 1.517
1980 06 14 1.865
1980 06 15 1.412
1980 06 16 1.354
1980 06 17 1.329
1980 06 18 1.306
1980 06 19 1.282
1980 06 20 1.290
1980 06 21 1.417
1980 06 22 1.786
1980 06 23 1.359
1980 06 24 1.306
1980 06 25 1.779
1980 06 26 1.829
1980 06 27 2.319
1980 06 28 2.050
1980 06 29 2.018
1980 06 30 1.966
1980 07 01 2.088
1980 07 02 2.144
1980 07 03 2.085
1980 07 04 2.068
1980 07 05 2.086
1980 07 06 1.977
1980 07 07 2.099
1980 07 08 1.937
1980 07 09 1.913
1980 07 10 1.906
1980 07 11 2.006
1980 07 12 1.849
1980 07 13 1.824
1980 07 14 1.802
1980 07 15 1.848
1980 07 16 1.766
1980 07 17 1.734
1980 07 18 1.710
1980 07 19 1.685
1980 07 20 1.665
1980 07 21 1.631
1980 07 22 1.606
1980 07 23 1.786
1980 07 24 1.557
1980 07 25 1.529
1980 07 26 1.500
1980 07 27 1.471
1980 07 28 1.458
1980 07 29 1.583
1980 07 30 1.396
1980 07 31 1.750
1980 08 01 1.604
1980 08 02 1.506
1980 08 03 1.551
1980 08 04 1.526
1980 08 05 1.417
1980 08 06 1.501
1980 08 07 1.807
1980 08 08 1.357
1980 08 09 1.346
1980 08 10 1.296
1980 08 11 1.384
1980 08 12 1.283
1980 08 13 1.478
1980 08 14 1.355
1980 08 15 1.276
1980 08 16 1.416
1980 08 17 1.295
1980 08 18 1.274
1980 08 19 1.333
1980 08 20 1.135
1980 08 21 1.196
1980 08 22 1.133
1980 08 23 1.286
1980 08 24 1.478
1980 08 25 1.442
1980 08 26 1.623
1980 08 27 1.933
1980 08 28 1.700
1980 08 29 1.594
1980 08 30 1.461
1980 08 31 1.418
1980 09 01 1.299
1980 09 02 1.374
1980 09 03 1.370
1980 09 04 1.292
1980 09 05 1.199
1980 09 06 1.139
1980 09 07 1.184
1980 09 08 1.127
1980 09 09 1.127
1980 09 10 1.336
1980 09 11 1.590
1980 09 12 1.643
1980 09 13 1.734
1980 09 14 2.058
1980 09 15 2.120
1980 09 16 2.184
1980 09 17 1.921
1980 09 18 2.210
1980 09 19 2.318
1980 09 20 2.442
1980 09 21 2.449
1980 09 22 2.862
1980 09 23 2.504
1980 09 24 2.410
1980 09 25 2.368
1980 09 26 2.424
1980 09 27 2.404
1980 09 28 2.730
1980 09 29 2.801
1980 09 30 2.293
1980 10 01 2.059
1980 10 02 2.128
1980 10 03 1.930
1980 10 04 1.879
1980 10 05 1.967
1980 10 06 1.927
1980 10 07 2.019
1980 10 08 2.306
1980 10 09 2.502
1980 10 10 2.721
1980 10 11 2.852
1980 10 12 2.869
1980 10 13 3.080
1980 10 14 2.973
1980 10 15 2.753
1980 10 16 2.665
1980 10 17 2.882
1980 10 18 2.634
1980 10 19 2.671
1980 10 20 2.514
1980 10 21 2.430
1980 10 22 2.387
1980 10 23 2.534
1980 10 24 2.810
1980 10 25 2.556
1980 10 26 2.667
1980 10 27 2.557
1980 10 28 2.448
1980 10 29 2.511
1980 10 30 2.649
1980 10 31 2.647
1980 11 01 2.463
1980 11 02 2.365
1980 11 03 2.484
1980 11 04 2.608
1980 11 05 2.690
1980 11 06 2.525
1980 11 07 2.656
1980 11 08 2.788
1980 11 09 3.206
1980 11 10 3.259
1980 11 11 3.510
1980 11 12 3.523
1980 11 13 3.238
1980 11 14 2.986
1980 11 15 2.913
1980 11 16 2.867
1980 11 17 2.821
1980 11 18 2.832
1980 11 19 2.910
1980 11 20 3.304
1980 11 21 3.151
1980 11 22 3.443
1980 11 23 3.428
1980 11 24 3.540
1980 11 25 3.640
1980 11 26 3.333
1980 11 27 3.114
1980 11 28 3.422
1980 11 29 3.582
1980 11 30 3.637
1980 12 01 3.441
1980 12 02 3.571
1980 12 03 3.646
1980 12 04 3.659
1980 12 05 3.668
1980 12 06 3.675
1980 12 07 3.687
1980 12 08 3.687
1980 12 09 3.589
1980 12 10 3.669
1980 12 11 3.517
1980 12 12 3.692
1980 12 13 3.699
1980 12 14 3.707
1980 12 15 3.723
1980 12 16 3.158
1980 12 17 3.144
1980 12 18 3.501
1980 12 19 3.327
1980 12 20 3.422
1980 12 21 3.700
1980 12 22 3.706
1980 12 23 3.725
1980 12 24 3.726
1980 12 25 3.731
1980 12 26 3.733
1980 12 27 3.734
1980 12 28 3.737
1980 12 29 3.737
1980 12 30 3.740
1980 12 31 3.745
1981 01 01 3.286
1981 01 02 3.680
1981 01 03 3.700
1981 01 04 3.721
1981 01 05 3.723
1981 01 06 3.701
1981 01 07 3.719
1981 01 08 3.723
1981 01 09 3.722
1981 01 10 3.720
1981 01 11 3.719
1981 01 12 3.720
1981 01 13 3.719
1981 01 14 3.717
1981 01 15 3.715
1981 01 16 3.713
1981 01 17 3.711
1981 01 18 3.694
1981 01 19 3.685
1981 01 20 3.666
1981 01 21 3.702
1981 01 22 3.700
1981 01 23 3.697
1981 01 24 3.692
1981 01 25 3.692
1981 01 26 3.689
1981 01 27 3.674
1981 01 28 3.669
1981 01 29 3.396
1981 01 30 3.352
1981 01 31 3.375
1981 02 01 3.503
1981 02 02 3.661
1981 02 03 3.798
1981 02 04 3.704
1981 02 05 3.660
1981 02 06 3.784
1981 02 07 3.791
1981 02 08 3.677
1981 02 09 3.781
1981 02 10 3.776
1981 02 11 3.771
1981 02 12 3.766
1981 02 13 3.633
1981 02 14 3.452
1981 02 15 3.368
1981 02 16 3.171
1981 02 17 3.182
1981 02 18 3.298
1981 02 19 3.385
1981 02 20 3.717
1981 02 21 3.702
1981 02 22 3.465
1981 02 23 3.423
1981 02 24 3.225
1981 02 25 3.410
1981 02 26 3.591
1981 02 27 3.480
1981 02 28 3.262
1981 03 01 3.214
1981 03 02 3.358
1981 03 03 3.650
1981 03 04 3.388
1981 03 05 3.684
1981 03 06 3.700
1981 03 07 3.687
1981 03 08 3.675
1981 03 09 3.670
1981 03 10 3.601
1981 03 11 3.369
1981 03 12 3.279
1981 03 13 3.055
1981 03 14 3.091
1981 03 15 3.339
1981 03 16 3.573
1981 03 17 3.559
1981 03 18 3.543
1981 03 19 3.518
1981 03 20 3.145
1981 03 21 3.250
1981 03 22 3.005
1981 03 23 2.997
1981 03 24 2.844
1981 03 25 2.946
1981 03 26 3.234
1981 03 27 3.224
1981 03 28 3.355
1981 03 29 3.356
1981 03 30 3.366
1981 03 31 2.932
1981 04 01 3.051
1981 04 02 2.967
1981 04 03 2.905
1981 04 04 2.880
1981 04 05 3.080
1981 04 06 3.017
1981 04 07 2.810
1981 04 08 2.705
1981 04 09 2.652
1981 04 10 2.534
1981 04 11 2.495
1981 04 12 2.460
1981 04 13 2.518
1981 04 14 2.484
1981 04 15 2.785
1981 04 16 2.959
1981 04 17 2.569
1981 04 18 2.423
1981 04 19 2.343
1981 04 20 2.282
1981 04 21 2.241
1981 04 22 2.212
1981 04 23 2.300
1981 04 24 2.618
1981 04 25 2.607
1981 04 26 2.147
1981 04 27 2.175
1981 04 28 2.675
1981 04 29 2.629
1981 04 30 2.342
1981 05 01 2.068
1981 05 02 1.988
1981 05 03 2.351
1981 05 04 2.153
1981 05 05 2.347
1981 05 06 1.827
1981 05 07 1.789
1981 05 08 1.760
1981 05 09 1.717
1981 05 10 1.697
1981 05 11 1.648
1981 05 12 1.610
1981 05 13 1.575
1981 05 14 1.542
1981 05 15 1.540
1981 05 16 1.517
1981 05 17 1.514
1981 05 18 1.432
1981 05 19 1.442
1981 05 20 1.610
1981 05 21 1.756
1981 05 22 1.436
1981 05 23 1.311
1981 05 24 1.588
1981 05 25 1.266
1981 05 26 1.236
1981 05 27 1.358
1981 05 28 1.782
1981 05 29 1.873
1981 05 30 1.283
1981 05 31 1.222
1981 06 01 1.288
1981 06 02 1.260
1981 06 03 1.576
1981 06 04 1.697
1981 06 05 1.437
1981 06 06 1.710
1981 06 07 1.804
1981 06 08 2.213
1981 06 09 1.769
1981 06 10 1.703
1981 06 11 1.708
1981 06 12 1.669
1981 06 13 1.632
1981 06 14 1.720
1981 06 15 1.940
1981 06 16 2.088
1981 06 17 2.205
1981 06 18 2.299
1981 06 19 1.917
1981 06 20 1.844
1981 06 21 1.882
1981 06 22 1.745
1981 06 23 1.726
1981 06 24 1.707
1981 06 25 1.688
1981 06 26 1.669
1981 06 27 1.651
1981 06 28 1.632
1981 06 29 1.613
1981 06 30 1.594
1981 07 01 1.902
1981 07 02 1.857
1981 07 03 2.091
1981 07 04 1.711
1981 07 05 1.666
1981 07 06 1.640
1981 07 07 1.633
1981 07 08 1.587
1981 07 09 1.560
1981 07 10 1.534
1981 07 11 1.506
1981 07 12 1.478
1981 07 13 1.450
1981 07 14 1.421
1981 07 15 1.391
1981 07 16 1.362
1981 07 17 1.333
1981 07 18 1.469
1981 07 19 1.437
1981 07 20 1.387
1981 07 21 1.244
1981 07 22 1.202
1981 07 23 1.186
1981 07 24 1.267
1981 07 25 1.537
1981 07 26 1.643
1981 07 27 1.144
1981 07 28 1.121
1981 07 29 1.101
1981 07 30 1.077
1981 07 31 1.057
1981 08 01 1.239
1981 08 02 1.231
1981 08 03 1.144
1981 08 04 1.103
1981 08 05 1.081
1981 08 06 1.061
1981 08 07 1.041
1981 08 08 1.021
1981 08 09 1.003
1981 08 10 1.115
1981 08 11 1.195
1981 08 12 1.246
1981 08 13 1.195
1981 08 14 1.183
1981 08 15 0.997
1981 08 16 0.952
1981 08 17 1.228
1981 08 18 1.458
1981 08 19 1.498
1981 08 20 1.044
1981 08 21 1.014
1981 08 22 0.988
1981 08 23 0.964
1981 08 24 0.942
1981 08 25 0.934
1981 08 26 0.905
1981 08 27 0.889
1981 08 28 0.874
1981 08 29 0.861
1981 08 30 0.858
1981 08 31 0.857
1981 09 01 0.838
1981 09 02 0.912
1981 09 03 0.957
1981 09 04 1.306
1981 09 05 0.867
1981 09 06 0.804
1981 09 07 0.790
1981 09 08 0.778
1981 09 09 0.767
1981 09 10 0.757
1981 09 11 0.747
1981 09 12 0.738
1981 09 13 0.730
1981 09 14 0.738
1981 09 15 0.714
1981 09 16 0.706
1981 09 17 0.699
1981 09 18 0.692
1981 09 19 0.761
1981 09 20 0.688
1981 09 21 0.679
1981 09 22 0.680
1981 09 23 0.922
1981 09 24 1.013
1981 09 25 1.023
1981 09 26 1.308
1981 09 27 1.421
1981 09 28 1.152
1981 09 29 1.246
1981 09 30 1.334
1981 10 01 1.027
1981 10 02 1.234
1981 10 03 1.513
1981 10 04 1.696
1981 10 05 1.959
1981 10 06 2.025
1981 10 07 2.073
1981 10 08 2.238
1981 10 09 1.812
1981 10 10 2.097
1981 10 11 2.213
1981 10 12 2.335
1981 10 13 2.432
1981 10 14 2.270
1981 10 15 2.502
1981 10 16 2.521
1981 10 17 2.700
1981 10 18 2.534
1981 10 19 2.943
1981 10 20 2.970
1981 10 21 3.160
1981 10 22 3.021
1981 10 23 3.003
1981 10 24 3.267
1981 10 25 3.456
1981 10 26 3.443
1981 10 27 3.448
1981 10 28 3.567
1981 10 29 3.595
1981 10 30 3.630
1981 10 31 3.656
1981 11 01 3.810
1981 11 02 3.864
1981 11 03 3.861
1981 11 04 3.862
1981 11 05 3.923
1981 11 06 3.431
1981 11 07 3.817
1981 11 08 3.917
1981 11 09 3.928
1981 11 10 3.971
1981 11 11 3.995
1981 11 12 3.973
1981 11 13 3.974
1981 11 14 4.007
1981 11 15 4.009
1981 11 16 3.944
1981 11 17 4.020
1981 11 18 4.030
1981 11 19 4.038
1981 11 20 4.041
1981 11 21 4.053
1981 11 22 3.690
1981 11 23 3.612
1981 11 24 3.898
1981 11 25 4.028
1981 11 26 4.049
1981 11 27 3.789
1981 11 28 3.634
1981 11 29 3.970
1981 11 30 4.011
1981 12 01 3.627
1981 12 02 3.679
1981 12 03 3.574
1981 12 04 3.551
1981 12 05 3.681
1981 12 06 3.690
1981 12 07 3.696
1981 12 08 3.705
1981 12 09 3.725
1981 12 10 3.745
1981 12 11 3.546
1981 12 12 3.749
1981 12 13 3.750
1981 12 14 3.611
1981 12 15 3.548
1981 12 16 3.751
1981 12 17 3.752
1981 12 18 3.753
1981 12 19 3.751
1981 12 20 3.488
1981 12 21 3.265
1981 12 22 3.606
1981 12 23 3.742
1981 12 24 3.753
1981 12 25 3.638
1981 12 26 3.377
1981 12 27 3.692
1981 12 28 3.716
1981 12 29 3.374
1981 12 30 3.204
1981 12 31 3.284
1982 01 01 3.682
1982 01 02 3.716
1982 01 03 3.725
1982 01 04 3.633
1982 01 05 3.456
1982 01 06 3.482
1982 01 07 3.720
1982 01 08 3.716
1982 01 09 3.716
1982 01 10 3.719
1982 01 11 3.722
1982 01 12 3.721
1982 01 13 3.683
1982 01 14 3.217
1982 01 15 3.145
1982 01 16 3.184
1982 01 17 3.135
1982 01 18 3.244
1982 01 19 3.412
1982 01 20 3.699
1982 01 21 3.702
1982 01 22 3.700
1982 01 23 3.697
1982 01 24 3.694
1982 01 25 3.607
1982 01 26 3.578
1982 01 27 3.686
1982 01 28 3.682
1982 01 29 3.679
1982 01 30 3.609
1982 01 31 3.544
1982 02 01 3.804
1982 02 02 3.813
1982 02 03 3.809
1982 02 04 3.722
1982 02 05 3.800
1982 02 06 3.795
1982 02 07 3.791
1982 02 08 3.786
1982 02 09 3.629
1982 02 10 3.340
1982 02 11 3.208
1982 02 12 3.170
1982 02 13 3.160
1982 02 14 3.162
1982 02 15 3.167
1982 02 16 3.410
1982 02 17 3.587
1982 02 18 3.361
1982 02 19 3.435
1982 02 20 3.461
1982 02 21 3.259
1982 02 22 3.644
1982 02 23 3.673
1982 02 24 3.664
1982 02 25 3.658
1982 02 26 3.617
1982 02 27 3.642
1982 02 28 3.637
1982 03 01 3.825
1982 03 02 3.799
1982 03 03 3.666
1982 03 04 3.333
1982 03 05 3.271
1982 03 06 3.403
1982 03 07 3.670
1982 03 08 3.712
1982 03 09 3.698
1982 03 10 3.723
1982 03 11 3.721
1982 03 12 3.715
1982 03 13 3.706
1982 03 14 3.696
1982 03 15 3.686
1982 03 16 3.677
1982 03 17 3.667
1982 03 18 3.607
1982 03 19 3.647
1982 03 20 3.610
1982 03 21 3.596
1982 03 22 3.616
1982 03 23 3.606
1982 03 24 3.378
1982 03 25 3.585
1982 03 26 3.556
1982 03 27 3.542
1982 03 28 3.553
1982 03 29 3.349
1982 03 30 3.531
1982 03 31 3.498
1982 04 01 3.487
1982 04 02 3.117
1982 04 03 3.138
1982 04 04 3.032
1982 04 05 2.945
1982 04 06 2.956
1982 04 07 2.941
1982 04 08 2.901
1982 04 09 2.874
1982 04 10 2.909
1982 04 11 3.052
1982 04 12 3.153
1982 04 13 3.346
1982 04 14 3.340
1982 04 15 3.344
1982 04 16 3.158
1982 04 17 2.775
1982 04 18 2.746
1982 04 19 2.720
1982 04 20 2.699
1982 04 21 2.678
1982 04 22 2.658
1982 04 23 2.641
1982 04 24 2.607
1982 04 25 2.582
1982 04 26 2.563
1982 04 27 2.534
1982 04 28 2.509
1982 04 29 2.508
1982 04 30 2.506
1982 05 01 2.533
1982 05 02 2.257
1982 05 03 2.228
1982 05 04 2.228
1982 05 05 2.180
1982 05 06 2.148
1982 05 07 2.121
1982 05 08 2.093
1982 05 09 2.065
1982 05 10 2.036
1982 05 11 2.006
1982 05 12 1.976
1982 05 13 1.946
1982 05 14 1.915
1982 05 15 1.889
1982 05 16 1.852
1982 05 17 1.826
1982 05 18 2.037
1982 05 19 2.334
1982 05 20 2.366
1982 05 21 1.826
1982 05 22 1.849
1982 05 23 1.949
1982 05 24 2.234
1982 05 25 2.296
1982 05 26 2.395
1982 05 27 1.953
1982 05 28 1.844
1982 05 29 1.825
1982 05 30 1.915
1982 05 31 2.332
1982 06 01 2.253
1982 06 02 1.808
1982 06 03 1.783
1982 06 04 1.782
1982 06 05 2.240
1982 06 06 2.157
1982 06 07 1.781
1982 06 08 1.733
1982 06 09 1.756
1982 06 10 1.696
1982 06 11 1.936
1982 06 12 2.158
1982 06 13 2.181
1982 06 14 1.870
1982 06 15 1.785
1982 06 16 2.179
1982 06 17 2.205
1982 06 18 1.978
1982 06 19 1.763
1982 06 20 1.838
1982 06 21 1.910
1982 06 22 2.098
1982 06 23 2.019
1982 06 24 2.064
1982 06 25 2.146
1982 06 26 2.124
1982 06 27 2.130
1982 06 28 1.778
1982 06 29 2.151
1982 06 30 2.164
1982 07 01 2.357
1982 07 02 1.964
1982 07 03 1.941
1982 07 04 1.856
1982 07 05 1.834
1982 07 06 1.817
1982 07 07 1.789
1982 07 08 1.766
1982 07 09 1.748
1982 07 10 1.718
1982 07 11 1.713
1982 07 12 1.692
1982 07 13 2.094
1982 07 14 2.133
1982 07 15 1.680
1982 07 16 1.654
1982 07 17 1.736
1982 07 18 1.867
1982 07 19 2.099
1982 07 20 1.777
1982 07 21 1.704
1982 07 22 1.673
1982 07 23 1.637
1982 07 24 1.611
1982 07 25 1.584
1982 07 26 1.557
1982 07 27 1.530
1982 07 28 1.508
1982 07 29 1.514
1982 07 30 1.972
1982 07 31 1.521
1982 08 01 1.632
1982 08 02 1.653
1982 08 03 1.705
1982 08 04 1.712
1982 08 05 2.028
1982 08 06 1.904
1982 08 07 1.690
1982 08 08 1.545
1982 08 09 1.485
1982 08 10 1.797
1982 08 11 1.951
1982 08 12 1.991
1982 08 13 1.697
1982 08 14 1.591
1982 08 15 1.548
1982 08 16 1.508
1982 08 17 1.517
1982 08 18 1.809
