year month day evapotransp_mgb
1980 01 01 3.051
1980 01 02 3.048
1980 01 03 3.067
1980 01 04 3.080
1980 01 05 3.098
1980 01 06 3.132
1980 01 07 3.098
1980 01 08 2.984
1980 01 09 3.051
1980 01 10 3.193
1980 01 11 3.207
1980 01 12 3.226
1980 01 13 3.249
1980 01 14 3.285
1980 01 15 3.345
1980 01 16 3.379
1980 01 17 3.396
1980 01 18 3.404
1980 01 19 3.365
1980 01 20 3.317
1980 01 21 3.014
1980 01 22 3.218
1980 01 23 3.413
1980 01 24 3.150
1980 01 25 3.059
1980 01 26 2.750
1980 01 27 3.019
1980 01 28 3.409
1980 01 29 3.440
1980 01 30 3.351
1980 01 31 3.452
1980 02 01 3.288
1980 02 02 3.220
1980 02 03 3.299
1980 02 04 3.313
1980 02 05 3.336
1980 02 06 3.365
1980 02 07 3.398
1980 02 08 3.405
1980 02 09 3.413
1980 02 10 3.429
1980 02 11 3.459
1980 02 12 3.481
1980 02 13 3.493
1980 02 14 3.501
1980 02 15 3.524
1980 02 16 3.583
1980 02 17 3.594
1980 02 18 3.605
1980 02 19 3.619
1980 02 20 3.624
1980 02 21 3.635
1980 02 22 3.659
1980 02 23 3.662
1980 02 24 3.666
1980 02 25 3.686
1980 02 26 3.694
1980 02 27 3.700
1980 02 28 3.706
1980 02 29 3.716
1980 03 01 3.643
1980 03 02 3.648
1980 03 03 3.663
1980 03 04 3.611
1980 03 05 3.663
1980 03 06 3.671
1980 03 07 3.677
1980 03 08 3.679
1980 03 09 3.452
1980 03 10 3.566
1980 03 11 3.214
1980 03 12 3.435
1980 03 13 3.659
1980 03 14 3.497
1980 03 15 3.531
1980 03 16 3.673
1980 03 17 3.615
1980 03 18 3.498
1980 03 19 2.849
1980 03 20 3.387
1980 03 21 3.652
1980 03 22 3.502
1980 03 23 3.519
1980 03 24 3.064
1980 03 25 3.200
1980 03 26 3.371
1980 03 27 2.724
1980 03 28 3.034
1980 03 29 2.976
1980 03 30 2.858
1980 03 31 3.300
1980 04 01 3.528
1980 04 02 3.635
1980 04 03 3.682
1980 04 04 3.814
1980 04 05 3.478
1980 04 06 3.502
1980 04 07 3.704
1980 04 08 3.812
1980 04 09 3.669
1980 04 10 3.607
1980 04 11 3.266
1980 04 12 3.791
1980 04 13 3.681
1980 04 14 3.771
1980 04 15 3.694
1980 04 16 3.758
1980 04 17 3.629
1980 04 18 3.226
1980 04 19 2.680
1980 04 20 2.990
1980 04 21 2.910
1980 04 22 3.076
1980 04 23 3.004
1980 04 24 2.980
1980 04 25 3.074
1980 04 26 3.238
1980 04 27 2.951
1980 04 28 2.941
1980 04 29 3.224
1980 04 30 3.217
1980 05 01 3.771
1980 05 02 3.970
1980 05 03 4.091
1980 05 04 3.939
1980 05 05 4.087
1980 05 06 4.071
1980 05 07 3.599
1980 05 08 3.258
1980 05 09 3.189
1980 05 10 3.435
1980 05 11 3.105
1980 05 12 3.143
1980 05 13 3.119
1980 05 14 3.426
1980 05 15 3.546
1980 05 16 3.843
1980 05 17 3.457
1980 05 18 3.113
1980 05 19 3.445
1980 05 20 3.090
1980 05 21 3.407
1980 05 22 2.940
1980 05 23 3.019
1980 05 24 2.933
1980 05 25 3.333
1980 05 26 3.486
1980 05 27 3.462
1980 05 28 3.149
1980 05 29 2.965
1980 05 30 2.899
1980 05 31 2.938
1980 06 01 3.531
1980 06 02 3.645
1980 06 03 3.889
1980 06 04 3.498
1980 06 05 3.686
1980 06 06 3.784
1980 06 07 3.604
1980 06 08 3.513
1980 06 09 3.419
1980 06 10 3.511
1980 06 11 3.460
1980 06 12 3.390
1980 06 13 3.385
1980 06 14 3.472
1980 06 15 3.412
1980 06 16 4.217
1980 06 17 3.451
1980 06 18 3.340
1980 06 19 3.331
1980 06 20 3.330
1980 06 21 3.468
1980 06 22 3.587
1980 06 23 3.779
1980 06 24 3.542
1980 06 25 3.333
1980 06 26 3.275
1980 06 27 3.299
1980 06 28 3.532
1980 06 29 3.276
1980 06 30 3.247
1980 07 01 3.929
1980 07 02 4.069
1980 07 03 4.433
1980 07 04 3.899
1980 07 05 3.899
1980 07 06 3.867
1980 07 07 3.860
1980 07 08 3.838
1980 07 09 3.826
1980 07 10 3.951
1980 07 11 3.802
1980 07 12 3.804
1980 07 13 3.813
1980 07 14 3.804
1980 07 15 3.793
1980 07 16 3.911
1980 07 17 4.020
1980 07 18 3.731
1980 07 19 3.702
1980 07 20 3.690
1980 07 21 3.677
1980 07 22 3.698
1980 07 23 3.722
1980 07 24 3.666
1980 07 25 3.624
1980 07 26 3.611
1980 07 27 3.599
1980 07 28 3.600
1980 07 29 3.569
1980 07 30 3.554
1980 07 31 3.549
1980 08 01 4.097
1980 08 02 4.096
1980 08 03 4.044
1980 08 04 4.031
1980 08 05 4.012
1980 08 06 4.123
1980 08 07 3.958
1980 08 08 4.485
1980 08 09 4.078
1980 08 10 3.884
1980 08 11 3.860
1980 08 12 3.845
1980 08 13 3.843
1980 08 14 3.806
1980 08 15 3.764
1980 08 16 3.740
1980 08 17 3.715
1980 08 18 3.806
1980 08 19 3.798
1980 08 20 3.749
1980 08 21 3.619
1980 08 22 3.591
1980 08 23 3.565
1980 08 24 3.543
1980 08 25 3.542
1980 08 26 3.488
1980 08 27 3.470
1980 08 28 3.449
1980 08 29 3.419
1980 08 30 3.386
1980 08 31 3.358
1980 09 01 3.539
1980 09 02 3.541
1980 09 03 3.586
1980 09 04 3.958
1980 09 05 3.639
1980 09 06 3.674
1980 09 07 3.526
1980 09 08 3.534
1980 09 09 3.367
1980 09 10 3.347
1980 09 11 3.321
1980 09 12 3.272
1980 09 13 3.237
1980 09 14 3.810
1980 09 15 3.229
1980 09 16 3.480
1980 09 17 3.300
1980 09 18 3.999
1980 09 19 3.399
1980 09 20 3.175
1980 09 21 3.081
1980 09 22 3.240
1980 09 23 3.224
1980 09 24 3.905
1980 09 25 3.963
1980 09 26 3.793
1980 09 27 3.841
1980 09 28 3.834
1980 09 29 3.402
1980 09 30 3.524
1980 10 01 3.466
1980 10 02 3.413
1980 10 03 2.707
1980 10 04 2.973
1980 10 05 2.757
1980 10 06 3.067
1980 10 07 2.618
1980 10 08 2.589
1980 10 09 2.620
1980 10 10 2.541
1980 10 11 2.515
1980 10 12 2.544
1980 10 13 2.692
1980 10 14 2.957
1980 10 15 3.340
1980 10 16 3.512
1980 10 17 3.341
1980 10 18 2.671
1980 10 19 2.854
1980 10 20 2.777
1980 10 21 2.574
1980 10 22 2.790
1980 10 23 2.768
1980 10 24 3.324
1980 10 25 2.931
1980 10 26 2.623
1980 10 27 2.463
1980 10 28 2.656
1980 10 29 2.770
1980 10 30 2.720
1980 10 31 3.083
1980 11 01 2.867
1980 11 02 3.005
1980 11 03 3.122
1980 11 04 3.161
1980 11 05 2.947
1980 11 06 2.853
1980 11 07 3.274
1980 11 08 3.321
1980 11 09 3.376
1980 11 10 3.391
1980 11 11 3.429
1980 11 12 3.276
1980 11 13 3.329
1980 11 14 3.471
1980 11 15 3.499
1980 11 16 3.695
1980 11 17 3.747
1980 11 18 3.821
1980 11 19 3.841
1980 11 20 3.861
1980 11 21 2.991
1980 11 22 3.033
1980 11 23 3.138
1980 11 24 3.604
1980 11 25 3.245
1980 11 26 3.185
1980 11 27 3.521
1980 11 28 3.782
1980 11 29 3.694
1980 11 30 3.507
1980 12 01 2.901
1980 12 02 2.720
1980 12 03 2.886
1980 12 04 3.263
1980 12 05 2.498
1980 12 06 2.596
1980 12 07 2.452
1980 12 08 2.826
1980 12 09 3.417
1980 12 10 3.469
1980 12 11 3.409
1980 12 12 3.056
1980 12 13 2.823
1980 12 14 3.110
1980 12 15 3.461
1980 12 16 3.185
1980 12 17 3.409
1980 12 18 3.517
1980 12 19 3.502
1980 12 20 3.545
1980 12 21 3.442
1980 12 22 3.216
1980 12 23 3.373
1980 12 24 3.474
1980 12 25 3.550
1980 12 26 3.431
1980 12 27 3.615
1980 12 28 3.578
1980 12 29 3.608
1980 12 30 3.621
1980 12 31 3.688
1981 01 01 3.208
1981 01 02 3.062
1981 01 03 3.214
1981 01 04 3.120
1981 01 05 2.711
1981 01 06 3.071
1981 01 07 3.118
1981 01 08 3.108
1981 01 09 3.214
1981 01 10 3.222
1981 01 11 3.143
1981 01 12 3.238
1981 01 13 3.238
1981 01 14 3.253
1981 01 15 3.097
1981 01 16 3.266
1981 01 17 3.302
1981 01 18 3.226
1981 01 19 3.333
1981 01 20 3.200
1981 01 21 3.305
1981 01 22 3.362
1981 01 23 3.391
1981 01 24 3.303
