year month day evapotransp_mgb
1980 01 01 2.880
1980 01 02 2.956
1980 01 03 3.014
1980 01 04 3.070
1980 01 05 3.189
1980 01 06 3.351
1980 01 07 3.447
1980 01 08 3.521
1980 01 09 3.548
1980 01 10 3.565
1980 01 11 3.529
1980 01 12 3.295
1980 01 13 3.499
1980 01 14 3.512
1980 01 15 3.562
1980 01 16 3.484
1980 01 17 3.548
1980 01 18 3.493
1980 01 19 3.462
1980 01 20 3.395
1980 01 21 3.334
1980 01 22 3.333
1980 01 23 3.051
1980 01 24 3.204
1980 01 25 3.153
1980 01 26 3.318
1980 01 27 3.315
1980 01 28 3.369
1980 01 29 3.411
1980 01 30 3.465
1980 01 31 3.560
1980 02 01 3.618
1980 02 02 3.680
1980 02 03 3.714
1980 02 04 3.723
1980 02 05 3.731
1980 02 06 3.774
1980 02 07 3.820
1980 02 08 3.859
1980 02 09 3.883
1980 02 10 3.885
1980 02 11 3.855
1980 02 12 3.884
1980 02 13 3.834
1980 02 14 3.874
1980 02 15 3.874
1980 02 16 3.871
1980 02 17 3.869
1980 02 18 3.871
1980 02 19 3.868
1980 02 20 3.865
1980 02 21 3.862
1980 02 22 3.786
1980 02 23 3.782
1980 02 24 3.844
1980 02 25 3.847
1980 02 26 3.842
1980 02 27 3.838
1980 02 28 3.834
1980 02 29 3.829
1980 03 01 3.820
1980 03 02 3.815
1980 03 03 3.810
1980 03 04 3.804
1980 03 05 3.799
1980 03 06 3.793
1980 03 07 3.787
1980 03 08 3.779
1980 03 09 3.775
1980 03 10 3.743
1980 03 11 3.708
1980 03 12 3.734
1980 03 13 3.608
1980 03 14 3.555
1980 03 15 3.732
1980 03 16 3.715
1980 03 17 3.720
1980 03 18 3.574
1980 03 19 3.671
1980 03 20 3.642
1980 03 21 3.682
1980 03 22 3.620
1980 03 23 3.650
1980 03 24 3.662
1980 03 25 3.517
1980 03 26 3.478
1980 03 27 3.274
1980 03 28 3.263
1980 03 29 3.271
1980 03 30 3.243
1980 03 31 3.232
1980 04 01 2.946
1980 04 02 2.939
1980 04 03 3.148
1980 04 04 2.998
1980 04 05 2.990
1980 04 06 2.899
1980 04 07 2.846
1980 04 08 2.947
1980 04 09 2.881
1980 04 10 2.918
1980 04 11 2.795
1980 04 12 3.075
1980 04 13 2.794
1980 04 14 2.927
1980 04 15 2.752
1980 04 16 2.713
1980 04 17 2.778
1980 04 18 2.885
1980 04 19 3.016
1980 04 20 3.008
1980 04 21 3.011
1980 04 22 2.967
1980 04 23 2.848
1980 04 24 2.978
1980 04 25 2.978
1980 04 26 2.988
1980 04 27 2.963
1980 04 28 2.916
1980 04 29 2.934
1980 04 30 2.903
1980 05 01 2.894
1980 05 02 2.739
1980 05 03 2.711
1980 05 04 2.771
1980 05 05 2.781
1980 05 06 2.705
1980 05 07 2.751
1980 05 08 2.732
1980 05 09 2.736
1980 05 10 2.741
1980 05 11 2.723
1980 05 12 2.686
1980 05 13 2.716
1980 05 14 2.712
1980 05 15 2.705
1980 05 16 2.700
1980 05 17 2.697
1980 05 18 2.707
1980 05 19 2.709
1980 05 20 2.715
1980 05 21 2.644
1980 05 22 2.698
1980 05 23 2.688
1980 05 24 2.689
1980 05 25 2.686
1980 05 26 2.665
1980 05 27 2.672
1980 05 28 2.666
1980 05 29 2.664
1980 05 30 2.586
1980 05 31 2.637
1980 06 01 2.518
1980 06 02 2.275
1980 06 03 2.191
1980 06 04 2.211
1980 06 05 2.374
1980 06 06 2.451
1980 06 07 2.451
1980 06 08 2.426
1980 06 09 2.388
1980 06 10 2.377
1980 06 11 2.347
1980 06 12 2.350
1980 06 13 2.326
1980 06 14 2.187
1980 06 15 2.328
1980 06 16 2.422
1980 06 17 2.424
1980 06 18 2.434
1980 06 19 2.437
1980 06 20 2.443
1980 06 21 2.443
1980 06 22 2.368
1980 06 23 2.376
1980 06 24 2.292
1980 06 25 2.300
1980 06 26 2.335
1980 06 27 2.429
1980 06 28 2.367
1980 06 29 2.426
1980 06 30 2.386
1980 07 01 2.565
1980 07 02 2.515
1980 07 03 2.418
1980 07 04 2.406
1980 07 05 2.377
1980 07 06 2.461
1980 07 07 2.522
1980 07 08 2.526
1980 07 09 2.531
1980 07 10 2.536
1980 07 11 2.541
1980 07 12 2.546
1980 07 13 2.551
1980 07 14 2.558
1980 07 15 2.482
1980 07 16 2.498
1980 07 17 2.572
1980 07 18 2.581
1980 07 19 2.586
1980 07 20 2.425
1980 07 21 2.466
