year month day evapotransp_mgb
1980 01 01 3.641
1980 01 02 3.499
1980 01 03 3.453
1980 01 04 3.448
1980 01 05 3.527
1980 01 06 3.628
1980 01 07 3.686
1980 01 08 3.708
1980 01 09 3.709
1980 01 10 3.713
1980 01 11 3.708
1980 01 12 3.710
1980 01 13 3.680
1980 01 14 3.621
1980 01 15 3.486
1980 01 16 3.586
1980 01 17 3.671
1980 01 18 3.666
1980 01 19 3.684
1980 01 20 3.675
1980 01 21 3.686
1980 01 22 3.682
1980 01 23 3.678
1980 01 24 3.682
1980 01 25 3.678
1980 01 26 3.683
1980 01 27 3.686
1980 01 28 3.682
1980 01 29 3.611
1980 01 30 3.466
1980 01 31 3.643
1980 02 01 3.770
1980 02 02 3.776
1980 02 03 3.524
1980 02 04 3.472
1980 02 05 3.478
1980 02 06 3.593
1980 02 07 3.676
1980 02 08 3.712
1980 02 09 3.702
1980 02 10 3.693
1980 02 11 3.686
1980 02 12 3.683
1980 02 13 3.693
1980 02 14 3.689
1980 02 15 3.679
1980 02 16 3.657
1980 02 17 3.659
1980 02 18 3.653
1980 02 19 3.665
1980 02 20 3.586
1980 02 21 3.496
1980 02 22 3.609
1980 02 23 3.616
1980 02 24 3.615
1980 02 25 3.619
1980 02 26 3.612
1980 02 27 3.605
1980 02 28 3.598
1980 02 29 3.589
1980 03 01 3.785
1980 03 02 3.617
1980 03 03 3.495
1980 03 04 3.670
1980 03 05 3.560
1980 03 06 3.449
1980 03 07 3.505
1980 03 08 3.425
1980 03 09 3.434
1980 03 10 3.499
1980 03 11 3.574
1980 03 12 3.602
1980 03 13 3.589
1980 03 14 3.577
1980 03 15 3.576
1980 03 16 3.565
1980 03 17 3.551
1980 03 18 3.384
1980 03 19 3.421
1980 03 20 3.455
1980 03 21 3.276
1980 03 22 3.221
1980 03 23 3.213
1980 03 24 3.177
1980 03 25 3.141
1980 03 26 3.105
1980 03 27 3.084
1980 03 28 3.066
1980 03 29 3.046
1980 03 30 3.295
1980 03 31 3.195
1980 04 01 3.272
1980 04 02 3.291
1980 04 03 3.321
1980 04 04 3.336
1980 04 05 3.329
1980 04 06 3.330
1980 04 07 3.099
1980 04 08 3.162
1980 04 09 3.276
1980 04 10 3.258
1980 04 11 3.241
1980 04 12 3.206
1980 04 13 3.193
1980 04 14 3.187
1980 04 15 3.173
1980 04 16 3.183
1980 04 17 2.977
1980 04 18 2.889
1980 04 19 2.866
1980 04 20 2.837
1980 04 21 2.816
1980 04 22 2.795
1980 04 23 2.773
1980 04 24 2.752
1980 04 25 2.731
1980 04 26 2.710
1980 04 27 2.689
1980 04 28 2.667
1980 04 29 2.645
1980 04 30 2.649
1980 05 01 2.665
1980 05 02 2.716
1980 05 03 2.631
1980 05 04 2.519
1980 05 05 2.426
1980 05 06 2.405
1980 05 07 2.383
1980 05 08 2.362
1980 05 09 2.341
1980 05 10 2.327
1980 05 11 2.520
1980 05 12 2.446
1980 05 13 2.461
1980 05 14 2.268
1980 05 15 2.226
1980 05 16 2.222
1980 05 17 2.227
1980 05 18 2.199
1980 05 19 2.130
1980 05 20 2.088
1980 05 21 2.165
1980 05 22 2.317
1980 05 23 2.180
1980 05 24 2.044
1980 05 25 1.999
1980 05 26 1.971
1980 05 27 1.943
1980 05 28 1.914
1980 05 29 1.887
1980 05 30 1.859
1980 05 31 1.833
1980 06 01 1.944
1980 06 02 2.051
1980 06 03 2.065
1980 06 04 2.057
1980 06 05 1.834
1980 06 06 1.779
1980 06 07 1.754
1980 06 08 1.730
1980 06 09 1.707
1980 06 10 1.686
1980 06 11 1.665
1980 06 12 1.646
1980 06 13 1.850
1980 06 14 1.899
1980 06 15 1.684
1980 06 16 1.649
1980 06 17 1.623
1980 06 18 1.597
1980 06 19 1.572
1980 06 20 1.549
1980 06 21 1.528
1980 06 22 1.730
1980 06 23 1.491
1980 06 24 1.527
1980 06 25 1.760
1980 06 26 1.835
1980 06 27 2.194
1980 06 28 2.046
1980 06 29 1.997
1980 06 30 2.001
1980 07 01 2.137
