year month day evapotransp_mgb
1980 01 01 3.758
1980 01 02 3.674
1980 01 03 3.513
1980 01 04 3.769
1980 01 05 3.700
1980 01 06 3.702
1980 01 07 3.776
1980 01 08 3.582
1980 01 09 3.719
1980 01 10 3.776
1980 01 11 3.756
1980 01 12 3.712
1980 01 13 3.747
1980 01 14 3.595
1980 01 15 3.769
1980 01 16 3.767
1980 01 17 3.776
1980 01 18 3.733
1980 01 19 3.732
1980 01 20 3.779
1980 01 21 3.615
1980 01 22 3.693
1980 01 23 3.772
1980 01 24 3.767
1980 01 25 3.731
1980 01 26 3.750
1980 01 27 3.730
1980 01 28 3.694
1980 01 29 3.754
1980 01 30 3.682
1980 01 31 3.650
1980 02 01 3.635
1980 02 02 3.707
1980 02 03 3.675
1980 02 04 3.558
1980 02 05 3.564
1980 02 06 3.422
1980 02 07 3.642
1980 02 08 3.707
1980 02 09 3.707
1980 02 10 3.408
1980 02 11 3.633
1980 02 12 3.527
1980 02 13 3.473
1980 02 14 3.672
1980 02 15 3.705
1980 02 16 3.429
1980 02 17 3.654
1980 02 18 3.706
1980 02 19 3.522
1980 02 20 3.551
1980 02 21 3.684
1980 02 22 3.646
1980 02 23 3.701
1980 02 24 3.428
1980 02 25 3.572
1980 02 26 3.703
1980 02 27 3.565
1980 02 28 3.640
1980 02 29 3.427
1980 03 01 3.534
1980 03 02 3.665
1980 03 03 3.693
1980 03 04 3.684
1980 03 05 3.412
1980 03 06 3.615
1980 03 07 3.627
1980 03 08 3.687
1980 03 09 3.599
1980 03 10 3.612
1980 03 11 3.691
1980 03 12 3.690
1980 03 13 3.512
1980 03 14 3.686
1980 03 15 3.610
1980 03 16 3.619
1980 03 17 3.679
1980 03 18 3.674
1980 03 19 3.683
1980 03 20 3.598
1980 03 21 3.640
1980 03 22 3.686
1980 03 23 3.657
1980 03 24 3.684
1980 03 25 3.483
1980 03 26 3.627
1980 03 27 3.642
1980 03 28 3.443
1980 03 29 3.528
1980 03 30 3.676
1980 03 31 3.659
1980 04 01 3.573
1980 04 02 3.433
1980 04 03 3.652
1980 04 04 3.552
1980 04 05 3.272
1980 04 06 3.658
1980 04 07 3.512
1980 04 08 2.964
1980 04 09 3.286
1980 04 10 3.493
1980 04 11 3.510
1980 04 12 3.554
1980 04 13 3.242
1980 04 14 3.228
1980 04 15 3.617
1980 04 16 3.663
1980 04 17 3.557
1980 04 18 3.123
1980 04 19 3.243
1980 04 20 3.511
1980 04 21 3.125
1980 04 22 2.655
