year month day evapotransp_mgb
1980 01 01 2.549
1980 01 02 1.982
1980 01 03 2.351
1980 01 04 2.490
1980 01 05 1.765
1980 01 06 1.602
1980 01 07 1.521
1980 01 08 1.497
1980 01 09 1.305
1980 01 10 1.161
1980 01 11 1.105
1980 01 12 1.017
1980 01 13 0.954
1980 01 14 0.893
1980 01 15 0.862
1980 01 16 0.899
1980 01 17 1.097
1980 01 18 0.971
1980 01 19 1.367
1980 01 20 1.730
1980 01 21 2.028
1980 01 22 1.746
1980 01 23 2.171
1980 01 24 1.568
1980 01 25 1.785
1980 01 26 2.091
1980 01 27 2.263
1980 01 28 1.776
1980 01 29 1.278
1980 01 30 1.198
1980 01 31 1.107
1980 02 01 1.123
1980 02 02 1.482
1980 02 03 1.246
1980 02 04 0.968
1980 02 05 0.819
1980 02 06 0.784
1980 02 07 0.729
1980 02 08 0.729
1980 02 09 0.620
1980 02 10 0.580
1980 02 11 0.563
1980 02 12 0.607
1980 02 13 0.702
1980 02 14 0.457
1980 02 15 0.431
1980 02 16 0.426
1980 02 17 0.386
1980 02 18 0.385
1980 02 19 0.367
1980 02 20 0.332
1980 02 21 0.317
1980 02 22 0.303
1980 02 23 0.291
1980 02 24 0.279
1980 02 25 0.268
1980 02 26 0.303
1980 02 27 0.249
1980 02 28 0.240
1980 02 29 0.232
1980 03 01 0.230
1980 03 02 0.222
1980 03 03 0.334
1980 03 04 0.256
1980 03 05 0.308
1980 03 06 0.243
1980 03 07 0.237
1980 03 08 0.244
1980 03 09 0.678
1980 03 10 0.786
1980 03 11 1.274
1980 03 12 0.801
1980 03 13 1.488
1980 03 14 1.412
1980 03 15 0.671
1980 03 16 0.798
1980 03 17 0.688
1980 03 18 0.726
1980 03 19 0.929
1980 03 20 0.689
1980 03 21 0.545
1980 03 22 1.084
1980 03 23 1.449
1980 03 24 1.850
1980 03 25 2.403
1980 03 26 2.797
1980 03 27 2.974
1980 03 28 3.032
1980 03 29 3.540
1980 03 30 3.683
1980 03 31 3.658
1980 04 01 3.517
1980 04 02 3.066
1980 04 03 2.512
1980 04 04 2.511
1980 04 05 2.459
1980 04 06 2.526
1980 04 07 2.238
1980 04 08 2.148
1980 04 09 2.080
1980 04 10 2.102
1980 04 11 2.641
1980 04 12 2.944
1980 04 13 3.034
1980 04 14 3.128
1980 04 15 2.916
1980 04 16 2.726
1980 04 17 3.221
1980 04 18 3.263
1980 04 19 3.365
1980 04 20 3.473
1980 04 21 3.787
1980 04 22 4.075
1980 04 23 4.294
1980 04 24 4.570
1980 04 25 4.780
1980 04 26 4.837
1980 04 27 4.835
1980 04 28 4.835
1980 04 29 4.833
1980 04 30 4.496
1980 05 01 4.332
1980 05 02 4.290
1980 05 03 4.284
1980 05 04 4.289
1980 05 05 4.286
